chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr2-16115627,LOC_Os02g27360,2,3,1,1,2,3,8,0,1,2,2,2,5,7,3,0,5,0,1,0,0,6,0,3,1,2,0,2,4,4,0,0,2,6,8,11,0,0,0,1,0,1
Chr2-16115005,LOC_Os02g27360,145,155,163,193,193,186,455,347,264,96,82,77,159,228,153,89,110,100,97,97,107,204,182,170,1263,1179,1426,134,88,102,131,132,131,39,51,111,86,84,87,90,97,111
Chr2-16115178,LOC_Os02g27360,24,23,27,52,32,0,13,1,4,0,0,0,1,0,2,9,5,5,5,8,3,1,1,1,18,8,35,0,1,2,2,1,1,0,0,0,2,1,2,9,10,10
Chr2-16467824,LOC_Os02g27810,0,0,0,0,0,0,3,7,0,0,1,0,1,2,1,0,0,0,20,24,16,0,1,0,0,0,0,0,0,0,2,2,4,0,0,0,7,5,1,0,0,0
Chr2-16465883,LOC_Os02g27810,3,9,3,7,7,0,14,16,11,9,8,7,1,3,4,0,0,0,64,66,63,3,4,4,4,1,2,19,27,7,69,72,70,28,17,26,61,49,58,4,6,0
Chr2-16468036,LOC_Os02g27810,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,1,2,1,0,0,0
Chr2-16465705,LOC_Os02g27810,0,0,2,1,0,1,2,0,2,2,4,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,3,0,0,0
Chr2-16465629,LOC_Os02g27810,3,0,0,1,5,1,0,2,1,0,0,0,0,0,0,0,0,0,4,4,3,1,1,2,0,0,0,1,1,2,10,6,8,0,0,0,6,9,10,0,0,0
Chr2-19360433,LOC_Os02g32660,3,11,2,2,8,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
Chr2-19355810,LOC_Os02g32660,629,534,847,828,696,800,877,750,975,5,5,5,5,5,3,9,9,9,1,5,6,5,17,22,20,17,15,92,68,78,874,1018,1102,447,296,231,20,21,30,159,119,135
Chr2-19359212,LOC_Os02g32660,0,0,0,3,1,4,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,18,0,0,0,0,0,0
Chr2-19362709,LOC_Os02g32660,2,1,9,2,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,5,9,8,8,0,0,1,0,0,0,0,0,0
Chr2+21075410,LOC_Os02g35110,2,7,0,2,10,2,0,0,0,2,6,3,0,0,0,0,5,0,3,8,3,3,8,5,2,2,2,0,1,2,0,1,3,0,0,0,3,4,0,3,3,3
Chr2+21075464,LOC_Os02g35110,14,9,8,8,8,3,2,3,0,3,2,11,0,4,3,2,4,4,1,2,3,11,16,8,5,4,5,6,10,1,1,0,1,0,0,0,5,6,3,10,6,9
Chr2+21075201,LOC_Os02g35110,6,2,0,6,9,8,20,11,19,20,26,27,42,23,30,16,17,14,15,11,14,22,23,25,11,13,10,8,10,12,15,15,14,0,0,0,23,46,43,15,15,15
Chr2+22389989,LOC_Os02g37050,7,6,1,0,0,1,4,6,4,7,14,10,12,5,19,6,28,16,10,14,20,15,17,17,6,0,1,12,0,9,5,1,8,0,0,0,15,14,8,5,7,5
Chr2+22389741,LOC_Os02g37050,14,8,16,21,17,15,10,10,16,12,4,15,9,7,4,9,6,9,8,10,8,20,24,27,3,14,6,8,11,10,14,16,13,27,114,97,10,26,22,47,53,46
Chr2+22389831,LOC_Os02g37050,0,1,0,2,0,0,0,0,0,1,1,0,1,2,1,1,1,1,0,0,1,2,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,1,1,0,0,0
Chr2+23513938,LOC_Os02g38890,8,6,11,2,4,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,1,8,9,3,3,1,2,3,4,4,0,0,0,1,0,1,1,2,1
Chr2+23513706,LOC_Os02g38890,29,25,39,16,13,16,0,2,3,4,4,2,2,1,1,3,6,5,4,3,4,1,4,1,13,13,23,13,7,0,5,7,3,79,10,27,1,6,5,34,34,34
Chr2-23768788,LOC_Os02g39384,0,5,2,0,0,3,3,12,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,11,12,12
Chr2-23768996,LOC_Os02g39384,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
Chr2-23768598,LOC_Os02g39384,5,17,10,0,0,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,16,22,16
Chr2-24025159,LOC_Os02g39764,0,0,0,20,4,14,1,1,0,0,0,1,4,3,0,5,4,1,1,0,0,0,0,0,0,0,0,2,4,2,22,27,9,5,218,182,2,2,4,0,0,1
Chr2-24030838,LOC_Os02g39764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,8,0,0,0,0,0,0
Chr2-24025223,LOC_Os02g39764,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,35,6,0,0,0,0,0,0
Chr2-24031700,LOC_Os02g39764,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,11,8,0,0,0,0,3,0,0,0,0
Chr2-24031615,LOC_Os02g39764,4,3,3,1,1,0,7,2,1,2,1,0,7,9,5,1,6,2,0,1,1,0,0,0,1,0,3,3,1,3,25,23,24,10,37,18,12,8,6,1,1,7
Chr2-24030227,LOC_Os02g39764,0,1,1,5,6,3,5,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,1
Chr2-24063023,LOC_Os02g39830,0,0,0,8,2,4,0,0,0,1,1,0,13,0,5,0,0,1,2,3,3,5,0,2,1,3,2,0,3,1,2,1,3,0,0,0,2,1,1,5,1,0
Chr2-24063308,LOC_Os02g39830,16,10,12,8,31,17,19,20,35,58,66,58,50,50,46,84,88,82,46,58,62,64,57,63,45,56,58,40,41,26,26,16,23,2,1,7,50,44,48,52,45,38
Chr2-24063266,LOC_Os02g39830,9,7,12,23,10,11,13,55,31,74,59,72,40,56,56,50,39,59,35,41,42,66,57,93,97,95,63,58,30,40,20,12,17,9,28,3,42,38,38,18,25,24
Chr2+25236069,LOC_Os02g41990,122,57,48,61,132,116,39,27,56,83,70,64,56,51,51,37,50,53,58,58,59,75,75,72,122,140,159,87,85,73,128,117,111,61,72,48,78,75,64,89,92,81
Chr2+25232809,LOC_Os02g41990,2,3,1,10,5,4,3,4,3,1,2,0,3,0,2,6,3,5,6,6,4,2,2,2,4,5,5,0,4,0,1,2,1,0,0,1,2,1,2,0,2,1
Chr2+26263756,LOC_Os02g43519,4,4,8,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7
Chr2+26265576,LOC_Os02g43519,16,43,31,31,36,30,63,32,41,52,48,44,31,30,34,28,27,27,55,39,61,75,71,71,48,48,32,114,105,114,38,31,22,6,45,14,155,144,152,63,64,63
Chr2+26265117,LOC_Os02g43519,99,128,113,48,65,44,28,48,28,8,3,1,1,2,0,3,2,6,4,10,11,9,5,7,4,6,5,7,12,16,28,32,32,5,5,5,20,22,18,309,270,306
Chr2+26264465,LOC_Os02g43519,70,69,66,18,6,11,19,20,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,2,4,6,1,2,0,0,1,0,239,167,239
Chr2+26263049,LOC_Os02g43519,85,86,70,87,87,84,114,96,79,52,57,52,62,112,55,66,84,67,143,187,152,27,34,31,33,57,45,70,72,62,40,28,39,59,27,58,53,49,54,138,130,136
Chr2+26265822,LOC_Os02g43519,1,1,1,0,0,0,2,1,1,4,2,4,0,0,0,1,0,1,0,2,2,2,2,2,0,0,1,6,1,0,1,0,1,0,0,0,1,1,0,0,0,0
Chr2+26265287,LOC_Os02g43519,60,17,32,43,24,35,7,3,8,0,1,0,0,0,1,3,3,2,6,0,2,4,1,11,1,1,2,2,21,17,3,8,5,4,15,14,4,5,4,24,25,23
Chr2+26264770,LOC_Os02g43519,6,7,4,5,22,5,4,13,3,8,0,4,5,1,1,4,3,0,1,0,1,1,1,1,0,0,0,3,3,3,14,9,22,57,8,37,2,5,5,7,6,6
Chr2+26264277,LOC_Os02g43519,12,23,16,18,11,6,6,4,6,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,4,0,2,4,13,14,11,9,19,4,4,5,70,61,49
Chr2+26263915,LOC_Os02g43519,9,6,20,7,9,8,2,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,1,4,4,4,23,29,11,0,6,3,37,37,38
Chr2+26263554,LOC_Os02g43519,22,24,18,6,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,23
Chr2+26265246,LOC_Os02g43519,3,3,2,1,8,5,0,2,1,2,2,2,3,0,4,1,0,0,3,0,1,1,3,0,3,1,2,4,0,1,2,1,3,0,0,0,1,2,4,5,6,6
Chr2-26982209,LOC_Os02g44540,54,61,62,55,52,53,41,58,4,92,82,81,73,59,50,51,54,52,59,54,54,64,60,66,60,52,50,87,67,106,61,61,50,26,97,20,48,45,46,81,67,76
Chr2-26982418,LOC_Os02g44540,12,7,1,2,3,1,0,0,0,1,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,4,0,0,0,0,3,3,3
Chr2-30046215,LOC_Os02g49130,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,3,2,1,1,1,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Chr2-30044218,LOC_Os02g49130,0,0,0,0,1,0,3,11,16,11,8,9,0,0,2,5,0,0,4,4,6,4,2,3,6,7,8,6,10,11,8,10,8,11,13,7,4,4,3,3,2,4
Chr2-30044350,LOC_Os02g49130,0,0,2,1,2,3,0,0,0,8,9,7,3,0,5,8,2,4,7,4,4,2,2,2,5,2,6,0,1,2,2,10,5,0,1,8,4,4,4,5,7,7
Chr2+33855410,LOC_Os02g55300,29,31,31,48,31,26,20,54,45,29,49,42,48,57,47,35,35,40,26,25,16,25,15,24,27,19,15,15,14,35,54,60,54,48,19,73,37,39,36,21,17,26
Chr2+33857086,LOC_Os02g55300,30,31,33,18,26,14,2,1,5,3,2,1,0,1,0,3,0,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,15,24,36
Chr2+33855652,LOC_Os02g55300,20,29,26,16,4,15,34,29,32,7,32,57,73,34,47,31,17,31,20,24,19,9,17,16,15,13,17,34,20,2,34,41,38,42,25,13,23,25,26,24,23,25
Chr2+34855515,LOC_Os02g56860,0,0,0,0,0,0,0,3,5,30,48,40,5,0,5,0,0,0,6,12,10,1,0,0,0,1,0,52,47,55,19,17,19,60,129,158,14,16,13,0,0,0
Chr2+34855828,LOC_Os02g56860,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,26,3,2,4,2,0,1,0,0,0,0,0,0
Chr2+34855789,LOC_Os02g56860,0,0,0,0,0,0,0,0,0,19,17,11,7,1,1,1,0,0,3,4,5,0,0,0,0,0,1,81,62,47,10,21,15,1,1,0,7,6,3,0,0,0
Chr2+35278556,LOC_Os02g57600,2,2,2,1,4,5,1,2,0,1,2,3,0,0,0,2,3,0,10,4,6,0,0,1,3,2,0,1,1,0,1,1,1,2,5,4,0,2,1,0,0,0
Chr2+35278202,LOC_Os02g57600,20,26,27,17,14,20,3,6,7,0,0,0,1,2,4,3,4,3,2,0,1,1,4,4,1,2,3,2,3,6,3,3,4,3,8,14,0,1,2,10,10,10
Chr2+35278315,LOC_Os02g57600,107,90,90,95,87,91,44,54,82,34,28,36,100,113,88,102,84,73,101,121,120,79,73,89,40,50,64,98,89,95,37,36,31,5,11,69,51,51,55,66,104,46
Chr3-560194,LOC_Os03g01910,3,2,3,0,0,0,2,1,7,0,3,1,1,0,0,0,0,0,0,1,0,7,7,5,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,3,3,3
Chr3-560399,LOC_Os03g01910,646,716,631,480,501,513,681,676,680,649,592,636,324,220,252,280,346,323,403,413,421,744,686,815,551,539,516,278,422,361,200,201,198,288,138,123,500,560,581,555,587,639
Chr3-560631,LOC_Os03g01910,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Chr3+875737,LOC_Os03g02440,0,2,0,0,11,1,2,1,1,2,7,1,0,0,0,3,2,2,0,0,2,3,3,4,4,7,5,5,3,3,2,7,5,0,0,0,1,3,3,0,0,0
Chr3+875511,LOC_Os03g02440,26,28,22,9,25,26,21,27,28,38,25,36,18,21,20,26,16,21,20,23,16,23,19,22,34,34,37,3,29,17,16,13,14,6,5,5,33,30,26,17,16,14
Chr3+875336,LOC_Os03g02440,15,0,8,6,5,4,1,2,2,25,25,20,5,10,3,8,6,4,8,4,6,4,10,14,14,17,14,3,14,8,10,8,7,0,0,0,14,20,17,13,10,7
Chr3+876516,LOC_Os03g02440,1,1,0,0,0,0,0,0,2,5,7,7,7,15,13,4,8,8,5,5,7,11,10,10,28,34,24,5,4,5,7,9,9,0,0,0,10,1,10,1,1,3
Chr3+875967,LOC_Os03g02440,0,0,0,1,0,3,0,0,0,8,6,4,4,0,3,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chr3-1203799,LOC_Os03g02970,0,4,4,0,7,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,9
Chr3-1195893,LOC_Os03g02970,0,0,0,2,0,1,0,0,0,0,1,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,12,1,1,1,1,0,1
Chr3-1199957,LOC_Os03g02970,8,4,5,7,32,7,2,1,0,0,0,0,1,0,1,1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,1
Chr3-1195680,LOC_Os03g02970,35,54,34,30,31,31,17,16,14,30,11,34,56,95,48,65,71,66,37,38,39,24,20,24,34,32,28,72,74,43,35,34,28,4,72,120,36,48,56,51,52,52
Chr3-1203587,LOC_Os03g02970,1,2,0,0,0,1,0,0,0,0,0,1,2,1,3,2,1,1,0,0,2,1,0,1,0,0,1,1,1,0,1,2,0,3,2,1,1,1,2,0,0,1
Chr3-1514750,LOC_Os03g03510,225,258,219,221,267,209,261,262,266,121,133,136,700,690,699,408,423,430,427,408,439,110,118,115,950,1213,1254,687,557,586,475,498,508,321,454,387,290,242,292,155,151,168
Chr3-1518124,LOC_Os03g03510,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,1,1,4,4,2,4,23,37,13,0,0,0,0,0,0
Chr3-1515036,LOC_Os03g03510,7,13,1,6,5,4,3,1,2,0,0,0,0,4,4,3,1,1,3,0,1,2,1,0,16,12,13,0,1,2,1,0,1,1,0,0,2,1,0,0,0,0
Chr3-1515887,LOC_Os03g03510,2,4,3,1,0,0,1,0,7,0,0,0,2,3,0,1,1,1,0,0,0,0,0,0,1,6,4,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0
Chr3-1518367,LOC_Os03g03510,0,0,0,0,0,0,4,2,2,0,0,0,5,6,7,2,2,1,4,3,3,1,0,1,25,27,37,12,15,15,6,4,3,0,4,8,2,1,1,0,0,0
Chr3-1518545,LOC_Os03g03510,0,0,0,2,1,2,5,4,6,3,2,1,4,9,2,3,4,7,4,4,6,0,1,4,77,71,52,19,3,7,30,29,15,18,42,47,15,16,12,0,1,0
Chr3-1720577,LOC_Os03g03830,0,4,6,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Chr3-1720157,LOC_Os03g03830,117,128,114,70,48,102,88,119,102,137,134,127,103,100,99,99,127,106,146,135,152,170,169,104,82,88,107,82,78,81,89,83,92,62,103,38,104,93,95,138,141,146
Chr3-1976210,LOC_Os03g04300,13,12,7,0,3,2,6,6,0,23,16,20,48,1,16,40,36,36,10,14,15,0,1,4,4,2,3,8,10,13,6,2,7,0,0,0,6,8,3,0,0,1
Chr3-1976335,LOC_Os03g04300,3,3,1,1,0,4,1,2,1,9,8,8,20,24,18,19,17,19,5,4,14,1,0,0,5,0,1,4,4,4,7,5,3,2,0,4,5,3,0,0,0,0
Chr3-1970898,LOC_Os03g04300,0,1,0,0,0,0,0,4,2,3,3,4,5,7,5,12,1,8,2,5,0,0,0,0,0,0,0,0,1,2,1,1,1,9,6,5,0,1,1,1,3,2
Chr3-1970964,LOC_Os03g04300,2,1,5,6,3,0,0,0,0,1,1,1,8,9,1,13,13,12,3,1,2,0,1,1,0,1,0,4,0,0,1,0,0,4,3,26,2,0,3,4,3,6
Chr3-1970805,LOC_Os03g04300,9,2,5,3,9,0,0,5,0,5,3,0,4,9,9,11,24,15,1,0,1,3,0,0,1,1,1,4,0,6,1,0,1,0,0,0,3,0,4,2,2,1
Chr3-1976451,LOC_Os03g04300,6,10,1,4,4,4,1,0,0,2,6,14,12,7,15,15,7,19,4,3,6,0,0,2,0,1,1,5,4,3,2,1,2,5,0,1,2,0,2,1,1,4
Chr3-4807945,LOC_Os03g09210,2,24,13,17,3,26,3,7,4,5,2,7,8,7,7,7,9,10,6,5,0,13,6,14,2,9,6,18,4,20,7,5,12,0,0,0,3,4,4,5,6,4
Chr3-4807706,LOC_Os03g09210,3,3,3,9,2,14,2,1,5,2,3,1,0,0,0,0,2,1,0,1,1,1,1,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
Chr3-4808391,LOC_Os03g09210,227,211,241,289,162,219,129,186,224,216,219,231,144,156,137,130,132,139,127,118,118,365,370,369,231,187,213,208,164,171,376,392,382,264,209,533,115,111,86,275,271,267
Chr3-6557362,LOC_Os03g12414,3,1,2,6,43,30,3,1,3,1,1,1,0,0,1,5,4,4,1,0,1,0,0,1,5,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-6556400,LOC_Os03g12414,0,1,0,0,0,0,0,1,0,1,4,2,5,6,6,3,10,3,1,2,0,0,0,0,6,9,7,1,0,1,7,0,6,6,24,30,0,0,0,0,0,0
Chr3-7163437,LOC_Os03g13274,0,1,0,0,1,0,0,1,1,23,39,34,5,14,4,4,10,8,11,18,22,63,47,65,3,14,13,6,13,18,6,4,3,84,62,11,13,12,12,5,0,0
Chr3-7163389,LOC_Os03g13274,3,0,3,3,2,3,4,4,3,53,51,52,34,14,16,17,16,14,29,24,30,155,161,157,36,37,35,29,31,38,0,1,4,0,0,1,8,10,10,5,1,0
Chr3-7165114,LOC_Os03g13274,0,0,0,1,2,0,5,3,1,3,6,5,3,3,3,1,0,1,0,1,0,11,10,9,4,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Chr3-9513370,LOC_Os03g17130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,15,19,0,0,0,0,0,0
Chr3-9517978,LOC_Os03g17130,0,3,0,6,6,2,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,1,1,0,1,0,0,0,2,1,0,1
Chr3-9518033,LOC_Os03g17130,4,0,0,1,0,0,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3
Chr3+9876577,LOC_Os03g17740,251,250,226,241,252,253,180,180,182,283,305,328,157,145,142,197,214,315,184,230,249,437,435,482,1616,1512,1596,396,382,389,401,432,394,337,205,157,400,386,398,257,251,239
Chr3+9873249,LOC_Os03g17740,5,5,4,4,0,4,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-10369100,LOC_Os03g18500,14,14,20,27,24,30,36,0,25,2,7,1,7,6,4,3,5,2,6,3,5,17,18,16,3,5,7,8,8,10,15,17,17,0,0,0,18,16,18,30,36,31
Chr3-10368888,LOC_Os03g18500,2,0,0,2,1,1,4,3,1,3,0,2,5,4,4,1,2,3,0,0,0,7,5,8,7,2,3,2,0,2,6,5,4,0,0,0,2,2,1,1,0,0
Chr3+13284822,LOC_Os03g23010,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,6,6,3,3,7,0,0,0,2,1,1,3,5,5
Chr3+13284496,LOC_Os03g23010,411,562,506,242,275,332,320,203,226,429,429,430,419,413,425,874,851,963,1005,981,963,473,489,481,2574,2546,2599,2279,2076,2215,1245,1237,1224,600,293,412,1338,1088,1430,740,735,738
Chr3+13882330,LOC_Os03g24380,660,562,569,673,710,543,592,535,509,270,289,263,443,434,454,347,303,323,370,401,375,305,345,309,411,403,402,254,273,262,299,257,290,339,311,339,209,253,262,370,369,358
Chr3+13879312,LOC_Os03g24380,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,0,0,1,1,0
Chr3+14432144,LOC_Os03g25270,4,5,4,2,0,0,2,3,0,1,3,2,2,6,1,1,1,0,0,0,0,2,1,2,0,2,3,3,0,3,4,3,5,47,4,7,0,1,2,0,0,0
Chr3+14433539,LOC_Os03g25270,2,1,2,7,4,2,38,32,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,2,2,0,0,0,0,11,12,12,0,0,0
Chr3+14433583,LOC_Os03g25270,1,0,1,0,0,0,18,18,17,0,0,0,1,0,2,0,0,0,0,0,0,0,1,4,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3+14435455,LOC_Os03g25270,0,0,0,0,0,0,5,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
Chr3+14435169,LOC_Os03g25270,295,525,412,350,216,272,1637,1898,1583,245,221,297,390,394,373,230,239,237,218,269,224,222,293,289,512,505,509,193,165,147,112,102,128,67,40,33,200,171,201,66,76,123
Chr3+15007773,LOC_Os03g26229,14,3,5,3,3,0,3,5,4,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,6,6,6
Chr3+15007307,LOC_Os03g26229,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,33,7,3,0,1,3,1,0
Chr3+15008181,LOC_Os03g26229,201,206,208,113,136,196,236,207,252,20,37,22,4,15,8,18,20,10,33,30,23,73,63,63,43,52,35,60,34,37,24,25,28,40,10,17,99,129,120,444,509,479
Chr3+15007567,LOC_Os03g26229,6,15,6,11,9,8,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,3,0,0,0,3,2,0,0,0,0,9,3,2,25,20,11
Chr3+15007226,LOC_Os03g26229,28,40,44,17,2,28,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,3,359,108,212
Chr3+24732290,LOC_Os03g44010,98,43,78,65,69,67,70,81,88,43,36,48,58,65,59,46,44,67,68,120,94,47,43,38,23,24,26,53,46,48,34,35,35,17,35,90,49,50,42,117,116,147
Chr3+24729783,LOC_Os03g44010,7,2,0,10,8,5,2,4,12,5,5,7,3,2,0,2,7,1,20,10,11,9,10,7,3,2,0,28,27,26,2,10,4,3,4,9,3,3,5,11,23,17
Chr3+24729623,LOC_Os03g44010,4,25,16,9,7,1,5,4,59,4,22,8,2,0,10,24,6,5,37,6,14,45,3,56,13,6,10,13,11,17,12,15,5,12,26,27,4,2,2,5,12,20
Chr3+24729452,LOC_Os03g44010,8,44,25,8,9,9,5,5,7,5,4,5,0,1,0,0,2,1,6,5,7,3,5,6,0,0,0,18,14,16,1,8,3,0,0,0,5,3,3,7,3,10
Chr3-25042319,LOC_Os03g44500,171,166,187,137,153,137,60,56,63,72,109,71,132,124,127,142,150,158,141,132,135,60,69,124,117,101,132,143,150,129,415,438,447,924,755,878,91,105,114,121,123,123
Chr3-25050001,LOC_Os03g44500,1,0,2,0,0,0,0,1,2,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,4,3,3
Chr3-25042780,LOC_Os03g44500,32,20,17,23,19,24,0,0,4,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,4,4,3,4,0,0,0,7,3,3,9,15,10
Chr3-26070976,LOC_Os03g46100,17,22,24,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
Chr3-26072245,LOC_Os03g46100,2,1,7,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Chr3-26072137,LOC_Os03g46100,25,16,22,2,4,1,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Chr3-26072674,LOC_Os03g46100,1,7,7,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-26070557,LOC_Os03g46100,59827,57609,73266,55243,49095,47554,7746,5813,6782,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,7,8,9,1,8,3,0,0,0,9,1,21,0,0,1,9138,8447,8546
Chr3-26071189,LOC_Os03g46100,26,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Chr3-26071819,LOC_Os03g46100,195,113,179,153,115,111,11,91,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,151,101
Chr3+28034911,LOC_Os03g49210,186,264,201,250,234,246,241,302,283,24,46,56,42,27,35,64,83,48,164,208,173,126,103,103,95,98,90,102,98,123,33,34,36,40,70,52,210,140,195,553,493,579
