chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr1-36089015,LOC_Os01g62360,4,9,3,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,6,13,6,1,0,0,0,2,3
Chr1-36090571,LOC_Os01g62360,19,18,19,25,18,23,7,6,5,0,0,0,0,0,0,2,0,1,3,1,3,2,2,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,2,22,23,22
Chr1-36088979,LOC_Os01g62360,33,31,24,32,27,31,18,17,22,2,2,2,16,0,17,18,24,23,8,7,5,15,15,18,9,18,10,8,8,5,2,1,3,0,0,0,4,4,5,13,12,10
Chr1-36091031,LOC_Os01g62360,2,2,0,8,5,8,10,1,2,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4
Chr1+36096500,LOC_Os01g62370,541,626,732,598,545,664,117,181,113,65,60,60,13,12,9,34,39,32,66,42,47,126,128,147,152,156,138,221,210,206,596,578,658,963,2927,3980,23,24,23,472,471,474
Chr1+36096930,LOC_Os01g62370,11,6,7,8,4,2,3,4,3,1,2,1,0,0,0,0,0,1,0,0,0,3,6,2,3,3,4,1,1,2,5,1,1,0,0,0,1,1,1,13,17,17
Chr1+36096775,LOC_Os01g62370,5,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,5,1,2,2,0,0,0,0,0,0,3,10,1
Chr1-36105414,LOC_Os01g62390,0,0,0,3,2,0,2,5,4,1,2,1,1,2,0,5,9,4,7,0,3,0,0,0,8,8,10,5,4,8,5,5,5,1,4,2,10,20,1,1,1,1
Chr1-36105543,LOC_Os01g62390,92,91,91,117,117,146,45,65,47,49,46,47,59,57,56,88,71,82,53,58,48,8,17,20,46,66,80,59,55,57,57,65,52,16,45,23,64,67,76,84,115,95
Chr1-37039664,LOC_Os01g63840,12,11,16,2,4,1,2,2,1,1,0,0,0,0,0,0,0,0,3,3,2,3,2,2,0,1,1,0,2,0,3,5,4,0,0,0,6,5,5,8,15,15
Chr1-37039568,LOC_Os01g63840,0,18,9,5,4,2,12,11,5,6,3,6,5,9,3,8,14,8,4,5,5,8,12,11,16,8,8,15,13,10,41,36,41,9,41,20,18,25,28,10,20,14
Chr1+37124859,LOC_Os01g63950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,2,51,0,0,0,0,0,0
Chr1+37126288,LOC_Os01g63950,5,16,20,22,27,14,25,23,25,10,10,12,3,1,1,10,8,10,4,5,4,25,37,30,25,27,26,12,7,9,4,5,6,0,0,0,24,28,27,19,23,17
Chr1-37279705,LOC_Os01g64190,27,43,23,40,17,31,134,119,111,32,1,38,26,20,11,27,35,22,25,32,24,74,67,65,54,50,75,43,29,27,35,46,36,6,44,16,63,62,56,28,40,48
Chr1-37279029,LOC_Os01g64190,7,5,6,18,14,9,5,3,0,0,0,0,0,0,2,1,0,2,2,2,1,1,1,2,2,8,1,3,0,0,8,8,8,0,0,0,2,4,4,2,0,2
Chr1-37279314,LOC_Os01g64190,10,4,7,4,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,0,0,0,1,5,4,0,0,0,0,1,0,1,1,1
Chr1+38413040,LOC_Os01g66130,12,7,13,24,1,13,1,7,2,9,6,6,0,0,0,14,15,20,30,21,29,10,9,7,61,63,62,4,8,4,14,14,14,7,55,111,17,10,1,0,12,0
Chr1+38413161,LOC_Os01g66130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,3,2,1,2,1,11,12,18,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0
Chr1+38638212,LOC_Os01g66530,0,0,0,0,0,0,2,1,1,7,12,12,8,5,6,14,12,13,5,7,4,1,2,17,106,77,79,12,50,49,11,15,16,9,13,5,10,6,8,0,0,0
Chr1+38638134,LOC_Os01g66530,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,3,3,1,1,1,15,25,2,0,0,0,0,0,0
Chr1+39090898,LOC_Os01g67330,55,58,74,36,68,32,37,51,25,64,67,52,26,24,28,9,6,12,15,13,12,27,52,29,13,42,25,52,49,42,101,107,98,51,23,34,57,69,41,47,46,45
Chr1+39091052,LOC_Os01g67330,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Chr1+39085954,LOC_Os01g67330,2,8,7,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,3,0,0,0,1,0,0,0,0,0
Chr1+41498171,LOC_Os01g71624,6,7,11,18,17,13,130,101,75,0,0,0,4,4,3,2,4,2,1,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8
Chr1+41498595,LOC_Os01g71624,40,29,42,54,67,48,304,313,302,1,1,1,33,36,35,40,43,36,4,6,5,4,5,0,6,6,3,5,1,2,0,0,2,0,0,0,0,0,0,4,5,11
Chr1+41498337,LOC_Os01g71624,1,1,1,4,4,15,33,23,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1-42775253,LOC_Os01g73840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,26,0,0,0,0,0,0
Chr1-42774875,LOC_Os01g73840,0,0,1,0,0,0,7,11,18,5,11,8,0,1,2,0,0,0,6,4,6,8,8,8,2,2,3,30,29,26,137,108,147,65,31,120,23,23,25,14,13,15
Chr1-42775037,LOC_Os01g73840,4,3,2,0,0,0,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,7,5,8,68,56,36,325,84,116,9,9,3,7,5,4
Chr1-43049139,LOC_Os01g74310,0,0,0,0,0,0,3,6,2,5,4,4,4,5,3,4,6,10,4,7,6,6,5,2,0,2,1,5,1,1,13,9,14,2,15,18,4,3,3,0,2,0
Chr1-43049261,LOC_Os01g74310,102,104,80,77,114,87,49,79,59,58,49,40,94,81,106,75,72,73,79,72,76,62,47,53,44,42,45,89,76,69,135,131,124,74,33,7,99,100,90,77,106,149
Chr1-43057043,LOC_Os01g74310,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,3,2,2,2,1,0,0,1,1,5,1,1,1,0,0,0
Chr2+346860,LOC_Os02g01590,0,0,0,3,1,1,1,4,5,197,214,179,1177,1058,1082,147,204,120,19,19,19,772,771,785,15,14,13,1756,1843,1848,1478,1473,1438,6839,2237,5972,261,297,259,0,0,0
Chr2+347097,LOC_Os02g01590,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,160,208,35,0,0,0,0,0,0
Chr2+635777,LOC_Os02g02130,302,443,304,337,361,366,479,489,482,794,771,657,186,207,187,235,237,245,385,386,389,1187,1278,1112,649,680,624,390,359,354,387,286,340,184,361,257,657,601,643,744,656,695
Chr2+634121,LOC_Os02g02130,26,66,22,3,16,13,11,9,8,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,3,2,3,128,132,138
Chr2+636097,LOC_Os02g02130,9,4,5,31,5,20,5,4,0,3,0,5,0,0,0,1,0,1,0,0,0,6,3,0,2,2,2,0,0,0,1,2,3,0,0,0,1,1,2,6,5,5
Chr2+748340,LOC_Os02g02275,2,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,1,5,5,4,1,0,0,9,12,8,82,69,55,57,69,0,1,0,1,0,0,0
Chr2+747516,LOC_Os02g02275,1,0,3,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,3,1,0,1,1,2,7,2,0,0,1,0,0,0
Chr2-1223200,LOC_Os02g03090,1,1,2,0,0,0,0,0,0,2,1,0,4,2,1,4,5,2,0,0,0,0,0,3,0,0,0,4,8,1,1,1,1,0,0,0,2,2,3,0,0,0
Chr2-1225598,LOC_Os02g03090,1,5,10,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,0,4,1,4
Chr2-1223667,LOC_Os02g03090,4,6,1,3,5,6,6,5,9,24,20,19,34,30,32,31,27,22,18,17,26,15,14,16,14,8,15,17,15,13,11,11,23,4,3,3,20,14,17,12,11,11
Chr2+1449263,LOC_Os02g03560,35,48,82,60,50,54,184,221,172,17,21,24,37,38,14,19,0,32,18,18,18,48,73,59,52,34,30,41,31,40,106,113,48,80,16,59,69,34,57,66,51,38
Chr2+1449190,LOC_Os02g03560,12,11,10,8,8,6,29,28,22,1,1,1,0,2,0,0,0,1,0,0,0,3,5,3,2,3,2,0,0,0,2,6,3,0,0,0,2,1,2,15,1,26
Chr2+1629801,LOC_Os02g03840,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0
Chr2+1625356,LOC_Os02g03840,0,1,0,0,0,0,2,0,1,11,1,2,2,4,2,2,0,0,5,1,0,9,10,18,1,5,0,23,49,54,17,8,26,0,0,0,0,1,0,0,0,0
Chr2+1630156,LOC_Os02g03840,1,1,2,0,1,1,2,1,1,236,243,248,88,85,102,153,192,148,330,354,326,244,250,277,126,155,121,309,337,317,223,197,218,113,111,111,71,63,66,0,2,2
Chr2+1625703,LOC_Os02g03840,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,5,12,3,4,3,0,0,0,0,0,0,0,0,0
Chr2+3609966,LOC_Os02g07040,13,8,10,9,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6
Chr2+3610225,LOC_Os02g07040,80,80,71,107,103,112,74,54,76,35,49,37,85,65,80,76,71,87,56,58,73,26,30,25,24,28,36,35,32,58,12,15,13,4,4,14,14,18,20,70,66,60
Chr2-4038492,LOC_Os02g07750,150,169,59,214,194,188,102,134,126,160,129,151,160,97,84,110,128,90,164,206,120,297,276,332,876,980,629,94,120,134,42,72,39,72,62,58,88,86,77,227,226,224
Chr2-4038895,LOC_Os02g07750,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,3,0,0,0,0,0,0
Chr2-4598882,LOC_Os02g08520,46,47,42,17,50,46,17,21,7,24,31,30,9,22,17,23,22,24,25,27,27,39,38,49,24,23,17,29,23,30,29,23,27,7,5,17,51,56,53,33,49,19
Chr2-4598641,LOC_Os02g08520,20,25,22,1,10,26,26,16,18,15,23,14,0,12,11,18,23,20,4,21,5,40,36,48,27,35,32,12,10,23,23,22,19,1,3,6,21,14,17,11,8,15
Chr2-5587263,LOC_Os02g10630,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,6,7,1,0,0,0,0,0,0,0,0
Chr2-5587184,LOC_Os02g10630,8,3,8,5,4,5,0,0,0,2,6,3,2,9,5,5,6,3,0,1,0,2,1,1,0,3,0,46,57,45,464,425,434,589,790,716,11,12,15,1,1,1
Chr2-6530340,LOC_Os02g12490,32,36,47,20,8,36,2,42,0,13,15,17,43,42,40,13,35,41,18,21,22,16,13,14,8,14,22,24,28,31,21,28,25,9,6,16,31,32,25,43,39,47
Chr2-6530247,LOC_Os02g12490,8,9,8,7,7,4,28,24,23,20,30,24,56,60,68,34,36,24,33,27,32,9,12,0,24,20,10,40,44,39,14,14,14,14,7,17,36,34,28,15,15,16
Chr2-6529691,LOC_Os02g12490,0,4,6,0,2,2,9,2,20,4,5,4,17,17,17,19,19,27,19,20,17,3,0,3,12,12,9,16,14,9,4,5,0,10,23,12,14,12,12,5,2,2
Chr2-6530886,LOC_Os02g12490,0,0,0,2,1,0,1,2,4,1,2,0,2,0,0,0,0,2,0,0,0,1,2,1,0,0,2,0,0,1,0,1,0,37,7,14,0,0,0,0,1,1
Chr2-6532217,LOC_Os02g12490,1,1,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,2,3,4,2,0,0,0,1,0,0,0,0,0
Chr2-6787372,LOC_Os02g12850,12,2,6,9,5,7,0,1,3,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,2,2,2,2,2,3
Chr2-6787474,LOC_Os02g12850,2,2,4,1,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Chr2-6784416,LOC_Os02g12850,290,307,313,271,258,299,232,240,236,181,215,196,213,210,211,308,331,323,241,217,265,232,227,236,349,331,350,230,229,230,111,121,139,82,161,107,233,347,342,332,328,326
Chr2+6983030,LOC_Os02g13130,7,3,3,2,7,9,0,0,0,2,3,0,0,0,0,5,3,3,1,1,1,0,1,1,1,1,1,0,1,2,0,1,0,3,1,7,1,1,0,2,0,3
Chr2+6982008,LOC_Os02g13130,2,0,3,6,6,5,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Chr2+6984892,LOC_Os02g13130,536,489,522,345,322,345,435,522,438,327,367,292,493,587,499,1014,1003,1089,530,656,640,358,327,313,401,337,400,223,267,268,247,219,246,156,74,372,596,570,592,219,170,212
Chr2+6982289,LOC_Os02g13130,0,0,0,11,14,6,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Chr2+6983244,LOC_Os02g13130,5,10,0,0,10,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1
Chr2+6982806,LOC_Os02g13130,6,8,0,0,7,3,0,0,0,0,0,0,2,1,2,5,4,3,3,1,0,0,0,0,0,0,0,1,6,4,0,0,0,7,2,3,0,1,0,6,13,6
Chr2+8199942,LOC_Os02g14780,2,1,4,1,2,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1
Chr2+8199727,LOC_Os02g14780,34,38,36,67,61,63,48,95,66,91,106,93,136,111,101,163,180,164,148,149,167,107,112,108,101,81,112,65,64,65,67,81,84,197,124,30,147,146,121,44,41,43
Chr2+8200389,LOC_Os02g14780,21,14,15,24,14,18,9,4,5,2,5,6,1,2,3,5,9,9,4,4,5,5,6,4,2,3,3,12,16,5,5,5,5,26,71,78,19,19,18,13,1,15
Chr2-8747271,LOC_Os02g15580,4,2,6,6,6,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,6,5
Chr2-8747067,LOC_Os02g15580,98,69,106,53,68,67,43,22,43,111,88,92,121,84,99,100,105,109,114,118,115,76,71,46,39,52,48,86,35,97,46,47,54,19,19,14,79,76,77,72,63,76
Chr2+8873840,LOC_Os02g15750,0,0,0,0,2,4,1,2,1,23,20,19,27,27,33,13,8,13,3,6,6,0,0,0,0,0,0,3,5,2,1,4,3,1,0,0,0,1,2,0,2,1
Chr2+8874574,LOC_Os02g15750,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,8,0,0,0,0,0,0
Chr2+8876323,LOC_Os02g15750,100,80,39,94,92,92,45,39,40,2275,2360,2567,1045,1025,1145,1274,1277,1280,181,199,176,21,21,25,8,7,13,424,364,379,122,105,117,103,56,60,130,134,132,112,78,49
Chr2-8984700,LOC_Os02g15880,7,10,6,8,7,16,0,1,0,9,17,2,15,15,12,8,7,9,5,2,4,5,6,0,4,9,4,0,1,0,1,7,1,0,0,0,5,7,6,10,7,5
Chr2-8984647,LOC_Os02g15880,83,76,85,83,72,64,116,128,100,134,180,136,354,322,311,285,270,236,197,217,238,172,182,175,191,145,173,216,198,185,109,117,116,231,214,214,96,94,102,82,107,85
Chr2-10994251,LOC_Os02g18840,74,67,84,28,54,68,76,31,40,15,16,15,13,29,19,10,3,23,12,12,12,9,14,22,13,19,3,57,49,38,20,30,35,0,0,0,51,46,43,99,88,89
Chr2-10997063,LOC_Os02g18840,1,0,1,1,2,6,0,0,0,0,1,3,6,8,3,3,0,4,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0
Chr2+12864296,LOC_Os02g21650,13,1,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13
Chr2+12864037,LOC_Os02g21650,34,55,18,30,42,26,43,22,11,17,20,8,7,7,7,16,24,6,20,16,21,26,24,27,6,7,9,11,2,4,26,23,14,35,34,70,21,17,25,20,31,36
Chr2+12863900,LOC_Os02g21650,15,19,19,20,22,21,23,32,34,15,15,10,21,20,20,23,30,19,27,21,33,33,29,30,15,16,16,30,18,43,26,35,30,17,44,73,49,45,47,24,24,26
Chr2+12864184,LOC_Os02g21650,7,9,1,3,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,9,13
Chr2+13359683,LOC_Os02g22370,3,1,8,2,0,1,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,2,1,0,0,0,2,1,2,2,6,2,1,2,0,1,1,1
Chr2+13358254,LOC_Os02g22370,1,5,0,12,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,2,2,1,3,1,0
Chr2+13360558,LOC_Os02g22370,67,92,103,59,68,59,48,38,49,186,155,135,130,107,106,117,109,102,120,129,138,147,142,151,108,89,115,113,126,109,178,163,191,26,303,78,190,186,172,78,90,63
Chr2-13917270,LOC_Os02g24020,36,14,38,29,33,10,9,18,16,55,61,58,9,8,11,14,14,30,33,28,26,61,58,60,37,43,41,57,50,48,44,18,49,0,0,0,51,48,44,64,60,63
Chr2-13917347,LOC_Os02g24020,20,18,12,4,7,3,5,10,5,42,37,36,3,9,12,9,8,0,10,11,12,14,13,13,12,13,9,18,22,16,10,10,10,8,20,9,18,16,15,20,14,21
Chr2-13921399,LOC_Os02g24020,1,4,4,7,1,0,1,6,5,3,3,4,6,5,6,1,0,3,1,2,3,2,2,2,0,0,2,2,2,0,5,9,0,6,18,15,1,0,0,1,0,0
Chr2+14119270,LOC_Os02g24330,35,69,74,44,52,70,7,27,42,22,22,23,23,25,13,30,30,33,17,24,31,45,41,45,21,32,20,18,6,2,13,11,12,0,0,0,48,46,45,42,61,51
Chr2+14119382,LOC_Os02g24330,32,37,37,45,26,73,88,72,91,153,112,128,127,104,125,63,81,72,55,57,71,123,119,137,100,205,99,57,68,59,55,69,50,44,105,52,91,106,91,48,41,41
Chr2-14530714,LOC_Os02g25060,10,8,22,37,38,24,52,16,9,29,29,29,86,64,48,23,23,24,17,11,23,30,33,30,25,24,27,19,28,31,20,22,24,93,42,158,5,12,10,9,9,9
Chr2-14529682,LOC_Os02g25060,1,1,0,5,1,5,31,7,23,328,351,318,199,188,126,50,47,44,64,52,71,231,225,217,94,91,115,88,55,68,39,41,38,4,0,29,126,136,138,4,6,12
Chr2+15590553,LOC_Os02g26550,0,0,2,0,0,0,1,3,2,5,0,6,2,5,4,7,5,7,0,0,2,1,0,0,1,1,1,5,1,0,5,4,2,1,0,0,1,0,0,0,0,0
Chr2+15587321,LOC_Os02g26550,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,1
Chr2+15587135,LOC_Os02g26550,0,0,0,2,2,1,1,1,2,4,3,4,8,5,2,1,5,7,2,2,2,1,0,0,3,3,5,6,3,5,4,2,2,104,223,15,7,7,13,1,1,1
Chr2+15590093,LOC_Os02g26550,2,3,3,5,0,0,13,0,3,6,15,10,12,5,3,7,16,14,6,4,0,2,2,2,2,0,1,1,1,4,2,6,3,4,11,9,6,8,8,10,10,10
Chr2+15590232,LOC_Os02g26550,0,3,1,0,0,0,0,0,0,0,1,11,6,10,14,5,4,6,2,2,2,1,1,1,2,1,1,4,3,3,2,5,1,2,0,1,11,5,9,2,2,2
Chr2+15775270,LOC_Os02g26860,0,0,0,0,0,0,0,0,0,0,0,0,17,8,13,4,5,2,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+15775541,LOC_Os02g26860,5,0,3,2,1,1,2,7,0,4,1,4,4,4,4,1,3,1,0,2,2,2,1,1,1,0,2,3,0,0,0,0,0,17,12,10,0,0,1,2,0,1
Chr2+15775050,LOC_Os02g26860,189,213,113,67,188,137,71,61,101,141,145,137,1312,1281,1361,1310,1233,1294,320,398,353,80,73,59,107,132,129,185,200,236,459,444,466,492,591,469,115,105,67,252,238,245
Chr2+15915382,LOC_Os02g27060,0,0,0,0,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
Chr2+15913311,LOC_Os02g27060,0,0,0,5,8,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,1,0,1,0,0,0
Chr2+15912986,LOC_Os02g27060,26,24,19,56,44,26,4,14,2,3,2,6,8,7,3,8,7,3,3,3,1,1,0,2,3,1,1,0,0,2,0,4,4,0,0,0,1,1,1,1,1,2
Chr2+15915566,LOC_Os02g27060,40,41,45,33,31,30,64,12,32,43,47,46,313,310,222,114,129,118,73,25,95,20,21,20,19,22,22,54,26,44,83,81,70,64,33,70,32,31,35,71,102,77
Chr2+17527969,LOC_Os02g29510,0,7,7,4,0,3,2,1,4,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,4,3,4,4,1,7,0,0,0,0,0,0
Chr2+17528067,LOC_Os02g29510,1,1,2,1,1,3,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+17539553,LOC_Os02g29510,39,60,16,65,60,70,15,13,1,30,26,37,157,147,159,131,135,126,55,48,34,4,11,13,2,2,1,33,40,25,64,32,58,113,68,35,11,3,4,19,11,28
Chr2+17534900,LOC_Os02g29510,0,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,0,0,1,2,0
Chr2+17981132,LOC_Os02g30230,5,4,4,3,1,0,0,6,4,1,2,1,1,2,4,2,0,1,3,0,1,2,0,0,0,1,3,0,4,0,4,2,3,0,0,0,0,2,1,5,4,6
Chr2+17977854,LOC_Os02g30230,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0
Chr2+17977619,LOC_Os02g30230,2,3,3,6,1,0,8,28,13,14,12,14,14,9,13,28,27,16,22,19,21,22,16,22,18,13,15,12,9,14,14,10,8,9,4,7,24,20,17,7,6,11
Chr2+17980871,LOC_Os02g30230,23,24,23,23,34,26,6,3,4,4,3,7,6,4,5,3,4,5,9,13,8,6,2,5,7,11,7,2,3,4,0,8,5,2,8,9,2,0,4,11,17,22
Chr2-19406282,LOC_Os02g32690,0,0,0,3,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-19405267,LOC_Os02g32690,0,0,0,0,0,0,1,2,4,1,1,2,0,0,0,0,0,0,0,0,0,10,12,13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-19415539,LOC_Os02g32690,22,22,17,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,0,0,1,1,1
Chr2-19405538,LOC_Os02g32690,0,0,0,0,0,0,0,0,0,1,8,15,0,1,0,1,0,0,0,0,0,37,63,29,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-19406584,LOC_Os02g32690,0,0,0,3,0,1,0,1,1,0,1,0,3,0,0,2,1,0,1,0,0,8,12,7,2,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-19405398,LOC_Os02g32690,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,24,24,1,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-19406144,LOC_Os02g32690,1,0,0,3,1,9,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Chr2+19795294,LOC_Os02g33320,29,18,34,44,38,32,27,22,21,4,2,5,1,3,2,7,4,20,25,18,19,4,4,5,4,3,0,14,11,6,12,15,14,20,33,60,40,45,33,22,22,22
Chr2+19791649,LOC_Os02g33320,0,0,0,0,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,1,2,3,0,2,0,0,0,0,0,1
Chr2+19791969,LOC_Os02g33320,0,1,2,2,2,1,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,9,0,1,0,0,1,1,1
Chr2+19795529,LOC_Os02g33320,1,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,1,4,2,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,2,2,2,0,4,2
Chr2+19796124,LOC_Os02g33320,11,13,17,1,2,1,3,1,10,6,5,9,7,7,6,10,10,10,5,11,9,2,0,2,4,4,2,4,0,2,3,4,2,5,6,6,7,7,8,3,15,18
Chr2-20124861,LOC_Os02g33730,37,51,48,23,24,36,15,12,22,68,59,64,14,12,12,9,12,2,17,14,15,95,93,96,21,21,30,110,67,63,323,341,359,196,175,172,25,22,27,23,31,15
Chr2-20124966,LOC_Os02g33730,236,20,202,183,184,189,118,103,221,192,190,196,72,71,85,86,104,109,113,115,115,323,351,322,155,191,220,215,209,206,687,789,832,153,301,487,128,108,116,152,173,150
Chr2+21038855,LOC_Os02g35039,4,2,3,0,0,1,3,2,1,3,3,0,3,1,1,2,5,0,5,0,4,7,7,9,3,3,2,0,2,1,2,2,5,0,0,0,0,1,1,0,0,0
