chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr3+34009610,LOC_Os03g59740,1050,706,981,769,725,383,1138,1293,1503,1015,1103,1093,1033,1081,1179,1267,1134,1104,3273,3215,3196,1234,1416,1473,2100,1952,2259,1907,1865,1846,2046,2078,2098,2927,2730,2716,1744,1788,1816,1793,1772,1808
Chr3-36005301,LOC_Os03g63770,20,8,19,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,5,2,1,0,17,15,14
Chr3-36006090,LOC_Os03g63770,2,1,2,0,0,0,0,1,6,0,1,0,2,2,0,2,1,2,0,0,1,0,0,0,3,1,4,0,2,2,4,6,1,67,3,30,4,1,1,0,0,0
Chr3-36001832,LOC_Os03g63770,6,1,9,2,4,3,4,4,2,0,0,0,0,0,0,1,0,0,0,1,5,1,0,0,1,0,2,2,1,0,0,3,1,0,0,0,0,0,1,1,2,0
Chr3-36005353,LOC_Os03g63770,6,0,4,7,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
Chr3-36003149,LOC_Os03g63770,0,0,0,32,18,10,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-36002040,LOC_Os03g63770,304,305,336,297,282,242,802,834,813,165,151,140,281,303,293,402,356,399,261,257,244,144,148,142,370,195,437,177,231,304,245,224,224,268,352,474,336,358,388,331,335,332
Chr3-36002788,LOC_Os03g63770,2,4,1,0,3,7,14,7,17,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,1,3,4,2,4,2,12,1,0,0,0,0,0,0,0,0,1
Chr4+329257,LOC_Os04g01480,3,3,4,1,19,15,1,0,3,0,0,0,0,1,1,0,2,2,0,0,0,3,3,2,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1,3,2,1
Chr4+329194,LOC_Os04g01480,3,4,2,1,1,6,5,0,1,3,3,3,2,0,0,2,2,2,2,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3,0,2,7,3,7
Chr4+328879,LOC_Os04g01480,43,28,52,22,21,11,14,20,40,22,14,33,13,14,15,8,15,22,16,18,19,33,42,37,25,17,30,13,17,16,15,10,18,5,2,6,47,33,31,41,39,39
Chr4+5627128,LOC_Os04g10380,1,0,1,0,0,0,0,0,0,0,1,0,5,2,2,5,4,2,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Chr4+5630258,LOC_Os04g10380,6,7,1,5,3,1,1,0,9,13,15,15,6,24,16,9,9,8,12,13,7,14,13,13,14,13,16,13,10,12,4,11,8,24,33,15,4,7,5,3,7,1
Chr4+5612604,LOC_Os04g10380,3,0,0,0,0,0,4,4,5,14,12,11,5,4,5,16,17,6,23,17,13,14,13,16,24,28,18,12,26,12,4,2,1,7,0,1,14,16,15,2,0,1
Chr4+5629817,LOC_Os04g10380,3,7,9,10,11,4,2,2,2,0,1,2,3,0,4,1,1,1,3,3,4,3,3,4,2,1,3,1,2,3,1,0,2,0,0,0,2,0,3,11,12,11
Chr4+5612343,LOC_Os04g10380,3,0,1,1,2,1,1,0,0,12,9,2,2,3,0,2,2,2,5,4,5,8,2,3,6,4,6,4,1,2,1,0,3,0,0,0,11,8,12,0,0,0
Chr4+5630198,LOC_Os04g10380,9,12,11,31,25,24,8,9,9,14,23,13,53,20,40,3,27,11,25,26,27,20,14,17,37,35,21,0,22,21,1,10,9,0,5,5,12,13,14,17,14,11
Chr4+5630067,LOC_Os04g10380,15,56,54,67,70,67,17,14,21,33,12,55,68,62,65,56,60,55,80,83,67,34,50,39,78,80,77,44,59,37,34,24,21,30,25,30,59,54,56,80,98,82
Chr4-8239293,LOC_Os04g14680,46,25,17,2,5,0,14,12,11,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,21,26,15
Chr4-8239239,LOC_Os04g14680,11,68,18,37,21,48,52,93,68,36,35,38,0,12,1,4,4,5,2,1,4,21,19,16,46,27,32,3,2,1,3,1,2,0,0,0,3,1,0,34,32,34
Chr4+20377320,LOC_Os04g33640,11,5,1,0,1,2,2,1,1,0,0,0,2,1,0,4,6,2,0,0,0,0,2,3,71,78,96,8,20,9,24,25,25,24,35,9,6,6,7,25,25,25
Chr4+20373713,LOC_Os04g33640,0,0,0,2,6,5,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,2,2,3,0,0,0,0,0,0,0,1,2,1
Chr4+20376766,LOC_Os04g33640,4,0,2,6,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,14,14,15,0,0,2,0,0,0,0,0,0,4,2,1,9,9,10
Chr4+20377755,LOC_Os04g33640,107,172,146,51,75,71,47,66,24,0,12,8,51,98,84,77,82,74,29,30,33,16,22,13,424,484,366,195,201,190,373,378,385,33,152,52,68,59,44,242,200,271
Chr4+22531636,LOC_Os04g37880,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,15,15,9,6,6,4,2,1,3,1,4,2,3,2,1,1,1,0
Chr4+22531472,LOC_Os04g37880,17,18,16,10,23,15,0,7,8,14,37,7,15,25,9,6,6,5,32,30,41,9,9,17,707,462,731,76,75,71,28,40,40,0,1,4,6,4,2,33,31,30
Chr4-23116521,LOC_Os04g38900,3,2,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7
Chr4-23116401,LOC_Os04g38900,19,14,17,13,7,7,1,1,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2
Chr4-23116763,LOC_Os04g38900,441,402,371,397,449,383,497,467,494,205,224,218,37,53,73,111,107,102,100,129,140,573,574,713,487,441,199,139,147,128,172,142,152,131,94,85,311,270,321,465,421,433
Chr4-28049497,LOC_Os04g47240,16,11,13,15,15,2,0,1,4,4,3,2,0,6,6,2,7,8,0,2,0,0,2,2,0,1,1,2,2,3,2,0,2,0,0,0,3,3,4,8,8,11
Chr4-28049319,LOC_Os04g47240,34,32,19,4,4,0,21,10,35,49,57,52,122,98,94,94,81,75,66,62,63,58,47,46,19,26,44,49,73,74,34,35,35,2,4,18,55,60,60,16,18,14
Chr4-30446597,LOC_Os04g51410,3,4,3,2,20,12,1,3,9,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
Chr4-30446940,LOC_Os04g51410,21,21,8,41,35,36,25,35,27,98,91,92,118,101,92,57,70,66,115,104,95,57,58,61,9,29,15,78,69,69,24,26,23,14,23,56,20,19,21,9,12,11
Chr4-30450696,LOC_Os04g51410,1,8,9,3,4,3,0,0,0,0,0,0,1,4,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,2,1,0,2,1,0,0,2
Chr4-31831378,LOC_Os04g53460,6,14,3,1,2,0,0,0,0,1,0,1,10,6,7,5,6,11,5,5,7,1,3,3,0,0,0,2,1,5,18,14,13,19,2,13,9,3,3,6,4,3
Chr4-31831242,LOC_Os04g53460,1,1,4,1,1,2,4,5,10,27,32,27,126,135,91,79,110,76,52,62,31,12,15,6,14,15,12,51,42,47,184,167,190,261,269,221,30,33,30,31,32,30
Chr4-31831413,LOC_Os04g53460,1,0,2,2,2,2,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,11,0,2,9,1,1,1,1,1,1
Chr5-2976965,LOC_Os05g05950,6,7,6,2,2,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Chr5-2973690,LOC_Os05g05950,456,430,385,460,452,474,511,299,256,363,345,398,152,241,287,378,372,390,267,271,270,139,168,134,104,89,90,167,165,164,132,131,123,290,420,135,284,428,334,370,369,367
Chr5-2973396,LOC_Os05g05950,25,9,18,13,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5
Chr5-4195759,LOC_Os05g07790,28,40,46,30,8,14,3,0,1,4,1,2,0,0,0,1,0,0,0,0,0,2,7,4,2,2,1,1,2,0,2,2,1,2,0,0,1,0,0,16,12,29
Chr5-4195655,LOC_Os05g07790,19,19,19,31,24,28,12,13,14,70,47,55,11,2,7,0,1,1,22,0,19,41,44,43,27,29,35,27,23,29,19,16,13,2,4,5,10,16,16,10,9,13
Chr5+9454456,LOC_Os05g16660,117,118,99,95,126,111,100,79,84,71,105,89,45,51,49,52,60,65,59,67,56,81,103,78,99,99,83,74,58,79,81,64,75,30,100,27,110,113,100,166,175,118
Chr5+9453206,LOC_Os05g16660,1,0,4,28,18,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,4,0,2,7
Chr5+9452057,LOC_Os05g16660,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8
Chr5+9453106,LOC_Os05g16660,4,8,2,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10
Chr5+9452419,LOC_Os05g16660,7,7,8,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,20
Chr5-19311608,LOC_Os05g32960,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,4,11,8,7,11,8,122,428,204,7,6,9,0,1,2
Chr5-19311393,LOC_Os05g32960,26,11,29,21,54,29,12,23,13,101,104,117,1,1,1,1,2,3,3,8,8,37,35,34,40,51,42,186,222,208,674,673,732,8489,15532,449,149,145,140,34,32,42
Chr5-19311553,LOC_Os05g32960,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,3,0,3,109,29,1,1,1,0,0,0
Chr5-21501643,LOC_Os05g36290,1,5,2,17,11,8,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,3,2,0,0,43,60,0,0,0,1,0,0,3
Chr5-21501005,LOC_Os05g36290,242,205,257,378,321,264,74,74,65,4,11,1,4,6,4,8,6,5,12,13,12,12,10,10,30,34,25,56,51,41,16,16,17,1,2,3,10,8,10,231,232,238
Chr5-21500764,LOC_Os05g36290,981,992,1044,1086,883,1016,711,698,714,78,84,79,171,150,196,66,64,64,178,180,167,120,100,124,302,304,324,1023,931,781,431,426,427,372,342,377,114,93,119,683,613,616
Chr5-25928272,LOC_Os05g44570,6,12,5,5,4,0,2,2,2,4,2,2,35,28,2,64,72,56,9,12,11,0,2,2,3,4,3,7,15,12,9,9,8,6,2,2,13,12,12,10,10,10
Chr5-25933187,LOC_Os05g44570,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0,1,0,0,3,3,3,2,2,7,0,0,0,4,3,2,0,0,0
Chr5-25935280,LOC_Os05g44570,1,1,1,1,2,1,0,0,0,1,0,1,1,3,2,0,2,1,0,0,1,2,2,1,0,1,2,2,2,3,1,1,1,14,1,36,0,0,1,3,0,1
Chr5-25927963,LOC_Os05g44570,3,3,0,0,1,3,1,0,0,0,0,2,1,9,10,6,4,5,5,5,5,1,1,0,2,1,1,4,3,3,5,5,5,0,0,0,4,4,4,2,1,1
Chr6-1206411,LOC_Os06g03200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,81,8,0,0,0,0,0,0
Chr6-1207837,LOC_Os06g03200,9,6,2,0,0,0,2,2,1,4,2,4,2,5,2,0,1,0,1,2,0,0,0,0,1,5,4,1,3,2,2,2,3,0,0,0,3,7,7,0,2,1
Chr6-1206464,LOC_Os06g03200,6,5,7,0,5,2,5,2,4,4,4,7,3,0,4,3,6,4,3,2,3,2,2,2,0,1,1,0,6,0,1,1,2,3,24,22,1,8,1,1,4,2
Chr6-5012364,LOC_Os06g09850,0,14,15,9,10,9,12,11,12,27,16,18,16,11,6,9,7,13,5,7,6,19,21,22,12,7,14,17,19,17,19,6,12,1,1,1,14,17,11,10,10,6
Chr6-5012440,LOC_Os06g09850,229,209,167,204,191,194,247,243,242,223,186,195,150,86,156,130,108,129,125,123,131,218,252,223,151,180,121,174,153,135,253,252,252,82,175,52,233,251,246,198,132,204
Chr6+5289625,LOC_Os06g10290,22,22,26,35,30,29,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,0,1,2,1,2,3,8,10,3,4,6,7,3,13,21
Chr6+5292068,LOC_Os06g10290,5,4,5,9,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3
Chr6+12350072,LOC_Os06g21380,17,19,8,7,16,3,5,5,6,78,60,59,664,615,653,348,310,375,91,84,91,29,20,19,0,0,0,32,35,31,50,32,37,74,7,107,20,22,14,13,19,19
Chr6+12350411,LOC_Os06g21380,0,0,0,2,0,3,0,0,0,0,0,0,8,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,4,7
Chr6+12357088,LOC_Os06g21390,0,0,1,5,3,0,2,1,1,2,2,1,1,0,2,1,2,3,0,0,0,2,2,1,1,4,3,3,1,4,0,0,0,0,0,0,0,1,2,1,1,1
Chr6+12357958,LOC_Os06g21390,108,116,76,89,71,36,61,79,95,49,38,38,42,41,42,41,62,55,40,35,44,40,45,42,41,31,43,120,63,17,192,134,157,745,641,819,27,36,34,90,84,120
Chr6+12357628,LOC_Os06g21390,2,2,3,1,2,0,2,1,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19,22,0,0,0,0,15,20,12
Chr6+12357849,LOC_Os06g21390,61,44,11,54,38,44,29,21,16,8,7,33,17,17,26,32,23,29,28,26,24,30,21,23,16,4,49,44,31,35,99,96,96,491,136,283,27,28,29,42,17,33
Chr6-21963207,LOC_Os06g37180,690,587,673,685,535,535,562,582,589,876,811,843,734,716,697,590,604,591,1359,1426,1366,1189,1277,1325,858,903,866,781,1001,1031,1127,1149,1133,530,140,954,247,240,304,840,917,848
Chr6-21963477,LOC_Os06g37180,42,5,23,23,34,18,8,10,12,1,1,1,3,4,3,6,2,4,7,9,9,7,7,5,2,2,1,1,4,2,48,27,33,0,0,0,3,1,1,20,14,49
Chr6+23122172,LOC_Os06g38960,117,110,163,199,152,156,188,205,175,587,591,590,4,4,5,4,3,3,35,32,33,432,491,469,123,155,144,26,26,21,45,40,44,35,55,20,13,12,12,0,0,0
Chr6+23122414,LOC_Os06g38960,20,29,15,12,6,3,22,21,8,2,4,3,0,0,0,0,0,0,0,0,0,3,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-24094723,LOC_Os06g40450,0,0,0,0,0,0,1,3,3,1,5,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,5,3,4,2,0,1,0,0,0,1,1,0,16,23,3
Chr6-24093997,LOC_Os06g40450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,7,5,1,0,1,0,0,0,2,1,2,2,2,9
Chr6-24091294,LOC_Os06g40450,103,103,79,127,121,109,222,224,241,128,127,127,124,130,131,102,104,109,243,222,212,189,203,199,111,110,114,107,122,133,116,129,100,92,86,105,239,240,224,293,322,273
Chr6+24312704,LOC_Os06g40780,0,0,0,1,1,2,0,1,0,2,0,4,6,5,12,4,7,3,2,0,1,0,0,0,0,0,0,0,1,0,4,4,5,5,5,17,0,0,0,0,0,0
Chr6+24313096,LOC_Os06g40780,3,3,3,1,3,1,0,0,0,19,23,21,22,23,19,22,31,25,11,12,13,0,0,0,0,0,0,6,7,7,16,15,29,4,10,27,0,0,0,4,5,1
Chr6+24312326,LOC_Os06g40780,0,0,0,0,0,0,0,0,0,4,8,5,3,2,0,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,2,3,2,19,27,29,0,0,0,0,0,0
Chr6+24312223,LOC_Os06g40780,0,0,0,0,0,0,0,0,0,3,3,4,2,3,3,1,1,5,2,2,4,0,0,0,0,0,0,0,3,4,2,10,4,1,10,7,0,0,0,0,0,0
Chr6+24316996,LOC_Os06g40780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,1,1,0,0,3,3,2,0,0,0,10,10,10,0,0,0
Chr6+24316710,LOC_Os06g40780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,3,4,3,0,0,0,17,17,32,0,0,0
Chr6+26217551,LOC_Os06g43590,0,1,2,12,14,7,2,3,2,0,0,1,3,2,2,0,1,0,2,1,1,2,1,1,5,5,6,1,0,2,1,2,1,0,0,0,0,2,0,2,1,0
Chr6+26218645,LOC_Os06g43590,339,379,406,447,485,501,382,299,289,263,311,239,361,351,379,326,404,419,408,425,409,354,356,401,574,702,660,398,399,399,329,288,336,434,460,383,291,272,215,203,208,272
Chr6+26216431,LOC_Os06g43590,18,79,1,50,42,20,31,50,55,7,3,11,3,9,13,19,19,20,14,11,12,14,14,19,52,60,67,14,10,10,33,19,20,2,0,1,16,15,12,9,8,8
Chr6+26217392,LOC_Os06g43590,3,1,1,3,7,11,3,16,4,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1
Chr7+3255142,LOC_Os07g06670,0,0,0,2,7,4,0,1,0,0,0,0,2,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,9
Chr7+3255474,LOC_Os07g06670,2,0,10,18,7,5,35,21,46,42,45,45,70,67,69,74,76,69,49,51,49,47,51,34,22,24,20,56,42,41,23,32,17,46,43,25,57,58,48,23,29,28
Chr7+3253886,LOC_Os07g06670,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,4,6,4
Chr7+3254039,LOC_Os07g06670,0,0,0,3,7,5,2,2,3,1,4,3,3,1,1,2,3,2,1,2,1,3,1,3,1,1,1,0,0,2,0,0,0,0,0,0,1,1,1,9,7,7
Chr7+11849020,LOC_Os07g20510,0,0,0,0,0,0,1,1,1,1,2,1,8,10,5,2,2,2,2,1,1,1,4,3,0,6,1,3,4,4,8,5,8,0,2,1,2,2,1,1,0,0
Chr7+11848948,LOC_Os07g20510,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,2,0,0,0,0,3,2,3,0,0,0
Chr7+11851782,LOC_Os07g20510,10,15,15,16,10,19,10,12,6,11,23,16,63,36,110,22,31,20,16,20,8,22,24,14,5,9,9,23,24,18,16,16,16,3,1,2,17,30,27,7,7,8
Chr7-13527007,LOC_Os07g23930,1,3,0,1,2,0,2,1,0,1,3,3,4,4,1,2,4,0,1,1,1,2,0,1,0,0,0,5,0,3,1,1,1,0,0,0,2,5,4,1,5,0
Chr7-13525833,LOC_Os07g23930,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,2,0,1,0,0,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Chr7-13527050,LOC_Os07g23930,2,2,2,4,4,2,5,9,14,4,1,0,2,3,2,4,7,8,5,8,5,3,2,3,2,1,1,16,11,3,1,1,0,8,0,0,8,7,11,8,2,2
Chr7-13525133,LOC_Os07g23930,22,22,22,19,19,19,25,21,18,21,26,16,8,1,15,13,18,14,15,15,15,14,12,13,19,14,20,16,20,24,10,10,9,0,0,0,22,10,27,37,37,33
Chr7+17520642,LOC_Os07g29794,8,2,20,5,15,7,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,2,4,2,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,5,6,5
Chr7+17515776,LOC_Os07g29794,4,3,6,16,20,17,0,2,1,4,5,8,0,2,3,1,1,1,1,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Chr7+17520788,LOC_Os07g29794,133,134,115,129,149,169,100,104,107,11,23,20,36,21,30,40,26,40,20,16,22,48,39,51,18,16,17,46,49,37,27,33,37,57,29,43,22,21,21,236,251,267
Chr7-18688278,LOC_Os07g31500,7,0,3,0,0,0,2,2,0,3,1,3,0,0,0,0,0,0,1,1,1,1,3,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr7-18688185,LOC_Os07g31500,0,0,0,0,0,0,3,2,4,51,52,52,1,7,1,0,0,5,16,14,11,20,44,46,97,101,100,46,34,37,5,7,9,4,8,11,19,17,19,0,0,0
Chr7-29115764,LOC_Os07g48630,0,0,2,0,0,0,3,0,0,0,0,0,3,1,1,1,1,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0
Chr7-29116080,LOC_Os07g48630,47,46,45,6,18,0,142,100,90,210,235,211,722,553,555,630,656,652,421,429,400,56,60,68,1278,1240,1249,315,288,279,204,189,200,161,476,349,195,273,270,71,63,90
Chr7-29115869,LOC_Os07g48630,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,4,3,2,3,1,1,3,4,0,0,0,1,3,5,0,0,0
Chr7-29118328,LOC_Os07g48630,0,0,0,7,0,1,1,1,1,5,4,3,9,6,11,7,7,6,11,9,9,0,0,3,13,12,16,0,2,0,4,0,4,0,0,0,0,2,2,0,0,1
Chr8+2393065,LOC_Os08g04790,0,0,0,2,0,2,0,0,0,0,3,1,2,5,9,0,0,0,1,1,1,4,5,5,1,2,2,7,5,2,1,3,4,1,0,1,1,2,3,0,0,0
Chr8+2392952,LOC_Os08g04790,14,15,12,7,9,5,33,25,20,30,31,35,12,16,11,10,6,15,36,27,20,31,31,30,30,37,27,35,47,12,19,24,15,16,11,35,42,35,18,13,16,20
Chr8+5366466,LOC_Os08g09240,297,300,256,290,303,339,338,143,280,249,257,265,254,261,260,273,251,268,185,218,171,209,220,208,337,351,326,183,198,218,115,164,116,93,175,133,152,161,124,156,148,130
Chr8+5365060,LOC_Os08g09240,4,2,3,6,9,8,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chr8-5375524,LOC_Os08g09250,11,9,3,1,5,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Chr8-5376298,LOC_Os08g09250,1,1,0,2,10,5,0,1,0,0,0,0,7,3,1,1,1,1,2,2,0,2,1,3,1,2,2,0,0,1,0,0,0,8,13,8,1,1,1,1,1,1
Chr8-5373382,LOC_Os08g09250,5157,6595,5844,5784,5872,7694,964,1280,1733,1156,1161,1242,734,753,751,415,660,474,2441,2635,2432,841,852,903,825,658,718,1889,1880,1833,833,830,796,890,1030,419,426,337,383,3043,2791,2982
Chr8+11409805,LOC_Os08g19114,0,0,0,3,2,0,0,39,84,10,9,9,16,27,22,10,16,5,5,7,6,8,9,7,35,27,12,0,3,7,6,11,8,5,7,8,12,8,6,4,4,2
Chr8+11409199,LOC_Os08g19114,0,0,0,1,1,0,12,0,4,1,1,1,0,9,5,7,1,3,0,1,1,3,2,0,1,1,1,0,0,3,4,3,0,0,0,0,0,0,2,1,1,2
Chr8+11407851,LOC_Os08g19114,4,2,2,8,0,5,0,11,6,1,0,4,0,3,0,12,5,10,6,3,9,0,0,1,1,0,1,4,1,0,1,1,1,0,0,0,2,2,2,1,1,1
Chr8+11408858,LOC_Os08g19114,2,0,5,2,1,0,0,0,3,2,2,3,1,2,2,3,8,11,1,1,1,0,0,0,1,0,0,2,2,0,0,4,0,0,0,0,1,1,1,3,11,6
Chr8+11409132,LOC_Os08g19114,3,2,3,1,0,1,2,6,6,4,5,4,7,7,6,2,2,4,3,1,2,0,2,3,2,2,2,0,1,2,2,3,4,9,2,4,3,2,2,2,3,4
Chr8-17121746,LOC_Os08g28080,0,1,2,3,3,3,3,6,4,4,1,4,0,0,0,0,1,0,4,4,4,0,0,0,1,0,1,6,16,5,38,47,58,88,47,26,2,5,5,0,0,0
Chr8-17125390,LOC_Os08g28080,4,6,3,12,7,3,0,2,8,8,11,13,5,4,3,5,4,4,2,5,5,8,9,3,4,3,6,0,3,2,6,0,1,10,11,8,1,1,2,2,2,3
Chr8+17857757,LOC_Os08g29160,6,2,6,2,0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,1,3,0,0,0,1,1,0,0,0,0,1,7,8,0,0,0,1,1,0,8,8,8
Chr8+17857648,LOC_Os08g29160,17,18,19,2,2,2,1,3,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,12,11,9
Chr8+17855907,LOC_Os08g29160,64,21,66,72,86,62,52,59,45,44,46,58,39,4,28,98,121,111,186,169,180,13,11,12,5,11,5,22,30,31,16,29,17,98,184,57,26,30,33,84,105,86
Chr8-19490460,LOC_Os08g31510,0,7,6,15,21,18,7,5,4,542,478,776,3479,3359,3752,2243,2308,2336,923,900,935,299,322,311,14,17,19,91,142,156,52,49,85,530,644,462,80,72,106,0,0,1
Chr8-19491631,LOC_Os08g31510,3,1,2,0,3,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,20,17,0,0,0,0,1,0
Chr8-19701619,LOC_Os08g31780,10,6,4,14,9,1,15,16,14,29,9,17,33,29,33,78,54,65,34,34,35,5,5,5,7,6,3,15,8,13,8,5,3,47,12,24,11,18,10,12,5,8
Chr8-19701693,LOC_Os08g31780,0,0,0,4,3,0,1,0,0,2,1,2,2,0,1,2,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,1,0,0,1
Chr8-19701467,LOC_Os08g31780,5,4,0,0,0,0,13,22,11,1,1,1,7,11,12,13,6,5,6,3,10,4,0,1,4,5,5,13,2,5,0,2,1,0,0,0,2,5,3,0,0,0
Chr8-24239756,LOC_Os08g38240,21,29,15,20,41,23,4,6,10,7,10,11,18,27,38,19,20,31,15,20,17,10,15,19,17,18,14,14,12,11,9,7,9,0,0,0,8,50,17,25,25,25
Chr8-24238265,LOC_Os08g38240,31,22,17,31,27,34,10,4,13,20,29,24,17,21,13,35,15,21,15,15,13,39,35,34,37,0,23,15,13,21,13,19,25,4,42,29,36,41,36,73,72,72
