chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11
Chr6-2810887,LOC_Os06g06090,7.36124009,7.517933409,6.05154597,5.301881036,6.441433968,7.061521527,7.022999937,6.294671041,6.609440816,6.032583116,4.911907966,6.442681192,5.473880686,6.547673437,5.148955737,7.283042556,4.180552842,6.785605804,6.885440005,2.419946452,6.073338559,7.185183108,1.399879487,0.373855932,1.957135746,2.444035116,6.875500358,3.222088598,2.805282147,4.370486336,2.241662,2.194529602,4.750930991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159760963,1.141496669,0.432366486,0.105973435,0.620191288,1.019632632,0.708774727,0.157983855,0.803312922,0.462391891,0.445542562,1,1,1,1,1,1,1,1,1,1,1,0.670822506,2.189852513,0.659618143,0.412942885,0.54672113,1.759135899,1.622121224,0.089248532,2.560166343,0.786100027,2.262539671,0.374343386,1.440264272,0.342955616,0.443066391,0.600128443,0.680992707,0.343719332,0.234639734,1.487536103,0.608439236,0.047088762,0,0,0,0,0,0,0,0,0,0,0,0.486839037,0.639954505,3.726610771,0.49124164,2.303005831,1.429423361,1.3626951,0.666949899,0.874268334,1.545689339,2.098890307,0.598142327,3.563415356,0.926246397,0.333678926,0.151293973,1.317988024,0.257324037,0.761575983,1.356434038,0.816143688,1.440893225
Chr6-2811718,LOC_Os06g06090,3.102963103,5.622955456,5.321071754,3.966161279,4.65651378,2.730832601,4.233587998,2.468297914,2.740257878,3.224227562,2.268200183,3.503176073,7.590746301,4.677462119,8.016822839,6.529482924,9.296098084,4.93255971,6.305206406,8.029500546,3.234601823,7.47461945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822589911,1.728050505,1.268159014,1.525059315,0.936451456,2.832337997,1.47949679,0.469212564,3.284697087,0.102074745,1.050114746,2.481729437,2.663794439,0.271641793,0.576670845,1.874744981,1.074752541,0.948635834,1.555781997,0.257223419,0.606856378,0.006489487,0,0,0,0,0,0,0,0,0,0,0,0.156240422,1.836414362,1.965514081,1.315844674,1.631550657,0.327140688,2.339137997,0.110387192,1.000511481,0.392008636,3.044232027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48882299,0.780136097,4.046246191,2.364268625,1.237027486,3.016328135,0.452363165,0.488890293,0.917932623,1.242172796,0.405165959
Chr6-2861549,LOC_Os06g06180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551073355,2.161404527,1.780939303,2.589810056,1.289004753,2.030814236,1.139505614,0.665604794,0.171350201,0.20100863,0.749101386,8.590825894,9.675691697,0.779946833,1.724734177,7.586209151,7.074766709,3.421900881,4.561350791,9.761762155,7.931849481,1.343599799,1.17335453,2.767387318,1.721017898,1.631241977,2.093774391,1.623793441,2.678305731,0.758034691,2.322640845,1.428264834,0.598461778,0.0622583,0.717429444,1.141713132,1.12006003,1.090567535,1.452266136,1.716274942,0.199569275,1.515461326,0.456559553,2.745160352,1.32613723,0.483563396,0.358068995,3.086446292,1.315707993,0.36367738,0.850922879,2.550332325,1.387942469,1.946466063,3.779167775,11.20245994,8.66770507,6.737936185,8.251030106,17.66393386,7.464047817,10.25047897,12.32853808,8.066903111,7.02142807,13.64188819,2.780928993,6.938205665,6.094740414,8.962272975,1.616007173,8.269847647,3.847237885,3.79081986,3.534837579,6.584276675,5.501251342,4.773392996,4.789479574,4.699283891,4.01107722,3.464305256,2.958135869,2.455545279,2.229808197,3.684886007,4.18981796,3.122953508,0.084042634,0.775086939,0.406793159,1.281880873,0.101791027,0.408456477,0.076577821,0.126606428,0.092139444,0.538977823,0.754045081,0,0,0,0,0,0,0,0,0,0,0,0.357304204,0.215845522,0.113479795,0.971848727,0.212307184,1.067328938,0.694281225,0.159365097,0.754630437,0.147077119,1.089183881,0,0,0,0,0,0,0,0,0,0,0
Chr6-2861622,LOC_Os06g06180,1.700450187,1.647938351,0.968995319,3.239475119,1.401422051,0.905471696,1.779716876,1.757764391,1.60285292,2.04522512,0.358770687,3.441653173,0.031081122,0.244877849,1.263418799,0.001069687,0.24987182,2.00819193,1.854022155,1.4279208,3.12005293,3.452247423,0.720519801,0.262544644,3.265387069,2.582672281,6.578623564,5.471326987,0.328412855,0.035068328,7.765809816,0.961814785,0.022589145,47.2747334,54.65925728,21.7352898,39.2511893,24.0560092,18.47891739,18.80098814,38.44219326,66.74008877,54.06761522,11.50950905,25.60956795,37.85003002,34.71549852,23.35281941,35.0304886,34.48725196,1.298311233,0.256816993,26.89995876,15.75565185,33.19942307,11.16304307,11.5035259,11.65860953,12.79132586,11.56565243,12.01568316,14.87113941,8.393580051,13.62710199,8.880126008,12.40546741,13.55712826,13.08107713,7.010785593,1.020223951,0.554587787,18.93760649,9.727378134,8.080527387,19.61835939,5.234674987,13.2429756,46.72549888,39.0161465,37.49045472,40.37046316,31.23005199,34.59928374,33.17264394,34.05246743,33.93758871,41.91587342,26.81463234,43.53827566,41.72858665,49.88248626,48.09526394,50.86298707,52.07871744,55.07631419,47.1808087,44.64113078,39.06490268,41.95456457,5.827650174,5.373304218,7.22560864,6.871566158,6.936462626,7.866307732,6.34188484,6.471220343,7.637570728,6.695124902,6.510102179,1.294376878,0.702741735,11.79028303,1.353516713,9.781487067,2.579092344,0.194213239,2.81558159,10.6837949,3.839720352,10.56892077,32.7477776,83.50488698,47.24311333,12.76415605,92.41263173,23.38654801,86.02021148,48.16098435,62.03231658,82.87671545,39.89658042,17.90851175,1.568117096,6.581259414,15.94077619,4.304348178,10.98665704,0.119030933,13.80984628,12.16859531,16.86465289,9.01157902,3.408054047,0.650420617,1.720905284,1.543785567,0.544486333,1.781595754,1.418210589,2.481727809,0.605208425,0.077183235,3.61749316
Chr6+2867706,LOC_Os06g06190,3.080939362,4.546811668,3.245657799,4.047649371,4.859977455,3.016707007,4.04665438,2.805746303,3.242759756,3.588924372,4.80535112,3.199349271,7.464801365,3.346171283,11.72558553,8.479036867,7.878141725,3.544885514,5.200935725,9.717942169,16.8020039,6.59357276,18.15916234,16.150791,19.63889882,13.76421395,17.09352534,16.38974683,15.2108969,18.79950852,18.62000259,17.88782311,16.66732393,61.80736445,54.81285464,63.073159,57.38311775,63.67551347,54.91693374,63.61369808,63.95422769,62.77696308,51.65702213,58.02213506,130.6934016,100.631833,120.2336039,106.9518658,120.6904427,73.41765328,83.08440888,107.3730186,109.7187108,108.9688254,119.5528496,133.6550161,114.6366082,105.2202366,105.8559081,111.28292,113.4617976,114.2863515,92.15522229,114.8009589,98.14928603,118.4047699,62.67152943,67.94232167,76.27162343,70.30485786,60.23984606,56.21802593,75.80613151,80.05105738,42.38893841,56.92731546,50.94231458,37.33312788,44.06717159,34.09201037,32.8361756,36.5166098,38.0637448,26.96809638,32.87453995,36.45241057,34.54242004,35.98523561,22.00831665,18.30914347,14.9079062,13.26758785,18.06892217,16.92010527,12.25624637,13.34863532,13.5132204,18.09963266,15.71776068,24.48685162,28.64191971,31.59758072,29.84323277,22.83758009,35.56991834,32.48289937,36.03368988,37.60441207,23.01216805,20.93214586,23.46211261,26.86873244,25.36995712,22.32240267,24.60642689,24.13087049,17.00524886,24.72189787,29.24672183,15.88460296,20.4079264,26.8819277,29.78264868,34.4933139,27.76489685,34.34470154,32.38203944,37.68555243,27.1143508,28.3260966,16.35972423,42.53532064,20.3415433,19.58907819,23.40046272,18.39728054,18.13025854,23.13384,25.60485591,17.03686748,21.64309853,28.66362243,27.96161957,15.56947236,8.62711857,11.85233228,13.57820096,12.60556937,5.87264904,11.87948557,8.169953173,15.93461852,11.61876974,7.7742685
Chr6+2867470,LOC_Os06g06190,0,0,0,0,0,0,0,0,0,0,0,1.737074934,1.078972751,0.366120856,2.669925842,3.617004339,0.182089476,3.565973125,2.011154141,5.307757164,0.558551124,0.498020167,3.495057786,1.537357577,0.928142002,1.937285772,2.141048163,1.167269599,3.526969325,2.555822382,0.49964455,1.916799827,0.968200102,8.762733514,13.14166558,11.00915836,9.794451761,8.437702116,2.859720802,10.29865249,7.797210512,10.24559084,10.19723185,10.17549609,8.892376351,11.64315364,7.957640275,13.7027622,7.382289651,10.84484627,19.56639861,15.54702914,12.89278665,5.583287996,14.62829849,5.691212198,7.494891857,5.820455871,7.881622392,9.373027449,4.879448296,3.655352282,10.46992742,6.38778074,7.289816859,6.932219309,3.002872397,3.085885963,2.670033898,3.130721334,2.659758914,2.384531467,3.176166711,2.159038086,3.402175301,3.317318403,2.649898592,0.166245509,0.159066275,0.167969447,0.646644557,0.251752994,2.338075742,0.794640235,1.042822563,1.474908715,0.06247909,1.842885311,0.032135432,0.076426536,0.943182961,0.788022346,0.295382542,0.590483403,0.141298654,0.24378457,1.146032539,0.510953648,1.256864285,3.442781984,1.300422586,0.159050401,5.226334332,3.230987825,5.830796716,5.011586572,1.787158307,3.723952746,7.196271693,5.535478168,4.869688633,2.347394952,4.76555589,3.691654763,6.951200835,7.219436745,1.537059906,6.789403397,5.12167399,4.665680167,2.463869099,0,0,0,0,0,0,0,0,0,0,0,3.758056005,2.879323886,3.592350804,5.563353775,3.327975396,5.916047795,3.964927511,0.542202452,4.24744183,2.423944335,4.991663287,3.914530552,4.057333962,2.730937654,1.497373737,5.904483437,2.673267445,3.377309054,5.504228277,2.020827777,4.747709131,1.023849038
Chr6+2867416,LOC_Os06g06190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484986491,3.740848684,3.035250557,1.673640794,3.212731115,1.795912974,1.871683202,0.611589561,1.617830489,2.458849884,3.608106109,4.860106796,4.383533414,5.818453597,5.375277304,6.527105102,5.720978839,6.645407041,7.792407879,4.076958844,6.495362972,3.884095753,19.6576885,22.38440567,15.00220215,11.68334443,5.804619374,6.110299946,7.048419777,7.655489831,7.751894344,11.06098257,6.587026151,4.509041907,2.206894555,4.513673235,1.161406183,1.74600206,6.100150941,5.141002141,6.329653892,4.83286932,1.337968296,0.738298619,2.392977245,2.79827075,2.70005886,1.080976068,1.356556867,4.069247086,2.881302062,4.44771209,0.28516997,2.928031651,2.96240306,0.824888,0.400269244,1.050660568,0.279668768,0.305429504,0.445913148,0.745627598,0.902711033,0.919352096,0.542570901,0.396783743,0.904009528,0.839080092,0.55383897,0.139656755,0.885802711,1.175567349,0.806625016,0.557448105,1.395505212,1.497032446,0.504093851,3.852189298,3.923285553,3.320763542,4.060308706,4.030978054,1.972691599,3.385112199,2.817766241,3.082796609,4.245603218,2.84885252,0.636123391,0.182686939,1.015999161,0.101460592,0.350896159,0.040565127,1.114109136,1.11964237,0.250576953,0.337747756,0.57629465,0,0,0,0,0,0,0,0,0,0,0,1.6870295,0.996109218,1.138945718,1.89805983,1.588165169,1.471410142,0.587909378,1.645004803,0.757094816,1.452916288,0.658686765,0,0,0,0,0,0,0,0,0,0,0
Chr6-3388295,LOC_Os06g07100,1.280524957,0.181150132,2.470021112,1.964530521,1.513831272,0.518315091,0.282112709,1.475858352,0.040416622,0.762268402,1.916601683,0.485514318,0.570290274,0.57000075,0.018054873,0.338425058,0.07975642,0.454331347,0.472855464,1.433465492,0.012005798,1.256564417,1.413479184,2.803808134,1.827440823,2.821818474,0.003090235,0.21102339,0.200553287,2.678810667,0.037264843,1.654028208,2.450736963,2.966210883,3.734246543,4.166598357,3.481964339,3.956659842,5.029070963,5.458333472,1.100002745,1.010679091,1.65956495,3.176585287,3.380628113,5.796039975,3.968453771,3.39612484,1.87035723,2.321615553,3.511324945,4.572045439,3.469885704,4.105725605,3.32669749,1.440108321,2.158203364,0.867061375,0.66096804,2.65075566,0.901766829,0.753917657,0.310986753,0.455971581,0.534591125,1.012491889,0.838437698,0.42568336,0.444027302,0.822554696,1.873859537,2.008133592,3.471679284,1.982541496,1.893249914,0.970309611,0.872334712,2.677288895,2.826682804,3.894498284,3.791681903,3.041856337,3.30712593,3.439710267,4.109544142,2.963220752,2.686610625,2.64863167,0.633276586,1.228220751,1.784231027,2.272555708,1.366915368,1.080976991,1.669836368,1.997026763,1.399925847,1.832713074,0.779751369,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1.163841612,0.032845388,0.85826135,0.104692703,0.252771417,0.651036215,0.512662519,0.637589745,0.183891761,0.525548792,0.723647889,2.685952549,2.639436881,6.501568476,1.465869361,8.442791802,1.233402999,1.838872496,2.364098463,5.879283745,3.190667494,0.36835904,2.446034375,0.155597392,1.938152001,3.081688146,0.771356043,1.829662465,2.300758165,2.552965248,0.878890214,2.188671536,2.166871081
Chr6-3388212,LOC_Os06g07100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034892564,3.483832362,2.936001749,1.17625449,1.300418405,3.003850573,1.464844532,3.303798444,2.527890334,2.931578643,2.384117873,8.079019216,6.440632963,2.479800698,8.158384783,3.36027564,5.543713326,3.650538318,5.841219559,7.593415427,5.945717882,4.922737557,25.6247072,29.36949822,22.18726212,29.07802073,29.67272185,25.35856698,27.25936742,22.06236888,34.23508072,33.08031926,30.35769851,9.763998265,9.771295422,7.064881655,8.316829015,8.077109875,4.639667709,11.00758878,6.055818632,5.818962021,13.65339458,11.15748393,1.988437393,4.844885011,4.535872965,3.691954996,6.328896236,6.597370301,9.589005273,6.637692016,2.883281367,1.275090111,3.872115202,6.830343261,2.911430275,6.2935342,6.008113371,4.865585072,7.364026262,6.606284635,4.454936327,5.249981873,2.058680514,9.402263766,0.772003872,1.198879047,0.237554701,0.559215343,0.830079196,1.692887329,0.585331401,3.999393873,2.705548993,0.20770327,1.594744227,1.336353446,4.285574839,1.916941412,1.343410715,2.092861805,0.307263186,6.113437438,1.297247334,0.209162627,4.5129405,1.736560381,3.857182842,2.948282862,5.58328022,2.523745874,2.635975138,2.655142978,2.825780743,1.811136404,3.381598575,3.854495842,0.955657151,0,0,0,0,0,0,0,0,0,0,0,10.24947949,11.92082781,7.688407783,12.31493307,9.010621661,9.314870621,10.6514243,6.356256382,8.917130927,10.66201583,12.04671882,0.145695361,0.221398019,0.509217993,0.900007899,1.594943608,1.501605493,1.561781062,0.034822341,1.066745705,1.639719513,1.511694766
Chr6-3388921,LOC_Os06g07100,0.144223207,0.788035415,0.880850647,0.639302079,1.423862426,0.216557716,0.684764795,0.475998025,0.164820902,0.268527762,0.74258317,2.126752418,0.162636464,0.202622872,1.254037594,4.450700794,0.74493278,2.083680319,0.930854129,1.636998341,0.032462102,0.198841239,0,0,0,0,0,0,0,0,0,0,0,8.465619601,12.82030941,10.29518822,9.112143571,11.54569053,11.81122812,7.815660746,10.3922272,9.699529798,9.574827421,11.03940307,7.673613932,1.716807341,7.251201394,9.073355565,3.453102049,4.091982373,4.726558737,6.216941712,1.483435985,2.404712635,3.211885706,1.906049654,0.532947373,1.483281824,3.272507576,0.100801957,1.430120116,2.108164298,4.366113638,0.639889971,0.07675289,1.578282999,2.382032221,1.085290123,3.605948249,3.806125636,3.410863365,1.350358411,1.860549764,1.971766971,3.219707565,0.130531967,3.058173827,14.45499677,13.46458298,8.987227786,9.771778372,9.106349253,12.91591782,14.5415938,13.32448043,9.799847708,11.95753337,16.7906824,2.152441479,2.535898381,0.382483158,3.758390378,3.072798052,0.649763032,1.455091527,0.727813449,0.12377315,0.887531415,1.955250048,1.824782553,2.047227498,5.401908203,8.47853145,3.984461804,2.16437722,1.419327498,0.509749667,4.620926617,4.649110136,3.469500468,4.677455755,8.045076491,2.039720768,3.898958903,1.245341833,5.051435182,2.843818123,4.920947336,2.434678217,5.831672677,5.85511757,0,0,0,0,0,0,0,0,0,0,0,5.978619514,7.082828148,6.579624155,5.685932672,6.206175979,6.411661017,5.552817117,6.961606946,6.72847418,7.942571629,6.367456033,0,0,0,0,0,0,0,0,0,0,0
Chr6-3389087,LOC_Os06g07100,1.549663101,1.314487153,0.100584565,3.406861031,4.604064341,5.436149107,4.451544519,3.838326722,6.004806028,2.025376365,2.442758991,2.194894055,1.198876283,1.494950992,0.916611927,0.55675483,2.36935768,1.204105378,0.493745987,1.872209838,0.675344489,0.055884937,5.360431854,0.81657783,4.278422099,5.165317458,2.480369701,2.713825961,4.117965368,3.043200753,4.967371756,4.36093567,5.553272376,5.839706745,8.007786662,11.58964024,8.688588988,3.254681757,6.297965727,7.385331335,7.705356021,11.7623684,9.399751871,11.16108674,9.974768927,9.754491093,10.18711297,5.957942264,13.52208054,4.438604918,10.04284804,9.597515857,4.533727972,8.333186799,12.27757687,0.910580091,0.408542303,1.733653118,1.813661161,0.705455621,1.605089214,1.106175421,0.987396576,1.5386708,2.021992045,1.362207028,2.343421864,5.735016331,2.342522144,2.649244672,2.757111195,3.169213946,3.791650308,2.942540871,1.85794922,3.68789096,2.831048401,15.07293729,13.40107345,10.94624433,9.943875708,11.91066041,8.013454436,10.76435913,18.47983099,15.16051067,14.19906596,15.07169424,4.568606014,8.736549215,6.465661453,2.785516199,9.239596798,0.066644396,4.49881217,2.823506607,5.793024926,4.355385407,4.364550431,3.048086372,3.658904677,3.299406915,0.553479507,3.999198779,4.124797999,0.377469689,1.198220816,2.6814494,1.767214857,0.245799517,3.322365696,1.605084225,2.587052933,4.49988588,2.425559369,3.988050401,3.980228882,3.550295247,3.467846771,2.912480347,3.274684661,4.664552997,7.657521685,19.48663869,17.37925778,9.121577684,2.539812903,0.477166076,5.336550678,4.307275356,7.414772521,8.313214031,6.049030905,0.319292899,3.395120959,4.807440138,4.174591694,8.167170728,7.497976024,8.130863744,6.211257545,2.402308174,4.656959484,0.384647138,1.668479355,0.484053861,0.058448677,0.939849859,0.949720804,0.482559463,0.126046858,1.595703046,1.125258495,0.50722
Chr6-4796189,LOC_Os06g09450,3.317407281,0.383230192,0.456267987,4.546020363,1.34369329,6.053589693,2.264500739,1.395441,1.366130819,1.723105047,7.410819415,4.910110018,5.312679112,4.942589975,2.845534781,4.992607876,3.271024592,5.516706114,5.204247559,3.130311156,2.162552092,5.816670697,4.727705187,10.46943206,4.382755785,9.862585989,9.627233803,6.596048806,9.769351586,6.003116756,1.93936869,9.872871863,8.418681676,0,0,0,0,0,0,0,0,0,0,0,0.193669285,0.600581534,0.660768069,2.615928141,1.264337688,1.447109336,1.058705479,0.075559885,3.09034519,0.600600229,0.562304142,0.03698044,1.871270662,2.223079425,1.159659071,0.602606736,1.578714697,0.887888102,1.679633269,1.718813177,0.427968168,1.752466402,4.001098957,1.378228877,0.485273217,3.561663552,1.801890042,0.294342189,3.407580553,4.789724472,1.097155639,3.328671867,3.928137493,2.624970954,1.710923763,3.479153591,7.044729039,3.618215107,4.061525155,5.671718599,3.076090842,2.710725138,7.878090091,0.930305751,8.187446007,5.743261205,5.125204007,0.576595449,4.012424045,6.553414702,3.249266673,0.463413069,4.477436022,3.019212302,5.281430367,3.434126569,3.761472813,3.659547079,3.472907332,3.348442778,3.699485294,2.268387525,3.905704216,3.280309029,2.631299061,3.122399128,14.53425384,8.118830789,6.709326528,8.127789345,5.475044112,8.687251625,8.984315621,10.37267052,5.769468625,7.905141869,7.6007349,0,0,0,0,0,0,0,0,0,0,0,3.313642508,1.577118551,0.9957263,0.826986319,2.43354993,2.215747917,6.301358156,0.934271018,3.828983549,4.581945087,2.7935505,0,0,0,0,0,0,0,0,0,0,0
Chr6-4796669,LOC_Os06g09450,220.5317087,200.8466677,107.8974558,168.3331605,169.3173799,223.9969926,181.1335093,214.7932783,170.2010191,273.9956724,134.8569634,216.0563787,204.3704504,212.4782849,207.9720513,213.9591645,218.8582732,173.5760218,191.8032519,148.8607052,162.2239926,163.3913889,946.7832981,667.5720097,1161.42166,962.2674056,513.7206186,939.2689125,948.0666107,415.044528,654.5137554,711.096082,1141.575164,454.381661,450.6311882,450.3858401,446.3706028,447.874734,454.2597311,465.8071021,460.603491,406.4922353,438.9797241,420.5955764,428.4685097,394.7493505,464.6788732,410.446031,364.9307785,433.2014126,458.5127047,454.1763191,475.8718763,399.0676874,448.4741451,422.5600346,418.1906722,420.5723968,401.0855245,406.3196604,387.4609892,383.2931398,382.6295034,493.7592188,427.5452943,507.2785503,1325.636242,1426.290588,1279.183693,1339.167965,1372.354144,1387.032539,1312.217382,1360.10246,1299.262139,1453.636032,1375.734551,1528.135861,1571.30229,1695.84883,1516.997497,1638.512565,1620.365203,1539.682279,1550.78445,1457.747148,1545.822927,1581.191992,1827.079925,2148.400899,2349.948085,2386.578623,1847.023755,2376.898483,2186.392037,2149.024254,1946.565471,1735.140733,2162.642084,1077.860076,1130.438137,1074.360713,1000.211546,1150.503386,916.6077655,1057.068428,1083.617009,1108.276701,1089.565312,1105.063146,1352.512966,1347.829184,1346.229403,1351.673236,1342.710877,1349.713553,1354.134361,1341.917252,1349.41837,1353.608964,1347.104294,573.7000614,670.2567688,868.7410126,609.4308149,849.6525982,1153.97425,143.4495361,364.250639,413.7702883,775.8005202,428.1254518,847.3380448,781.7179776,790.2605161,849.0354172,813.26915,759.5430152,849.5978115,867.257741,790.8446996,852.7494564,855.3035768,16.42766846,20.26206423,16.88227219,22.26562398,24.73051861,17.7549059,21.06787295,16.52432,7.566492728,31.22580592,18.81472703
Chr6+5289625,LOC_Os06g10290,22.87801391,25.49872706,24.9239578,24.45888129,24.02448975,23.88425671,24.55668705,25.18135728,27.79647077,24.01674156,25.18762442,45.74931478,1.126993764,26.52724668,9.457319523,15.23781003,5.140064841,17.09900897,21.5440069,37.54711367,34.33613823,0.938566026,3.582745442,2.29556878,4.501860417,11.21508493,9.349229796,9.358187622,13.70179112,7.705606719,8.937476186,11.50920741,7.184560668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86164963,5.554456948,4.918000601,5.941516612,4.537381819,2.452987399,0.587842282,3.929674713,2.243707672,1.828130478,1.203990246,2.8854106,2.137031818,3.974768683,1.866188392,3.46944006,3.817551421,1.348798763,1.004194179,3.771846721,3.999413448,2.621475702,3.292396222,0.658109954,3.204797249,0.520650784,0.332755642,4.684351323,1.313591983,1.143285019,0.971300059,3.48129488,0.724836054,2.624918104,2.487927923,0.925933786,1.683623182,0.623183617,0.639248608,1.501366119,1.637973427,1.406207158,1.580019586,1.842222588,1.106151456,16.74752244,15.05786898,2.406655256,1.009301954,3.922141089,0.61947907,1.508726795,8.223885016,4.94075493,2.261432354,1.10885411,4.080561135,12.67265794,0.380358544,14.30890649,6.980464232,6.159930451,8.188746142,14.95627895,16.99716641,3.170737859,18.27367686,26.83180565,10.87925083,5.067670786,10.06520816,0.03734686,24.60224507,21.03489312,15.32580524,17.80991206,12.69580617
Chr6+5292068,LOC_Os06g10290,4.721607879,3.956366337,4.52822451,6.413972556,5.030871164,4.039894534,5.24329859,4.737493687,3.80551463,4.960056471,4.333944706,5.162560753,3.721061549,8.006982353,1.647460454,5.676685928,4.88097543,2.412483888,7.602903122,1.746370889,5.253457572,4.154315297,1.164723641,2.510991884,2.281225331,0.427722533,0.576167479,0.846070582,1.053742207,2.423226507,2.328059482,0.764119439,1.471836934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40092593,0.489395707,0.157178092,0.318003568,1.174343617,0.055619867,0.490750476,0.077914453,0.19508794,1.04092897,0.683398448,2.231640396,3.18444731,0.816714072,1.869800901,3.608109675,2.521563942,2.59633841,2.365093777,2.004953784,1.911956704,6.819617773,0.338356014,0.357011528,0.413868264,1.182281946,0.358300621,0.66839158,0.293143495,0.28898996,1.759269272,0.588341734,0.053077182,0.465480664,0.552023201,0.393649789,1.446989959,0.64214329,0.590667437,0.358867105,0.825103626,1.151298428,0.515487451,0.664740825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920026212,3.937598675,4.296501476,1.666018283,0.981044164,4.998698877,6.034125218,1.434669846,1.673922017,7.279039243,0.809941524
