chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10
Chr4-31379542,LOC_Os04g52700,30.63474565,19.19545302,19.4496358,8.462955276,12.15250132,21.47210092,18.40939574,6.41834449,7.198916191,7.325868014,13.60051997,16.89384108,20.91428451,18.62103766,23.20886194,20.54180998,16.7771078,15.9483839,16.85200082,19.69370985,12.80707926,4.296756301,9.100185665,6.604984091,13.77578353,13.79763664,13.2698181,6.878241493,9.511915631,7.399697124,2.682053307,6.101447911,4.069361963,7.304675128,5.71037484,2.875188862,4.553360161,8.635064507,6.988979739,7.193425988,13.91923535,13.24570814,13.53017188,11.10650104,8.016995284,15.47938947,14.43377913,19.8573204,8.398339794,7.505625638,2.623845579,4.867294113,5.763295695,2.189358034,11.3354747,1.011127825,10.08025377,4.004601082,2.7110072,8.028283221,1.243160341,0.303615158,1.231303502,1.760399727,2.750717657,0.066676291,0.664091639,0.594725877,1.289479754,0.459038279,1.83327427,1.058119274,0.613343913,1.378181024,1.298418181,1.324927398,0.672769771,1.005083753,1.152541848,1.106196386,7.587545667,1.907316253,7.427796038,5.658825947,3.775362671,4.174656585,2.528546975,4.754026804,1.409185703,3.132582945,2.470786224,1.519965948,3.396029283,0.697493193,0.83143728,0.941873163,0.788021017,0.970436655,2.52597879,1.182957679,5.929973969,6.395485196,1.51012994,1.868344837,4.221333003,7.376934546,3.685372654,10.38784297,0.025849728,9.240646226,0.842612963,9.131803752,4.31117362,2.057650773,1.17872082,4.872319225,4.955551634,5.647872888,2.722106672,3.442866037,1.388725678,2.419257919,2.325553157,2.321444969,2.425960392,1.196540247,2.090283161,1.286390591,2.009878638,1.462611935,1.969829692,3.824961757,3.451239455,2.480874216,5.792302744,1.223140114,1.820832646,2.851433972,6.38017357,2.55515989
Chr4+31558626,LOC_Os04g52970,8.922323951,3.343552579,1.108786668,13.006443,12.76255987,15.43761716,4.184177982,14.18584186,8.790944216,8.581095057,5.100396121,14.23331031,22.41283606,4.759776777,8.962037087,2.673430939,12.57421335,6.877674469,26.91970976,8.48906792,5.771733823,8.822119263,7.470010909,11.17015513,7.724860265,6.799007594,8.607851655,6.213235558,7.703510308,6.475115839,4.288892429,5.887795584,6.10811996,7.153971013,8.377660373,4.641250309,6.818011604,5.293416906,5.393144496,4.426019836,0.293290381,4.609611925,6.06016747,2.680266448,5.356751592,3.301061459,1.008993622,0.150647992,4.008883983,14.49677512,6.591488084,6.630144721,6.835033677,6.236490086,6.192995081,5.562247551,6.89840771,5.39564577,6.747789947,6.641690515,12.6936418,14.59072165,11.70844391,8.962279652,12.22206072,10.81450606,14.02836883,10.70221162,12.13097864,15.08676842,14.20346514,17.37551217,17.88138572,20.00058721,17.11124093,12.73044582,18.68533238,14.466842,13.8164005,16.68395037,20.82752527,16.64686421,17.19980667,17.1947377,19.14887009,16.72322127,20.10595091,20.34028557,19.31032498,17.21134355,14.07304601,9.727628194,3.467636105,7.53477572,12.46588435,10.34113379,9.069002549,9.828022831,11.10281796,7.913802607,5.611936932,3.411661401,4.90746347,3.158452608,6.370247483,7.44230997,6.736884453,3.628232595,0.832977402,3.858216378,0,0,0,0,0,0,0,0,0,0,6.145193817,5.672400285,5.929768711,5.868875506,7.357750425,6.500311747,6.464124888,7.315731357,6.236697712,7.268110179,7.4016088,12.859046,0.348687162,6.931970919,11.10300636,14.89995453,12.8216434,4.339662625,8.18745704,10.04362488
Chr4+31554137,LOC_Os04g52970,18.84147051,10.82509185,7.790109308,17.1054825,4.132421588,14.36855591,4.36393928,13.20411669,10.41838008,8.278618581,10.37809501,3.845333912,1.778407394,2.584663328,8.474263201,3.350399014,7.959157271,8.980700116,2.617288837,7.523260237,2.06185351,2.349692291,2.815890486,0.25612721,4.865309604,6.059765535,2.026707159,0.99696387,1.729970698,4.325295998,1.665644752,1.018236648,0.476914654,0.243295342,0.178983998,0.240510528,1.139259107,1.036811954,0.786437336,0.275403133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565028948,0.512820784,0.018259588,0.789915752,1.10391754,0.566765842,0.304212296,0.002809061,1.036541202,0.27635068,2,2,2,2,2,2,2,2,2,2,3.457311313,3.877125973,1.181941175,4.213927227,1.089920551,2.554079222,2.556503435,0.45043474,1.200826597,1.688321173,3.115355995,0.239875133,2.995947424,2.310398954,0.46524183,0.00573811,0.724593177,3.455695183,0.89980837,1.855028237,0.153188275,0.320718421,0.003108051,0.5172216,0.291361936,1.086060091,0.361426529,0.399313128,0.326347149,0.115744299,0,0,0,0,0,0,0,0,0,0,0.499586875,0.070876053,0.188065582,3.960640229,0.523804927,1.587343391,0.91600683,2.351943786,0.744288489,2.332378791,7.360915432,6.962337705,4.526922777,3.689720361,3.710401829,3.682694364,6.940644844,5.675176648,6.714136609,8.523804373
Chr4-32015616,LOC_Os04g53720,11.8403134,1.136361378,6.816415694,4.479583709,2.088366139,7.401527782,2.662368551,3.355633317,4.253744893,0.090633967,1.185190361,0.17815349,1.055262171,1.645652442,0.851647613,0.438699874,0.834754047,0.817080787,1.563404617,1.704633096,0.159050526,1.491520508,1.875784352,1.928217442,0.746509408,1.00861869,0.336833399,0.377557587,0.034665917,1.118584514,15.65214158,15.8672818,15.4823141,14.26506698,16.1361208,15.14916382,15.58325461,14.14108002,12.32947892,16.30543114,11.15750794,16.98503464,14.23047009,12.65059183,6.245575783,8.550738433,17.05878753,9.176028081,14.37215948,1.079521203,3.61937521,3.541862756,2.586938942,3.376717498,3.432348122,3.233949564,2.878027571,3.972586446,3.519445604,4.398490153,0.400447292,1.778698659,3.116493524,0.950176135,3.219320255,1.963123662,2.847099013,0.508757986,0.808227388,0.04990465,0.697663096,0.079703391,0.240399459,0.21585543,1.570705041,1.914689057,2.270318622,1.212207829,1.820732713,0.907884111,2.113959819,0.268725993,0.662995087,1.184654071,2.300891004,0.926139441,1.901030682,2.028638997,1.133881868,1.275176537,0.210307231,0.680525569,0.627652049,1.253769745,1.138624663,0.071276439,0.247469778,1.345500593,0.191571149,0.680704056,0.24797976,2.092700844,0.814344659,1.983771732,0.822325543,1.510228413,0.869214849,1.047842407,0.881044989,0.790510827,1.306004385,6.955464265,4.073580493,5.898820236,4.651497499,4.64248701,5.69524202,3.835738046,8.852477888,4.534810379,0.548346213,0.118216595,0.505642514,0.360810656,0.238022131,0.163139529,0.564108784,0.505002393,0.6866882,0.746710448,0,0,0,0,0,0,0,0,0,0
Chr4-32009512,LOC_Os04g53720,18.93887862,12.75509565,14.07667054,12.81714038,16.79769661,15.49237633,2.189268035,11.70233113,20.90192778,19.2507251,13.31451752,2.973607181,14.8027084,23.50710679,14.92226648,0.866743638,20.07159922,9.244520376,18.0817277,17.56839061,38.89256128,27.57824991,20.36433252,21.88933278,26.62294385,34.63010217,21.92266952,26.73595732,27.59633344,30.90026687,5.987240422,5.971197447,3.77700931,1.687819829,4.74295368,3.447588166,4.899621932,4.752622092,4.808807511,6.477091125,9.747389499,11.31689202,10.63094077,3.699476216,13.07531368,6.19509025,11.5847346,13.6813565,13.94418366,6.736053239,19.09648803,15.76461784,6.407806357,7.309683204,10.75204376,3.502852301,8.483069478,3.52099817,15.57539787,10.13982382,18.60610186,30.97188814,27.14414086,10.37808806,9.303496842,19.37521315,19.33759424,16.51408078,7.698642397,9.064914399,20.59624733,19.69269993,21.5952342,17.45323857,20.33519582,20.23099688,18.62352774,20.47824233,19.46369263,17.66671924,75.15518283,69.1089322,76.79926576,89.69717556,66.47507896,79.48039627,76.78446814,83.58117537,62.79926049,63.39711788,10.42951596,12.86591441,9.264264219,8.732700152,14.26557896,8.269656722,11.63132086,11.12877277,3.203375394,14.42809182,77.07893873,36.81508388,42.67440648,83.56008628,70.27128869,72.95787591,55.32847411,46.22978209,69.76753526,61.73256456,40.85364203,56.54558419,79.41191414,50.14037843,22.20417055,17.28563326,91.94922939,66.22215901,47.78511744,53.5627825,20.18575528,20.16104782,18.20940147,26.39571624,14.27449182,29.02721779,21.8640534,25.90849846,21.773778,15.02703463,0.465176047,0.809545618,0.934704725,0.919507409,0.544259142,0.146877606,0.846144899,1.678501328,0.448907069,1.010918033
Chr4-32424261,LOC_Os04g54510,0,0,0,0,0,0,0,0,0,0,0.918291603,0.806810258,1.154397885,0.371519043,0.610037832,0.236097009,0.503443955,0.551083456,1.610032319,0.748450588,2.162763726,1.699293572,4.223302678,0.087177879,2.747934112,3.025830163,1.782802725,1.976862346,4.374276642,0.340005734,1.261809861,2.214689351,0.66150262,3.576973977,0.566732377,0.415874604,1.152188751,0.076902611,0.381700666,2.105180533,5.107939064,4.144100807,0.429396882,1.238258175,1.131096024,2.976208471,2.444292397,0.482299603,5.597715077,2.707655957,3.010736826,3.597727778,3.566988601,2.694786879,5.35999626,0.982073158,4.733631174,5.996855742,1.634774231,2.574440563,4.126151567,4.485242011,4.677383039,2.492817248,4.879741519,5.185601036,2.6509878,1.541012916,3.397412788,2.799030415,1.441525967,0.762225762,2.709872677,0.349646692,0.863016567,1.667891049,0.529487424,1.2946386,1.054575983,1.406954495,3.248827103,2.40950586,2.187513237,2.209636466,1.051780139,2.949350343,2.912961188,2.799231818,2.432871127,2.319450792,5.207566119,0.48414837,2.371889838,0.587791225,2.328141434,3.856740171,5.332197659,4.064471162,1.511429026,1.549141484,2.583915306,1.023046331,1.351772246,4.412985511,2.945313954,0.783200742,0.051034149,1.38958533,3.026631385,0.714000423,1.074413336,1.028868696,2.735929155,1.102181149,1.220653128,2.379952861,0.237959375,0.911172088,3.943551193,1.53399675,1.934170301,3.66519171,2.981128284,2.490056217,3.399799755,4.639003887,3.275896637,3.549443344,2.478372108,3.927410412,0.421883759,1.513867702,0.045077669,1.250643116,1.361144059,0.272751914,1.431907584,0.946224427,1.110630589,0.271763888
Chr4-32424170,LOC_Os04g54510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090157885,1.787124379,4.398898488,3.21137238,4.574155824,3.89998182,0.374131791,3.538789257,4.191597494,4.756541434,1.952448671,1.280759053,4.724561885,1.006859392,1.535421545,1.564443471,3.071639274,3.879479428,2.771501282,3.514094205,1.425466211,3.575435229,4.364320111,1.997451173,0.713734792,1.151857991,2.94785088,0.304989694,2.828381457,2.526383579,20.13702829,1.334175332,12.56974939,19.22111965,19.07456423,12.48858939,12.49607497,9.123656514,14.00059444,9.468938126,5.672101834,3.093665836,1.741613581,1.881553098,1.533867244,9.674983717,2.537315566,5.945325961,5.014996568,2.810940699,6.329890579,7.067644599,2.582172282,5.708612758,4.935118532,1.030288574,4.010556253,0.739843307,4.524708055,6.378106741,3.658145181,2.503148445,4.353143838,3.121109414,3.041380325,3.421850717,2.703665952,3.190703448,2.594056493,3.073987713,0.895748898,2.609309129,1.92563397,3.491806779,0.454744563,1.676230796,0.969758598,1.670595265,1.982158798,0.216601171,1.814277111,2.132891723,5.052422427,2.809036486,1.683836521,2.033810114,3.08446627,0.255980805,1.912779541,5.545213871,0.309705895,0.808836598,0.044227022,0.451609902,0.619002419,0.33824515,0.767083176,0.070427867,0.829348194,0.04060275,1.766188438,0.861949014,1.232250601,2.831277278,1.206474025,5.354816877,4.76461141,3.081519667,4.636246697,0.971940214,0.596121304,0.748837535,0.40811239,1.886290903,0.15689802,0.307306051,0.30806213,1.453897555,1.057698983,0.333928973
Chr4-32424081,LOC_Os04g54510,0,0,0,0,0,0,0,0,0,0,1.042369088,4.57583146,0.019775053,8.173082658,1.642201021,2.071029313,3.881920916,3.220265886,1.816726295,0.647611347,1.012016085,0.003772244,0.209674455,0.642961956,0.453282854,1.323830658,0.378779172,0.638086793,0.269102571,0.645955516,0,0,0,0,0,0,0,0,0,0,1.30522315,0.491634615,0.694678004,0.562566789,0.231515213,0.033136909,0.619453931,0.017155998,0.744731052,0.560143753,0.372472616,1.519395993,0.127036325,0.062628372,0.592094639,1.330480596,2.121776431,1.224890737,3.216901317,0.130153444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242040048,1.047261249,0.142960158,0.096007627,2.523535612,0.771271477,1.191363105,1.373488419,0.271608047,0.576537311,0,0,0,0,0,0,0,0,0,0,0.264436861,0.884302115,0.446932219,0.634613956,0.824597706,1.36058215,1.392289471,0.635966875,0.602618404,0.932861639,24.81873143,24.79345555,7.319951235,14.05211081,23.77647017,19.87100118,21.17560664,31.06730408,0.905876452,21.07580814,0.719771736,0.129805982,0.474102757,0.684085301,0.246480992,0.055793203,0.473717041,0.757980723,0.028409266,0.555824004,0,0,0,0,0,0,0,0,0,0
Chr4+32848305,LOC_Os04g55230,412.9313839,333.4093471,368.5567316,406.7278684,411.589596,301.0123432,395.7655288,270.4798717,354.6830577,375.4231455,390.3299156,369.1512844,423.7865574,408.0195375,416.1230998,361.7518055,403.1513247,401.0234091,384.6748193,360.5646705,417.1985779,449.8489664,384.8169932,452.752399,420.1884263,503.8016938,388.5216348,404.7986707,425.6770913,403.2251255,1087.656907,1033.505303,1081.966256,1059.308819,1028.936242,1040.746227,1093.795726,1054.308081,1149.781592,1107.863071,928.7698122,1013.319235,982.8487056,896.6999263,924.931707,949.0826923,1002.118067,989.9553636,933.241633,1014.257606,760.9553667,678.1177825,656.6723759,679.1432798,648.409643,772.0753413,610.1905718,823.582506,600.8135731,752.8469092,292.4694676,263.3509349,260.8229905,282.6336631,280.8057244,297.8683205,308.2029802,285.7806171,299.0961886,273.5863623,65.92795564,59.8518354,66.02321388,47.36123992,56.99344573,55.86203227,61.47107215,61.11502098,59.35359754,56.96642753,100.1796282,72.97833966,105.2267657,126.9042427,91.5836752,108.3255735,103.2713048,116.5173043,108.2593052,83.80133923,207.5897563,238.8311417,207.8086518,198.1935624,265.4728215,252.8055831,256.3497848,256.2816688,189.9859018,207.3385387,149.4754934,139.2866147,143.8656321,134.2678741,130.5611487,142.6783977,135.2592026,147.7356215,140.3367547,146.4632459,173.0941007,131.0543281,78.38897134,27.60803144,17.81439391,45.47404382,92.31837454,80.5181574,68.3395362,24.74218007,331.1961957,350.5647085,251.6882568,373.6459882,290.0381418,299.9433353,418.2249832,374.7290383,310.3923165,359.3950482,34.99940648,42.65402246,36.49236961,35.90775215,31.6743147,34.80387629,37.07515511,38.25918646,39.42847179,40.56579446
Chr4+32837185,LOC_Os04g55230,3.227989179,3.542995404,4.964460251,0.077132261,3.921766459,1.64915261,2.978131546,5.645402541,4.015632124,4.837200579,3.280308163,1.408862979,3.586139711,10.80862421,7.350917187,1.159782376,7.646928342,9.232595825,5.086631429,5.511360933,13.08577918,12.78549432,10.82006747,12.40722763,8.856281318,12.6455166,12.44167675,14.40174838,12.36901595,11.93543406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180097933,0.638097419,0.418837134,0.458743572,0.718480633,0.713633218,0.836264112,0.124130912,0.731038128,0.87107305,0.786137084,0.355090518,1.703169389,0.787655612,0.987663481,0.131061972,2.101894627,0.04182233,1.666499507,1.332365806,0.001112486,0.588755689,0.056434023,0.094871117,0.411930621,0.453794469,0.22180148,0.256411732,0.80929177,0.376143848,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2.886067226,4.863484606,9.046163342,5.321936058,5.578512796,5.633218595,4.300640565,3.535744754,2.915301256,1.298388786
Chr4+32842716,LOC_Os04g55230,1.532092018,2.028176499,0.611525877,2.013911817,0.610235258,2.700623635,0.397702932,2.88201873,0.620756729,2.370693717,3.062044728,3.103367626,2.38478725,3.155542873,1.80812277,3.220059724,2.760620135,2.839492263,2.422569151,2.76361326,3.254923564,4.699877508,4.495247815,0.558215593,2.859781649,4.33140282,1.603772888,2.211999647,0.113805064,1.043342073,0.699953905,0.683271907,1.410328691,0.571319644,1.995764827,1.492068422,1.13234514,0.592156695,2.85122809,2.278337132,2.75112802,5.561702419,4.704573151,5.68119086,6.593393365,3.133510483,4.185067045,5.171634794,0.562935435,6.915287193,2.087570793,1.460792753,1.877761832,2.568223295,2.421332754,1.594816708,1.778041875,1.091330692,0.813628572,2.389714074,0.928586779,0.02838844,0.966630329,0.692065209,0.789359871,0.701035588,0.579493588,0.43418373,0.571034877,0.571137001,1.619505428,0.96500133,0.131787829,1.094307801,0.384757725,2.84204742,3.280444427,0.874635316,2.232314948,0.603908217,0.351549385,0.694051008,0.296943939,0.014806739,0.610135593,2.136709448,0.293353692,0.55608563,0.977166624,1.479315033,2,2,2,2,2,2,2,2,2,2,0.024061941,0.399702418,0.619675166,0.44275013,0.741912155,0.307508009,0.793044822,0.49644969,0.98590633,0.329022961,2.244303625,2.645243494,4.720334895,0.348483153,5.556217733,6.321365084,3.399173048,3.236525236,3.146185349,1.248666677,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Chr4+33563965,LOC_Os04g56290,29.14754391,18.08928791,15.99054944,29.13382471,25.14834095,3.016855804,3.831411162,20.14304172,23.9024444,37.09603784,17.69371303,14.40730434,12.91628284,7.63618096,2.94342952,11.63270677,0.902352442,9.700530705,19.37964428,0.933558761,43.77780175,51.28952653,55.73247788,59.03624311,54.95649001,32.08208455,33.19301555,26.76524494,43.14370564,55.3067676,20.43325896,9.806043611,12.06879588,12.31183112,5.18453818,13.85733403,13.21891703,5.62160707,2.737735245,13.90137386,1.775540663,1.279025806,6.142444372,13.06876191,4.1943768,39.89680211,9.232505908,1.980217869,8.460714143,1.833342367,14.33209935,16.11522373,15.33386022,14.44317733,15.59627077,12.42665681,16.59563937,10.69063545,12.99185359,10.33033686,16.34794511,12.05392279,11.19563288,17.36392811,15.68901928,14.10055507,4.25503837,13.40612635,22.06424667,8.845186367,10.3005484,13.93476611,21.8353886,17.255536,18.29306041,16.60649829,4.472643432,11.36237579,13.26315499,7.090219485,9.417901006,2.437246703,6.368172792,3.356079768,6.995804941,4.929407254,5.231781774,6.807982877,3.817575237,6.490550858,19.1134487,16.08926218,14.42276919,15.77659288,15.4021987,13.1224638,10.62565882,14.88220962,14.83988237,12.99391921,3.574085888,6.630864973,9.894860581,7.531470361,5.35297785,6.216622099,4.445460072,6.630059921,4.648570731,7.206422542,32.58197238,4.172066642,28.45268087,13.09429568,35.52932958,0.624604126,1.582432853,0.725682572,38.5041096,9.950237826,11.67650439,5.582311578,1.572794154,7.618070256,9.288991351,6.034320932,0.136680626,9.573977278,7.450628119,2.76622503,20.14358625,18.34307534,17.50304547,14.68187863,13.48833491,18.37149941,22.8187497,27.85557106,8.170218312,20.41036167
Chr4+33558086,LOC_Os04g56290,1.022796889,1.391049587,1.850743907,1.402310977,0.819852369,2.090364388,0.569858871,0.921579843,2.247630207,1.405572078,1.958569839,6.79989338,3.875306096,3.225588837,1.036860254,7.442635519,7.716132579,9.23879081,10.01488358,7.533569037,2.149226415,4.104218326,1.278605484,1.270782823,0.606260066,2.602423398,4.407632726,1.835203104,0.044292021,1.546033586,1.105782093,2.798472062,0.958118377,1.282251324,1.706820587,0.232826278,3.212171041,2.01701437,2.706417958,1.898514379,5.026381952,5.48041893,3.709102832,4.098622074,3.406874328,3.784127581,4.759060131,4.051990913,4.702245442,4.656791081,0.642391378,1.089433735,0.132015535,0.752964529,2.041394547,1.813859364,0.737972683,2.116072523,3.082661992,0.859654392,2.828907113,1.772986442,0.032834661,0.62117541,1.333458349,0.915733209,0.180981232,2.382968387,2.053096454,2.386318612,4.668828479,2.345689848,2.33117214,1.990044656,3.541952248,1.627969941,1.901375749,2.449453201,0.900533342,1.374398687,1.930925037,1.879783446,2.462812496,0.577654983,1.739422727,1.297622982,2.469699515,2.086678921,1.590608152,1.100742289,3.069616353,1.448242427,0.322190731,2.202654394,2.983770819,0.602020488,1.044452274,1.001783546,0.041852941,0.593818046,0.780159465,3.597895574,1.418556199,2.815371365,0.947338283,1.634096845,0.41235717,1.238255538,0.503321864,1.073309381,0.32763443,7.706261686,22.39750805,0.858367216,5.750413236,2.849188401,11.8525458,29.72868292,21.44100906,3.973412813,0.017569074,0.78402705,0.935009716,0.078722907,0.259725774,0.159536813,0.1569042,0.700536169,0.390995493,1.14740639,0,0,0,0,0,0,0,0,0,0
Chr4+33563588,LOC_Os04g56290,153.6706522,194.3844314,175.7108086,211.6370653,183.5577493,146.2086373,205.6676558,224.2418622,163.777799,168.6483915,200.37896,175.7018836,118.5099445,159.9559248,147.9795667,136.4841066,149.4898092,168.2053314,159.5894226,166.6031389,114.5176935,161.8894884,101.1245062,139.0879574,125.0707744,114.3061011,159.0005562,106.4369499,118.3676397,131.956871,170.2637242,171.7955658,178.5341097,170.5170427,173.8279817,186.7608864,166.9656879,173.4382804,182.6801104,180.257597,99.7526822,99.67806302,94.5968841,109.7919224,99.81053509,106.8879417,100.2752817,98.18407764,105.0455451,105.5502846,94.67263346,92.22658646,125.5184677,136.0143166,114.2036565,114.3228554,90.56064285,92.04125823,58.78710023,93.04710949,162.8116915,166.6094299,166.8766132,172.7742517,152.6801632,142.8622992,152.1644516,164.7124269,171.3845796,182.3387315,161.6766457,222.608203,239.7562627,215.1287386,238.9085338,205.6580009,219.3480074,252.7691389,172.4385734,243.815489,130.8523049,128.3781687,132.581504,135.7540378,130.7944634,127.179361,133.9049151,125.4143799,140.0657937,131.1083705,151.7192851,164.9370996,127.7097896,143.7389835,110.5498263,131.856108,142.0492652,166.3200696,149.6508357,138.4764395,72.99517497,78.16105005,73.22232703,72.87988322,71.4819332,64.54992735,80.52018897,69.79434656,68.1539617,68.80966706,52.44300463,58.5769553,67.47588932,50.97329821,49.15446633,203.4898976,0.55458774,75.6054477,198.0121515,113.6986629,75.25261083,77.195724,77.80390611,84.75982149,94.46088234,88.72527266,90.29971825,62.28337832,75.18855372,97.03337353,326.9050674,359.9660127,280.7681598,337.7617816,312.8108425,264.4572423,373.8336078,265.9070747,337.4394181,251.0738283
Chr4+33562462,LOC_Os04g56290,4.96659755,4.389039838,3.58914022,8.301058512,0.863883511,0.494155386,3.183014364,6.248763493,4.262756727,5.62045623,0,0,0,0,0,0,0,0,0,0,2.630462876,1.083951048,0.045659906,0.490202924,0.524358353,1.017167877,3.744337336,1.182542648,0.124012071,0.060367059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967705421,1.612639528,0.235742857,0.373163379,0.522434147,0.790305845,0.400722326,0.175228154,0.093309078,0.418416558,1.150090896,1.546492134,1.524271953,1.34745335,0.976634964,1.632641896,2.171632481,1.475793226,1.137929729,1.776107694,2.509197941,0.735585683,0.700809118,0.23984829,0.284467046,0.244001295,0.409384157,0.467751454,0.206114705,1.36163371,1.77542369,0.506521458,0.030132169,0.000711905,0.317172373,0.370482877,0.446399825,1.238891533,0.061844064,0.8993765,0.006008988,0.009775324,2.212051531,0.342713068,0.391151371,2.879431478,0.260960957,1.304589955,1.32760035,1.899048954,2.475305977,1.073907241,0.005872265,0.750549786,1.722543508,1.342041503,1.214929809,0.635331093,1.585247111,1.387780934,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3.320816625,3.24921372,0.689227925,0.743865693,0.349223789,1.945108101,2.699471653,1.792643786,0.819858463,0.057949147
Chr4+33563429,LOC_Os04g56290,59.77424614,25.93355047,74.0478041,53.61662668,26.56266316,75.54873754,33.55620539,44.33026498,35.45061432,20.04627452,32.30498307,44.03434861,23.3602101,62.18889482,26.20056874,4.846672847,66.0187571,41.94815687,38.05340975,41.34265494,13.71689202,15.3074412,13.93576186,13.87799312,15.05188423,13.41541454,13.62584515,13.93935148,14.4551117,14.56478092,0.920750248,7.536782488,6.145525626,5.968666134,7.14169368,2.997520526,0.02740021,5.706972684,2.932009839,7.12044026,2.958217143,5.10839924,1.74445346,2.019065498,2.24615352,0.303592961,3.200117303,8.158123693,3.661420034,6.028260905,4.156228569,10.30617982,11.69278727,4.897885663,10.39472865,10.26680639,2.166920555,0.437044135,17.80525933,11.68882771,6.645948677,2.460674355,4.556019161,7.759229537,5.343392855,5.413228911,2.822073057,1.438606617,5.903605549,6.610621501,8.523828031,7.113733164,7.681429814,1.376754739,10.40704314,0.99436548,5.117406774,11.97266955,17.24804469,19.07693174,7.582866629,2.017023705,3.828627593,4.181308031,9.353893419,3.712104692,9.052649983,9.434281468,6.950608903,7.857853202,5.364063635,5.473491881,3.832710155,6.697456777,5.09164597,3.030859136,8.264896652,5.656506837,6.130150412,2.210254832,1.329478027,0.702766301,1.674539916,1.727500324,2.144861774,1.053693923,2.177468349,1.387788179,2.421027983,1.595411372,0.46023454,0.927431698,0.301670965,0.558255468,0.034344653,0.234646953,0.503932047,0.955845704,0.860186901,0.174348583,3.771186827,2.161128705,7.732811153,7.97203403,2.758749417,5.402120311,6.343017907,9.037330439,11.23062242,5.276683509,37.41939207,33.20508613,34.28702021,40.25763199,36.4292715,31.89744983,33.25098387,34.71061337,38.60032933,34.8920063
