chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,dry_seed16,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,endosperm16,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,imbibed_seed16,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,shoot16,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_20days16,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,leaf_60days16,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,stem_60days16,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_5days16,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,root_60days16,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,husk16,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,anther16,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,mature_pollen16,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,pistil16,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15,embryo16
Chr10+16093565,LOC_Os10g30860,0.468900774,0.365033839,0.248819897,0.500535803,0.015530525,0.820851536,0.424917422,0.436717299,0.871025414,0.110407282,0.008035089,0.752596603,1.105727696,0.843346549,0.267674801,0.215222499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785672428,15.05571755,6.735491088,7.037394514,1.497233492,5.71694047,2.576727349,5.380699259,6.160404788,3.928830141,10.2219845,9.912751311,6.317411844,4.543157268,6.216638392,8.856774921,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.80153945,0.187162524,0.308404912,0.308536399,0.624354861,0.209835526,1.049743353,0.638578876,0.851795531,1.208002437,0.075323887,0.109278971,0.773999919,0.422230185,2.597215579,1.058368179,0.661984168,0.562620185,0.594677125,1.240079523,0.153905655,0.357889073,0.360855084,0.209972921,0.86065546,0.343991133,1.339555204,0.128910147,0.244690086,1.161262257,0.421259788,1.590109657,1.182768782,0.567396159,0.729082119,0.166875252,0.679192618,0.522484322,1.806889205,1.498930647,1.37226165,0.618034611,0.252898394,0.341743807,0.260469486,0.140408446,0.460085935,0.204349911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465887692,0.515497032,0.34472221,0.14587627,0.449169822,0.283340323,0.289419785,0.492880845,0.400977814,0.82697145,0.152053819,1.072069247,0.229693581,0.907219005,0.607105112,1.123093897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+16096749,LOC_Os10g30860,14.84712405,18.13569545,15.61950639,21.22751661,16.24493554,14.65230676,21.09395431,19.0106098,9.886054627,17.86297487,16.82561754,13.95364028,15.75124434,17.01570537,18.37084393,16.575859,3.481917405,3.057739774,21.18900925,7.152229294,0.665576975,5.065985016,8.173318058,1.403263216,1.604275482,8.51263143,30.28020291,22.37289624,9.573800932,6.450884752,30.91956183,2.602684429,49.17411267,47.35895979,38.05648998,6.518395528,51.37665823,55.03825066,44.2683779,51.57279077,60.54207346,41.51836636,41.87807817,42.36100824,55.80709995,52.62193762,80.13198453,88.92556046,72.91171793,66.11955879,81.39866854,76.64729102,75.14154826,87.25028986,82.8779267,47.78401855,65.83678372,68.37527582,79.91409375,82.77651998,71.14180763,69.6050923,83.35232783,76.1656738,15.12410642,12.66376528,12.76415359,19.81372658,34.02339664,21.27036859,17.13456753,19.15614786,4.463976728,31.5977993,31.5900338,9.594941371,13.10135179,22.43450042,6.85997328,11.70114562,27.50927981,40.37108579,40.98908367,33.73340597,23.96370106,34.12148874,47.0343692,26.30471482,24.93204186,17.45777971,27.43759198,30.81652658,27.41125985,24.90228569,36.50584728,24.24930619,16.15216871,44.34096837,42.85611258,38.85396684,42.88357622,32.65196582,42.61639544,39.50702901,23.69061551,39.51695593,40.45172937,38.58038029,35.25651263,45.36595447,36.72421125,34.61644927,223.5390785,232.301176,175.9816511,243.6011254,193.2288135,199.8593988,185.822684,139.0134615,165.5268196,196.4767707,235.4467564,239.2398965,253.046663,186.5287218,218.4689213,197.5571195,221.9804508,209.361151,105.3466202,123.5118916,121.2950701,151.9611493,176.680174,155.6753866,177.7666912,145.6360055,188.0911152,121.5239059,220.933194,155.8978895,210.158902,237.7901546,48.8652569,52.18213839,48.53452069,53.99278569,58.68981784,46.64222187,52.41998652,57.08227518,44.87698654,40.21764591,46.63565578,38.80668574,46.54128236,46.60031561,47.66677839,36.69783572,80.748645,93.31029847,88.18119203,75.48054274,75.55384381,82.93877311,86.8001396,92.16570152,81.28509522,83.0291078,84.06375519,79.28837406,73.21802244,81.35629617,87.92611052,79.12129822,73.35942366,83.34974001,8.842913982,19.34128498,46.37197679,36.94421132,54.2854618,1.496712821,51.09428228,59.90648149,57.43033993,49.93921946,56.90119641,31.21609684,78.109403,2.979826134,78.53580089,79.95605553,75.12974648,76.53725785,77.63959864,79.32737508,76.29406519,76.24807488,76.67249473,74.57334028,76.5108171,75.77619344,77.10781283,76.96173413,77.45160427,73.95205248,21.16482414,20.54909545,17.96883024,23.30028443,21.64000873,21.57745104,28.32884554,23.60527028,19.04144053,15.82833864,23.08582311,22.79452207,22.31698637,22.91806885,20.08864633,25.35316713
Chr10+16185132,LOC_Os10g31000,0.544672424,2.753167536,2.181815601,0.493516411,0.769396701,2.566220695,1.834882763,0.841193495,1.583584673,1.67331318,1.436559217,1.577840007,0.690099341,2.156518555,0.41397222,0.001593412,0.300274916,17.47588954,17.19018455,8.020334509,8.487622245,6.916592661,9.859483821,17.38645872,6.43163521,11.87219487,3.311171731,7.530468883,1.751405348,14.59844877,1.390959161,32.2841865,2.290462497,1.686191782,2.448187393,2.983270533,2.443937483,0.627475344,2.715559418,0.94974666,1.888141972,0.572293277,1.678981338,0.408704808,1.943829666,2.829240635,1.561555159,1.538179761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.808047571,0.860212912,0.596814226,2.222638436,2.247464725,2.246540784,0.771483084,0.529084954,1.798583196,1.191101363,0.240609187,0.024449844,2.510816894,2.571031872,0.786534705,0.106380109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278660902,1.021769701,0.025000195,1.214832965,0.101390119,0.1073995,0.254293154,1.079424954,0.328324767,0.25362825,0.407409498,0.222222239,0.993745612,0.19377102,0.318162494,0.789859815,0.757106764,0.003501228,0.925441428,0.075925371,0.472993727,0.623324255,1.03460755,1.452365872,0.173476975,0.242732327,0.214894154,1.071973721,0.842757015,0.454017257,0.579544502,0.227402813,0.068301025,1.069689951,0.175659467,1.043362093,0.400680267,0.373651754,1.173488815,0.785486078,0.662328319,0.848836694,0.202717008,0.244955506,1.102191581,0.575634044,0.077572297,0.252769539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486046733,0.851746666,0.649920212,0.576873445,0.656309391,0.45395956,0.27306702,0.806270656,0.313166002,0.572272256,0.543915661,1.155136443,0.318370174,0.97437305,0.14750276,0.906003582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+16184930,LOC_Os10g31000,478.2162897,596.9125415,511.8744163,448.5955084,746.7774556,634.5579972,539.3249339,684.0221343,543.086023,664.6686168,605.4575767,631.685055,584.0840109,663.4501113,487.8958774,817.1008101,727.9151975,710.093736,562.9793666,644.6764544,660.1261478,698.5946009,688.4800432,695.4714616,712.1108514,595.8976644,681.508283,679.2776568,673.1105308,647.6462488,606.5033786,715.0987952,479.4247448,544.4155187,438.3853707,297.3080611,453.6582464,136.0907102,294.4216339,464.3602013,275.429833,513.6431503,482.9156253,371.1127414,438.6251028,518.6188507,451.920311,305.299264,265.8458205,281.3996713,285.9539005,288.4335616,277.0702167,272.9556973,288.3297208,276.0843264,289.6064413,298.2145448,281.8317955,278.9045989,285.9408557,285.2877941,285.599457,289.4915595,255.6091848,302.0736358,258.0429118,287.7181146,252.8233546,281.2390412,265.6851276,304.3477719,234.0561588,267.6708964,276.1493042,255.60069,334.92331,275.315389,234.8152687,276.5391675,249.2266119,218.5896097,230.2701708,273.2343959,230.8641571,284.8560465,272.3172768,245.4804463,243.5530028,268.0515791,241.7835457,245.2542741,241.6779008,276.8391548,257.6492683,258.5333617,321.4605916,294.9593676,314.074527,278.8691781,289.5557916,225.4825549,304.5429948,266.0330133,250.4849899,236.8038939,262.3875571,265.713235,235.7012668,288.2925605,288.7585388,299.8199853,450.7665784,403.4002571,472.9450707,425.6197756,461.7730744,435.7391909,468.323265,400.6016789,440.7649763,462.2766391,452.9444233,453.664985,352.6135612,458.2659669,426.1915929,413.3827824,304.5875109,286.4567496,302.7781809,279.9489211,295.8135465,284.1942529,330.7090967,321.1474506,345.864468,324.9124802,326.5536867,313.2397399,278.3534424,333.9615991,371.5045312,344.6167772,258.1623372,284.4563031,297.778868,267.917364,239.6865511,245.3927845,258.3839768,263.0605323,265.1739652,226.5325213,247.1576558,303.1692148,245.9290176,278.8394213,254.0987302,308.443484,311.4630519,297.546227,363.144796,247.3476732,345.2712003,352.2339502,313.2375685,374.3174631,359.3002499,345.0755101,415.2173414,370.9432583,314.8245266,444.6121623,350.0126315,286.2027136,301.4561159,30.50242029,102.3319091,178.3788459,17.10510488,202.5143232,49.43174477,13.9979992,107.9257615,115.498119,170.3585173,51.06655305,154.5819037,98.55157169,103.5401879,49.26816537,116.2313543,115.2366524,100.0184624,118.6636058,110.9875653,81.42175146,113.0233359,77.96855109,151.987154,97.9631425,126.7791564,125.6244785,125.5245885,143.5061986,108.4245521,128.6695721,455.8248445,453.8404078,454.2294941,452.9292259,454.7668836,453.8483317,451.8509456,452.1871934,456.0078054,449.9300674,451.0234765,458.1513846,453.4505399,451.7857912,456.0533631,452.2869086
Chr10+16185233,LOC_Os10g31000,7.007144796,10.40221742,5.854755293,2.887590696,2.93709926,8.604880298,4.858859991,5.519937378,0.113177142,9.136659846,13.95398736,6.605122427,2.333937907,3.511018163,7.665556687,3.812773835,6.629213878,4.877077891,3.146209281,5.784830531,2.942611525,2.156412286,7.498977063,3.978339089,2.136582525,0.921279421,6.114246766,2.912142558,6.429615189,6.249666003,4.29331242,5.507782827,0.99578892,5.302176335,10.52049673,5.092835543,2.589321504,0.014809452,1.438945486,2.055945113,6.121280574,8.784124056,7.325820772,7.453189118,5.234260532,3.44035567,4.55115542,9.171024684,0.100590915,0.648012549,1.496304311,0.124050644,0.358626331,2.671571486,0.655044988,0.91401192,0.519797423,0.186042716,2.608163045,2.042308975,1.356322613,0.924330622,0.325751362,1.403501308,10.68946005,6.368017847,9.549810707,8.734163809,8.536399216,8.843328306,8.370390902,4.679472505,5.122222967,5.002494901,10.43140602,10.10104656,7.400644814,6.929531838,9.858569052,11.36478318,5.745098767,5.477914607,5.986196198,6.288677842,5.87203887,6.252733367,5.889509363,5.473184479,5.76867434,5.844560847,6.373677586,5.675646304,6.353563186,7.131517003,5.289168004,4.822594842,4.850975836,4.645219819,0.494407443,4.893266967,2.883346545,0.855248072,2.414323198,1.132944304,2.276663172,3.257819166,1.846681439,0.64791265,1.269184491,2.886806602,1.781604144,2.499821103,5.132479411,4.153002395,2.374194907,6.744426051,5.238249908,6.17860823,6.05106775,3.903430908,1.999874018,6.462658561,4.080480021,2.252104122,3.386911137,5.094079363,6.9210458,2.894032232,5.84042174,4.152365955,2.314731818,6.445855866,5.737707016,6.254581779,7.986396873,0.349156792,5.759547704,0.578268649,7.474068376,5.555117087,5.701798407,7.406860905,1.469088666,3.444277137,2.348015646,5.969350858,1.391186158,0.294192036,3.744394053,4.891203615,5.158206142,2.211989958,3.295887067,5.102217258,2.773426106,1.009006383,3.074259573,4.934365962,1.67274694,3.069195445,6.899691658,7.874160473,5.277525699,9.376694871,7.668485856,6.496598173,6.868305944,7.294767756,6.566785899,7.802022427,5.967964447,7.048838479,7.253812718,8.254552529,9.045287085,7.326264547,198.4362528,159.6959807,163.2299381,198.8069247,16.21863534,208.0239179,125.3159723,216.3690278,1.571341022,120.1285507,118.2835898,334.5653259,42.43315943,128.4166029,207.1150675,107.7915507,0.853731856,0.944520712,0.724520042,0.859263212,1.368347623,1.570823353,1.324610873,1.536321498,1.058000372,1.540306672,1.842172586,1.420053539,2.164949837,1.547827639,1.157818894,1.248963946,2.952925418,0.775618668,0.907275057,1.175824513,2.082736055,1.933831853,1.028681339,1.49652145,0.074577477,0.308701868,1.077492315,1.517739641,0.077208533,0.35442198,0.922359138,0.979707333
Chr10-18724139,LOC_Os10g35100,21.99023069,17.40245951,22.32598346,25.38304211,10.82305539,25.6623187,23.65649451,26.19067013,25.42899661,21.00502258,25.02702077,14.15588514,28.26986535,15.45475849,19.44429893,20.31163816,8.858868731,11.4117101,39.02734402,41.72115226,20.5559603,23.98326328,28.3216619,28.21116216,28.65158621,5.485662145,32.56593762,6.86311731,30.3925424,44.93442682,38.77144618,23.30109223,44.84733141,40.76890871,47.00562393,44.11759242,36.37697656,40.65931527,44.09764094,37.1050713,39.86620836,39.20509913,40.37080207,43.80365692,34.39270091,45.64714576,55.79495021,50.76401067,82.90379137,92.33482623,69.73370525,81.54536452,87.57002164,71.62418373,95.22609732,68.88011829,93.18614387,87.25262096,76.50419491,95.24127433,92.71467574,78.96528584,87.46824226,82.02465973,36.80504253,38.1573148,30.37590788,34.9198788,33.43249709,38.35486458,30.07760217,24.15181105,22.10884588,36.16129174,29.91617453,30.3096665,23.99178945,29.28185134,27.60504801,32.36985004,15.48390241,13.56680878,17.86635898,19.41228028,11.98241264,17.32166361,9.689855823,13.77818111,12.7595418,14.94751669,14.61189606,17.93879184,15.52152516,9.089193503,16.80876508,11.00373152,59.85348484,37.23049342,25.42578366,35.12902304,37.93240611,34.85777284,31.1861593,47.02384485,31.14468646,40.29726708,22.42561031,45.05462696,29.64132202,41.65123802,41.06242294,17.09567036,51.80250747,94.63350613,66.86834891,42.56091386,69.74161413,27.51755568,69.9640609,91.0567742,75.28585814,80.53999639,63.36108269,50.47155877,53.87239432,71.05990726,66.64684131,56.0452791,65.50790932,48.3051152,43.17526711,74.66135456,83.51171319,50.54271355,64.9605232,47.51906543,68.11543449,50.94514303,87.10842728,80.13617924,59.2145089,71.58806345,60.89213574,84.14158761,100.978306,65.84582602,46.08090005,100.6682626,37.76296831,73.44050991,75.53414341,125.0649525,62.16095864,85.5623701,78.53009067,76.03469264,71.80409051,67.818626,54.90115785,125.4019075,41.37974959,52.19347745,60.76394036,58.69996062,54.29375754,53.76442781,55.66587271,57.80746464,43.89801823,50.52680785,57.33072465,53.16198341,43.86817273,54.67328687,49.57128196,42.08215305,7.876838838,56.17456082,50.47117443,1.926956846,157.690981,47.33613859,367.8890166,223.5613419,80.15751253,5.940040797,81.11815079,196.6765038,154.6397208,37.86698413,89.11963978,197.2567461,167.5202436,154.7817562,146.6070444,151.9023196,152.5923153,133.4510953,163.3983572,158.0787714,146.3063342,158.9532063,152.1053998,142.734492,144.9239524,146.6600527,181.3704933,130.2315956,41.52001057,40.19882065,34.88177559,45.32328247,33.52539582,34.23743692,37.31084869,32.53697118,52.08799803,37.82228864,37.85025213,31.21859719,39.6111413,39.52153819,33.93497228,36.39996232
Chr10-18723945,LOC_Os10g35100,0.631758461,2.981961751,2.96799399,3.724634301,1.354568223,0.040959116,4.629348562,1.092701309,1.661903328,7.077418899,2.510592413,2.8369203,0.142440597,2.909442312,0.636031863,1.735207017,2.138417942,3.107924469,3.299474716,4.974755913,2.994080388,0.514271767,3.189507267,3.577139651,5.486387342,2.566182533,4.047264428,4.413081457,5.073217626,3.900211192,0.626343978,2.884927153,14.34749883,10.39274332,5.698450501,12.76786509,8.82971112,9.625504087,10.96003296,12.96090015,13.41834123,10.91346311,8.848446334,14.9528197,9.913209402,15.12093238,15.27309398,5.463033139,15.62506883,3.512178185,8.79044703,5.782860892,10.82994686,2.299825299,7.86934991,1.567706972,12.38329427,10.99881283,5.439395261,12.64920602,10.39148866,9.553034062,9.203959828,3.716823637,10.34656095,8.523293911,5.053784906,11.45180078,13.58597989,12.41411501,7.282868993,12.36079015,10.43759874,6.046913385,11.47923354,11.11317804,8.551374445,10.95963185,6.219422767,7.814108138,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13.35461933,14.02997908,1.169098523,6.966378932,5.70856999,9.122378497,10.67499313,12.24459428,4.462554751,5.881565325,9.222471553,5.999672547,7.76726631,11.77024638,4.375117991,5.543742226,10.94329798,12.62192049,14.67897181,13.42585615,14.84803097,14.84014977,11.84264054,11.71982561,14.17541295,12.37307759,14.17588405,14.60315844,12.83851561,12.85269575,11.05581815,13.12463094,16.53890194,7.761443158,17.91393084,14.01779538,8.218999937,16.95189258,9.299410385,8.927835665,15.90653793,6.502985844,13.75160573,6.305405827,9.127661643,0.423725537,14.10592538,9.283053212,4.851905443,7.965182504,5.744674368,11.61869256,11.00292324,2.743407524,8.455497274,6.259438676,4.828454712,4.63223411,6.591015207,5.964817076,4.751028269,0.073165719,6.622577411,9.271383112,9.499591957,8.660196666,4.407952075,12.39578566,4.156528467,12.40649144,9.157590653,10.8652266,10.82658372,10.19857219,9.576438661,7.440870556,8.275064596,4.607457547,9.007581224,14.44199374,0.138802553,0.322504516,1.706752511,0.181506435,1.688265376,1.007859053,2.893885638,0.613570261,1.345964152,0.32915741,0.242895838,0.149287205,0.705554721,0.096910861,1.164572874,0.501356281,23.79776708,26.0331603,20.75928182,19.87041841,23.39461274,31.53773284,25.05599771,25.56999614,27.72293679,20.26370513,21.94017301,18.35460131,22.11971127,18.38282695,20.82091874,26.39957027,0.386573897,0.570930115,2.354529926,1.061034091,1.122043853,1.031363778,0.534282774,0.735723581,2.491034128,2.037322829,0.310952261,2.35643468,1.039676603,0.931936034,0.601235267,1.51740288
Chr10+19063948,LOC_Os10g35644,17.27602306,10.69367297,3.965515678,8.340904618,5.395046256,10.09407976,1.803791191,7.098262744,11.22113116,14.54825349,4.37683867,16.07485959,8.407424699,1.465230322,5.429621878,15.67852724,7.333621974,10.96695403,4.649538382,7.437938487,2.323661698,6.50455904,3.68661933,2.933539591,7.069214005,3.471074552,2.596551216,9.645225066,5.38519248,5.861110586,11.08835055,6.394168585,6.324683065,3.181721148,6.399005248,4.814007368,1.406152327,3.547435823,5.104312569,3.231433383,0.946388805,0.916551162,1.087554315,5.541857857,4.666491471,0.889554552,4.097052094,4.564567638,0.381089377,0.230252532,0.19819553,0.937691947,0.33137829,0.154176713,0.37157346,0.047563058,0.087225317,1.841469625,0.401525508,0.636351419,0.551958201,0.304268045,0.028507324,0.400307602,0.439535508,0.123884369,0.244207256,0.022506158,2.467502055,1.162989914,1.126726074,1.240901889,0.773070652,0.035117119,1.952119001,0.612694148,1.392946372,2.116261626,1.317228557,1.022714978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.074286854,0.013423021,0.997695056,0.774945653,0.989439486,0.336297373,0.007273793,0.072301549,0.390745182,0.500140683,0.745689345,0.025112823,0.173260677,0.768902399,0.644381598,0.805643498,1.64039592,0.578040021,0.505525704,1.179643696,1.535529224,1.913966896,1.181154556,2.938982269,1.790733006,0.659671747,3.964116779,0.69017189,0.353799013,0.76278088,3.278070854,1.720786473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087250048,2.29150438,2.053784998,0.507918991,1.900801354,2.410314836,1.79859771,2.251248741,3.079623774,1.204641277,1.564714764,1.62952313,1.840981555,0.877541852,1.50776715,1.684745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chr10+19066147,LOC_Os10g35644,53.15844537,59.05974071,52.56737531,85.94541743,41.88378287,41.94402288,29.76197452,79.20010086,78.55596345,65.31121548,69.55706805,73.89700535,74.27156839,37.91704481,28.39841219,48.71364776,73.73739173,66.06775518,68.93919621,44.05523935,75.61094514,45.86362757,66.67426352,66.67272371,63.594865,70.11158039,39.49703879,87.62722844,76.63840465,70.27109316,72.3030521,81.17940292,59.28843294,85.80207509,50.65753044,47.72025712,52.10091786,49.92596984,48.86540404,81.74081247,61.69559365,79.84163422,51.40192094,45.15115022,66.31420773,67.99708829,55.78961792,31.14445306,87.43752858,88.65083614,90.41383301,83.55319391,83.71814437,105.1368801,91.03837806,69.5042327,82.95321822,86.14486838,90.61701694,97.47016616,89.85504479,85.01339075,78.04527465,82.11849963,109.1333372,103.5046307,111.0572183,88.17510922,77.93471728,61.99174322,114.0165613,108.8630017,94.02624225,69.82585711,82.85979933,104.039985,71.85141329,102.0154741,83.19650642,71.9717123,63.08460142,71.2128951,59.15770438,71.92859625,86.44246824,81.28053789,74.51854061,80.98592878,67.82086383,78.81064535,85.46998242,85.23800537,84.45699105,68.97567996,81.2811327,103.2286663,28.65757929,42.22375472,49.27293898,38.94008183,34.46638329,44.90921253,38.92820763,42.26988929,24.72095851,52.11520511,37.14690218,45.57478018,38.61143406,38.33798851,40.3637131,35.36896372,19.94250924,16.23637966,23.41337401,23.34152247,20.44685461,17.09212799,18.95384619,23.23526451,19.35853779,20.70446473,19.36185854,16.30668804,21.63637817,20.05686712,20.77278919,17.46658432,7.784088587,11.34692663,9.255113528,9.724111389,8.639838139,9.066978163,8.219784336,8.503367443,9.927730281,11.69863458,10.39581169,9.45688077,9.925201664,9.897350771,10.33406749,11.10446407,51.40950604,50.12621893,29.08755925,27.97864271,39.88756284,22.37878807,36.02827459,43.27950193,58.28468915,53.16773498,28.62858684,46.45469823,56.77661166,18.96451208,44.54379939,35.44379881,41.41607992,35.57926324,38.16731942,32.98941945,35.24388606,36.65880943,38.03199726,34.84863623,35.92132596,40.31096233,36.86387785,35.44315603,37.2505622,35.26628777,37.16899133,39.59273537,1.522027118,38.09821785,1.859507227,58.6748464,2.743684892,23.47098033,18.94666691,42.15049682,38.45292241,35.9619876,12.43642776,33.91677275,33.55498026,5.567389206,7.032917161,24.17641184,64.6629735,61.82187203,71.76061444,76.20248465,75.29425187,74.67042628,82.50581536,73.22951945,54.5386722,55.14861195,58.17479262,76.16106563,75.23360188,77.35213613,64.24225059,59.80353791,47.78871606,47.33170491,48.31652871,48.18966792,47.91415613,47.61509178,46.60535746,46.44361412,48.22474639,47.60011065,48.47042858,47.98084721,47.18676609,47.67125521,47.00847938,47.05031149
Chr10-19751629,LOC_Os10g36870,42.32466052,36.19564168,40.9841171,31.58607316,29.12073807,34.09030425,33.43341269,36.23245057,33.88948395,36.54392366,24.60120307,41.07847561,49.08245877,35.79983655,39.84956075,46.77755391,16.03737885,79.0580012,46.69182149,41.69312989,41.15559134,98.32660976,12.23823537,46.60335544,53.31198935,33.54216484,47.65930536,68.59705355,5.702339382,50.01862146,52.26451356,57.94916492,31.76813733,33.42129792,63.22634661,41.8042914,51.58590492,74.84102865,49.04652477,54.6844764,41.05287123,65.33468946,68.12384109,59.03701352,59.51043303,85.46565724,35.71694572,25.45764522,65.08187701,72.89128848,48.14315913,74.05499791,69.33972192,108.5458902,61.97831603,105.0544056,62.11985996,94.75179694,101.4037085,101.9324899,50.00044888,83.52013146,54.53768997,87.59501671,7.974729737,11.36503265,9.887613901,15.7069663,15.01091265,14.94763299,18.19186487,7.577025613,6.473570149,17.67034708,17.11244629,17.46694008,24.07927737,12.84419251,14.90016618,30.29622398,18.3427814,24.07202606,22.39069238,19.9088982,28.79717844,17.87944464,17.23259467,16.84280085,8.860066132,21.09820397,13.49005215,18.93046474,9.16320231,11.30123712,12.23717674,15.85737443,26.22819235,27.3058787,26.72455443,26.70746459,24.28578511,26.49280635,23.74581947,25.99031743,27.58589584,27.15634259,27.77426239,25.99484104,29.37528634,25.24743201,26.91410845,27.25183157,78.26997537,69.42336101,79.20440667,65.47585962,62.87461951,70.17526413,67.68634518,94.96901026,66.81482187,55.76664403,93.2387805,86.22949645,75.68292189,76.81958185,100.133489,96.75907242,46.10695117,46.63840419,38.84924837,35.99592131,42.01702964,36.39111577,51.30232696,39.67630076,37.89591109,38.16896699,36.10365586,43.75599454,47.17081493,45.69349711,46.89088009,46.27944365,44.76213879,48.11235027,50.92300928,42.26710508,54.65197437,56.4317497,57.01367192,47.56173703,47.70167101,52.33808938,53.10705857,49.01136833,41.77088257,41.91279606,50.01651011,48.49182783,99.66834999,89.50709944,91.86862377,64.75720581,93.65362371,76.93203909,71.61283431,100.0488375,97.99072235,90.17126717,101.2251055,56.84436301,92.89524237,90.77627908,74.77204649,62.29062246,62.19323406,60.68902498,61.40894941,41.3842397,38.51149737,40.42512915,61.06909841,51.1882267,62.15227144,40.44615839,54.35487203,49.28432954,54.76491208,47.93893012,27.92340428,33.89497698,50.10024187,47.00447102,65.50912255,55.08928342,36.34224968,60.75676862,43.2500965,48.26323197,55.54632356,51.68631013,68.84456152,60.69334227,44.51268591,42.11623514,43.80215003,48.31305234,40.68796457,38.37034774,48.49420587,37.39959519,37.455414,38.71358339,37.66486013,45.83545592,39.01551552,33.43753676,39.15081425,48.83338229,38.60074623,36.99423194,38.4967015,40.09714468
