chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14
Chr3+31393725,LOC_Os03g55164,1.997093572,0.731614138,2.122043226,0.938983607,0.184298544,0.371303714,0.681838351,3.877027392,0.621579245,5.366613893,0.888420452,2.133311786,0.01197441,2.786296243,1.22253889,3.028107691,3.539270211,1.175708003,4.05974282,0.763213504,2.741415405,1.271998147,0.816108417,3.779145528,1.805533549,4.099193374,0.487079885,1.026026856,1.928338096,0.375455913,1.11648423,0.096087902,2.899788012,0.609465483,1.106696529,0.359273034,2.542352738,3.036854856,1.932179289,3.676755587,1.248587271,3.317809602,4.241569358,0.714365567,1.516735325,3.326316709,0.50427661,1.39517756,4.196779237,1.651002628,2.676120545,2.012700897,1.248434316,0.709911804,3.872484986,0.452230065,0.4826659,0.681538107,0.290073928,0.856177037,0.066901388,0.649650116,1.112959364,0.75556477,0.657939918,1.860304844,0.326586399,1.220805822,1.322903693,2.38276138,1.197515883,0.177247218,1.158183427,0.652463281,0.033531281,0.189931977,0.175925757,0.844371176,0.992701274,0.521811091,0.573243278,0.02877749,1.342589611,0.536200934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709020118,0.478423449,0.811238871,0.469099035,0.820540773,0.402749048,0.824748117,1.304780248,1.016150922,1.033899229,0.288803151,0.384148089,0.333086664,1.980332226,0.968457204,0.499746031,1.23289376,0.70566893,0.930554935,0.403709246,0.064407295,0.17593495,0.662780823,0.111724244,0.219474467,0.559037373,0.031799878,0.089868479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163890062,0.134553155,0.113398956,0.363266419,0.639751645,0.759838228,0.898664116,0.059422443,0.164769157,0.110015072,0.141457025,0.013418387,0.213020335,0.638452869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.078900629,1.590844186,1.497408299,2.607885874,6.664556865,5.048503315,0.135354413,1.063152646,0.465323864,4.951239545,0.151580794,2.868743908,0.984154097,3.309971846,15.06567192,13.02498648,9.463339116,11.86592863,10.62199661,6.627943491,7.68711475,9.545208634,7.407859114,9.57957934,15.626494,15.31879646,5.653723147,13.21879126
Chr3-31477803,LOC_Os03g55330,1.804549637,0.245682842,0.084611309,3.045893213,1.908520917,0.943437721,0.156896538,1.060201396,0.88780059,2.623452542,0.242399402,0.297053951,0.601942088,3.498379649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305883907,0.326291809,0.269271872,2.253161564,0.675036782,0.188193823,0.886337207,1.284154647,0.342011833,0.186712372,0.238130853,0.522414773,0.496340911,1.62324097,0.31018713,0.635094753,0.091790715,0.382250098,0.523689775,0.268936335,0.130262688,1.805801627,0.308252619,0.362130446,0.272470548,0.119544239,0.066723718,0.278268381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.960922824,2.409925439,1.551522686,1.498796706,2.473881122,0.080484097,1.373926291,1.336787449,1.604376797,0.980037615,1.935571954,2.671816329,3.472697145,2.932278274,1.997877359,0.03550084,3.197156444,1.744038741,1.70221799,2.03457991,1.096341572,2.178094375,0.474715907,1.148389927,2.369053002,0.297882721,0.237888146,1.794244282,1.125193259,0.643651321,0.72858046,1.310099552,0.657454104,0.630421459,1.520737142,0.976942661,0.491000251,0.1882693,0.505552437,0.631072184,0.000530259,1.352959333,0.899191589,0.765808455,0.810600483,0.805607555,1.058752309,0.449445936,0.361774884,0.476557636,0.160067095,0.452549532,0.263083898,1.287173521,0.188360174,0.716560141,8.454965582,15.95381529,8.506329186,1.304170497,8.886069886,23.87313052,12.36573806,5.001041799,13.23144794,1.111293064,9.687772631,3.286312739,25.19693296,6.489420576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-31478036,LOC_Os03g55330,1.809602229,0.804616041,0.050426426,3.440797214,1.227110209,0.131846199,0.4696565,1.61369056,0.691321629,1.878599943,0.517465369,0.472566916,1.032632429,1.675093243,0.584122467,0.39108864,2.25049258,0.812065501,1.034731761,0.595150596,1.173096247,1.096935089,1.434911135,0.09094618,0.97984138,0.804823439,1.033504718,2.341502248,0.490270761,7.465033795,0.808171632,2.122245264,4.213041414,5.866978199,2.663355594,3.582973918,0.781382868,0.886909563,2.65843809,2.346945142,1.889666182,2.008456139,0.654315992,0.143079238,0.265003893,1.326977182,0.506354025,0.372797617,0.173483919,0.458719989,0.94828096,0.756429584,1.462535184,1.076432082,0.498561143,0.912530199,1.949088137,0.56407382,1.224230203,0.766323072,3.031929004,1.683679762,0.659132661,0.421478746,0.487975662,2.7703581,1.233005315,1.410005494,0.769377558,1.507300331,1.586246611,1.878373218,0.175567899,0.595428788,0.751217088,0.346788794,0.029034506,0.214219706,1.532797178,0.44977815,0.844390911,0.799277852,0.610665905,1.123751856,0.318607146,0.314059688,0.164556692,0.29429045,0.762865267,0.306874595,0.19484584,0.698471808,1.411593441,0.41315445,0.282837046,0.004255774,0.340863812,0.252944055,2.306850325,2.832370711,2.595293005,2.752089587,2.74727545,2.265876226,1.643465909,1.890198084,2.895062065,2.094703657,1.721576136,2.350823128,1.737249778,2.594168223,3.015956621,1.125354211,0.912533266,1.67075994,1.085978209,1.71364217,2.535914158,1.547208367,0.239853026,1.071889917,2.354156367,2.22900357,1.298721296,1.486781357,2.303361692,1.077509812,1.261525315,1.7832578,1.853312021,2.416964711,2.623382535,2.892934371,2.333631981,2.698946034,2.187927898,0.117633569,2.40435048,0.430899184,1.78243387,1.402776959,0.574885809,2.614381098,2.537685582,1.250699345,2.78512221,3.701258304,0.670151068,2.872200191,1.122347812,1.569177698,0.674246724,3.363330558,7.187265967,6.715306993,3.992269205,3.761428447,9.220393401,11.32671156,20.95304154,10.63210798,4.234080662,14.34326263,20.04793444,10.09789143,12.41917024,18.79817968,0.391406644,0.549530978,0.055716524,0.515528069,1.153622202,1.003848756,0.460679509,0.522119894,0.495334214,0.217955608,0.028708253,0.235126367,0.806422526,0.246129904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-31476240,LOC_Os03g55330,43.61482917,41.73239581,39.92438357,47.28078919,26.48625458,18.7840077,39.22072133,54.54876299,40.47313526,28.19441483,24.9212137,37.56149548,40.64477232,42.91698054,26.68226969,48.85745474,49.55285158,9.535621335,26.43395244,12.58642355,47.78899278,11.58686366,33.14610583,1.767541629,24.7240328,17.29054978,41.44618683,6.032341385,70.82036918,87.74059713,73.79148754,67.34101331,69.9439252,66.13377465,58.77837347,86.22084824,80.726047,70.10850583,79.49159187,81.83898359,85.3865678,83.86472994,0.972005918,10.24587883,3.343757837,22.26405321,10.64731882,5.595592079,4.775098964,12.46867792,4.39934981,16.01447783,5.428079933,5.569604506,6.903055853,6.864921896,3.879496258,1.493741395,1.732227195,15.73438555,1.002727726,3.282064719,6.559986139,11.42051834,4.364076437,1.768584055,3.707178561,14.43490598,6.943986613,3.366804442,8.687645045,6.605296378,7.517482917,3.802224639,7.141175557,4.440005248,4.666756677,11.89835842,4.86844479,3.98515181,8.520990109,3.56980232,8.8211655,5.296643693,11.45759332,11.25741379,12.0768486,11.37530235,10.92584732,11.55304546,11.22239986,11.47072437,11.46200471,11.12141601,12.52696713,12.63393339,11.43976942,11.91901644,42.09961694,40.31786842,31.278609,38.6180727,40.48170785,58.43088162,43.40316408,34.52376469,47.6788301,27.9972,52.9662492,43.868483,54.62475068,45.93160311,23.59553154,20.56413886,25.82874145,23.65236517,22.76861616,25.21425514,23.66337778,27.30090724,23.61656858,25.7019966,24.86622447,24.96870579,24.80816391,25.16075653,8.960898621,1.268131134,14.68271227,17.25775638,12.22069724,10.87320044,30.95292966,5.622031426,5.712365369,16.27471413,10.0850169,0.583193139,9.160335657,7.872884978,20.6927237,19.43460441,18.94848356,21.25717778,19.85489689,20.26253119,20.93783219,22.29559568,22.052216,20.86918414,22.15894893,17.80089431,20.8759773,20.63268163,35.43739243,27.01970374,20.3425096,16.44074056,8.59489005,6.215770492,5.404176061,2.069980264,22.75675157,14.65393045,6.533048258,20.24400635,6.055329387,1.903941182,30.64787547,30.67304326,32.88188341,36.8159744,33.99651927,31.81965659,33.10380049,36.9210845,34.83034976,33.75710987,31.07292552,34.71766382,37.04597113,30.51542525,44.48507026,63.13311873,55.45489364,51.88290883,64.77129652,47.0277739,71.441054,45.39645521,52.9681367,53.07780301,43.13976289,62.09476985,63.08107575,50.24169834
Chr3+31500079,LOC_Os03g55360,3.807805048,4.042383679,2.987849023,4.889750872,3.865969843,2.730235251,5.263331903,2.582493207,4.416330685,4.887001679,3.965382608,4.208881014,5.33887792,3.477027352,18.23145269,4.08205514,15.31417295,14.24078719,1.205492783,4.628116119,9.248262988,7.90512575,9.312296349,6.631677909,7.057821441,5.868290968,1.755871037,4.253521754,7.454001278,7.126758475,6.204940859,7.084954971,5.495853997,9.173560891,5.995365411,6.670249907,7.246559809,2.771505485,8.329104381,5.866733308,6.662328375,1.824629434,1.054291175,0.691743046,3.188082258,4.161168787,3.15223047,1.521027487,0.639955716,2.31317585,2.355684023,2.891031849,1.230488063,1.338659679,1.219571189,1.387007004,4.673070315,6.246105705,2.656144738,1.895515244,4.601498283,3.433235876,1.680638655,2.973853129,3.453988925,1.886802702,4.452691071,2.88882958,2.244718355,1.466508443,4.25975559,2.803110848,5.565295993,4.571418355,5.761280406,3.417630432,4.533595198,5.114212501,2.898816137,3.503878862,5.553727951,2.397094956,1.322631367,9.619535231,1.055948198,5.168762948,4.637339954,3.044864843,6.154515067,6.112105865,3.732388598,2.169521996,7.076192393,0.692802723,4.770710752,1.002233366,6.46412517,3.339954975,2.238158157,3.400821033,3.103987353,1.768308691,0.011507623,1.252875494,0.585244813,2.007332373,2.854394989,0.951930237,1.069964092,1.802258898,1.410611731,1.700846143,1.298889181,0.700994481,0.887320034,0.631641546,2.070248301,2.123494351,2.375447153,0.008016303,0.477260704,2.204168727,2.248965487,1.64346939,0.788121383,0.407070139,0.941768115,4.566665477,6.822469825,7.159430609,4.586530978,2.799469472,2.336583074,9.022489916,9.904127193,15.0104434,10.36572576,6.178585539,6.087111596,12.0587482,2.888547395,0.935156231,0.966399232,3.072012297,3.296445258,1.341130207,4.037990761,0.467620802,4.529777079,1.562054087,1.302948941,4.131726302,2.197133291,2.594277011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355200287,1.485110886,4.310897831,3.197670086,2.643416587,3.286252194,3.877824252,2.976538252,3.628572751,4.133697018,1.870282144,3.586774517,2.378877895,2.440748674,10.70891122,2.277488428,9.215128101,16.67626507,3.565056728,22.87847163,7.017362841,1.588151846,6.174941286,3.003894231,4.838022365,8.023451327,13.61599546,12.71698352
Chr3+31500273,LOC_Os03g55360,0.27456525,1.854817968,2.364670881,1.020327367,1.977840605,0.003828149,1.553562529,0.739200559,1.190740682,0.662972628,0.571775387,0.216754295,3.145965102,0.408727565,10.542648,8.157878089,4.778790167,8.179378249,8.671944895,8.12008351,9.355610139,18.42016368,1.977221671,5.002316513,11.88986115,9.279306248,14.14732403,11.46610068,3.202201625,3.08352744,2.814502457,0.53690196,0.352406468,1.662633708,1.866048987,0.508820568,0.376774123,2.268001782,2.454430026,2.969625832,0.273454023,2.997821083,1.036808081,0.822145235,0.560240946,1.670724941,0.56941666,0.347254222,0.479182383,0.805553913,0.596196057,2.205920982,2.170946063,0.851646859,1.774945803,0.275241562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681338785,3.646049386,4.524154644,0.397511597,0.241993039,2.29029887,0.028336855,0.557349817,1.678536148,3.810257026,3.158241076,0.748575602,1.072359541,2.506895193,5.692257797,3.680792172,4.5782619,5.02921014,4.46904627,4.561648397,3.47930993,2.936828863,6.012171986,3.04758164,6.02245319,3.634678546,2.24365465,4.450046968,0.798997862,1.975124536,1.828953152,0.82596838,3.867743132,0.97711336,0.026376021,1.353841221,2.348883181,0.271282706,0.748698344,1.674461252,1.625044156,0.305866369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.566794507,3.869071436,1.41175226,0.81528513,1.565208056,2.456560245,3.64100595,1.376690868,0.76110728,0.158418512,4.556331194,1.608560881,2.450032734,2.158336701,0.600434828,0.206337489,1.110328943,0.987028742,1.20616219,0.161613873,0.31818932,0.095076905,1.157327427,1.390444621,0.302121326,1.127821779,0.524665565,0.489171496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352455092,2.925907441,0.467201844,0.655264853,0.797865225,4.748857063,2.778684981,1.634842203,1.718920826,1.784032358,1.413657678,4.443857096,4.249239453,3.759584035,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Chr3+31500899,LOC_Os03g55360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144074034,0.630690643,0.693685203,0.466545413,1.207994859,1.490994479,1.27890436,0.560862781,0.877875953,2.039216842,0.969123218,2.368165211,1.598000376,1.708513765,1.981544644,0.559502516,0.323338252,2.945279375,2.243410879,1.787400158,2.256604772,1.61463336,0.476879758,0.684624744,1.658096954,4.2694765,1.296955973,1.808092762,1.005359361,0.276518485,0.389250048,1.338175376,0.643439183,0.387506295,0.411747851,0.03144761,0.765200821,0.534511261,1.140415488,0.93687776,0.538504094,1.765724513,4.602008397,3.08614158,4.301970278,3.217800942,2.61892006,4.830447398,4.022703798,2.511789725,0.727597047,0.390447039,2.792907665,4.487042969,1.51860614,1.971416003,2.868360975,3.139407811,1.718898977,0.158917,3.431376092,2.733246989,3.304517884,2.577275296,4.091113135,0.096479247,2.222371154,2.646619626,4.168582178,2.215630868,0.783913257,1.156888315,1.365016757,1.72098942,2.15120639,2.023094018,2.062694531,2.004691691,1.416256897,1.702401456,1.552106387,1.139934335,2.11475104,2.514652719,1.910258547,0.036729248,0.972469477,0.387705454,3.36857433,2.555639858,0.719776357,0.352984845,0.22378414,2.669396491,0.837121086,0.323842468,1.19715175,1.231809322,2.250524886,4.171616216,2.676828404,6.332218526,3.057804037,4.706512903,2.349551862,2.494319926,3.279167404,6.537812012,1.174126418,4.641546889,3.433549214,3.477068591,5.889631766,1.176603223,7.846687022,0.269725176,0.037890581,5.724615925,0.520380728,5.438828767,3.215890225,3.754895329,2.195216728,0.130443885,2.233234068,4.459413928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109273471,1.894132273,1.502931823,1.127595153,2.512229991,2.148915075,0.256756763,2.698324194,2.214501427,0.883342071,2.261893907,1.008626513,1.128385196,2.120379821,0.774882404,0.045380971,2.248490631,0.178869043,1.05032788,0.931990702,0.615627175,0.210488022,0.614779152,0.08823955,0.421534361,0.701694356,0.168841341,0.921296663
Chr3+31500582,LOC_Os03g55360,1.16056489,2.827255596,3.967151701,3.288946243,1.699720429,0.905744911,1.956848902,0.832105203,3.147470619,0.965637693,1.698106064,2.450776406,3.845631092,1.862752732,0.252509704,0.210812565,0.248085991,0.398213288,0.586468213,0.035489476,0.584655154,0.437257283,0.449909623,0.551006643,1.057223645,1.362338201,0.140119157,0.086519183,2.734965535,18.82562426,3.65061662,13.12540591,5.728802306,18.04680935,6.771559089,12.19335972,7.086748004,15.814653,2.721646684,6.082501755,9.225645366,3.079067246,3.239946425,0.051178996,4.091978535,4.733298318,3.198436216,5.857931825,0.010222819,2.293232294,7.028915931,4.637173546,2.656425928,7.234297162,3.241776581,0.140419978,4.989722745,4.083893155,8.192458035,7.457630392,8.944033305,5.93824282,10.46468315,3.05834882,3.646937836,4.188479452,7.18779211,14.69837741,10.6564179,10.47378293,10.31821778,8.857870309,9.610188865,9.116094583,8.622519299,8.473821535,6.820230693,9.272480717,11.17364847,8.536756893,9.408305185,11.0103063,9.146702632,8.879154172,0.71874181,9.741315919,14.16839151,7.863029807,14.25051918,6.875318965,8.603617585,11.77894394,7.863136924,14.31153899,7.644979519,11.4584652,5.604406775,10.77990242,4.505703157,2.958603235,3.402150641,4.814177944,4.181465961,4.420684199,3.933851889,3.976964587,5.270927583,0.381934843,4.892943674,1.822214373,1.975757207,3.390534234,0.075655758,1.612989288,1.045770177,1.361354003,1.899321026,0.528746138,1.065227484,0.938798152,1.521644349,1.56737601,1.122153768,1.03661467,1.577705147,1.301697875,1.127741137,0.602278924,9.355922667,9.593276061,8.049244379,2.917299327,6.420317002,3.548967763,4.65305848,3.105706869,10.44079349,4.049815219,10.15217561,6.386841522,5.202758638,5.081376715,6.160408487,6.864580416,8.422939056,6.509766195,7.359954336,11.68851766,6.325829935,4.947587593,8.468395863,10.0870563,9.100329397,6.765081551,4.399637547,9.87177875,14.8854102,6.689365917,1.464732187,8.258552382,4.654715442,24.26692076,17.76882013,5.058600645,7.582527835,18.0177828,4.245909495,10.76053556,5.814357543,5.913882261,7.790343964,10.06740149,9.598395214,7.586094862,7.127299313,12.45467441,9.995217079,9.491215775,9.090526908,10.87298072,9.795728537,7.594827872,6.862628808,1.90737719,0.834727197,3.835084826,2.757351946,4.225080604,7.330115953,7.55536265,1.15185085,5.60765289,1.533658091,6.376320914,2.532331126,5.476135222
Chr3+31500365,LOC_Os03g55360,0.975271982,0.046482003,3.13512206,0.393118185,4.138505173,1.683208608,1.570458968,2.471521297,2.255067726,2.7060603,1.846252607,1.971854744,4.567221801,0.641629163,5.823675979,5.416599639,6.077223225,6.447248532,7.68980015,3.857827882,0.900604892,0.703994321,3.707588055,2.070377917,7.67537612,12.95958708,0.143282067,11.12931366,4.262462712,5.32432754,3.713481021,3.104025483,1.531718142,0.273911084,4.196890311,2.863109472,0.402576326,1.496681186,2.498225298,4.344387072,3.643725364,2.247059853,2.854183492,3.778214652,4.177322038,2.817285917,1.187849175,0.21744273,2.620739781,2.092431832,1.718642929,1.728398611,1.043457796,1.7216684,1.526679931,1.038904402,0.139489831,1.033434822,0.536319486,0.626311828,1.231125955,0.671319592,0.43726634,0.403623132,0.035108317,0.60116363,1.579750624,1.001130662,1.724547871,0.093718957,6.795918298,2.192635982,4.157113556,4.647711988,6.743653374,2.056413785,1.722242965,6.546481244,5.769373999,2.272795143,6.470958584,0.424953788,3.850454865,5.078804696,17.91649815,7.380539365,7.123532711,10.90488179,11.0760509,8.152678479,22.20751377,12.53186134,12.94270805,11.03745778,12.66734932,9.211104593,12.82136834,14.83411825,0.890038032,1.128881928,0.000301084,0.661778558,1.786989257,0.772973585,0.698658569,1.701197321,0.528384549,0.464176174,0.025944491,0.388457193,0.575564705,0.104100507,0.59980408,0.006032712,0.262245713,0.234905337,0.015715765,0.836325139,0.40931722,0.021692212,0.712405184,0.088781732,0.20867488,1.605099002,0.213246891,0.956125835,7.921034835,4.410175574,0.03447347,2.181377133,8.326890584,10.0637393,6.517518035,9.970141633,8.719106451,4.691827126,5.529377803,2.324444481,8.435957848,4.85524156,1.591647772,2.316683854,2.570305352,1.598396127,2.579978064,1.332286709,3.199607839,1.53301301,1.671986819,0.808319466,1.941032685,2.965213156,1.329768157,2.347925878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6536182,0.920408215,0.829292186,8.294680935,2.372129536,3.343181053,0.861337796,7.269237944,0.101886323,3.591251479,6.763207617,1.58262082,0.177434205,1.346080987,2.329001743,2.187623498,1.282825039,2.24758985,0.409128031,1.02719148,1.244488731,1.955080879,0.86137162,0.997532486,1.523247561,1.35121737,3.036102706,0.506145969
Chr3+31630117,LOC_Os03g55570,42.73868254,48.56814891,50.63739474,45.66758727,49.36979437,44.25261768,39.1197649,53.50923031,45.59550064,51.50800931,43.70179159,48.75558961,45.02500076,56.86377033,62.22846575,41.81053801,48.59915223,31.00266214,48.254715,58.65840224,21.90485739,33.36483134,56.52028384,43.67983153,36.73602767,48.54404084,34.93695482,44.25793841,61.32801502,60.87944232,48.83102966,59.2271688,53.61224267,53.31424232,52.33344132,58.95009968,52.40166938,52.05541291,65.70552219,59.73767091,54.8299373,62.3006822,33.53738707,36.06836962,39.99206442,22.99365233,48.27433092,48.98860979,29.91339306,28.83617808,16.8290494,38.95984998,23.46313737,42.17543282,36.29618534,40.27140554,46.36733587,25.5270079,34.97270442,43.64606298,52.64782414,41.44700266,41.29530899,53.80227565,46.24850814,11.75832785,33.83543281,46.56575115,35.064857,38.0669379,30.86622507,33.5397035,32.6647252,31.30431306,31.12261701,28.12775963,29.44134765,33.39458095,29.96284513,31.39709399,30.87445508,32.41844094,31.66729081,33.67977249,44.17361869,20.33612106,37.90726222,26.39385863,24.92783493,51.74982726,48.66932207,10.60207292,46.6713614,51.86795627,41.62854305,55.03613194,32.61324592,60.75356695,56.66500435,51.12411959,61.19866918,46.79316741,34.50369203,47.99519724,49.18554716,58.81634342,61.37297165,39.90551667,47.07681164,56.75323954,33.65681635,48.89280212,53.65261783,34.00158641,39.82292664,43.24173698,53.20865961,62.64768019,52.44040407,50.49714218,54.37662421,55.49919576,49.79595213,48.04888021,60.56234806,48.49270814,30.21653572,33.27599018,19.21288015,20.56721143,19.76052811,28.66352632,28.54423807,20.48007869,29.94214805,30.66580806,24.59589215,20.79575225,27.52944034,25.72001423,22.73110589,18.18198723,31.63413012,16.52789746,25.52247341,25.23693043,17.47848714,21.09194556,25.13726729,32.72734166,19.67908751,16.67862406,13.43510212,27.44107508,30.59562982,13.34004195,34.25830877,60.79349037,15.93299657,27.7351891,39.14295854,39.7639693,28.77351172,13.70741369,46.35167899,47.53620504,8.483664805,21.20189249,41.07802465,55.72433856,43.57171153,39.69694612,55.5963528,71.39068889,35.87065336,43.83481596,58.36960191,47.92100473,37.60846974,71.20989011,26.6174042,58.68163695,76.67944352,94.99473509,109.3042497,125.1312967,88.35594713,89.65222692,102.2903846,86.73282711,101.3492262,124.0710935,142.0669277,112.9097829,118.5767027,99.56054779
Chr3+31629226,LOC_Os03g55570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5113757,15.26235015,5.187158018,25.56671604,17.47686865,77.79781426,25.1043914,18.50188551,1.208269857,1.701704146,11.13786665,20.84415389,7.293926933,15.3560405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3+31630167,LOC_Os03g55570,0.692816033,0.613803576,0.211126091,1.392334256,0.808439248,1.66582121,0.309421152,1.627563526,1.574538315,0.853435923,1.470383938,0.057075034,0.767095562,1.364117737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.208415609,4.738688312,7.895782296,1.820008691,6.369543133,5.561452059,6.422111232,3.729061667,4.93899609,3.477872908,4.241408575,3.503813831,5.502508283,4.176489306,12.16379152,8.349810789,11.83986029,9.38052519,9.011611682,10.98518105,8.99157946,7.850288202,12.1078259,11.58869145,10.24090296,8.529127114,11.41566391,7.829778178,0.65405772,2.725679158,8.619656391,3.37713319,8.937312544,3.336858798,10.09185872,3.71351749,0.567446276,3.302033341,4.407225243,12.26577408,1.656098795,7.79871828,5.908846194,4.342828031,5.740211914,5.942693473,5.037705394,6.221630213,5.894368209,11.07368551,8.741862931,5.655212431,9.692962955,7.767016182,5.729851497,3.60144463,5.71957734,7.254075728,6.128698164,4.551047529,5.297787662,3.699609772,2.48307004,7.214173928,8.447896284,3.935909372,7.361741751,6.184167262,4.50858183,1.663184191,12.11197669,11.41958913,16.33142732,17.8805471,18.53750302,14.58429338,10.27221417,10.17889915,3.809175749,17.11807698,11.94767485,7.885580075,13.93844869,8.519636505,10.04946878,6.688776977,6.750623165,8.303880829,10.77987656,7.293660808,8.751245161,10.82418768,9.075796192,8.645942343,6.737499353,7.394737329,6.829181718,6.628970014,10.46159477,5.010579721,5.723370194,7.815586844,7.725591768,3.970480848,4.793464007,11.02703872,4.717044405,3.832444743,6.153922042,4.632247427,9.80249049,10.14474472,3.656111898,7.576143769,3.952067529,3.372638953,3.839009722,4.70945262,5.442193825,7.607003652,7.724853957,4.816244967,6.40105114,4.507402222,5.716029388,5.444662881,34.75542778,22.9953859,14.66636123,43.06571364,11.05279079,42.31914983,14.45900636,10.98448777,31.85557421,35.8889204,19.54749824,14.67165214,24.20533726,15.50493611,15.06611104,7.565595934,5.035054265,10.58762876,8.91679509,15.78876822,0.682310484,11.43329523,15.87539584,12.00056553,13.11054071,2.178597288,11.34687723,14.69665695,0.696119539,0.703397273,2.345933774,7.254021485,2.797868522,4.930990889,1.12407103,3.015684442,5.321818854,2.347189845,2.55598794,4.867805676,0.890454764,2.248573193
