chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,endosperm1,endosperm2,endosperm3,endosperm4,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,shoot1,shoot2,shoot3,shoot4,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,stem_60days1,stem_60days2,stem_60days3,stem_60days4,root_5days1,root_5days2,root_5days3,root_5days4,root_60days1,root_60days2,root_60days3,root_60days4,husk1,husk2,husk3,husk4,anther1,anther2,anther3,anther4,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,pistil1,pistil2,pistil3,pistil4,embryo1,embryo2,embryo3,embryo4
Chr3-2615467,LOC_Os03g05340,0.064288778,1.579423745,1.171489549,1.928564164,0,0,0,0,0,0,0,0,3.377775087,1.513432931,1.404321693,0.994647472,0.91596453,0.27532532,5.015835535,2.460061873,0.065892376,0.160303491,0.278445249,1.90307674,0.626134344,2.279600094,0.422216446,3.35319754,1.120362917,0.764334303,0.610664638,1.731251682,0.23311497,2.112324843,0.102905159,0.15784724,4.601834247,4.908155168,7.993763402,0.943104101,0.054397759,0.966900531,0.016065102,0.975107709,0,0,0,0,0.607139444,0.432840809,1.462915342,1.096155316,0,0,0,0
Chr3-2613490,LOC_Os03g05340,0.52655045,1.446841497,1.233751199,0.425046534,8.376441106,8.432952463,7.018099825,6.198431682,2.185309865,2.637138667,1.457276373,2.179715759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105541757,0.931456746,1.098180689,0.210261414,7.719032025,3.632236935,8.025139076,1.882400123,1.202891686,0.11559108,0.441958281,0.689332675,0,0,0,0,2.066965274,1.655432968,5.061592962,2.885329238,3.981615014,0.460660155,1.772177647,1.380087043
Chr3-2776463,LOC_Os03g05570,0.601334567,0.13278148,1.541906005,1.005274563,3.261256522,3.190693832,0.025514292,0.14139088,0,0,0,0,0.615544375,1.316010674,1.001021206,0.053804977,1.841603172,2.42441818,2.258842141,1.758958931,0.437198292,1.549582158,1.847720518,0.229926915,1,1,1,1,0.947894931,2.273044842,1.682653772,2.212905369,1.696849608,0.45400863,5.616611386,1.242165631,0.601500885,0.086803091,2.579890542,2.552141584,1.281561511,0.947333104,0.676690952,0.553194821,3.129461911,12.14942187,1.5371613,1.166442125,0.185435099,0.430624122,0.037251554,0.937180049,0,0,0,0
Chr3-2776714,LOC_Os03g05570,3.986218075,4.017475304,0.686265434,0.677699076,0.592615896,2.934049108,0.872475197,2.280613011,4.301038271,1.452102584,7.744725602,1.588335146,25.73524137,22.56162143,29.86356161,29.65996632,1.999751174,3.076247186,9.42020082,0.433175335,5.446614511,3.647403884,6.738875648,4.857748555,1.098903598,5.551392936,4.179477924,2.093489563,136.2105521,125.0414036,133.2400609,135.1489612,100.0106836,111.4127565,99.76514034,124.5304404,32.98921457,37.83584953,21.5587276,26.0140582,4.937860872,5.062716537,8.089018469,3.10034274,0,0,0,0,4.241490747,11.60355931,20.47774773,30.78086344,0,0,0,0
Chr3+3466455,LOC_Os03g06835,0,0,0,0,4.962841022,5.309099523,6.649439645,5.348297516,10.89809964,5.977679081,4.260227936,2.653125521,6.060727031,5.207284546,5.209073035,7.762603612,6.781825474,5.441557762,9.00492128,2.563086642,15.30784524,10.89249661,4.71170251,12.79729465,7.05752262,5.957802581,3.505983404,6.691120805,3.723110919,5.838731612,3.996636358,1.994406256,7.968288009,7.846723436,5.587846943,2.889465888,7.986014108,8.262343734,9.702998452,7.252717976,2.230789947,4.615409409,11.7842829,9.485263109,8.230689468,12.17858358,4.364238675,12.08482632,12.36319468,10.38833453,10.90718662,11.0539632,6.831324786,3.525768358,1.737145882,4.95801491
Chr3+3467284,LOC_Os03g06835,7.539085451,5.172773066,8.986400799,0.197375926,4.076523505,2.751231087,4.950682872,9.458601823,6.54210862,8.632583975,6.911542572,5.52060397,2.826776592,3.866916022,3.295233209,3.475912485,2.27605108,2.219456613,1.250362051,4.76922441,2.066033825,1.062182317,0.401654274,0.91868423,2.019173326,5.703747732,1.570092414,2.354487167,3.321790025,0.768463722,1.306133502,1.327298681,3.520163112,2.163524938,4.662974302,4.275438065,3.534036668,2.839345774,4.360365701,0.421860011,7.826625221,6.8325342,7.511863242,5.311510618,1.544733527,3.729542549,6.464093997,0.695119146,1.782331077,5.239265129,3.555524033,3.090393289,11.35616028,11.44212824,8.996845437,9.31380988
Chr3+3466677,LOC_Os03g06835,0,0,0,0,1.728560117,2.868843768,0.297092997,2.292243689,0.742247298,0.98220097,2.171749542,0.981655862,0.145863433,1.102082119,0.606719998,0.343973367,2.214554209,3.893327976,0.519055835,2.133994559,1.479696848,2.807725693,1.150758679,2.190209437,0,0,0,0,0,0,0,0,0.920611853,1.306190316,2.45534432,0.491093946,1.79378954,1.602107665,0.019769958,0.410492803,4.184626785,3.470998143,2.672163013,3.413374335,0,0,0,0,0.880805272,0.228684041,0.483503637,0.060241791,0,0,0,0
Chr3+3467031,LOC_Os03g06835,8.152534625,9.947611565,12.7278522,15.63318931,2.927547532,3.231084638,2.202189659,1.984948716,8.840914013,2.50597514,0.186120639,2.309100658,2.361208648,2.66635217,4.065958813,3.397069251,2.852606006,4.476448159,6.340083165,2.893691965,2.188722558,4.139829224,1.537718182,2.398338992,6.751389785,6.202761376,1.37439926,4.575875261,0.669135656,2.71141257,0.979006011,0.359382144,0.429391911,1.533793233,1.353958627,3.319887021,0.021477433,7.198696904,0.015854704,0.50187618,1.711216614,3.765732302,3.064212843,4.539452673,0.208852486,1.117771125,0.538722454,0.348373582,6.152451722,5.860093317,7.698992865,6.194397628,11.02436296,14.12092248,25.48873358,14.71987947
Chr3+3465707,LOC_Os03g06835,0,0,0,0,0,0,0,0,0.80161158,0.936368007,1.13498813,2.344154459,0.851170462,3.197715183,4.35332577,5.736301635,0.504255131,5.987652055,1.654050546,3.027253079,9.328594507,7.817805005,8.381770088,9.037078961,0.491958096,0.422102141,1.360530035,1.183925735,0.62867845,0.449865012,0.320101615,2.941715817,1.461971427,1.556375852,1.978902666,1.364298486,0.898698898,1.95307327,1.017396246,0.972393914,2.824493305,4.045549708,3.586652694,5.443965918,0.132856862,0.2211707,0.254699435,0.976889081,2.925341256,0.71815154,2.893870941,3.639763967,0.510543644,0.87014428,0.464977597,0.191414639
Chr3+3464439,LOC_Os03g06835,0,0,0,0,2.173470134,0.769918166,2.893523069,2.412331368,1.7360888,8.477053333,0.560288457,2.567354756,1.892139234,1.27224295,0.298015465,0.883702797,1.706943015,1.629527793,2.424418255,0.776536805,5.092617877,4.05157527,3.467836149,4.811663965,0.928380733,1.513002352,0.197326461,0.468059238,1.989039024,1.836132957,1.300545416,2.124822405,2.404110987,1.564968692,2.357584407,3.74539673,1.208702604,3.549913022,3.124629763,7.916400615,0.428106299,0.627847554,0.428988523,0.123968205,2.030918605,3.124455368,1.225796809,2.653111082,6.444268757,4.614139625,6.521320597,6.451942927,2.976001222,2.642973198,0.371340799,3.408439165
Chr3+3466186,LOC_Os03g06835,3.524756135,1.541779447,14.33852968,3.404901401,7.454931382,2.756307271,0.314678629,2.714829007,4.522623783,3.153587905,3.851264353,0.523607391,5.056014373,2.487117427,0.726995447,4.524629024,2.048059728,0.855286397,1.627470947,0.139180261,6.124338051,11.54475933,5.539020727,12.17156291,0.751370524,2.603711757,0.326705228,0.333814408,1.944954918,1.573287981,1.277933902,2.274591545,3.798843256,3.000958612,6.123703317,2.660612281,3.323886096,0.201766718,6.827964635,2.269338713,6.893652211,9.539686448,7.367897494,6.489650404,0,0,0,0,2.601344956,4.884567079,2.756090593,3.243757239,8.035937791,10.67014805,11.0139348,6.026153279
Chr3+3464607,LOC_Os03g06835,1.35956454,2.818373528,2.071397961,0.263603957,0,0,0,0,0,0,0,0,1.021105556,0.183812299,0.367027039,0.582155399,1.074076175,0.575385304,0.220034982,0.947530224,3.580772782,3.361177931,3.94349814,3.005208165,0,0,0,0,0,0,0,0,1,1,1,1,3.433610947,3.186242571,3.634503574,1.673192268,2.122313144,3.556131518,3.910765123,7.528729808,0,0,0,0,6.198061674,7.936420742,7.11744233,5.924600694,1.414542582,1.019442888,0.770781881,0.644654423
Chr3+3466346,LOC_Os03g06835,10.29577424,3.812352931,14.65278901,6.976495919,5.86772881,0.106582917,9.102304715,2.151181228,1.884677395,1.398200505,0.893481766,4.732890039,0.300915164,0.772168846,0.582476835,0.363533698,0.616599219,1.297085919,0.217258578,0.264817765,1.999155692,0.788282228,2.000772461,1.31406824,0,0,0,0,0.760686135,0.375212081,0.24121489,1.117959759,0.438439009,0.120191385,0.091874149,2.338615938,3.515778475,7.093346266,0.39915608,1.361866195,1.437500634,0.311849169,2.065010468,1.478207876,0,0,0,0,1.791079797,5.145304347,3.23786261,5.44401298,1.352973969,3.572940719,4.023364041,1.920773342
Chr3-3540023,LOC_Os03g06950,15.19706667,4.888116964,17.60312794,12.55772754,1.924118812,10.38994935,5.177323847,2.302529762,1.662343108,1.05974603,1.21444679,2.676717237,0,0,0,0,4.320347853,0.461762861,1.948636846,1.746050888,0,0,0,0,0,0,0,0,0.069856248,1.010981183,0.858875458,1.579800169,0,0,0,0,0.238036317,0.612288274,1.076944753,0.480116427,0,0,0,0,10.7774377,13.85121724,19.51390967,7.054364259,0,0,0,0,3.831898966,3.87347812,4.432303164,4.105047277
Chr3-3539951,LOC_Os03g06950,6.371278171,17.16881977,7.09629896,9.976797355,20.19230592,17.96732984,12.26379278,9.06961503,1.576070499,1.532061261,0.01894536,1.332991696,0.154117848,1.674326858,0.28616256,0.841458329,0,0,0,0,0.328810357,0.369503412,0.50533598,0.511928858,0,0,0,0,2.934688064,3.379742562,4.160334683,2.510595974,0.133567307,0.005318346,0.771818994,0.065925421,0.310170675,0.28654518,2.053520148,2.634097,0.893463573,0.139243345,0.225936566,1.108577684,0,0,0,0,2.854194307,2.013804798,0.972868017,1.531650538,3,3,3,3
Chr3-3539572,LOC_Os03g06950,289.1931639,78.75897747,204.0205806,413.9143221,339.8668313,244.8032669,212.8650478,191.9694627,197.8083301,200.1102041,152.0965525,164.5315203,147.150725,149.4671815,143.3261929,142.152792,207.0863482,157.2261464,187.1111638,202.0330228,189.5742756,172.6783482,149.0543424,149.2998164,145.6438682,148.0956981,154.7803778,148.2887249,120.8881265,117.2541848,129.8192994,128.152012,100.1539316,99.80731796,123.6750137,78.23054894,155.9823061,153.0551681,210.3350956,159.3000105,189.9828303,218.5887965,153.1851664,176.8440962,74.95172664,233.626276,80.87609469,363.2459599,198.0438292,136.8182341,200.2977728,170.1894956,234.9010765,272.351422,257.2856752,256.479705
Chr3+3983476,LOC_Os03g07820,0.182842912,0.901544958,4.47163148,0.142340804,1.166453937,2.295760653,2.542326127,2.196114136,0.667819857,1.005918582,2.832423809,1.3000577,5.709010324,2.507366233,1.894670803,2.92764754,10.9176399,2.590912538,3.512762555,2.189390184,1.35060982,1.512011895,0.793298682,1.23204559,0,0,0,0,5.788869894,3.310944008,3.220575355,3.324029992,2.771887884,1.0846654,5.023711686,3.004381505,3.444503864,1.149665695,3.579012502,2.800429092,2.526842224,0.299924141,2.03082233,4.462001577,5.956086642,20.24580952,9.868622676,12.49790295,2.62506118,2.642580225,2.780755925,1.924600348,4.90058801,6.792322892,7.854771056,6.385824246
Chr3+3983550,LOC_Os03g07820,0.569704608,1.295894146,5.523876815,1.473486958,0.254553012,1.286703648,1.422784061,2.796221972,1.804028126,1.277280569,3.256141213,3.575070254,5.287471945,16.37136322,8.887653859,12.209605,12.24077355,5.261578743,14.83662999,16.14639884,22.43803588,3.185802862,25.3217951,13.02542493,2.757836459,5.241845526,3.612061511,4.357863338,18.27757942,18.69045834,18.12588689,18.9683523,17.08544755,15.8366063,17.85391916,14.82592968,3.193495064,5.686881426,5.678650548,4.79487454,6.881239268,12.6216234,10.00058423,11.67940121,0.59021848,1.117163706,1.447696268,3.830239534,4.307743465,8.691152829,7.615550087,6.475748375,0,0,0,0
Chr3+3983387,LOC_Os03g07820,3.682495725,3.208200447,1.266083444,3.65002513,0.588951085,2.928561142,2.235900078,10.89530699,0.788081131,0.28522817,0.467467584,0.397023968,0.926078463,1.507640229,0.223116741,0.798747268,0,0,0,0,0.289494601,1.126049609,0.002787507,0.639218951,1.079399756,1.074459755,1.74592314,1.280453712,1.040429015,0.440994794,0.044275457,1.526197384,1.363618661,0.450294534,0.172654197,0.125876274,0.456471316,0.557240959,0.29903194,0.054715857,0,0,0,0,3.853924806,8.508921328,16.84030094,0.117892127,1.865310566,0.575113537,0.421603572,0.399666233,1.689096067,2.468834304,2.529862304,1.100715753
Chr3+4314731,LOC_Os03g08410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443171677,1.784551168,0.619450644,0.549469693,1,1,1,1,14.9442951,11.88348231,13.07914063,12.08705512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3+4312282,LOC_Os03g08410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.814736423,1.592718727,0.125926771,2.259716995,1.745982895,0.264827366,0.084941976,4.134535556,1.678401574,0.281898184,0.823327318,0.272321572,0.712988642,0.227531525,1.448399111,0.827746177,0.510256918,0.036412175,0.01297526,0.289830476,0.135247905,2.128427716,0.723657762,0.773778868,0.784714432,0.332531243,0.198862037,1.023028363,1.433354323,4.285602559,3.659317159,2.447007165,0.568413708,0.152767631,0.754233124,0.512902402,0,0,0,0
Chr3-5298441,LOC_Os03g10400,0.07768275,2.836217257,0.869360057,1.056105078,1.845640683,0.130559504,3.378415472,4.92842429,4.461940185,3.602249473,15.90504216,18.06758261,2.887395989,1.184589953,3.909957388,2.953101201,8.407522829,8.805624891,8.978243744,0.425431157,7.14663526,7.974129079,10.75298275,5.987122494,4.369307648,2.609975924,4.423412558,12.94796781,9.845540428,2.645469949,0.03304099,14.10800867,3.019671792,2.577986323,2.961585431,2.874299655,3.905585684,6.414496762,6.070496728,7.147362852,3.739429291,3.550576194,3.83896273,3.750822157,0,0,0,0,2.147001062,3.60325917,1.169994209,1.874293125,11.12936096,11.66206229,4.896940677,6.32756064
Chr3-5297655,LOC_Os03g10400,51.41232413,19.43858969,37.97320301,4.452927141,17.36386292,19.64027613,13.52373014,12.00704636,11.10030832,7.562920577,29.43219723,20.84913942,8.101195048,19.47919045,20.40845013,15.79458847,27.59990665,21.99512743,30.5273953,32.48384911,18.59101968,21.96529204,20.60990347,26.17086698,11.88702503,15.4615483,13.0705337,13.34819845,23.35793766,25.63490191,14.21770042,12.47990318,12.04150425,13.77605841,13.61379458,7.820461309,14.74614035,15.49683404,14.55493624,14.52282107,15.92174311,6.616097385,4.67388265,9.032868498,4.93724431,6.043812,0.166894274,2.469646746,14.06614882,17.64599469,16.7782265,15.66120223,18.93881447,15.82973419,10.14286668,20.9473673
Chr3-5297295,LOC_Os03g10400,33.62416589,13.48804414,30.60612416,45.53910759,42.63088401,19.05932676,37.07241519,61.61618368,36.05208919,49.20458445,27.77199811,32.2853997,21.82820203,28.68970484,36.38836335,37.29402091,61.63396211,40.91897872,54.06904423,44.25272491,57.7904194,42.60575942,52.41052571,48.82175403,34.05580702,49.61286354,38.57982051,34.97535328,26.91631183,28.78828014,27.86535084,30.91635299,24.4110875,21.87742149,25.01654491,24.10784593,24.2151321,32.57704645,27.3509973,16.65033508,37.05201619,34.44259627,32.757476,34.05244236,28.84428363,7.363992812,32.36515453,17.26143004,38.13388406,46.1234481,41.91805376,61.03312293,55.82195125,63.97370058,56.63330616,42.35782316
Chr3-5298414,LOC_Os03g10400,4.329152413,1.245743078,1.805462624,0.459311925,7.655416035,7.581936444,3.461655096,0.846861664,1.734720734,0.715909985,1.26802397,1.455664387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225166907,0.156003572,0.576881753,0.992739032,0.423438242,0.627268685,0.168222211,0.641835876,1.588458595,0.38253589,2.929195387,1.138280106,0.346627139,0.192931582,0.57253327,0.583270852,0,0,0,0,2.734477944,2.743934229,0.786195212,1.526495178,0,0,0,0
Chr3-5297912,LOC_Os03g10400,1.108236372,1.861734918,4.006198268,2.144355729,0,0,0,0,0.812286249,0.447148131,0.686731163,1.129232444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145322363,0.390439913,0.463177539,0.44127868,0,0,0,0,0.993973993,0.137788636,0.406269827,0.585567547,0,0,0,0,6.951411806,68.93742137,15.56659036,74.13580126,1.615277511,1.760532281,1.825501146,1.226634539,3.639651136,2.462430985,0.687342158,1.459625446
Chr3+5440226,LOC_Os03g10640,47.00768169,36.9147114,47.47528053,28.65299196,12.20622371,53.73553824,38.39393852,48.39032685,68.37701757,44.79158254,43.36973069,52.72313564,6.223497579,7.392826563,6.434146088,3.263138347,5.111143235,7.312433805,5.006107647,7.295708669,18.2238907,10.8691151,20.44034244,17.60047978,15.72850069,15.49254962,16.73820687,16.3291297,27.56876054,26.41269786,27.52921324,31.4184497,405.0683631,395.8552667,408.0345099,394.8848088,48.14524451,37.87249913,28.33227832,41.53166951,272.1013946,293.1567329,345.3411526,281.79114,40.35757739,226.4634123,112.0711167,1.102407719,9.402541843,6.734478497,7.619288087,6.367837107,0.994157026,2.504358597,1.524288278,5.477092821
Chr3+5440325,LOC_Os03g10640,74.58178861,243.7570055,67.11828116,84.66661839,116.0339749,106.7136633,127.8019685,168.0648967,84.2488526,94.77079309,96.69738753,101.6553466,22.71182496,17.76591718,28.25405596,17.39736501,2.495635516,21.86703709,13.02513062,2.122680725,45.33430307,42.46853636,29.18805317,51.73201893,46.68069785,36.46396791,36.69305154,39.78001837,75.55227508,63.90201838,25.64323972,42.55381948,626.4038933,678.8370582,662.0678375,725.1354335,62.38060376,57.49298127,64.37862497,65.68976608,265.3660696,265.3651025,155.7166316,263.8012549,150.036641,176.7535746,123.9303462,166.6970895,4.515477102,7.887622724,4.668618223,4.4233249,0,0,0,0
Chr3+5434784,LOC_Os03g10640,0.202416716,4.49757964,0.294462327,4.893135257,1.524276077,0.792966675,1.073832547,3.102538426,8.957142642,6.956992033,11.46622914,9.0069178,0,0,0,0,0.124802131,0.249637097,0.456299508,0.340379941,0,0,0,0,0.329925888,1.212184019,0.462259021,0.861305842,0.431717511,0.185546366,0.024641628,0.78097349,2.879984075,1.981383165,4.232319042,5.265330132,0.431124888,2.616045166,1.520267973,3.499578301,0.371928165,0.123986331,0.261113207,0.1214848,0,0,0,0,0.625911743,0.347430394,0.794378497,0.349848714,0,0,0,0
Chr3-5547225,LOC_Os03g10820,24.78854399,16.03223699,14.07388333,14.66532127,36.59222906,31.64233157,39.07893801,23.89973616,33.49587249,38.24563247,34.0660958,33.94846832,12.43587155,12.05224187,11.62729093,10.18636059,6.064046835,2.479980753,3.217168357,1.703872559,1.200432461,1.150814293,2.196572874,4.796848325,1,1,1,1,6.963623131,11.63193566,11.85893975,8.912570515,5.003636886,7.397657151,2.494502601,4.10551882,6.079500872,10.70957249,11.2563187,10.41366517,6.022494798,5.514715931,12.1345407,0.781748707,0.047004803,0.033788341,0.46252145,0.34835121,20.50812914,22.53729929,17.66316128,22.91929815,5.151097437,5.002601843,5.298411269,4.930457559
Chr3-5547149,LOC_Os03g10820,61.61652486,61.57481559,75.46057531,73.06782796,61.18065229,15.00647849,51.5690399,60.81794365,150.1805306,135.3320808,132.6365456,164.2495553,68.0487742,48.33585064,59.83620607,59.24229753,4.65396694,0.303754122,4.151666157,5.210664261,1.550969925,0.173857205,0.126485186,0.002566062,2.187667869,1.247303971,0.408381689,1.298444673,33.79150068,25.22765174,27.97507452,28.78656923,6.91738868,17.47263427,9.038382866,14.14574736,10.29409448,19.2524913,18.07335053,8.943881009,29.95106582,26.2003937,25.53512967,18.50684273,74.5311549,80.53678151,26.76156433,5.035075168,53.44325165,43.97923062,46.36231499,62.65395401,35.9474199,21.67817127,42.75487346,40.91601273
Chr3-5987798,LOC_Os03g11550,0.976852806,1.308403254,0.76732023,4.604284988,1.554219571,1.966918159,2.070277604,2.652940181,0,0,0,0,0,0,0,0,0,0,0,0,4.76580773,1.261992904,3.264522747,0.592262472,0.045774784,0.864321203,0.03844002,1.276588829,0.206473883,0.893557001,0.670599297,0.671774311,2.266691668,2.883149493,2.133732159,5.486251188,0.535508676,2.790823537,1.442086461,1.235996116,3.533767219,5.819052354,0.347670487,1.354640871,0,0,0,0,0.369964785,0.871075909,0.237642923,0.121380087,4.99694269,4.404106374,4.314682201,2.683523559
Chr3-5986030,LOC_Os03g11550,91.94816304,84.18464482,76.30032243,82.79381839,135.1648945,266.9708154,186.7448847,253.6077604,23.37693259,31.14445434,35.94523172,34.39324915,0,0,0,0,0,0,0,0,1.047971131,1.920556634,0.991145037,2.686435031,0,0,0,0,0.273333391,1.37488452,0.236939976,1.057108221,0.996671033,2.106094578,4.143512946,0.996878963,2.723503387,3.148944767,3.487808384,3.738956232,4.100562568,1.509599336,3.471204531,1.472588487,1.575308508,0.264545384,1.969252382,4.631044106,0.331035797,0.498524395,0.251320709,1.243133027,15.52687416,15.32576033,14.8379016,14.9466787
Chr3-5983569,LOC_Os03g11550,7.522406784,7.322273026,6.034904104,7.092966381,1.764623685,1.721204954,0.841543177,2.043283546,3.751315607,0.564542826,1.508583616,0.748691787,0,0,0,0,0.051155372,0.228825035,0.700446439,0.042533253,0.269968209,0.051459554,1.217048594,0.630162013,0.403066524,0.076417006,3.73778706,2.097212183,0.301394234,1.565983995,0.55412421,0.146744315,1.133270012,0.203639058,0.067478919,1.812605853,4.131226216,0.764998319,0.218485926,3.420168232,1.150034116,3.551012887,0.863443921,3.8845363,0,0,0,0,0.03999924,1.706945025,0.952935726,0.819484989,8.52634301,7.999061423,7.573403272,7.532410861
Chr3-5987871,LOC_Os03g11550,0.264181955,0.858499643,0.539634758,0.273219773,1.445301459,0.66214608,1.602445445,2.149659321,0.378606219,1.597144777,3.954275532,3.078131755,0,0,0,0,0,0,0,0,0,0,0,0,0.409944614,1.519635324,0.907270052,1.096399459,0,0,0,0,1.601188164,0.430767581,0.770153466,1.332538224,1.346441584,3.568289174,2.360285284,0.923700158,1,1,1,1,0,0,0,0,0,0,0,0,1.54335613,1.816881192,1.817914162,3.672370143
Chr3-5983524,LOC_Os03g11550,88.85652889,78.64119039,57.42411066,57.68263784,100.7069389,75.82184632,83.13404536,60.77118202,87.25175086,56.67434208,172.7591211,159.8960787,17.34700307,21.63301637,18.28367769,17.59100485,39.60429134,32.60131237,19.23821081,44.86582533,95.32388486,50.8269505,86.77164045,89.85697926,73.86392659,81.59709889,74.66048877,74.8371222,31.7231179,33.96646961,27.1434951,35.43623257,74.48565908,76.42661209,53.41904157,117.2195847,165.4404012,160.1291821,180.0576613,171.5982918,123.6503168,85.74397277,170.3221991,184.5538842,71.72214738,57.55739331,19.22650578,70.35435589,155.5408938,139.6469949,145.1804319,120.2651273,314.2715698,291.0040786,325.4673038,266.6368849
Chr3-6557362,LOC_Os03g12414,2.237729099,3.838256262,3.074147258,2.183042293,26.43737937,28.69019924,25.81567604,56.3107124,1.097345682,1.476444497,1.586734906,3.083879052,1,1,1,1,0.466549855,0.952808208,0.74665294,0.792605516,5.676885736,3.993243748,6.957832018,5.439350077,1.837056747,0.00895957,0.113922601,1.256966428,0.17307581,0.736236371,0.270349883,0.470545495,3.717879215,0.185129224,5.835107135,1.209085264,0.498832997,0.079237678,0.563370621,1.690535842,1.332667092,0.691692907,1.824969085,1.417104279,0,0,0,0,0.248243721,0.250969225,0.111690992,0.466913628,0,0,0,0
Chr3-6556400,LOC_Os03g12414,3.334194071,2.194926678,2.486284496,0.010786172,0,0,0,0,2.207003518,0.047048635,0.964381942,0.991965464,2.359001017,0.207327439,0.29456959,0.712122836,8.707944736,7.30401128,7.261078835,7.056953899,9.234851138,7.458329305,0.840820385,1.119930238,0.893811409,2.124117871,0.179908596,0.530809861,3.080154176,0.045892599,0.277257659,0.924683543,9.243708548,6.584691413,7.642342911,7.775939943,0.13452169,0.72035414,0.412291868,0.028809278,2.222476932,2.837265003,0.239618817,0.26974524,47.48763687,35.10362312,9.767187045,41.05389844,3.504364017,0.243285982,1.078512647,1.18276208,0,0,0,0
Chr3+6663848,LOC_Os03g12570,18.60527698,11.55715897,24.39301644,13.23454444,21.445017,19.97052486,17.52609419,23.00213865,0.346739634,0.341519037,0.812352936,0.029277572,0.514445826,0.367540158,0.06356601,0.900685589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754350109,4.762503344,0.475476415,2.418341802,2.977405907,2.678479777,4.055097442,3.476806069,0,0,0,0,3.777683331,5.752122728,5.420561548,3.702509906,14.7478464,17.81099319,19.25783451,14.49666375
Chr3+6668717,LOC_Os03g12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019192777,0.992511833,0.496165429,0.046753938,0,0,0,0,0.633869912,3.369940835,3.561232793,1.373079204,126.8478152,123.3626577,137.0025605,92.87577127,581.9257635,612.473529,704.4000429,750.1313176,2604.375893,8885.726704,6890.141627,2647.695157,3.599618378,0.801732805,1.224247767,0.665344141,0,0,0,0
Chr3-7434075,LOC_Os03g13730,2086.054723,2293.913879,1435.230874,1840.228159,2011.983574,1990.005305,1644.227389,1854.785831,2886.589455,3488.45219,3650.547994,2710.821104,547.4757466,480.3328052,615.2106871,692.2865089,253.3930873,198.9252038,218.0492543,202.8390679,236.732798,245.0623394,290.7052331,231.7091353,160.5799302,142.2119826,200.7643727,182.0891159,365.9087485,353.6399601,385.0358455,324.2670959,207.7364453,214.381168,191.5039604,297.9030149,178.2934585,160.3788239,156.6634788,124.8080182,218.2544502,241.140142,222.7765749,183.9323069,138.1051504,38.48643312,72.78491723,7.49622728,279.5037915,283.4866229,238.1862702,245.4236942,688.0480985,530.8232205,508.396028,436.4880451
Chr3-7433820,LOC_Os03g13730,9.265706388,8.723438222,13.63500093,4.984278398,18.0483273,13.28603194,17.60066006,22.5107312,20.14290695,18.873553,17.28754466,19.5477594,0.029701801,0.247763622,1.286302087,0.80229547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456919267,0.30287176,0.383125348,0.964053937,0,0,0,0,0,0,0,0,0,0,0,0,1.063896008,5.787039017,1.379046164,2.49575033
Chr3-7976987,LOC_Os03g14669,0,0,0,0,10.56675559,4.349456184,8.449872667,5.49501831,0,0,0,0,178.5450075,171.486089,168.8568792,176.7445243,1122.977675,1309.992373,914.5903146,1008.079827,1207.509103,1256.475131,1408.274787,1309.906321,243.5993211,236.2586889,248.5662484,249.2424406,0.931966691,1.799132406,1.286933712,1.761218543,0,0,0,0,65.06809699,66.13948614,115.5954202,95.41111968,2.816799687,5.289513983,5.96896785,7.575070374,83.38676212,111.9895629,63.50379736,121.4431557,21.85390576,28.30719153,19.97440061,15.25666401,0,0,0,0
Chr3-7978740,LOC_Os03g14669,0,0,0,0,0,0,0,0,0,0,0,0,7.003973661,6.442513358,4.023393079,5.267299454,11.73621685,11.78349067,9.169463581,13.39672425,5.505875989,9.594236466,5.836741812,5.487009404,0.605219767,0.144937524,0.897758885,0.315534957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-7979056,LOC_Os03g14669,0,0,0,0,0,0,0,0,0,0,0,0,5.256076541,2.094678093,1.04115289,0.584342167,10.80765074,6.334439735,7.332679055,9.153133171,1.986213744,1.014758825,3.577579361,1.861836398,0.178004156,0.578404964,1.351785949,1.110733788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97657578,1.393789658,2.40521346,1.294627982,0,0,0,0
