chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15
Chr3+30640088,LOC_Os03g53400,837.0102584,1006.877435,605.1137391,808.6463094,555.7569826,996.0550584,876.9808254,498.9552157,854.1722435,886.6695498,988.2917692,511.8075659,580.4315393,530.0587244,861.5925906,647.1467525,695.5689482,708.9352489,684.7468622,668.1011869,667.490846,689.8424411,679.3038203,647.0663219,687.4345263,666.4686129,674.1455523,668.8310026,673.1313288,676.2027109,209.5128697,239.192992,256.8105968,230.6277419,218.9244948,248.2265505,252.099952,217.0011334,214.0742004,249.8435218,231.8882655,265.022772,217.0280287,224.1135737,232.5041816,8.490772026,8.246634796,14.3657843,8.412870088,1.939056929,7.286231271,11.56742941,3.810486935,14.71497076,5.407226463,3.755159982,6.354139475,7.247255362,1.979354785,12.62568275,3.652930963,4.046134958,3.370292013,3.894609381,3.448792898,3.866074625,3.72161116,3.421795344,3.645649728,3.436796541,2.936564276,3.611453183,3.531448433,2.554001877,3.524561551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228545895,0.713427871,0.106837482,1.680140348,0.811490115,2.056964445,1.361330611,0.949046033,0.39406556,0.830670923,0.924095578,0.338268823,0.311766371,0.168949325,0.001897906,11.69239427,7.751110503,12.52357801,16.05279393,2.000404478,12.55726287,17.05823096,18.19043657,10.37338908,15.03409966,22.25098787,5.774952004,9.469408175,21.21091901,12.8815035,10.10193056,7.956619653,10.53548187,15.3250407,4.883668486,12.59289332,7.049067272,13.87955103,7.972304214,10.1958187,12.39460664,8.532666488,5.022842054,6.740342472,9.590284125,7.451074284,3.870632274,1.19795881,11.02512016,13.04175508,5.892276329,1.180765009,5.158370838,15.57666194,7.846092353,7.653915171,1.637523093,10.09004306,10.11198296,4.69951598,19.64816339,15.95522211,17.16639529,16.55587358,16.43430691,17.94203229,19.28706914,17.49842866,18.44723758,18.03591734,18.22603748,17.93408633,17.25954711,17.62845509,14.5931401,103.2093717,119.9602345,31.65586872,67.6281967,118.0576437,43.75397638,24.83414268,77.90798138,100.7223834,41.37381881,51.66935611,54.7101858,38.4264581,68.09067533,48.6481166,0.946883163,3.364506539,1.707325949,1.363809838,3.457391903,1.73864811,2.411642493,0.903698015,0.804323296,2.210817909,1.013502204,2.166123073,1.981912358,1.934445191,4.033373893,478.7398811,413.2473383,400.4625855,335.7193899,277.6838247,455.4894495,349.4139357,383.3719588,228.4702296,409.8366839,433.5980217,368.2232464,387.071637,375.7898559,303.7007173
Chr3-30807472,LOC_Os03g53730,6.442033241,1.669494295,2.181523114,5.110048852,0.059074633,2.813332177,3.519112554,0.861277084,3.920184403,0.555627844,0.796226271,4.761319631,3.493492313,6.384479088,0.259424576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283286324,0.385076951,0.638138686,1.515950105,1.230136833,1.181577029,0.936260857,0.544935525,1.710266473,0.054924998,0.220472416,1.424683614,0.692442492,0.6380965,0.86999724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076645937,1.532728718,2.853449148,0.602938508,4.953562757,3.288673844,3.727817386,1.939039567,3.32791864,1.916911222,1.053594118,3.054415792,1.681445192,2.08248691,2.646550668,0.165084408,0.375649008,1.285560446,0.463839772,0.880265927,0.074661459,1.077030193,0.183310677,0.786229211,1.537414727,0.099420108,0.169345555,1.277905918,0.51834063,0.054711513,2.429487415,4.61362873,2.741673728,5.464978824,4.194795196,4.742288914,5.40306101,5.921299407,3.534287345,3.835971322,3.21435778,4.956297422,4.458680592,1.909901333,5.009396597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171250095,1.035893473,0.118935826,0.453382529,0.410407714,0.011808023,0.650200427,0.551598632,0.0625744,0.664440969,0.159519589,0.055335601,1.287344459,1.151791695,1.147688904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-30807586,LOC_Os03g53730,8.022677904,18.86178385,14.75702486,6.876259656,18.48285502,13.7550951,17.71343133,3.680118947,14.14762509,17.60830585,18.28937934,12.81966405,25.76064943,20.82705323,11.40650937,8.563403724,9.747211984,9.689643759,13.47862432,15.73844637,4.337630671,10.8386045,8.384690624,10.72573975,6.255052581,10.84782598,13.45930378,3.360246459,10.28633055,9.077172463,7.227797351,5.849175014,6.668626941,9.077117441,8.786051057,7.433855268,8.070193092,8.842290581,7.027204544,9.70135421,10.87123338,7.773716591,7.881838862,8.828708207,6.778612443,0.476453905,0.903573326,0.267375504,0.364963922,0.972288575,0.377451155,0.312674024,0.59320303,0.458955945,0.191892766,1.141798374,0.079622499,1.558946041,0.032560204,0.431777038,0.438137707,0.222386479,1.489760841,0.585097723,0.779343147,0.436582536,0.724139547,1.208682818,0.236297741,0.229087005,0.650141805,0.197078416,0.721996321,0.445468986,0.991015179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.485329858,2.170018725,0.903555107,2.227250813,1.869793544,0.889509455,2.422846431,1.077362562,1.854835334,2.461872814,1.899925502,0.931461449,2.032394245,1.443578859,3.499177489,3.086282502,0.614859325,2.916819766,1.878874402,1.559106265,3.242965646,3.919822666,3.128733116,0.32102436,2.231511835,1.317166991,2.118017208,1.597526292,1.846156614,5.533999732,15.6797961,13.20041315,9.508204775,9.285204834,9.125794916,20.54643508,15.76934439,15.5553588,22.43230847,9.059069911,12.3147271,3.41881707,18.15952609,6.62465159,12.09915737,1.44906279,8.69861773,2.273281142,5.184390875,4.016220876,6.131243564,6.883975229,7.219012093,1.824261908,4.38163769,8.405564573,9.810059978,7.175496333,5.443451983,1.072314341,43.83362349,41.51089738,29.55752222,32.52348396,31.41083871,31.04062669,39.09474834,37.33862405,35.16998056,24.64115844,22.42294102,21.79461016,28.12435669,47.15810317,32.02495924,137.1125415,82.79360656,52.53943356,95.40655748,218.3047908,82.56572556,81.50477383,103.834766,185.4503811,9.69871627,143.2082717,126.2048262,127.8121869,128.6436604,146.4091664,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.684468428,7.409707489,8.11360488,12.71875193,0.449541597,5.867518209,4.455248514,0.608756002,1.871929701,15.36498798,1.519896932,4.060538756,10.63896494,7.026510163,9.359532116
Chr3+31133626,LOC_Os03g54760,61.98668863,62.36434651,55.53661975,60.98447008,53.56553045,53.50643574,55.75264296,55.48230385,53.56069685,57.98852017,64.9633574,54.77718177,60.72836846,48.08078764,63.87192859,73.66145263,56.55850156,70.19788916,82.66677501,49.77529317,78.94296022,49.82839657,69.88569874,68.73296623,77.32055228,96.34047696,89.66376461,56.30408021,81.55899124,71.95456401,36.27929009,26.58945135,43.64976867,38.48647679,33.70839512,45.8089392,30.67111902,35.27609592,47.97870549,27.37215472,47.38141168,33.62322438,44.12687881,57.29843286,48.60159579,44.51309742,43.68739548,40.07711914,45.34538676,43.35960874,45.40652008,41.5632426,42.98702546,37.32705991,46.23589267,38.30599682,42.08547599,46.45445699,40.67709437,42.58152377,58.00095848,41.75319683,37.10158438,42.84508187,22.41432541,48.85362779,56.16703746,50.8602793,42.39202263,36.51414406,23.90803673,60.50030136,61.17070703,57.70889486,63.13605462,38.47942694,46.2519058,48.22923779,50.4810166,38.35988428,58.4902907,55.01691354,41.20877195,52.40229692,46.31143543,63.31829097,19.58913747,48.21400251,46.89964674,53.57976619,27.70318377,40.32037354,37.28186426,35.05009723,39.95241501,39.52055188,33.66450819,37.41003676,41.02178559,46.07836665,35.93244421,34.10974363,43.88788211,33.74829458,34.03805769,60.13173326,63.68968236,36.47840935,61.18615358,38.11204371,67.88092386,44.36689453,63.55522414,64.08840027,52.92204495,51.34458275,52.49669922,53.37555807,63.69375845,56.62625528,131.6300884,91.44445018,103.7086691,131.1551788,129.5708891,89.12520754,87.30811464,85.6117127,69.35199058,110.6123459,54.37909629,89.89927035,100.6462377,100.4638068,107.3272947,24.76799591,29.03463674,32.7956343,26.89992833,30.70195313,38.30038227,17.4493201,34.61801548,32.03515286,40.8892952,28.87566334,30.63774011,22.15567048,27.85990586,44.21746451,37.45290085,37.69263376,39.13216632,37.38266892,36.37801297,37.99673664,40.13757368,37.12572754,36.41384214,37.48976146,36.56223268,41.51362454,37.2401796,37.83916009,36.36672149,3.672864353,2.847876062,7.118728047,6.984190518,5.220914404,4.96476076,6.217018673,6.953289056,1.250218202,1.840372114,1.223239871,3.636017297,7.248294062,0.849430022,2.413730344,54.8606593,41.03649111,26.52194139,46.36948945,42.20756786,53.12774978,52.46886294,62.30431685,56.17251575,34.22032291,53.95847848,40.98535298,50.65293116,32.07834976,53.23117758,42.32552739,62.27813947,53.56441969,14.75869188,23.35402551,46.86222798,41.52905745,35.52070018,42.71727531,26.31138292,16.32977133,13.31711851,22.8374111,40.56863191,34.21555244
Chr3+31133469,LOC_Os03g54760,29.85523649,37.88678591,28.78261473,31.07221424,28.10946407,36.65095506,34.1287085,40.86497424,37.62033486,25.23997148,32.99231155,41.02667022,31.93692093,24.12049899,34.17305108,37.86023984,36.69573501,37.82884724,43.01636427,43.55237297,39.85619985,41.4707257,36.84974561,37.80572981,47.45684856,42.32708974,39.15379809,42.44564686,34.11640015,45.04738547,6.549289339,8.51728366,0.530316414,4.053619976,9.036771538,7.292538633,4.708354093,5.183931391,4.236918223,6.333050836,4.931143109,2.33864192,0.276333916,3.763150705,8.052259193,5.675455236,2.957880253,4.780835842,1.749867942,1.145336755,1.622075274,3.248794424,3.025864387,3.729850852,1.536309068,4.704879723,5.352232333,5.672499741,5.53865276,3.654857966,9.520338613,7.685398541,8.191018924,9.043182015,18.91241965,7.965796477,9.344639929,1.77184937,9.465039831,9.659409109,7.402441006,5.06027894,1.353589237,5.817591178,6.702672447,5.550420658,5.791934132,5.22324064,2.45401169,2.053308168,3.159327884,4.204293088,2.150430729,5.140749968,1.446086135,2.446809898,2.792550709,5.264852456,0.019110991,3.974528256,4.989615522,1.098547499,4.21661041,2.751726823,3.88363089,2.12212674,2.027699819,3.592547657,4.208155216,0.489633475,2.962100944,3.626350977,3.164663553,2.618334191,4.127500705,3.922094022,1.052019784,2.528795031,2.498332508,0.988493397,3.363679057,2.853984681,1.661245359,3.163483758,3.325050735,3.784469664,2.34057432,2.977237585,2.740409226,4.093746139,6.155556034,12.89346443,12.45885206,8.828439496,8.931128832,7.520031417,4.928021545,1.715993999,9.810717761,5.233920241,6.875738882,9.654432791,10.85166945,10.00235632,8.570824541,1.566140626,0.091781812,2.097932081,3.833735175,0.137718649,1.087953422,0.364563108,3.688222768,1.080730638,2.059112437,2.842635368,2.792593979,2.583623919,1.162681346,2.665649754,5.694138045,1.280698347,1.341803408,1.673650335,2.397884377,1.827717843,1.431513484,3.021648751,2.75158466,0.169484884,2.049025285,1.900761882,3.541535421,3.080771857,5.073510938,0.339697825,2.051703717,0.535147165,3.271599358,0.260803883,2.322172838,0.548955065,0.711735601,1.436025107,0.322236796,0.277535256,3.706012793,0.789529122,1.066785588,0.87439231,3.132209782,3.465177566,3.838319847,0.008859201,3.438215617,1.175583199,4.749633404,4.620760907,3.957347385,2.768074545,2.738604524,4.815558488,3.107731337,5.180971402,8.537451678,13.15210378,10.51708913,15.63280066,6.220316951,21.81140919,4.273634981,12.12708259,8.877403379,25.02204226,10.79416162,31.76784331,28.6744641,21.47446444,31.75365267,21.94386388
Chr3+31399006,LOC_Os03g55164,1.888154377,0.774568458,0.357533707,2.815098813,5.932247346,5.43490084,2.139381526,3.609359793,5.718643818,11.57007548,4.688399875,2.770732922,2.913469123,8.323103713,4.709797805,12.18887006,7.874970498,0.012586243,4.328124815,8.547573265,1.29450893,1.827873288,7.671601567,7.609348386,7.425600791,3.572818258,3.779679291,4.173686167,0.282899069,8.553744963,0.451038814,0.004922553,1.890132468,0.328450354,0.212907828,1.368120366,0.61405037,1.721257975,0.192464418,0.25645867,1.324966014,3.57504302,1.953220469,3.044962766,1.963774515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378136291,3.889522966,4.05411716,4.522832687,0.769239834,3.517091526,4.709910313,5.156846245,2.765673599,1.466688362,3.645467846,3.956127086,2.492433094,2.845137975,2.117166342,2.376170401,2.859015664,3.32080944,3.179881374,2.371915097,1.371197718,2.667476674,0.864452479,0.560594306,2.883029947,2.086188251,1.650888847,1.665885351,0.7055037,1.560474389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.744419083,16.93022521,12.04066091,3.482172077,10.62413853,1.218960095,8.502315666,4.243582452,11.64605301,9.894833698,2.750349077,8.358482708,3.318749901,5.36708878,14.05683829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931315805,0.692955809,0.926160657,0.229172723,0.34620103,0.194964232,1.270836816,0.581968221,0.892887233,0.893642688,0.489833784,0.131262534,1.9192591,0.462420812,0.848506442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3+31399159,LOC_Os03g55164,28.73410505,25.51520166,33.15889012,39.89033931,37.1118715,36.34095977,36.97696257,36.39860176,45.91313629,37.40057662,46.62905225,34.22964548,40.33741925,30.06297976,39.46725423,26.21853151,2.856932753,15.49154367,25.33657483,39.18127531,21.83683038,33.36714151,29.2761022,22.74468551,37.78307978,35.0759603,33.09743878,36.14302097,29.35383468,32.58709194,4.951144287,6.87060961,4.937087228,11.94213535,8.977203305,0.048452695,3.747927925,7.860994958,12.15683463,8.986173917,9.22520014,10.83541927,6.183757952,8.48917528,12.44594902,0.098183448,0.514648014,0.261731912,0.968264186,0.017236074,0.072444838,0.193225911,0.180989333,0.055838408,1.066031192,0.448522426,0.123045252,0.532142551,0.174468917,0.925071792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92424222,14.57736384,15.15755785,15.19768207,15.46993096,15.1736293,15.16679252,15.00453583,15.81145865,17.19098331,14.40262072,14.22830298,14.44684991,14.49141269,15.40190893,8.566586483,8.554185609,7.280088201,7.677338426,7.119085203,8.677741951,6.570233101,9.388028122,5.463161951,8.666622394,9.499418655,9.327057916,7.777647763,7.607894633,6.774504581,1.216531545,4.39610542,5.463967426,0.616990531,2.485812399,5.301435377,1.300426936,1.702850476,1.14700351,0.48674209,1.415541272,1.290959508,0.487576544,5.167896793,3.564246635,13.23471419,4.380470945,9.524297451,9.8252463,6.55487373,13.45720704,6.375459606,8.43691125,5.159827082,6.771870006,6.181762896,7.289589025,12.35798809,7.847195582,7.100449687,0.596237742,0.363774049,1.598128193,0.04351843,2.245665291,2.838595669,0.565375333,3.5563762,0.03160526,1.650302527,1.280483137,1.171477349,1.165588642,0.241726062,1.000130237,1.775192362,1.389195574,0.470870302,1.638987775,0.195143859,0.668765271,1.252692705,1.317241785,0.434070419,1.426889895,1.117714708,0.796139216,0.760574647,1.054295127,1.060671182,22.35977721,14.99498855,23.89852214,20.41247405,16.73579429,21.4987614,21.49404188,21.88875922,21.40070512,22.7526372,17.5170815,21.38115897,20.05779181,18.38691931,22.9571406
Chr3+31393911,LOC_Os03g55164,61.46799278,51.79633692,53.60050537,53.62352116,51.89125299,51.7065356,68.62098994,40.48628467,47.44255312,25.37132228,43.08601655,39.00050495,24.92430088,40.23711337,64.50160667,59.16490982,57.96874159,62.4435088,59.11787585,61.21209159,56.68800518,55.50263184,64.15030298,56.23503603,58.9663044,53.12501416,62.28999091,53.26707313,65.62682211,60.72453887,5.445008043,9.393968776,9.938602955,18.1908582,6.02900199,9.275312684,9.551966287,13.01814428,11.52728657,15.52245109,12.50171051,13.3073492,12.68322005,11.5628458,4.473931856,83.69753647,85.00620138,92.83433815,103.2161729,64.38229553,92.90975094,93.20520333,76.91042338,93.60922601,80.33658884,89.99483397,73.05770869,75.11019912,78.71537369,88.55319955,9.436908519,12.47532775,16.85961303,14.57317978,8.71091512,12.38533451,9.148883679,7.857775251,8.30008226,7.245833031,17.12370975,19.93863022,9.875059579,11.33031876,8.179388408,15.47886354,14.1526679,14.96089408,13.87624342,16.09013101,16.95263031,15.25749571,19.08684423,14.42537949,16.81914234,13.30182499,14.6541053,12.71068474,15.47335015,13.52713888,11.25900609,9.688351966,11.87578724,9.785536594,9.682000756,12.97788052,2.957633366,1.210869534,4.816857658,7.302342272,5.775351657,4.963608771,8.695224235,13.66791262,5.230090172,9.997347453,10.30837434,9.83090658,7.645524185,13.53890551,6.385576479,9.314031925,5.989824231,3.949350106,6.552513259,10.14291572,8.673123208,10.77635003,10.63320647,6.662150177,12.42554235,1.014027043,5.763624139,3.344038262,7.512002778,1.804051309,2.150511006,3.578310598,2.634809687,3.198178285,0.663128492,1.332143904,3.894439943,5.516497982,2.809878868,9.197358079,10.74131665,9.218368596,6.505779312,10.61447601,12.76195607,7.460532628,10.66626425,11.86587026,7.380190066,7.987676252,9.352702925,9.492011348,8.141039918,8.953878251,16.46071406,14.87510456,7.487019305,12.73023113,10.25664888,9.495225413,12.837474,6.072641348,9.195828024,0.03570576,7.738352114,8.435399737,8.191478739,8.878907957,11.61654637,2.864510986,1.970047159,15.32172918,8.481285081,3.002089719,6.764877651,10.20176867,12.46736112,11.48329784,17.21484888,27.78187251,0.286647524,14.60361792,15.0559993,10.905078,18.2642929,12.0889935,15.72144021,16.58630804,15.08493936,15.61041042,14.28380686,15.51289916,14.98113459,18.55451963,13.34735096,20.25518326,12.24382124,17.27426464,13.70216805,69.56618891,41.28939384,38.67317047,55.53069747,44.73023669,45.60761448,41.28668825,43.4971663,56.6224586,56.52462118,45.88827695,38.0967578,64.06737301,44.87648627,61.83360297
Chr3+31398849,LOC_Os03g55164,11.7813261,10.08248601,12.42276143,9.523040241,5.112952035,19.49890385,11.0560459,10.29631001,11.36426915,9.557579762,15.88931518,9.840323096,16.96443625,8.225130573,10.93722902,1.644946593,6.932867447,8.625883862,3.763598702,10.02707966,7.791819914,5.505634893,5.595711122,4.171125176,5.759249896,4.248526352,15.7315253,22.28106188,6.441774092,15.20221233,2.170184946,4.734745612,2.154754948,5.135764465,4.885637797,0.792627097,2.680973191,0.811889002,0.595192546,2.913575616,6.891281548,8.274605077,2.035054878,3.220524524,5.748390352,1.342532426,0.029000435,0.148152802,0.922349172,0.571303195,1.568593102,0.190139193,0.514511701,0.780253317,1.475502985,0.717254141,0.043610822,0.240792816,0.650235324,0.128929412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18466506,4.942881692,5.288590735,6.66890425,5.239519333,5.829598485,5.903648324,5.849852815,7.553428462,5.107341192,5.431173987,5.056394414,6.570372827,6.861571396,6.590767945,2.072851147,3.104644651,8.658516193,4.135950749,2.843060292,4.908008083,3.396282818,10.79158924,0.674916363,6.617023993,3.839846937,4.167641018,0.064732829,6.576652056,6.101823858,0.703699636,0.69254746,0.379920622,0.041974688,0.579835131,0.60374439,0.047679916,0.061164638,0.857697957,0.731650855,1.153697924,0.114656318,0.31922747,1.546434048,0.970806966,15.46318076,10.09274705,5.429490689,9.177676479,6.863640064,8.152836835,11.79261856,11.74860563,9.270418204,8.932620472,7.668779177,13.46240834,7.842057986,6.651800649,12.65230099,0.714262988,0.159085043,1.458402143,0.365323254,0.355738501,0.126399808,1.046039704,0.530955621,0.167342886,0.395884966,0.378223047,0.242628317,0.245830076,1.397667608,0.641333984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.755610825,2.407619531,5.327580428,1.486103764,2.867104088,1.629501368,4.861492446,1.45981584,5.718558825,5.349421736,3.527492471,4.554694436,0.90395661,3.369817105,3.938106424
Chr3+31399331,LOC_Os03g55164,5.882545363,1.721997151,0.396900769,4.901087818,0.769816171,1.332811507,0.441349181,3.668194942,0.394907859,2.023814918,7.334569704,5.119339487,2.05468865,9.088356672,3.156047417,24.21191294,3.555097741,13.63235603,2.146497042,4.981638098,8.845082259,18.47265933,15.38781101,0.501318413,17.7151211,13.60146403,6.518608539,4.652345336,2.477970504,3.917113541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.694186555,1.623872476,10.33508762,8.083499974,0.213292508,3.960529056,3.878345042,7.589578024,5.372031305,7.286448063,1.497144071,9.044324648,2.51045274,2.496153196,4.200301799
Chr3+31393725,LOC_Os03g55164,3.499784294,4.398032464,2.634679652,0.02007723,1.440954774,6.719630676,3.338077071,1.403483775,0.457118357,2.10030711,0.488831907,0.007142802,4.446504568,3.485947176,3.697110922,0.866037378,2.516141049,2.632137115,2.182924285,2.950811856,0.208915976,1.14467731,4.15814607,4.05731359,1.497961933,0.867836852,0.436859012,0.908881571,1.087839451,2.005337085,1.587338488,1.533967394,0.964752282,0.175186067,0.673695684,0.782135195,0.080921349,0.312695301,0.268679444,0.119202964,1.467906295,0.385000424,1.943795456,2.054069898,0.300093968,0.089788013,0.231789105,1.221130658,6.943767626,2.108406461,5.300019512,0.631052915,1.417040722,0.434915151,4.096648519,0.759017743,0.089474836,3.262622374,2.500086931,4.509918114,0.18658632,1.804626244,0.45296391,0.592848722,0.374625353,0.083385926,0.289377613,0.11440174,1.106200862,0.372200227,0.725848959,0.542610849,0.041901522,1.28567587,0.348796707,0.181330456,1.036842567,0.094169479,0.885741026,0.001134102,0.051091235,0.527874037,0.120233412,0.742460238,0.645377818,0.834297842,0.838430958,0.749387663,1.096586918,0.257048221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323262406,0.056914491,0.713052413,0.476660116,0.638410793,0.224926439,0.587679368,0.953750783,0.461978649,0.153887511,0.030764364,0.781219933,0.640695765,0.233519002,0.965785869,0.131386169,0.714885844,0.63070299,0.741671407,0.618543642,1.1311271,0.007111219,0.120906077,0.497175487,0.220552483,0.292202473,0.989830749,1.094565909,0.019800593,0.078091738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127786379,1.018949359,0.021844182,1.087043878,0.854660471,0.526454099,0.859510097,0.432286599,0.829594481,0.602737145,0.454767012,0.629775381,0.59073848,1.973112277,0.449082621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235333459,0.55165438,5.719296967,5.126145861,0.131794686,0.700052435,2.647985642,1.020243808,1.876394873,7.573898374,1.549164882,7.142886324,2.911689004,4.379917056,0.851695814,8.835347431,9.119936667,1.486528774,15.75450634,3.501848548,14.90721325,20.28038565,8.164398857,9.838345422,1.816683449,2.788340166,7.025687346,13.54989355,3.406770187,6.240698175
Chr3-31477803,LOC_Os03g55330,0.395091535,0.551975609,2.770469387,0.997780776,0.001270258,0.352542676,1.508154803,0.987121139,2.091497943,0.151709202,0.160805958,1.77521829,0.055343912,2.348443645,0.974753008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034180442,0.185204277,0.500876364,0.355652573,0.454938461,0.577533607,0.91292834,1.092486163,0.860666416,0.509220211,0.706277757,0.335733481,0.542336803,0.188993911,0.216200391,0.013323321,0.207185393,0.659528068,0.153616464,0.622070213,0.541050069,0.671179376,1.987264463,0.463639297,0.109376821,0.229652015,0.71389365,0.366386403,0.925991231,1.323270293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.254281722,3.100765244,3.386744656,1.205858775,1.983665501,4.08543843,3.270820549,1.627261563,1.526694115,0.073977985,2.183766217,1.487590212,0.443215476,2.126608055,1.817543989,1.911120129,1.425154239,0.022165828,1.288594982,0.207033309,2.090832148,0.585426615,0.937591889,0.905740838,2.193880633,0.15823704,0.817857645,1.331173133,0.170871245,1.172138259,0.097794934,0.148059189,1.871000586,0.118419322,0.114656476,0.097141856,0.171699072,1.379227158,1.064801471,0.919513342,0.549872423,0.684877705,0.479912909,0.61466562,0.617874965,0.894837274,0.630339435,0.097242815,0.665585664,0.571975539,0.287859136,0.197537923,0.683128895,0.960781611,0.815385642,0.630331504,0.583892612,0.547064857,1.153211845,1.234246231,13.3687335,6.812793941,20.20813157,2.700528288,14.8920813,21.6064644,8.78419803,10.97218542,5.033597282,19.48024607,4.417188252,8.507046602,4.342140051,5.375815967,8.218158214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
