chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13
Chr6-3388295,LOC_Os06g07100,0.56462721,1.453197257,0.914802107,1.246120646,0.696654101,2.907279622,1.167083344,0.465376196,1.707147513,0.477526801,0.522717671,0.07090239,0.422788912,0.31359781,0.231043884,0.563031687,0.104657231,0.311415544,0.478647923,0.538021689,0.239855799,0.205303639,0.139596403,0.239267075,0.584788653,0.982356795,0.94575791,0.103496279,0.146907967,1.407851213,0.477236244,0.406749342,0.304974861,0.965085776,1.273353691,1.672610184,0.655513872,1.049150864,3.152636234,2.937719591,4.165928451,4.20996784,2.282213283,0.498254847,1.240642518,2.783362437,3.355288028,8.080054454,1.972559241,6.039820597,2.495279613,5.153733947,5.571154347,3.916677325,3.105703609,5.008334722,4.293225712,3.534209258,7.967831213,2.383576479,6.065843245,6.150699941,4.615873338,5.318414125,2.366197485,2.179572951,1.26680973,1.363761895,2.517669889,2.514844181,0.82547841,1.366921688,0.427122085,1.081048589,1.955005882,1.197437129,1.415149806,0.705177618,0.019910992,0.10668646,0.712679526,1.552226701,2.33392762,0.705248109,1.663632202,2.330252786,2.27132302,0.956123689,0.384624304,2.207673653,1.537499662,3.244947817,4.026279855,4.033987758,3.006067878,3.867445594,2.470134368,2.746648481,3.616683353,2.172083422,3.720290159,3.447490947,3.40710024,3.134918157,0.919745412,1.470802135,1.686457634,2.205727897,1.204612664,0.132031757,1.399104423,1.239845253,1.748797327,1.170135387,1.356728488,1.762054904,1.221046067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.404416547,0.435363825,0.22253417,0.354333873,0.481711217,0.170009188,0.415836017,0.290797722,1.060669901,1.250532306,0.672669507,0.478355418,0.525275132,2.093176775,6.628194131,6.306851375,7.195109867,5.189020592,1.871363827,1.756592215,5.345375066,3.795739382,3.421025212,9.945985568,5.171979969,4.350207321,0.704929277,1.60971899,0.091652113,5.36599357,2.494342187,1.431416183,1.991982553,1.986202023,1.655623218,1.306281702,1.989889661,2.673050349,2.523988379
Chr6-3388212,LOC_Os06g07100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565742295,3.173076172,2.318289226,2.491819733,1.923853107,2.009881736,0.046582975,0.116729843,1.223678969,0.635634207,1.230663515,2.751004196,2.470492846,7.420210579,3.503277782,5.034205268,8.142682331,9.131788449,6.877904005,9.37047049,5.706839638,8.37223421,3.938543076,3.192429188,7.347048596,2.926127387,20.29400569,27.32438516,25.39292577,23.59187412,25.29896349,23.82818281,33.34893499,23.86389479,26.2169596,23.72746004,29.06360968,30.54580616,27.77364179,6.88161763,1.972246269,3.908230244,8.770151827,10.32812055,10.36161075,12.86860889,6.682487973,12.10575473,9.599431329,6.531731551,9.051704371,12.82781228,4.18608978,5.589707623,4.440182499,4.988958322,5.799943593,3.090956983,5.168018576,4.264753019,5.73507944,6.325095289,3.893019038,5.150377282,5.320843545,6.18458139,5.789283092,5.906217939,4.484193347,2.790352526,5.827074591,4.682449468,6.778832979,5.139065798,7.13493218,4.510592686,7.022521358,2.158064693,0.856053353,1.172132079,1.041924876,2.155038808,1.84048605,2.431076935,3.786941294,2.789866282,2.143124758,1.877739926,2.379347328,1.553408755,1.570817582,3.041242854,5.984850743,0.681203772,0.684927843,1.861856205,0.220387714,1.811404102,1.531866005,0.013718747,2.298381633,3.286185604,0.054402727,1.485419415,5.669008947,0.995165344,3.549487512,2.85740204,4.488785581,4.895163441,3.631106327,1.76898795,4.01119293,2.47583668,2.325530055,2.36068415,6.138967086,0,0,0,0,0,0,0,0,0,0,0,0,0,9.609605089,7.690946752,9.251502592,9.294182428,10.22701378,12.64328161,9.978406989,15.04620639,11.01406025,9.422059791,10.41560293,13.01827655,13.116442,1.110069356,0.068120051,0.514246597,0.377378754,0.006266149,0.470040852,0.372130508,0.115139515,0.717374652,0.726399338,0.888113223,0.038653113,1.294238361
Chr6-3388921,LOC_Os06g07100,1.102462499,0.081185347,0.443159149,0.975442512,0.819444472,0.072916857,0.63332345,0.012600776,0.807345,0.303455435,0.521880814,0.165605125,0.459302593,1.039242941,2.028772341,1.550749249,3.443757949,0.170209642,0.629918535,2.238556277,0.374549162,1.19531239,1.296742116,0.759210304,2.379000409,3.289197217,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28172564,10.83827707,8.266316313,8.798460544,9.68890017,14.78991639,12.83457708,11.00636294,10.25351185,12.33202132,10.61009673,8.316105005,12.32525977,5.580463987,0.830275363,5.857422619,0.361642625,1.868687606,6.884665902,3.690760844,4.883016437,5.597214492,2.752417847,1.67778455,4.863838424,1.285788385,0.9749904,0.863955938,0.08509504,0.729517897,0.431125006,1.842138344,0.66108949,2.844887497,5.755553046,2.551789974,2.182037399,0.070358337,1.103475239,0.780422575,0.525017219,1.760166978,3.163491691,0.437560927,2.341188743,2.849420304,1.690345467,0.027457108,1.101189577,3.930510769,5.060606466,1.225747658,10.9072187,13.87786792,11.4138212,14.44787511,13.15177057,6.176258646,12.7691264,15.24177207,9.024822126,14.86723037,8.63104862,12.76659247,11.64023091,1.911963282,1.521708599,1.56690271,2.069035888,3.368681941,4.704524179,0.290432535,1.025578936,0.006369102,1.901379426,1.980806436,1.003769077,0.079936701,2.581839505,4.564046631,8.77097958,3.824794239,0.14023448,4.574842141,1.433698703,4.09995592,3.700163799,0.18312333,0.281962287,0.296716994,1.603147023,6.033489401,4.251497231,4.164844878,4.347574098,6.53774983,3.365344369,3.703688924,3.953910805,6.762354475,4.754777154,4.039034779,4.131426529,2.467290119,0,0,0,0,0,0,0,0,0,0,0,0,0,6.586536924,5.639856684,6.640282945,6.323234042,7.733095272,6.966558812,5.498153576,7.077999815,6.581282196,5.991402534,6.588065396,6.625227924,6.487896899,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-3389087,LOC_Os06g07100,0.786692463,5.979220919,3.152090145,2.149777296,1.112837768,4.133896973,4.751951522,7.492111417,3.829255379,3.995634211,1.175591748,0.340034468,1.007449952,0.102020588,0.660997683,2.892245135,0.667313267,0.948799626,1.019844295,1.135458863,1.269884158,0.909248703,2.186629154,0.617839192,0.357997474,0.136062187,4.888747484,3.390570793,6.890580445,3.919111916,3.931623264,2.555003843,4.49345549,4.83420969,4.094131194,7.210021262,4.896398127,2.757370307,4.396064921,10.936472,5.695477218,5.432843726,0.732712742,8.026126831,14.32072198,4.848503888,10.65721372,9.153076565,9.838131939,12.08169273,11.81165385,8.492617792,9.162488283,14.88825383,7.019609441,9.705106567,12.64910401,4.879562145,10.34213794,9.603917733,13.26192119,7.402072895,7.234858812,14.15395033,15.73260421,0.821649227,4.019340271,0.942276677,1.570345478,0.218711153,0.379256158,1.276282495,1.130328123,0.411940199,0.635944994,0.702955894,1.589392964,2.169046019,0.591394114,3.518851487,1.337671462,2.964881864,3.191234328,2.686175652,3.480848453,2.424052604,2.307235142,1.792998237,3.522461595,2.557607551,3.319479911,3.303672138,11.31738681,13.38807115,8.478110695,12.5940677,13.50317332,10.50639042,8.991822361,10.937661,13.73144271,14.31607273,11.89803608,9.148217034,3.841705292,0.637433137,6.519354536,6.385516987,6.754461746,2.038712395,4.223258452,2.249003387,4.746415722,7.593719575,6.339942053,6.564993613,2.709876163,1.131146715,2.199414501,0.268808495,1.365891215,2.604505348,1.609355023,0.970648632,1.460435384,3.536613583,0.383804507,3.074507273,1.633019279,1.450744084,4.300923878,2.031469713,1.864224486,2.606498983,4.597850566,2.047238942,2.862986561,1.936952809,4.162740691,3.871940119,3.566725626,5.003955621,4.514219601,7.962701848,6.736548018,13.07287348,8.360545214,19.76714782,3.387234237,29.01332041,6.30289231,9.887326823,9.974553823,19.84646447,11.62730908,0.705492151,6.786143578,4.440267749,8.588610999,4.803310414,3.604660407,3.65946437,9.061471813,8.951336416,3.984696971,3.975790572,6.465543693,4.478562193,7.848345224,0.170078056,1.40588256,0.459040093,0.170617395,2.074303555,0.178552291,0.160797468,1.125788239,1.465975557,0.600860045,0.367253447,0.430485237,1.47320114
Chr6-4796189,LOC_Os06g09450,1.906832645,1.66648908,1.130832938,5.013758649,6.407489044,3.425898674,3.989984884,7.584892494,0.829917092,2.005661169,0.664710183,1.369422723,0.394099761,4.342528043,4.490601601,3.703631486,4.223715436,4.771867927,3.015468833,4.530911335,1.018009521,5.342763148,5.487489766,3.556552636,4.597764609,5.895843038,0.354748883,1.250743272,0.830740551,7.472912237,12.26455669,13.85994801,11.91820508,10.97832131,6.71487857,10.74815236,4.852112467,6.715690186,9.943775645,0,0,0,0,0,0,0,0,0,0,0,0,0,2.266166316,0.345636355,1.741171422,0.117589426,1.004130493,1.277891397,0.773292623,1.671778099,0.188261066,1.803224702,1.369074278,0.631446858,3.354365521,2.438194933,0.787116194,2.299865609,0.755906261,0.848365697,3.001464713,1.217171857,1.162872522,2.775529365,1.78334413,2.120439578,0.745978197,2.375747649,0.715350752,1.402583105,5.095514676,1.106305961,5.950038408,1.43119917,5.617108166,4.580458313,3.587580046,3.214199054,0.749769223,0.040083776,0.2581724,3.578055368,4.466156464,0.591465228,4.808477723,5.019765174,0.952728738,2.310281204,3.819514293,4.795608969,6.950670532,7.846773711,3.717342154,5.119705572,3.746893175,1.997694435,4.042528873,6.032747677,5.437009517,4.641584583,5.165791677,7.221387644,4.401423152,4.172635136,2.288423307,0.105591302,4.349389076,2.761829769,2.842829927,3.887295487,4.024536736,3.290490441,3.287422552,2.599913833,3.657701911,3.400681024,3.243041153,2.9256057,3.168623434,4.798071779,6.689681757,7.883121808,12.97041476,14.26605936,10.23783615,7.455206246,10.05591505,10.51049923,11.96548491,12.43457582,8.590761717,9.542410347,2.960208393,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583326315,2.134526921,2.642587037,4.823199356,2.414540158,4.543986891,1.802463007,5.275493977,2.394834342,3.9086349,1.976476382,2.245821225,1.461766903,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-4796669,LOC_Os06g09450,129.123703,75.6390179,39.09903649,201.5204509,149.2075439,145.3582591,197.7568088,127.3001841,189.3665042,244.174992,208.9207442,171.1914215,111.1959654,176.9691075,175.1848959,213.8613535,245.8190696,198.0824407,192.0746288,230.1144233,142.8276979,206.0630228,206.2710113,179.0970128,204.2164788,201.1009908,555.3058389,976.7798475,615.9621713,1136.870021,1143.451929,1362.204498,1072.112409,1064.744082,629.4474494,912.1252544,664.7881181,1097.790776,505.5206794,454.1538088,404.1235368,429.5452639,419.3742899,474.8473751,434.8011368,437.5556719,470.1350658,456.0702325,427.2208171,458.3515272,424.0799595,418.040698,398.4737568,430.5834062,451.5857575,344.447978,418.8601471,419.0199776,426.5623603,420.7165907,467.2046268,371.4965179,437.4794387,504.0023116,422.9018168,351.828439,397.835545,384.8517132,492.1831586,463.1872496,388.0106171,330.8644052,401.3037302,365.0928246,378.571835,408.6861142,440.2697394,408.7367146,1303.570727,1198.976757,1296.625261,1302.934186,1326.4042,1292.483174,1409.620586,1323.296827,1330.916044,1362.202651,1291.811777,1303.829168,1350.771335,1629.295733,1678.655268,1574.000729,1587.337744,1591.748578,1614.01051,1638.269996,1570.710535,1591.064078,1605.230472,1612.713076,1560.059824,1598.682213,1660.966344,2050.145426,1736.085277,2021.789741,1669.186338,2387.569328,2088.892777,2000.418129,1855.466131,1981.333006,2568.341807,2181.074217,2442.833521,1036.981978,1110.1913,1073.157428,1047.418204,1050.258754,1052.168027,1047.635036,1035.173333,1079.594146,1070.672658,1030.558981,1020.907897,1052.10669,1342.72733,1356.024348,1347.288485,1340.977758,1346.039727,1341.987347,1346.449415,1345.623484,1341.359607,1352.087324,1346.066551,1342.50276,1349.237228,977.6370775,272.4602638,790.5766056,873.0131419,834.909876,361.1778425,569.7517751,756.7832309,1215.105061,305.3404528,1371.664658,890.0589695,300.8916347,787.1566674,811.5559606,811.5063882,808.0626745,835.9687602,872.127006,800.4727867,844.3017932,842.2922395,865.4223682,847.0143108,818.7111594,818.4988763,25.79489284,19.09998755,11.87911625,16.84198816,16.86752573,32.48651269,16.33725891,25.78052767,20.94693659,12.54186108,16.1048852,16.89778965,17.39794035
Chr6+5289625,LOC_Os06g10290,24.43156909,24.32374637,22.67718466,22.79082904,24.17694049,23.43767909,25.87007194,23.77914368,24.18774978,25.97721917,24.1590139,24.35106586,24.50922495,17.87831475,14.37858071,19.20022937,12.98037899,20.24596061,30.78368941,6.215689634,23.7258357,13.89217752,21.77022007,22.28523492,30.71232471,18.14698311,5.486154428,6.956695478,20.80093586,4.210138542,7.401857728,7.269891629,7.892289728,14.505991,7.631364517,13.0620556,9.145360478,7.414840416,2.20886254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.840213712,2.116923891,4.264635655,3.549955406,1.900237614,8.960014873,3.511225556,2.035615616,6.630351573,2.108167548,0.579691138,5.664008337,6.357977276,2.440990643,3.43240091,0.753221414,4.533586804,0.345316295,1.333934226,0.381445119,4.300276462,3.426483294,2.013106559,2.025000006,4.08646074,0.961030627,4.586259166,4.30378795,0.494380566,2.24270271,1.501695608,1.039315319,1.38532815,0.988003706,1.805965081,1.639782882,3.252401412,5.375493239,3.160886024,1.540548812,1.013769547,2.477918131,1.093644264,1.283639986,1.344545435,2.618033819,1.566000409,1.400099777,1.436759655,2.38849923,1.075561546,2.221732714,1.230615171,6.908585882,5.314656539,11.20666738,4.750769735,5.237369893,14.42663847,9.863373225,8.396438383,12.01533466,4.640303622,15.98129051,9.958981174,15.24112926,2.726203102,2.128142225,19.48521385,4.315832889,8.606124152,12.73624138,5.78752051,5.759708875,6.031989584,4.220740355,8.538125073,25.09406306,11.0541972,6.016465844,9.768715372,34.22068602,8.466285124,19.98613192,0.26014975,20.84474936,8.707548783,21.91609265,13.69684887,24.87675076,16.92695487
Chr6+5292068,LOC_Os06g10290,4.929676133,4.928334683,5.041137179,5.444411002,4.575038518,5.285946544,4.748989018,4.86122762,5.012997251,4.128250643,4.19594407,5.14793523,5.465853796,7.435435189,7.42427053,7.085228523,7.362564623,0.34384572,13.75966963,1.145483427,15.94258029,5.196273572,0.009436088,10.18839484,3.496873558,10.77078034,0.645505342,0.453084722,1.954981799,1.063744451,0.234301006,0.435581247,3.097032154,0.345957765,1.251747378,1.667442269,0.449173868,0.312176644,2.737191938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270178493,0.757004575,0.454143588,0.31510251,0.028620189,0.07148216,0.040164683,0.2409271,1.100099904,0.269245558,0.834377317,0.529468057,1.17192031,4.696338265,1.169995122,1.789007973,3.439950509,4.541675052,5.145732206,2.183872794,1.97722436,4.041561348,5.351943906,4.609481758,5.726751902,5.186571956,0.181831389,0.885568581,0.813710495,0.990749245,0.563535506,0.618667461,0.097859007,0.868273231,1.344223506,0.575110101,0.437832123,0.706517748,0.046685394,0.351327166,1.486613452,0.959004575,0.370670897,0.133901609,1.129663097,0.535486941,0.557379973,0.650624821,0.352935143,0.414245256,1.403990164,0.35693036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966646966,4.773212228,4.539418464,2.807222558,4.58426125,4.422956297,4.386828444,5.975270877,2.948423091,1.666476757,7.844811455,6.689952844,0.276096986
Chr6+5559021,LOC_Os06g10650,859.9588924,747.9529025,958.5764501,427.4331591,576.4745427,306.5776675,449.3935594,492.121097,329.483021,724.5593425,609.980732,353.1327925,590.4785343,554.9989597,619.0576686,586.8334503,626.0759956,587.448747,486.775763,565.0403541,555.7319951,564.9029074,677.8589243,422.1610629,598.1840635,465.581186,898.2297761,809.9977942,814.0335901,896.249201,822.915057,732.8365731,1017.073793,1004.410574,952.0730611,728.5658695,835.4924919,760.0925088,1047.267103,63.86677737,49.61277372,71.56866046,50.62315763,70.5632205,77.96911737,54.99038763,67.66554319,75.1140263,52.18517886,55.6123377,64.75016323,64.46518106,213.9483698,193.2174404,227.2834157,179.9782849,207.3225758,222.9037441,196.93363,218.9842571,168.3079816,208.4226951,192.3784576,224.4187616,211.0908654,179.2707408,172.666756,153.7067587,149.3067518,147.8091228,126.3971733,109.2785674,142.1166932,137.6612441,151.9227604,172.4702777,148.4511277,110.9224541,75.10086205,73.51292389,70.56379075,72.77172694,69.89568007,71.7521872,72.54910874,73.98279023,71.87347775,69.04076136,72.34305216,68.99425338,72.6361396,27.34839475,34.37783054,34.10526768,28.98778874,31.993987,21.20665939,36.52134318,37.43039882,34.09118815,27.90922352,23.45757764,49.83470307,38.54850784,21.97835516,30.99762577,22.63879473,27.73584385,20.46699506,19.98742945,20.77845872,20.42474382,27.38027125,32.10953184,20.39891075,20.03033418,6.921438338,70.90346081,77.04907089,71.41431588,67.90866087,75.71980508,73.92423766,81.03222374,76.82616769,72.10941574,82.92753334,73.20788656,67.77388545,72.90142346,132.175004,127.4133308,139.6234846,138.626335,134.3054234,112.3704222,142.4800492,135.4210823,120.3020768,139.8485893,133.6357611,157.1223064,130.0513431,25.75302637,26.10967522,13.01552485,21.88635565,7.496998939,10.92694453,28.08236709,14.10275917,4.934727541,14.18348639,3.129341096,8.478392911,3.378186788,120.1495604,105.3956287,111.1041067,114.3001186,105.2809616,113.6092944,119.2008724,114.1149202,115.8954817,128.2924182,107.261623,131.5173862,114.9612758,23.04322508,13.90942905,25.5126377,30.7799257,19.30663016,19.25560529,7.003791392,26.39666429,17.40481858,26.07163466,24.56626845,14.95573173,22.63427137
Chr6+5555748,LOC_Os06g10650,1.346258298,0.829765498,1.583635647,0.94189688,1.665601247,2.535743294,3.284240618,1.179947948,5.138202086,1.07442633,0.187499196,0.395300366,0.777409585,0.268205049,0.32614971,0.56163149,0.077706191,1.158035335,1.948496934,2.930159955,1.182811169,4.611127478,3.060901182,1.167350129,2.564481733,0.876804848,3.886276013,2.803827905,4.488487773,0.622974323,0.793021565,0.514740083,1.166128191,1.305717585,3.799489412,0.51794134,1.861880194,0.872889559,0.466353831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781332777,0.956225749,0.89921385,0.171828524,1.924788621,0.386148522,0.637946788,0.11642842,0.791053587,1.110730131,0.223928777,0.072048025,0.626059319,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607988983,0.455088168,1.106910023,0.175432947,0.789954388,0.53273514,0.155017711,0.738984226,0.021574738,0.777548537,1.154484844,0.360351356,0.454681487,0,0,0,0,0,0,0,0,0,0,0,0,0,4.117273725,2.66455385,8.281811319,0.31522229,0.351152113,1.471642012,2.82788984,7.43340645,2.235693024,2.341250659,3.336862917,1.951156114,2.619212157,1.523858466,0.812336192,1.405096276,0.34328917,0.704180378,1.103437181,1.444748664,1.73048321,1.210783003,1.694970667,1.088957487,1.615594546,1.489585688,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+5557118,LOC_Os06g10650,5.680799815,4.910925744,13.93916762,9.573287857,21.83861262,7.735547381,4.535497592,10.08729992,1.029118958,12.07555217,5.929455277,2.817833388,5.525712566,9.71350804,4.31046792,16.14942942,9.635987228,1.245524137,3.500174525,8.943920983,9.007502944,12.90773029,5.080250896,6.190791445,7.57084597,0.088632089,24.60215247,28.73052041,22.56489837,25.29664025,31.59579546,26.06545476,23.53718819,26.55826723,26.17897426,37.73806265,26.33449203,17.50801134,28.96615541,1,1,1,1,1,1,1,1,1,1,1,1,1,1.412363695,1.100196689,0.076786288,0.240898607,5.21543515,3.204145794,1.34263381,3.906192992,0.670806951,1.452964965,3.281634886,3.767185983,1.289764508,0.124969228,1.214574294,0.631777095,1.473199741,0.747352195,0.86175216,0.231900569,0.849491495,1.969478809,0.409636437,1.022613897,0.363186224,0.439895448,1.349598471,1.246692059,2.252080456,2.576196274,1.895952657,0.672902415,1.555323272,0.532411465,5.352171444,3.48944711,2.545266978,3.27899177,0.124551203,3.988700397,5.514239788,4.691612653,0.679211989,6.742797521,4.564509081,4.315557094,8.883750111,10.00221748,0.787143263,5.627581903,5.475357099,2.820104818,1.5719703,0.684272771,1.411390678,1.83207192,1.241957776,3.315666866,0.559915357,0.677720204,0.423788914,0.880882989,0.478489876,0.706926293,1.462452408,5.909636674,3.405331006,4.611271704,3.432905288,1.534660006,0.781165675,5.22502698,1.033167709,7.93053223,3.592256303,3.064397329,4.182578036,1.497603911,0.12268935,1.089145742,1.877891116,4.348532547,0.8596978,1.910603072,4.241752094,2.812835394,2.485753288,2.306010649,2.76800775,0.296735733,3.595876214,0,0,0,0,0,0,0,0,0,0,0,0,0,6.736456486,14.66635486,8.039447147,9.530859386,8.225352687,9.412129487,9.163463447,5.174150806,8.013416891,9.925437484,4.008922963,9.642079277,9.945382891,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+5556840,LOC_Os06g10650,2.93068171,1.874038237,4.326457336,2.295843367,2.982270346,4.405341708,3.456833333,3.825096792,2.03728922,3.320988315,3.696394553,3.485542089,2.448606161,3.90473308,5.642267278,5.462725153,4.963587267,5.812865062,0.182406094,5.064751916,4.125750133,3.697327096,0.194967913,6.461868089,1.215976137,0.568120564,2.658032979,6.29383619,4.332305984,2.609919197,7.917539566,0.771782366,1.100239459,2.887389098,1.478412095,3.091385445,6.530623943,3.443397921,4.639685478,0.429406044,3.370273958,2.46232292,1.351528212,1.161468722,0.737665654,0.313522822,0.379701433,3.684926566,1.748530456,0.356541234,0.587706331,5.288750613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154109569,2.079338711,0.421132524,1.740049182,1.099195188,3.000619075,0.196294132,0.444120451,1.014789355,1.736378246,1.305051489,0.252683752,1.046778938,0.153185178,2.314581403,1.632351702,0.42708047,1.38136333,1.05599267,0.976325465,0.163805363,1.270132279,0.106106317,0.267194207,1.144867966,0.784081476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607513345,0.900960509,5.217104221,1.017344726,2.947142659,0.547070051,3.187299608,3.547406492,0.27696413,0.393835503,2.577098715,3.127535401,0.496093699,1.092725594,0.089103942,2.605939328,1.102413202,0.751801056,0.680323439,0.962405607,3.036974908,1.943684695,0.52709958,1.358700369,2.015752987,1.044265125,65.06160339,71.71915688,44.97460481,15.88834384,162.4957394,108.7266726,107.8041511,116.6231516,57.49110467,83.16580011,12.46634378,83.50042766,99.57800098,6.895170924,5.671034789,4.634519964,5.435034867,1.936709706,4.200424463,4.812595735,3.178702645,4.528259946,6.316954197,5.952585243,4.854782729,3.001182656,0.624275034,0.372266871,0.45180141,0.069370979,0.798706253,1.102294138,0.209716924,1.126663297,0.044321292,1.084228595,0.941938685,0.576197668,0.107639118
Chr6+5557262,LOC_Os06g10650,3.892631807,24.13249973,1.146745808,6.218632696,17.11321511,34.09800969,2.567455712,3.487975965,20.14034987,18.67111648,13.72971309,25.72482058,10.47392044,1.441688687,15.38334296,4.608237261,5.725577649,2.853725821,3.148406464,0.770357545,7.031413283,2.789603628,3.418183836,5.330380599,0.585961841,6.25460278,42.71669076,52.35560426,65.97604629,51.83103344,42.21215059,61.74736226,43.51162622,47.32168688,45.62335245,41.92078917,54.16120008,60.70870084,27.34429371,4.162018141,0.968484694,4.010426414,2.887028894,2.93248348,1.552694246,0.210647351,0.98523353,1.523536941,0.047219412,0.164498968,2.681756185,0.051852485,4.936787701,4.452510461,4.643425735,2.442605383,5.460332942,4.118039634,4.046571888,1.60944664,3.763729077,3.535007418,5.436672287,4.085005266,2.766333932,5.247247839,5.470519487,1.160133902,1.563758392,1.870369953,1.938926124,2.317095178,4.586116397,3.350754952,1.074588021,2.302829428,2.560909144,4.017737217,1.742461524,1.828248588,0.690552367,3.116551591,4.974244304,3.985827584,5.50048286,4.672228941,0.921604109,2.558298857,4.60498673,2.343978289,1.700851713,6.96149469,7.167087334,4.026218756,3.49681651,3.289840069,3.56982293,4.008037889,3.383384269,1.09976081,5.671100723,5.666347724,3.622769006,4.256336573,1.93562941,5.434617067,4.533911298,1.614262518,0.746424097,1.259478954,4.249203692,1.893562663,0.871090722,2.014567047,0.31885499,3.694171582,1.734715485,4.21961459,12.55891749,2.221714436,8.176735107,5.340157943,4.068202263,1.217453199,6.752177092,0.639363915,6.008807693,5.655826528,10.2838955,4.263417036,1.338643241,2.370864496,3.347960128,3.907208793,4.940326369,2.864942306,2.331120286,3.107029613,2.000901426,1.600766761,5.286273329,4.896313797,3.810636801,0,0,0,0,0,0,0,0,0,0,0,0,0,3.536745207,8.359523737,4.563575276,1.423359859,2.569447033,2.412313075,8.273998389,7.2704947,4.934940884,2.355390052,6.102847072,4.120609567,5.705702092,0.298765255,0.057584557,0.950434937,0.738176547,0.527565087,1.182143031,1.791231801,0.471858711,0.228589547,0.527411466,1.467589314,0.714766141,0.359546567
