chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,husk1,husk2,husk3,husk4,husk5,husk6,anther1,anther2,anther3,anther4,anther5,anther6,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6
Chr1+14797227,LOC_Os01g26120,4.757855035,11.30175865,8.048699949,1.983418807,3.009424557,0.485354637,9.477135003,34.71803866,15.03436943,12.37109722,40.59646426,8.813822895,84.54103477,28.64004256,78.57220721,32.8343245,27.3012879,51.68449829,77.19337944,72.02538716,73.13177477,65.8507353,70.14625469,77.21600884,326.0863642,249.0864493,292.4256339,316.2123208,325.0484187,303.7997364,130.4105867,130.9935425,125.3121069,131.8715825,133.769684,127.6988714,171.1420364,200.6058875,171.269846,119.9228643,203.8069713,185.6703406,22.13804167,15.0039959,15.7896347,26.18223086,18.89348002,10.89135258,9.657123592,14.25062166,11.97568793,12.54713226,13.6292304,11.67396293,19.4153745,15.38806487,25.09280195,12.50784467,37.11281917,21.74413538,16.0316091,12.3634324,6.642745589,7.353117659,8.736229676,22.14258599,17.30663784,48.53661379,33.78436796,10.07204751,11.00948316,3.105026969,28.46736355,27.86142178,23.53735077,21.36932018,27.30586673,34.71293053,5.184036609,5.91012662,5.263713934,4.95914353,6.600814816,4.68511095
Chr1+14797032,LOC_Os01g26120,13.18639454,9.230064345,5.827443536,10.08477161,5.092802813,2.511775091,13.89281651,13.42515302,20.84723462,5.870221021,15.22517365,15.48791806,12.57096439,35.44995637,16.94794534,20.56943823,29.49853174,16.12355539,15.04258623,35.43858102,19.76968599,28.1154406,28.7503226,32.03896983,53.45286542,80.40392237,47.62624831,81.64702501,59.38646276,85.83043855,36.41904632,36.76666345,36.74842393,35.85538326,36.68284391,36.15146532,67.2090397,65.76843476,69.26540705,80.13879174,76.66487203,71.72171002,6.803496614,6.68240642,6.727592589,8.032112412,6.988557053,7.533413199,4.34224806,3.767171621,2.633499352,5.103820105,3.182784781,3.462302973,6.488553248,7.629234712,8.459028814,8.337093203,3.616541685,7.73762676,5.694926218,4.11010941,1.468373683,5.407224129,6.347870257,4.268611263,82.16537357,42.15551605,17.0419738,16.01746665,15.07857322,10.02415248,8.627752529,4.945605282,10.63486621,5.933684733,5.793296658,7.861757977,0.920481377,4.988713849,3.360806048,4.790164364,7.635445321,5.216766736
Chr1+16056254,LOC_Os01g28680,18.24035466,26.41310853,27.90283157,16.37914538,13.63044496,10.19807033,12.2606624,25.4731392,23.97403916,16.86157503,13.71354284,25.80802765,33.97102162,16.39783435,2.453678098,25.77616809,3.294477805,38.86350561,78.56473843,124.1097999,105.6957615,108.924911,119.2333861,107.5155223,277.3812919,274.8840963,248.3166714,264.8347175,271.5081397,314.6206804,406.7462335,611.58216,418.6675875,389.2586142,599.2730419,504.7999889,160.1431655,163.6540918,168.7492999,135.8783374,177.7526779,149.0217386,148.8281818,173.8948045,133.7100122,178.0048164,186.869627,187.3933462,298.6827072,330.9336616,321.672328,332.5098032,324.2208474,309.0343342,122.5292793,132.0354051,128.7371739,136.642027,124.7622239,125.1269355,37.64656115,36.00566083,36.07411309,37.95690058,43.24756411,37.17063708,13.45778338,45.2743013,15.3592854,76.95366283,1.972893573,83.03073298,12.536358,9.358034916,9.376297464,15.66550122,7.318438825,15.05652321,15.63523968,15.91606778,15.7435093,17.00932644,16.51862672,15.02590391
Chr1+16056051,LOC_Os01g28680,0.99509323,3.025530616,1.342991756,1.812907311,4.31390613,6.333646196,3.953257885,1.774375776,4.924689798,2.991585983,3.360162684,1.437946521,0.135327619,0.412784961,0.006607733,0.770085482,0.356017231,0.302048169,2.056662644,2.257354355,2.368235691,1.296143479,2.172563043,1.010990045,4.624174709,8.282175444,4.421673731,3.235064247,9.628203272,3.446108949,4.870034299,11.65144276,1.817858265,8.357664863,14.9348951,8.220742345,6.364345513,6.688494333,7.086920115,6.323819979,3.149859473,4.654380082,4.30140227,4.530998041,4.531767939,4.609750188,5.148866423,4.418110288,6.29972889,7.824224001,6.964711102,5.927419621,5.296546623,3.120145783,1.259904855,3.843199875,1.039051276,2.661107559,4.844758865,3.516317284,0.17702272,2.610715677,0.962996728,0.768401272,1.214200823,0.626795243,1.478775341,1.609921743,1.397786942,1.149198659,1.469927893,2.389341811,0.779158516,0.731046881,2.632444753,1.167286152,0.564542412,0.892962657,1.447340628,4.175838936,2.331818608,0.006720098,3.929260231,3.913579895
Chr1+16047519,LOC_Os01g28680,0.600390338,0.242320599,0.442198215,0.236222885,0.27952858,0.534105639,0,0,0,0,0,0,0,0,0,0,0,0,4.494746315,5.213232715,5.147309407,3.94274054,5.11872224,4.762432732,4.602839979,4.269709227,7.790375382,5.616672723,9.578655166,5.241022744,2.847387046,2.150888707,1.710179801,2.043244735,1.197867327,2.940783736,1.141695582,0.343557496,0.047268189,0.306741506,0.288383293,0.896510454,0.523566594,0.250880304,0.100023618,0.547892197,0.015028721,1.54231172,0,0,0,0,0,0,0,0,0,0,0,0,0.629833696,0.105435358,1.317977916,0.293246413,0.465191877,0.239082426,0.354323575,0.585428397,1.217196156,0.922909912,2.622928766,1.416727765,0.730632033,0.003000458,0.468503434,1.430014629,0.347526488,0.847856094,0,0,0,0,0,0
Chr1+16051023,LOC_Os01g28680,0,0,0,0,0,0,0,0,0,0,0,0,2.065734923,0.962669063,1.821088485,1.879597133,4.292621209,2.465769678,0,0,0,0,0,0,2.898273493,1.434296431,0.02033244,3.746410647,1.245882845,1.786439322,1.237778293,1.672214458,0.650153033,2.104882611,1.147817286,1.577071853,0,0,0,0,0,0,0.531907606,0.815780646,1.559555254,1.912355107,0.749984959,2.593334415,5.229888247,7.013409269,6.473605117,4.540422204,9.352235174,6.269273951,0.929569921,0.966261183,0.787942466,1.771003113,1.190041376,0.205656293,1.009329397,0.6621035,0.877336853,0.725093899,0.580229531,0.892331224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1+16053083,LOC_Os01g28680,0,0,0,0,0,0,0,0,0,0,0,0,1.736199653,0.362094037,0.361702684,1.995230788,0.5701655,0.143029348,1.434838271,2.361911203,1.088132691,0.38077003,0.555199833,1.37336023,0.551513935,2.117892898,2.174044192,4.928940506,3.172617284,0.142450223,6.478377789,6.485380397,5.684537541,5.026369582,5.554078408,3.318399116,0.643993517,0.383651608,1.107737437,0.030394916,0.15992178,1.334791148,0.043557128,0.382319433,2.508766195,0.794144962,0.264658942,2.673815402,3.888026221,5.157477279,4.774051407,3.488367186,4.079326063,4.130350483,3.980179579,6.217174121,0.787231869,0.981518382,4.247998321,1.053317307,0,0,0,0,0,0,8.030685014,0.471822112,3.034724104,3.722370533,1.479130744,3.507975939,0,0,0,0,0,0,0,0,0,0,0,0
Chr1-16347334,LOC_Os01g29180,8.913455752,8.972099565,9.573278119,7.759146515,9.184903694,9.673645824,12.10697957,16.70040083,17.55954824,15.42157891,11.59683258,19.21468155,11.89823008,13.40274806,10.34579656,23.74659441,18.21245284,19.89723534,4.0041163,13.41379754,19.37324484,2.710670997,9.522213906,13.75833561,0,0,0,0,0,0,0.082800775,0.373864808,0.895611598,0.188320952,0.456979099,1.423419557,3.453411723,2.375764389,1.622943785,2.485114372,4.227066887,0.430580718,6.251025648,6.599286425,6.769225139,7.205874409,6.43277218,6.68190999,2.611967678,4.090968995,5.415339956,1.284621587,5.716583049,4.495634702,8.716346521,14.14722397,10.12630249,9.076373708,6.886697104,11.29765841,11.97663959,7.242870038,25.03544592,16.04847733,17.0415805,24.38514572,0,0,0,0,0,0,20.31194999,17.23823325,20.46715037,21.47782275,21.5858232,19.55169065,15.9476703,11.66946444,13.90933946,14.58576102,14.94159636,13.60291117
Chr1-16347485,LOC_Os01g29180,1.33423717,0.677949677,0.17632407,0.679530301,1.995590833,0.300644203,0,0,0,0,0,0,7.161939059,9.584136356,41.44789396,15.86674937,1.146687116,3.12516574,0.352708254,1.311251788,0.256806985,1.272436545,1.515878494,1.168087508,0,0,0,0,0,0,0,0,0,0,0,0,0.228326401,0.26152242,0.283839238,0.916029887,0.462949015,0.767105359,1.663445978,1.273751593,1.528818858,0.158754132,0.250241609,0.388754901,0,0,0,0,0,0,7.107949189,0.726594478,0.48101193,1.390001047,2.484833616,1.377647874,0.698528722,1.182689282,0.686994893,0.161479177,1.653656503,0.571793534,0,0,0,0,0,0,1.003829487,0.517557651,1.699520658,1.541522378,1.469669498,1.204990142,2.761572053,2.68253776,3.510902378,4.711148349,3.046071888,1.552102631
Chr1-16348223,LOC_Os01g29180,13.56662431,6.008239675,0.951310547,10.92820642,75.02248494,58.12246108,47.8298205,32.27833488,37.58419484,53.56862332,29.95929714,39.03964074,21.03596274,19.77782721,5.876517783,30.66252668,12.21092245,18.5231278,4.510934912,4.337354627,5.092954713,4.476138929,5.029211955,4.20194844,0,0,0,0,0,0,1.779230025,0.538088924,1.43457557,1.697254756,0.887599569,1.896648511,2.396525308,1.259550565,0.482306991,3.780315776,0.653288133,4.683521905,3.168195917,1.77574498,0.067836571,1.885260023,4.251099061,0.648786745,1.55766112,0.974344638,1.323507045,1.941657294,2.032124063,1.089877489,5.528094016,2.635059588,2.891826388,7.087850948,3.208564872,4.017081952,8.583586608,10.35240278,6.527820363,9.035977254,8.993694719,9.37494056,7.143675488,12.3282623,12.67381331,0.449241194,10.34624675,8.014781106,12.54653982,11.37062572,16.06022846,8.934724759,10.06443898,9.630848959,23.84059977,24.05691206,29.80019,27.07018005,26.49741607,22.54323675
Chr1-16346853,LOC_Os01g29180,0.502172357,0.224725767,0.533891892,0.823071955,0.068924639,1.45673306,0,0,0,0,0,0,1.066968963,4.876201584,5.666807852,3.572364026,4.288034676,1.252112612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042729699,0.224898938,0.956682826,0.482327132,0.134614331,0.0624586,0,0,0,0,0,0,4.232903335,5.093919291,3.809773042,4.556046654,3.869220645,4.4253199,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.743642464,5.80019424,5.723295729,4.526365223,6.103374514,4.085188305
Chr1-16347644,LOC_Os01g29180,0.687445714,1.320945202,1.564881055,1.197513177,1.811213735,1.112365256,0,0,0,0,0,0,1.579574107,4.199310309,4.66795622,3.978772006,5.579559386,2.841483657,1.886430218,1.058345357,0.288164471,0.631899436,2.181067464,0.544450217,0,0,0,0,0,0,0.606955434,0.001853928,0.571363569,0.593749592,0.127493581,0.373847243,0.976399672,0.763222555,1.241276304,1.197563021,0.381018275,1.027431549,4.209245647,0.535289718,4.356876386,2.350405507,2.848574728,5.72912901,0.423367114,0.254735467,0.313863901,0.991263594,0.261255427,1.017236675,1.217519721,1.675739542,1.791234758,2.509501582,1.884415191,2.1060223,0.571533463,0.988469442,1.807776317,0.404349847,2.515621344,0.402568147,0,0,0,0,0,0,2.986629061,2.713572064,1.684506234,4.158777178,1.71486845,2.082995631,0.261682672,3.985577245,2.471483196,3.282231183,1.550975177,2.955811248
Chr1-16347169,LOC_Os01g29180,1.937107921,1.319717805,3.525755595,4.90510027,2.928535669,0.43939507,5.855079851,1.653012442,8.319409625,1.588901682,2.641530574,1.426378541,22.84989897,10.36650452,12.76458104,14.16601584,14.49619521,14.29676412,7.415492121,4.077304054,5.764594261,2.904537571,7.269225415,7.642329814,0,0,0,0,0,0,0.110299875,1.987822624,0.153532473,1.04751855,0.267239108,0.974405013,2.514870587,2.570577825,1.164986336,1.502991729,4.655116455,0.294000232,3.308255975,7.328273594,6.154045287,0.996741481,0.166440029,2.036186854,0.180097485,1.864733527,1.607183428,0.113651599,0.102894552,1.900403121,4.380028748,6.362107874,5.206632979,3.177316366,8.195042409,7.133116563,6.614160847,6.508727102,6.563089776,5.559857972,7.293625198,6.216190344,0.685785412,0.028883831,1.097888195,0.010858971,1.484381909,0.922397126,12.08060711,9.001560492,18.87691844,15.77366356,3.122344741,11.46823288,5.090398044,5.184762262,6.28403219,5.515683184,5.487276036,5.029588837
Chr1-16348507,LOC_Os01g29180,1.090431989,1.20695947,0.715266914,0.788302468,0.386173157,0.108625098,1.094545893,5.769171911,2.820522985,7.824437439,3.660516495,4.671021341,1.469511001,10.39642295,6.947509974,4.840940932,1.411160745,1.692372777,4.417147706,2.823168988,1.506765518,4.084940263,4.197481109,7.004818197,0,0,0,0,0,0,0,0,0,0,0,0,0.797726084,0.790265492,1.042687451,0.213607482,0.257051326,0.178197174,2.299839879,0.656450344,0.4632197,0.235294889,1.324397246,1.717356857,2.11135538,4.698912852,6.678851113,1.344857595,5.074549824,2.762556551,0.657719931,0.822787575,0.392484055,0.813064274,0.498667222,0.979671566,2.554498966,1.417847794,3.879538214,2.193904835,1.671885046,1.529051767,0,0,0,0,0,0,4.411259259,5.302435021,3.987662871,4.250000964,4.291150981,5.387685419,2.587296995,1.238943352,2.32507561,0.542244175,1.781725735,0.289218493
Chr1-16347013,LOC_Os01g29180,12.93559469,14.68389928,2.008938306,9.888437449,10.15563241,0.040133607,3.309566711,7.765463141,4.802194748,0.148979276,0.27596304,5.866760118,10.3045668,11.02420784,12.17875517,6.893371342,12.28108861,10.86013545,5.291804215,2.597802802,1.774205751,4.132288063,2.654871933,4.142534748,0,0,0,0,0,0,3.40288597,1.092889646,2.508777911,1.495980364,2.320872463,3.16111167,0.251527461,0.398094475,0.653241586,0.87512039,0.991385174,0.161188641,2.008532647,3.850041503,2.889292182,4.142955034,0.435670031,4.245474889,1,1,1,1,1,1,1.233649647,1.235811018,12.17010709,11.2824074,11.15176719,5.130141724,2.84405905,1.960825599,2.53004553,2.45543059,2.039771304,2.563705974,0,0,0,0,0,0,11.53600821,18.629046,15.29894578,10.27674589,14.98585055,20.22827973,10.95089522,10.44723855,10.56550821,10.00142549,10.61922031,10.7928008
Chr1-16348650,LOC_Os01g29180,0,0,0,0,0,0,0,0,0,0,0,0,0.793424429,0.539064542,0.484646588,1.813316121,2.339616847,2.682469566,1,1,1,1,1,1,0,0,0,0,0,0,0.003250723,0.234974643,0.386682261,0.481261451,0.339807895,0.382464851,0.023567037,0.410095473,0.152066408,0.050964722,0.511668103,0.68913169,1.207973222,0.705032876,1.48081077,0.807498365,1.6485636,0.424392386,0,0,0,0,0,0,1.146041177,1.726131107,2.238102602,1.113305785,0.627508383,0.128340336,1.80082186,0.752687677,2.277389695,1.896545089,1.689914095,3.387382077,0,0,0,0,0,0,2.95063963,1.229808988,0.895516154,0.432372882,2.99323819,4.08510297,0,0,0,0,0,0
Chr1+17157471,LOC_Os01g31360,17.79049591,22.61315775,14.68276092,17.88328524,29.80950033,17.98804506,22.96367491,17.98796739,14.17486982,20.18720417,17.97502313,29.83755695,5.352940479,0.901077592,0.860870654,3.384412291,2.32636747,5.089027899,5.303215804,0.465445722,4.126061318,6.646600641,10.1680872,0.783708034,23.42072276,19.97560944,37.48986193,24.73693334,9.936162026,22.30058353,26.62762468,25.39572699,28.57661332,29.00293218,33.92747726,25.73496296,7.657437578,8.389960358,13.76414182,6.902698924,10.73592233,13.05781646,8.471031158,7.945330073,3.452397184,1.036056134,8.796387113,2.69751361,2.416360666,5.650874595,5.04084773,5.897791899,3.691913636,2.302304711,8.937371401,15.43344404,13.02670271,7.239334159,9.610684723,5.232675943,1.492563679,1.821138842,5.066787105,6.524842602,5.395968593,0.023017343,0,0,0,0,0,0,3.664853945,4.447470779,3.399816633,3.425105535,3.841143276,2.808794904,25.64511218,31.42800071,20.72230028,21.59493894,17.43613582,20.91001791
Chr1+17157829,LOC_Os01g31360,224.3707544,205.2125983,212.4835828,220.2451312,227.1731526,204.8997617,206.3312699,189.99745,252.5819756,352.9028429,304.6273059,250.868968,107.9182702,105.8311939,116.4640527,126.5115661,126.5469279,127.1870343,327.4304549,319.9672305,327.8451039,314.2256635,332.3091685,322.1439998,813.9264912,743.1981677,757.9017224,760.5557015,740.9230396,810.2320821,542.4744056,462.9302526,638.8853545,607.7199467,596.9073708,584.7507643,281.0770291,250.8554899,221.2586677,276.2463035,287.6751166,275.7947799,155.068001,163.618635,114.0388185,118.8153389,140.5006001,149.3513134,171.659435,120.0306235,162.0573262,141.4576834,135.6668609,122.6243285,274.0433978,293.5265991,271.842082,283.0129082,318.315103,281.9930274,121.3159499,131.6838004,161.7905592,133.9682533,124.1314036,162.4577186,71.20340718,84.17657675,126.963723,159.3416695,35.07113658,166.7031139,126.5567792,172.7927848,196.7209177,178.7615871,130.96357,171.0750164,330.3540023,345.2257495,463.5120502,367.4824694,333.1417123,348.6899457
Chr1+17564941,LOC_Os01g32080,147.9635615,151.9494295,134.9864791,89.58363669,109.4564269,164.914544,244.3699998,197.8097427,244.223683,204.6558469,210.3490034,199.7398961,56.13148544,68.27904203,73.23638392,83.6956512,66.66069815,62.05429257,258.7223843,238.2304759,254.6887776,291.9650805,248.1238121,241.5789485,300.7303137,346.8353633,299.0535686,311.1558698,290.385981,322.7719702,312.0089524,314.5249756,308.1565138,319.0414813,322.3719488,307.2062604,384.0883546,385.5103731,380.2344613,389.5637685,383.338947,378.5303026,220.3205475,182.7356316,227.0223143,200.9629571,192.4466594,220.2225301,174.5684819,250.8857746,236.0292947,183.4476024,209.8023206,230.693617,185.7862689,156.5726861,174.0283307,183.2383278,187.8367119,190.7105283,48.03264171,49.83169055,37.74226937,50.4098885,34.25006767,50.36413793,82.32803586,35.32628169,12.39972903,129.2336687,28.40269268,180.5506667,95.08759323,92.51414335,95.30657836,97.31210756,94.46077023,94.59505284,110.6955975,82.13660335,88.37096229,92.0485087,95.40329504,82.07754642
Chr1+17564699,LOC_Os01g32080,0.090727426,1.650094381,0.458856433,0.487734677,2.323984467,4.062063689,0,0,0,0,0,0,4.604882663,1.208218106,15.70400277,2.386540682,0.787559443,11.66607442,1.066406469,0.683806597,1.136103514,0.01984209,1.163205561,0.320081216,0.069577735,0.641918994,0.975332212,0.135769925,0.876594074,0.427533605,0.560350102,0.503848977,0.522756265,0.46425673,0.178497259,0.426344615,0.2463617,0.166449305,0.224384591,0.051304164,0.317395267,0.732882733,0.753882225,1.962932111,0.730228986,0.544097456,0.063205502,2.938232705,0.529264929,0.776866888,0.62467818,0.786510307,0.435385276,0.150173924,0.167614106,0.052213172,0.062747103,1.06930683,0.176998833,0.166510525,0.748687049,0.81482865,0.205896762,0.240052895,0.398677465,0.014725699,0,0,0,0,0,0,4.717873892,2.803107297,0.406163525,0.357066345,0.140942381,2.305939035,2.19609971,8.039939879,2.363011794,1.537264338,3.278282367,1.91376595
Chr1+17794513,LOC_Os01g32439,28.89699475,3.575452848,25.40925515,32.18456487,44.9979881,9.771422092,11.01034202,9.211879882,11.55932826,0.661698003,9.284262576,16.84928651,16.8654672,16.37795143,17.02243642,16.41385557,18.4103126,17.93909663,19.32644076,29.27036363,26.32193336,24.7172171,26.32630372,19.47374108,21.11577523,22.11298123,22.71365598,21.86118353,22.90346614,24.44836285,15.42803512,19.74367767,24.14304339,20.96057124,27.56298997,22.99030961,19.39251646,22.25622294,14.07068983,17.10529544,17.88596949,19.17925612,1.320327869,1.815341242,1.778664917,1.241892367,1.023807941,1.92849429,16.37312536,15.48572225,14.40724764,18.80672988,17.20999156,18.36582573,9.502881572,4.08711657,4.729516529,5.331277369,2.039762659,5.082519155,12.13264985,11.56158321,5.03659832,10.19901366,6.431273269,8.004170598,2.277672559,0.070906181,0.376041239,0.165123175,2.450489133,1.349296404,6.133806353,5.816583645,3.651441821,3.314068278,7.50406592,4.959278702,12.60283359,7.182582034,14.82505182,6.503572364,6.563074433,13.60363484
Chr1+17793157,LOC_Os01g32439,3.195736352,11.55516057,12.88606303,2.624187037,12.15608603,6.157694904,4.393706576,4.179447218,0.080249628,1.971099888,1.37161748,1.835302179,0.552361712,0.823593719,4.670488266,0.233845216,1.968700516,3.791199231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9
Chr1+17794584,LOC_Os01g32439,2.100792056,0.724310378,5.223625852,3.559791915,5.975131215,2.164460819,0,0,0,0,0,0,1.060120911,0.23393792,0.011201756,0.111888727,2.426696685,1.483346795,2.098904112,6.113568997,8.671244327,15.22583655,12.31429009,14.69089094,4.201077986,6.285648067,5.299195059,4.934254217,5.147912833,1.806901412,4.186429787,2.84128733,4.196545687,6.489578495,2.860486407,1.323748714,2.08971269,3.07133872,1.24037352,3.403282584,1.644087038,1.892322963,0,0,0,0,0,0,3.186488814,5.642253687,4.665807815,3.286966458,3.693734907,3.54865643,0.302446975,1.29182179,0.014827979,1.297235048,0.752521144,0.643291122,1.91853484,0.679323402,2.287754436,0.194316104,0.714696197,1.027074542,0,0,0,0,0,0,0.419572151,1.919990865,1.542612814,1.853170783,2.623405279,0.679589688,0.808189586,0.715629736,1.09294147,0.301875696,1.558578583,0.914019679
Chr1-18459991,LOC_Os01g33540,7.652873821,0.532157588,8.125787897,26.81790916,13.05661601,10.34344524,5.227463548,6.408388376,6.652238068,4.672006021,3.705450994,6.006378088,12.33163026,10.30191532,7.042041821,12.92726311,10.92125867,11.45812908,11.08942733,11.93432181,10.83842239,11.94553839,12.41993789,12.17808467,4.348177789,7.629225641,8.870296063,5.37017297,5.0741196,5.203907855,7.450965645,3.92712477,3.436881546,5.79235375,3.704155489,7.781451387,7.066405446,7.426328674,7.162864676,8.378760399,8.554915809,7.845302913,9.537127112,10.20725157,6.428101658,6.281421533,7.398866336,6.96374799,11.74275889,12.90231685,9.914129011,8.898060737,8.621211829,6.606093594,17.67723636,17.62601162,18.23531122,18.37161299,17.06173459,18.26321386,40.41171015,32.51345614,35.18013069,31.91703231,36.40254956,28.3961697,63.98901371,67.54715569,93.65390764,80.03859004,71.64785429,95.6107717,20.55346365,18.81961307,18.73269691,20.99900291,28.1390836,24.86616673,8.395457332,8.811534705,9.08624781,9.534377735,8.362780971,8.486820255
Chr1-18459207,LOC_Os01g33540,1.1231165,3.666931038,2.813215358,1.258059797,2.422194941,1.408187156,2.561997526,1.654614738,0.48626513,0.452017038,1.793789047,0.200960869,0.82694779,0.062904978,9.308260967,6.490467275,1.874947205,7.760811049,1.58133841,0.351160853,0.207761845,0.666343989,0.954433857,0.377282625,1.995255246,0.91406441,0.474697649,0.823499549,1.172916432,1.874780319,0.444230783,1.481459124,1.244946751,0.841917966,1.881009627,1.353035522,1.150301907,0.064220833,2.995643894,0.032253999,0.44032614,0.674802948,0.260309398,0.378385058,1.094079834,0.07562251,1.282365387,0.535414855,2.50889062,0.170494869,0.684982853,1.242066487,0.91583186,0.650870334,2,2,2,2,2,2,0.185324246,0.198196638,0.952474584,1.611060881,0.666010926,0.085376707,3.579762056,11.56552925,8.402372255,13.88850447,22.95998844,22.81704651,1.431270235,0.606551032,1.315824318,3.267019792,1.035544189,2.342301349,1,1,1,1,1,1
Chr1-18459308,LOC_Os01g33540,28.48398765,16.57370653,38.2021459,26.4232479,44.28257147,46.29621403,41.89694536,34.94653511,36.3213391,33.71365454,35.60135104,32.09452483,43.86909715,39.39017157,41.72758157,41.18247852,41.88229484,44.66909157,15.72778506,14.90135214,14.81877639,17.41074735,16.6421424,19.75574216,15.4838102,16.29024037,17.96095864,17.06431829,16.70934502,16.73258238,14.72569229,13.47036182,12.82083628,12.72927497,17.9025511,13.72598443,17.77278273,18.43514762,15.49199649,22.69479696,20.60669418,20.49803462,8.568350351,10.78242278,7.336982822,9.291350174,11.12754116,12.39485206,13.1455762,13.13221718,14.57864164,12.12826018,13.01151965,13.58572967,24.01989006,25.01030593,15.31846468,15.22034167,9.913952206,18.31882093,33.45289684,31.90564579,27.03935369,36.47250993,44.01010867,29.20276842,13.7579769,40.72263607,15.92615583,26.95086605,53.13345439,49.98362975,22.10732713,16.45564437,26.49532428,30.29307158,21.22133434,17.06094778,45.71837835,41.9144381,47.66729255,51.60629269,44.73399604,40.88851575
Chr1+18772021,LOC_Os01g34080,3.336651153,4.143355065,8.498079293,0.099635914,1.259797563,14.33810398,3.906915653,0.692186338,0.228523865,1.31196254,1.120378163,2.821339781,3.135401932,6.276452227,2.715198199,1.634717417,1.735924888,3.699631035,0,0,0,0,0,0,0,0,0,0,0,0,0.185240981,1.254116347,1.680495401,1.280094794,0.414748785,0.278415243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584946396,1.145185605,0.200429188,0.137402397,0.299285925,1.273281864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.261181392,5.85065979,5.647647724,5.09709484,5.080045619,3.81332588
Chr1+18774186,LOC_Os01g34080,34.07558104,39.97088538,40.1831886,33.21125306,33.99042263,31.56411379,68.77533562,45.04809706,55.2500739,57.84582385,46.24523005,91.38863158,58.14593288,65.50212404,62.86338713,61.21350325,62.04777194,63.8484335,28.67953492,28.3272812,25.98302802,29.74801753,29.08336841,32.50821322,16.38252925,19.21471687,19.47451254,9.609984793,14.9102685,18.54615862,13.22907813,15.52999748,28.966088,27.40086932,27.46424402,19.6568322,18.80372451,15.11414315,15.93024251,15.52138945,20.23552465,15.67639983,5.859870775,8.258032366,7.589272705,6.95467559,4.744005709,7.669827066,2.420718735,3.338039008,4.106558516,0.674009735,4.755915113,1.542241015,28.31088897,25.6466591,24.71326817,25.6669603,33.71476314,20.47898123,10.8075546,4.858646937,6.862686108,10.06236648,8.348782244,8.114904646,0,0,0,0,0,0,40.77791105,15.25167279,28.48359927,29.41035935,28.85034565,26.85460534,43.89639822,37.13224603,50.04090305,70.05552263,64.73755063,72.61980756
Chr1+18772198,LOC_Os01g34080,22.80670027,19.31442618,22.9819435,6.217050461,18.48367009,13.69370287,4.847434139,7.173178485,3.275514452,20.25173748,13.75679889,9.270379167,1.544252177,3.591650267,1.428791494,5.030028038,5.444745256,4.644256606,0.154096137,0.635856108,1.002198588,0.689119251,0.10900055,0.692733247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.182850295,3.121717537,3.205922927,3.131123676,4.687371762,3.549543208
