chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9
Chr5+25438625,LOC_Os05g43760,4.903110615,1.260986188,4.736558598,2.603149632,3.778654959,5.027769947,5.754727287,1.229442735,2.508463807,5.019165994,4.738681441,4.934338625,8.18441887,4.021880767,2.659105719,1.987180013,4.576711215,5.28243169,46.88565059,51.34485423,39.37894746,38.15477721,38.67976956,41.3841287,44.51076432,40.51023047,38.67841874,321.0131836,314.3907215,321.4644348,292.990584,307.6382868,384.8691143,326.5042294,289.5692544,278.3433256,191.7435951,150.2083948,201.085913,159.0292328,195.8002082,156.5826889,156.2201316,97.75681488,98.86119572,116.856061,141.6230817,135.3670917,118.8866237,156.3681792,114.1806433,116.2178295,169.8137999,108.5414272,40.52654964,40.44042821,34.12086928,38.04746851,37.67389532,41.72836732,39.41275078,42.83510994,36.39511288,10.09231116,9.040620612,8.777255091,9.343094784,8.95458423,9.715327617,10.00638637,9.472447249,9.383370531,5.683621586,3.582963012,0.569698,2.59604504,0.737284456,3.780479014,5.880577172,6.348856935,1.365122549,16.2251593,10.43435184,10.36240235,12.03366068,9.159536058,14.05805303,9.179501158,13.5271163,13.02059408,5.592894442,4.347914629,12.20238286,1.565206368,2.253137401,3.264943634,6.206537286,1.720224664,7.422917597,0.535803689,0.85244698,0.533126555,1.159039258,0.117732094,3.270949403,0.68142955,1.462067212,1.167883039,11.82054221,10.57229381,10.8898618,11.21540069,10.87121952,11.50166874,11.02054523,11.39673991,11.73704096,15,15,15,15,15,15,15,15,15
Chr5+25438340,LOC_Os05g43760,2.10473188,0.251317665,1.675705564,0.677918111,0.820797469,1.761606888,2.947565233,1.516950297,0.113514433,0,0,0,0,0,0,0,0,0,0.151816558,2.148742145,0.311137118,0.881827958,0.74885682,1.032571465,1.827708054,0.234759571,1.103413258,2.207271259,0.531420151,1.283742576,0.044856908,1.273823455,4.858482483,0.590086625,0.163323548,3.164463682,0.550497055,0.045794326,0.401214365,3.614829626,0.123599526,3.392245093,0.133140968,1.116451059,2.104838225,1.412949452,0.766625555,2.647466669,0.104617176,2.282209855,1.208699697,2.021463052,0.180765979,1.155658724,1.166470517,0.189208232,0.188284481,0.657411001,1.18199704,0.500923396,1.063778553,0.884073165,1.244367192,0.777788198,0.689117445,0.882922878,0.551978691,0.073101082,0.821039268,0.458172335,0.041597016,0.156007628,0,0,0,0,0,0,0,0,0,0.383059295,2.680365142,0.675100484,0.032181874,1.96103886,1.573815305,0.104293468,1.265009482,0.968025872,0,0,0,0,0,0,0,0,0,1.252601847,0.133178217,3.63432866,8.339770561,9.064792022,5.585489841,2.154157132,0.897812876,0.793081105,0,0,0,0,0,0,0,0,0,0.699768433,1.159477186,0.539404636,1.315517345,0.603104675,1.495914119,0.574533185,0.040476,1.106105476
Chr5+26107953,LOC_Os05g44922,0.612327091,1.327380045,0.743152475,0.393250949,0.839106205,0.073191303,0.659980332,1.483622377,0.391149234,5.050604301,1.273355754,3.496620711,0.388793191,3.763608941,1.581073011,2.932348501,2.702004311,0.002721931,8.29856215,4.594063833,8.492596951,10.31444668,8.083039369,1.648168284,0.649423731,3.181600762,1.691530709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095344575,0.346657554,0.782872778,0.872435739,0.13214418,0.219444344,1.48594919,0.415620192,0.570907566,0,0,0,0,0,0,0,0,0,2.232251946,2.831860903,3.764957732,2.422271777,2.35269044,2.212524478,2.240829234,2.255291183,2.695826401,1.315923418,0.625631275,0.929673073,0.586877056,0.333104366,0.032853017,0.691402488,0.848171376,0.329404681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208277356,1.91710458,3.100546813,2.199336446,3.688261145,3.510600173,1.731652305,4.296976383,2.188019407,1.382931116,2.306242959,2.5781557,4.046972763,4.620686884,1.230115474,4.27924003,4.351116692,1.182635522
Chr5+26112360,LOC_Os05g44922,164.7506936,172.0965517,238.8680864,192.6139588,172.4298946,199.2395235,184.0265067,165.8935089,183.9102359,187.7436441,175.2600867,173.821824,173.1744489,182.4261877,167.7325521,185.1926492,179.4814969,164.632422,1383.777351,1497.613072,1582.347578,1701.275928,1355.865384,1196.167709,1433.822052,1862.102459,1644.868317,34.22810176,31.39302582,25.27845316,32.86208267,36.61926667,23.88716136,31.95431108,32.35866958,44.49265847,20.4602324,24.80408893,32.22288244,29.14430098,42.2609826,20.14184603,29.79924332,26.84957484,29.76916364,29.71273668,33.24431534,30.44242891,24.51325699,58.55383598,49.08483122,37.22854133,34.01515058,44.16999229,52.77701093,54.38010498,53.54352059,55.80242818,53.60435581,52.25384519,52.66395329,48.17035015,52.33346819,79.87709038,78.46819463,71.74577951,72.67440828,89.46807484,73.27478017,74.65564471,77.03150673,79.26604286,207.7656034,192.9435577,212.5333981,212.3154079,208.4178605,208.2083103,214.0667018,198.0914553,225.9414117,110.3860609,99.41964549,133.1743989,104.0799241,92.68976774,56.64746485,111.076814,95.70307836,77.82633328,32.66587346,46.71793234,42.57133643,58.67550162,35.86472394,29.64825017,32.50127282,37.67374293,47.62435278,13.44857438,7.434588382,33.53843937,27.5860922,25.04847981,0.560835884,5.93268032,30.83770588,16.08897164,204.5666613,206.7809163,198.7370163,215.7503978,206.4248305,217.6354359,209.3311632,205.1204485,210.1413029,305.0553303,192.6473968,335.9506377,216.1246463,306.2169359,201.8411922,225.5967512,316.3460683,170.159238
Chr5+26112326,LOC_Os05g44922,12.10890679,2.166287974,5.112474875,8.672943049,7.868384634,7.009772137,11.44337131,2.034074628,1.614140829,2.562695414,0.778109759,3.193021632,0.775898684,0.733487261,1.313923621,1.250661295,1.881068306,2.229412529,5.317136891,5.751910296,2.846122198,4.291487318,1.077150451,0.903840626,6.391212688,0.229997734,7.026514165,0.378930437,0.307719026,0.034369982,0.14573507,0.532260347,0.039681962,0.273139617,0.893858189,0.908014652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44372541,4.534393022,3.338450765,2.881723699,1.012919117,3.059327616,2.745907194,3.504495602,0.696621879,2.139660201,3.518309367,3.257743723,1.832640296,3.263931636,1.635062492,1.102913286,3.100218082,0.803450778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596301257,2.225017384,2.114274812,0.55831859,0.493238494,1.284707114,2.307704969,1.713405642,2.093944445,8.741093842,8.122283265,8.315370907,7.47666574,7.741848375,7.14540401,6.574694603,5.582281768,8.256593214
Chr5-26289055,LOC_Os05g45310,69.12734345,61.02503297,62.10161263,67.52337165,74.53912909,77.65613519,73.14433743,71.56778337,67.31585662,81.91899593,62.69205457,64.27019341,68.27469803,44.94552073,63.66370343,65.50675166,63.23772454,66.68477479,55.49543953,14.18061152,49.63485037,11.27472354,26.82192473,39.12376114,28.43497492,43.40705743,25.68321946,36.39591942,36.87241294,30.6633318,30.25066467,47.60071996,31.99031609,36.61774786,44.61446864,55.44672606,45.61634518,12.7901779,55.43457342,37.19142975,33.20435338,61.98639917,30.13778246,46.20064962,38.1659434,60.43644536,60.07413401,53.91154128,65.15131825,70.12810736,70.79310166,56.35257916,59.52852763,59.90000751,37.68294272,42.67847717,43.48613867,43.76405361,43.79056031,42.53869777,39.16923754,46.40337354,42.46784407,73.43598736,43.46345195,63.17313663,59.65793842,35.27241538,64.65887029,81.41139617,78.0962445,78.29000766,58.93207107,63.4940952,21.10234785,50.60602892,16.28964271,21.43935082,63.74870515,40.65315979,55.28941764,37.41984636,33.46461927,27.16062297,31.2441142,31.78214588,40.345095,35.86586585,29.96515183,33.94502581,44.10468513,42.13481219,55.21691426,50.65520821,49.58833092,43.38172057,42.85429869,54.91001492,33.94052466,23.15457022,0.649679953,12.5250213,30.00985319,37.5255096,8.140205497,33.18519533,11.76236084,30.82318739,69.02066963,53.66268795,37.75530898,53.96210579,43.96730838,38.02647009,60.14874267,48.03767733,63.83479293,59.11084959,62.84276407,56.09627823,61.90408901,74.74550495,82.13140131,52.72658395,80.93081354,81.85487824
Chr5-26289292,LOC_Os05g45310,14.94044533,15.98861148,13.58320252,14.72543888,14.49565975,13.52879202,12.61483238,11.36987416,10.67571049,6.538640386,9.826849516,13.89914909,5.749899565,7.893969394,7.095489524,6.067174178,6.233554076,8.835507792,2.233382931,0.71765516,4.014257752,6.74675042,4.673825237,2.598376248,5.317225369,3.359489604,2.396695063,0.319667115,0.724302484,0.860947901,0.834440088,0.416323592,0.773241385,0.647090583,0.841908712,0.739996446,0,0,0,0,0,0,0,0,0,1.834514524,1.418528023,1.536898253,1.227599443,2.690022605,2.148689054,1.729301511,1.303139599,0.958074053,2.279954093,1.669940732,1.681637438,0.35807958,1.238217728,0.626983913,0.122640182,2.287874877,1.324194213,0.738848828,1.655762606,2.181265426,0.964180277,1.143269515,0.464133179,1.801423646,2.196168171,0.217348965,0.743752865,0.262233567,0.470050926,0.667460212,0.903415089,0.297367234,0.605026492,0.354066322,0.383939828,2,2,2,2,2,2,2,2,2,0.04542858,1.02376798,2.48407867,0.642372905,1.098725135,3.734892677,0.533675589,0.894899847,0.82191326,0,0,0,0,0,0,0,0,0,1.064123775,2.128309035,1.928302808,1.834378634,1.101015909,2.293862173,2.050572803,1.630281923,1.594697717,16.20818932,10.98416912,3.014403834,8.148156871,16.87333183,14.06248754,13.26178073,19.12280508,21.47546379
Chr5-26289154,LOC_Os05g45310,0.848872596,1.578348145,0.379159933,1.149557611,0.496082394,1.722556342,1.031998303,0.425249328,0.673152927,18.56075027,28.18217829,9.743948798,16.63956707,1.412633812,6.517415505,1.312335647,23.42111402,9.241636271,1.321473319,0.456442093,3.27228229,0.806469629,2.933742365,5.380038813,2.284873676,0.47848332,2.62169921,1.188696322,0.339199916,0.077142817,0.792318845,0.26991584,0.517790285,0.763843599,1.029471159,1.234371931,0,0,0,0,0,0,0,0,0,1.00016048,0.204200565,1.214095692,0.711120772,0.177922986,0.154774731,0.422228131,1.321360178,0.624990276,2.142312783,0.518203034,0.114574529,0.282350952,0.72896798,1.326311861,1.236189935,1.373560942,1.024093611,0.322976799,0.496721,0.129353283,0.789072357,0.131065902,0.386546646,0.649474364,0.561164205,0.551188872,1.601119957,0.084741717,0.137746964,1.121911747,2.795451461,2.212982056,2.419197613,1.849334732,1.68934742,0,0,0,0,0,0,0,0,0,0.907065042,0.259798552,2.298275053,1.458632402,1.160265551,1.948502217,3.294869538,0.073674899,2.74021727,0,0,0,0,0,0,0,0,0,0.090869299,1.705155549,1.291330058,0.719203655,0.50082453,0.276308945,0.482673437,1.186780585,1.00875631,3.356685536,5.842291316,1.184128769,6.660102933,6.505017938,5.565148891,7.355638014,5.741880751,8.705230187
Chr5-27547055,LOC_Os05g48050,26.69357396,32.33807256,31.84585056,35.3816604,29.91845859,35.54335769,32.91175099,41.92309211,36.28425547,37.14207641,33.19542372,31.36793089,26.42699723,26.91407757,34.25261687,30.43884102,35.88735809,34.05671007,13.71114433,12.93811868,25.42650718,23.70517228,33.1137508,24.03010207,22.34920508,18.08415859,26.22859848,26.27027641,9.880748029,20.43568738,15.37662146,16.1902538,17.86471126,10.56385153,14.72953088,14.69271627,5.456202403,1.001136459,18.11371508,23.25903012,6.180411997,18.73910162,11.1728582,23.47248415,12.40304792,10.76164914,12.09704433,19.02188691,9.381515152,13.75562314,20.51548483,24.57591514,14.12523291,19.0640917,14.01898491,22.01910435,12.10523943,12.97467573,11.50282977,15.79560167,20.30435114,14.97507671,9.462845704,42.37568061,34.94669184,19.83236631,48.76695941,43.84943428,38.17296154,42.56149496,32.0331287,39.21633081,20.43731202,17.43112965,23.25005727,18.79785889,16.89194511,27.35428841,26.29228374,24.44769066,17.11307566,19.33093949,19.90145347,21.80590145,17.54081877,11.54402628,10.29071004,21.9823418,16.58337901,11.73879563,47.25883889,41.19584163,38.22522195,45.95318126,40.87821714,53.94088248,40.56016402,42.12536579,45.15198005,23.34463935,25.25946241,12.30560195,16.57260535,5.668838313,0.307630229,5.63023233,11.03222568,6.194600132,30.13836804,31.90016754,38.28505078,33.77814789,30.92117589,36.50820228,39.73221936,25.19891042,17.58309405,41.25941063,45.47127084,48.7199958,43.83741327,43.4043424,46.48578196,41.03903331,43.73669494,47.92761392
Chr5-27547876,LOC_Os05g48050,0.67683907,1.29844481,2.151053031,1.127048779,1.653558847,1.140012453,1.184231487,1.316366597,0.089796333,0,0,0,0,0,0,0,0,0,2.971767191,1.247707357,0.113435366,0.760234442,1.46506208,2.597089943,2.264860185,0.861175356,2.426510077,0,0,0,0,0,0,0,0,0,0.692782418,1.711528181,0.801329252,0.763887746,0.623837527,2.321994759,1.720237469,0.705855158,0.027131405,0.490933253,1.280573233,1.555031309,0.443232743,2.607413659,0.993253802,0.385227719,2.804833504,0.013419682,2.401549351,0.297733387,2.439962977,6.612246325,1.582353212,0.557055881,2.111786257,1.975202782,1.715095267,0.203241573,1.263451152,0.432719192,0.061864431,0.50013834,0.594100263,0.918337404,0.969018019,0.808092182,1.014215378,0.995522621,4.406380619,3.106862919,3.003103099,0.046774742,2.832646937,2.758039044,2.161912925,0.544988963,0.788109155,0.146437594,1.530618124,1.1296483,0.837964492,0.861241646,0.312630029,0.914468568,2.785047946,0.089389379,0.259837553,0.806054607,2.850330014,0.440153325,1.524166587,0.305744491,0.672942058,0,0,0,0,0,0,0,0,0,1.057135242,2.139481597,1.356432269,1.241213882,2.237908112,0.52001906,0.359017106,0.967846148,1.231861948,2.688058218,0.142248547,1.328253722,1.492538658,0.893923681,1.002747415,1.744360076,2.065231742,5.95662842
Chr5-27547769,LOC_Os05g48050,12.82978822,13.17196431,6.339938663,11.71698195,9.452076665,8.897748388,22.07008406,5.925992871,11.53101906,4.958380354,2.592311587,6.451792339,4.40386701,6.481567616,14.64635066,14.27232773,12.14363916,11.77305876,1.427876568,7.103720937,0.620341789,6.359860764,5.278849823,8.11236823,3.647099419,6.915516591,6.356032447,2.561585467,2.569196098,1.520993045,1.840120017,2.524704605,3.136123504,2.03952702,5.510146638,2.698251394,9.930910016,11.27052495,5.166500727,3.798245118,0.977332646,6.34891113,3.353015277,15.21161796,6.890556427,10.03054936,8.288389522,6.167870604,7.243796195,9.168552844,8.093570386,9.718634925,9.891880006,9.476390686,7.341147371,6.206071481,7.33989636,7.930302454,4.590002019,4.723331639,6.819152811,9.359582167,7.896015466,7.670991653,3.061143538,2.168247315,3.36194939,3.365401044,4.411176299,7.2421051,4.841997405,3.685139147,9.464234315,7.5096068,8.925306021,9.9642129,8.031733624,8.546050658,9.652268357,7.605004305,9.42461267,5.210068995,8.706627483,4.58570958,3.68298423,2.941530739,0.616553372,7.708952332,1.3498919,6.29991197,6.951717769,17.88521777,3.990324091,7.360095951,8.489442871,4.96720904,5.286016234,7.09329267,10.15610997,0,0,0,0,0,0,0,0,0,13.83388528,10.28610447,8.408399146,9.21221472,7.442585051,9.610817204,11.71780215,12.27192768,10.94327163,0.284704826,4.734128388,1.525726723,4.652934605,3.368660635,3.611900393,2.124652026,1.306316051,2.824264221
Chr5-27868490,LOC_Os05g48620,60.33478583,70.07513923,63.73274511,82.06847961,65.63312077,63.35435578,60.85603972,75.56464737,84.68632848,62.44753664,61.21273791,79.43809322,85.00296567,50.08807628,68.69972592,71.88906631,68.07947518,79.07073607,103.8982937,108.3454979,113.3903284,128.3230491,104.0268293,104.9351808,65.55208063,59.7495847,58.4750815,96.09572494,95.79835952,75.79889153,79.53260672,79.43085903,67.46158643,83.4219391,87.53565996,82.78857489,43.68562636,53.96845753,61.95593659,79.03148881,85.34674461,44.74259598,46.28918474,45.26342411,69.3510406,69.38166315,69.50292249,84.39839605,28.70593204,70.46418606,102.8220847,109.8622704,85.80120173,68.73326944,88.14902316,55.66081148,71.15247017,82.80394443,80.27885404,76.08562332,83.38268031,58.17778184,67.07634837,122.9282057,139.6515173,103.6720357,101.2879267,126.1997306,101.7933047,104.7652741,128.1401194,118.3968661,150.345507,128.1792817,117.8773848,51.66506059,34.84695194,161.8364138,172.4898871,31.98388357,70.8150735,74.4179469,79.3031358,104.6016593,80.30217413,92.81922804,84.59539035,92.2226875,68.68597976,70.64963287,109.8786215,116.7675556,136.221137,142.1739441,165.6225684,127.5333828,177.7200691,179.1513061,104.5078405,35.0416856,41.98252357,51.26048006,49.58642237,24.44790816,72.17783707,61.79978761,46.89092168,41.28675277,103.7514971,98.58251359,121.70755,117.3497928,109.1721505,88.15107001,112.7783159,121.169074,121.8380736,69.37306585,71.21054028,94.656357,66.60540663,69.61144322,80.73465709,119.716355,63.46647339,81.63342389
Chr5-27873238,LOC_Os05g48620,2.189495143,0.320604272,1.061017896,0.103017591,1.485035523,4.142260086,0.634013324,1.763214522,1.209301501,0.066608003,0.610720806,0.291989634,0.675883488,0.481319503,0.007799275,0.890650255,0.557518988,0.275408165,0,0,0,0,0,0,0,0,0,1.629081298,2.342662497,0.950810303,1.187429697,1.128848019,0.24071812,2.707076076,4.727143287,0.319613485,0,0,0,0,0,0,0,0,0,5.26878168,1.411872882,0.978806914,6.947521399,4.828706439,1.548683039,2.921486803,0.846340029,1.064304102,0,0,0,0,0,0,0,0,0,9.821745648,0.040475059,26.39811635,16.24589038,11.76491257,14.4121102,2.23641315,18.96198462,4.620088816,2.797491834,5.813280589,4.303372458,1.825652393,5.445428447,3.521646187,0.053686952,4.600512599,3.001274996,5.283839126,9.843632722,9.032572059,2.795311042,1.690845871,5.177158903,6.35257645,3.930746576,6.958013431,11.89301223,15.58615141,11.81368377,2.681888769,6.83464633,6.442267627,2.2136332,5.132437412,7.608356829,0,0,0,0,0,0,0,0,0,1.743465843,0.507281379,0.243535388,2.33260769,2.390148456,0.267307558,0.006209772,0.058033612,1.269806079,1,1,1,1,1,1,1,1,1
Chr5+27947971,LOC_Os05g48760,543.0287182,461.193919,438.8981517,487.3311542,564.0956072,550.4747944,481.243588,601.8943409,510.3047016,444.4538621,516.6700244,517.559718,365.0970586,539.9882293,662.8920785,482.6751166,452.352466,537.1899809,527.4323954,436.0657556,501.4505774,527.4853947,618.4707498,667.546879,372.203831,439.759271,595.646804,52.16436335,92.66693116,92.24254564,73.59211584,94.16484716,72.42075617,66.41314928,87.37703127,71.10519577,866.5147567,872.080615,849.1445463,808.2569826,813.2364828,831.5722048,846.1009488,819.1126189,821.2380358,408.0738018,513.322569,406.7874215,430.1145226,411.2018465,423.2000688,487.9476805,326.7010919,425.6993972,293.5723538,317.1970346,307.9489172,342.4751801,280.266722,274.580216,280.6696555,306.5798729,271.157095,103.8456794,105.1507682,94.23309939,88.66111685,100.3433183,117.8620124,105.9722019,104.0910828,101.7699047,578.9246281,553.0371031,576.8449426,543.7423547,589.3467319,557.6159895,592.3863289,491.8201434,514.2117232,286.4858146,304.7470445,308.4316957,262.4422281,305.8769052,267.6494513,275.4220341,305.0661706,235.4250835,116.3577689,106.3812522,95.72570761,110.2092927,103.9211955,76.7638082,95.42645196,122.4656028,94.24525866,29.90086628,92.18105523,130.0417934,143.7524782,55.13097433,126.6208875,171.8910268,176.88527,134.4416391,138.5839003,126.8546121,132.4581495,117.415245,125.5865028,133.4793617,121.6447853,140.593501,124.7558576,82.47385792,91.91051527,76.19302074,83.22465615,104.0386233,77.79900141,87.20752165,86.15082793,91.59424625
Chr5+27948107,LOC_Os05g48760,3.559778353,0.289602175,0.52761551,1.291575093,2.095621601,1.603589918,2.578056323,4.758068953,3.559909024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038790005,2.841553272,1.670327694,4.255541593,3.250017813,0.992194597,3.660023861,5.300116414,0.855751052,0.49623677,0.665789519,0.033810445,1.977931465,1.393570541,2.758775864,1.998776325,1.023321004,1.443680889,0.06855771,0.177564974,0.436134873,0.531324775,0.59257806,0.427786736,0.290455374,0.136680945,0.0857848,0.979279076,0.286159775,0.35940474,1.131950718,1.287009757,0.977629788,1.000076008,1.12916037,0.628878048,6.540692386,3.907230366,5.275907487,9.908341723,4.069576859,5.401170595,6.988414918,11.43601481,5.041764036,2.190538058,2.847348323,2.675704698,3.812718658,3.445544765,2.132899923,2.703488039,3.261565439,2.551754548,0.009100851,2.153539465,0.977590944,1.822353353,0.115542567,0.592614302,1.438628167,0.293085061,0.990737892,2.849125619,6.358689998,0.34510397,8.714398497,10.83266332,9.359887741,2.06485928,4.114108204,10.66258123,0,0,0,0,0,0,0,0,0,1.496664345,0.953347375,0.140374062,0.443469067,0.138843397,0.869740151,0.59522266,1.088140089,0.72805708
Chr5+29660200,LOC_Os05g51690,5.644879163,7.671030789,1.578869434,2.247548185,10.00484875,3.673941126,9.229157636,2.263963247,0.018809273,4.317134375,27.02942377,0.134121795,4.159682556,20.4994748,18.05057108,8.233334003,1.97113691,10.42242603,11.4658639,5.702960225,13.4314382,4.331277087,10.65582278,11.30398995,9.496842133,6.705921568,10.83085592,15.4981908,18.14327426,24.37943481,21.6441611,18.4795372,18.18654273,7.150983886,16.79499385,18.01413149,0.088095656,2.541315953,2.400010189,1.44032795,1.174937959,1.350692617,1.407916074,2.140016316,2.348971994,11.23523579,7.524674703,8.099005432,15.77678035,10.80864976,12.79427674,10.87892886,15.78333669,9.342282042,6.140819065,0.957379312,4.889222148,1.672248922,3.480964474,3.878156493,5.927851704,4.455310091,3.242211479,11.67953899,11.2023671,14.2139018,9.948599043,5.809055202,6.751986467,5.616366499,5.852978026,7.720425751,2.042299047,5.106692427,1.939005637,2.690533049,0.69856606,0.286235033,3.158307318,2.531407207,2.860134854,0.960012181,1.740377606,7.980225856,3.530871615,7.662918417,3.564594815,8.716017664,6.160626648,4.503597698,3.250335868,9.198810116,4.059734865,2.849590176,4.469171679,8.564334486,3.070621004,6.374530721,4.219237581,1.302697989,0.282946277,0.631624821,0.49344686,0.620949493,1.369193469,1.050009314,0.359902539,0.177183073,7.518404394,5.217835837,5.767815289,5.282997273,8.015450051,8.17158239,7.253435019,3.432129059,8.006095879,2.300816716,1.64931803,2.124343083,2.839246048,1.051249644,0.135044392,2.274641804,1.568456459,2.887255347
Chr5+29660294,LOC_Os05g51690,11.35955674,20.15058011,13.70835607,17.55881132,10.29528693,17.65767061,24.24461185,5.689594567,12.82458317,31.80995495,27.69811871,27.18336133,24.93394622,27.84234532,26.24717468,27.66900079,29.08862537,29.19218125,34.73742619,45.69317576,39.16229486,48.88872968,40.81227157,37.58438286,24.01690911,33.18717548,31.18798621,71.55134635,45.12349505,60.73186335,61.56641608,32.49459169,67.36470341,41.183167,35.60825397,43.08681077,24.85286438,14.11049233,12.2463129,8.233801609,28.99117943,23.3332512,17.87182405,15.19582978,21.1870815,64.94563543,44.06213035,74.82695838,61.69744257,63.72812251,56.40655459,76.8857773,55.22040709,61.71941338,12.38051823,8.751819455,10.77105585,13.16360985,6.444104034,8.402399756,4.99542676,13.673594,10.48180518,40.09093099,47.51908808,34.86520416,28.82195575,41.87080448,26.1724483,30.55146299,26.99215911,31.15362042,24.55484801,19.55001348,23.23186857,20.4910635,18.44289645,17.33133756,21.27901065,14.27551639,17.19158971,5.595369881,10.74573426,9.032913852,1.817023315,5.744672146,12.38202463,13.40556952,2.003979952,17.3531814,8.367774673,8.312376425,16.32097483,10.26212711,10.80022378,6.071144089,15.23309286,15.21357321,8.717908889,24.4894867,20.96121259,16.93833819,44.47805883,16.38402071,44.8498153,54.83333971,39.33596546,37.43763863,17.90326929,17.50158068,26.99178204,17.71099493,21.4113982,27.16788303,21.80047419,19.31351343,22.38681232,10.05894348,10.93893956,11.73071046,9.186843005,6.335299897,6.613720628,9.003726977,10.98854302,9.892100162
Chr5+29659086,LOC_Os05g51690,1.882900188,4.874263574,6.116763768,3.576791255,2.66745541,7.946538993,5.526163895,6.150752897,5.53952887,7.570934881,9.94784379,9.839982013,13.87233657,14.16591151,10.18469953,11.41543078,10.09024755,12.08772827,6.385224436,14.98989707,7.87171472,9.815599498,11.70432304,6.060794854,2.84041216,7.933895639,4.674837637,17.05298451,22.04443058,16.29969298,15.28146851,15.25347437,16.10319652,13.56455772,15.35638401,23.59982914,3.765455855,1.141633128,5.388195951,2.10999146,7.101272993,2.289284436,6.215993557,0.343420179,6.638413757,12.80963561,7.07342917,7.930489846,6.962607177,9.692497193,9.612562573,6.978615471,11.64005525,5.83695699,8.209449403,7.265913151,7.900689349,5.887194763,6.78778678,10.29146348,7.89722038,7.600326725,8.005612202,30.80370681,30.87619863,30.95582662,26.99860398,29.14181989,30.18220009,29.8614673,26.42567235,28.346478,6.231783986,8.909757816,4.676636718,2.348371056,8.084145137,5.714137872,8.995890056,2.352055288,3.323982036,3.598916086,3.437056594,2.976320457,4.594438291,4.168695097,2.579472776,3.095665206,3.049666951,3.461367011,5.456616528,2.968341744,2.50129516,1.962547118,4.534107395,1.056667206,2.822532285,0.193321292,0.308567744,0,0,0,0,0,0,0,0,0,3.082309655,3.018870235,8.57201795,2.674256729,6.789504333,8.763571411,7.113530527,7.874921457,8.342677797,0,0,0,0,0,0,0,0,0
