chrstrandcoord,gene,dry_seed1,dry_seed2,endosperm1,endosperm2,imbibed_seed1,imbibed_seed2,shoot1,shoot2,leaf_20days1,leaf_20days2,leaf_60days1,leaf_60days2,stem_60days1,stem_60days2,root_5days1,root_5days2,root_60days1,root_60days2,husk1,husk2,anther1,anther2,mature_pollen1,mature_pollen2,pistil1,pistil2,embryo1,embryo2
Chr2-33171544,LOC_Os02g54130,14.37630963,18.75995934,15.65349211,33.12372894,25.25668377,13.63989877,9.579809375,10.02323731,24.79345238,23.11981408,7.914248488,7.735703111,7.165020777,5.074692636,10.90550179,7.472551745,16.67667323,14.16057497,4.628622341,1.697342058,7.572027304,5.238752131,76.39473091,73.23777907,2,2,1.804157436,9.680914451
Chr2-33171349,LOC_Os02g54130,0.442100023,4.949225373,11.21805555,0.930127092,0.325048631,0.203645946,0,0,0.744272445,0.891857341,0,0,0.572678131,0.812546014,0.290545975,0.428861382,1,1,2.079765249,1.228794483,0,0,0,0,0,0,2.697779602,6.020173705
Chr2-33175151,LOC_Os02g54130,0.921549695,1.22150883,0,0,0,0,1.1229611,0.153288012,0,0,0,0,0,0,2.412418489,1.022331391,0.014244061,0.088547092,0.439817031,1.106605027,0,0,12.51347034,15.30922088,0,0,1.458909572,1.229612807
Chr2-33174996,LOC_Os02g54130,0,0,0,0,1.491535344,1.588988695,0,0,0,0,0,0,0,0,0,0,0.657692877,1.054220614,0,0,1,1,1.437559837,4.204074495,0,0,0,0
Chr2-33170059,LOC_Os02g54130,244.3044189,245.1674741,199.6172643,291.3324673,205.0371942,185.3915988,56.8754575,71.42116428,158.9862714,165.5175024,70.29785264,70.82945589,64.27610649,65.3654202,51.36616859,50.18996443,93.77604551,83.87572428,54.77026277,52.00624328,18.32722102,19.47790587,25.14706806,146.9078105,35.57622546,36.26447283,261.215083,284.4870263
Chr2-33990777,LOC_Os02g55520,0,0,2.119906674,0.611161771,1.343061961,2.031073974,1.377621625,0.835217668,0.166825089,0.574487714,6.657222319,4.286822257,1.625206916,0.359430346,0.739791149,0.267179076,0.573455335,0.466037566,0.147453146,0.618089087,0,0,0,0,0,0,0,0
Chr2-33990692,LOC_Os02g55520,4.986798465,1.40476057,0.597144086,8.777233563,14.11839553,6.903650941,9.30654993,2.002830093,4.096502654,13.03368857,17.55479045,14.60458443,5.901969275,9.040623743,2.03726784,5.031858965,3.843978779,3.18917332,1.124255952,0.206453751,5,5,0,0,2.132046399,0.780167448,2.186661615,2.967323092
Chr2-33991096,LOC_Os02g55520,33.30162323,25.76391868,22.90543197,53.94305056,42.01516113,55.12734822,26.98562758,13.91934113,128.6310567,125.3325672,141.2355693,138.368638,34.80406901,51.20913707,31.21742658,29.78289884,39.59299367,34.52918422,29.80402567,25.31297213,46.88144575,35.89893981,15.18880219,45.63635314,40.45219165,46.96881656,46.22132749,43.26780783
Chr2+34387954,LOC_Os02g56219,0.75936818,7.231116383,15.87467405,30.1127107,4.540146837,0.361575849,5.523825896,6.30716445,12.80102497,6.495672759,11.79713756,9.047113733,4.043499307,3.859356493,5.443779614,6.62745824,0.941345886,1.586036824,11.12090636,10.4444499,4.218400358,4.12821515,2.626165578,1.673319934,3.020207741,5.66716085,15.81804592,22.03932369
Chr2+34388077,LOC_Os02g56219,5.906713934,8.006562394,31.69354913,4.761306266,8.483620695,9.510453,39.30101847,40.36975831,67.35545397,66.62205429,66.87980945,73.44000942,47.34064493,33.24012809,16.78635355,12.56914326,6.778700209,7.144469425,26.24781058,29.68880115,31.11768776,28.1171619,22.64392363,34.35207952,9.507193844,9.526456627,9.179309861,11.88045748
Chr2+34388251,LOC_Os02g56219,0,0,0,0,0.370565469,0.777357566,2.124222905,0.934161427,3.292491252,2.432357398,0.64253378,2.851681203,1.617742853,2.197756522,2.955197319,1.85072382,1.430557997,0.0479808,0.919478004,4.958942089,4.774180493,1.788268591,0,0,0.862882367,0.62668719,2.990041627,0.684194087
Chr2+34412873,LOC_Os02g56250,4.605360024,5.638789368,0,0,19.59495064,7.681505018,33.7618446,31.24647204,0.482021234,0.159097529,13.32373741,13.08866533,2.405407069,6.28233253,31.17581161,27.13028733,41.76024591,51.55500751,16.74965926,24.85371257,3.637423007,3.498016123,0,0,0.252935644,9.753357055,1.653748562,1.056695155
Chr2+34410415,LOC_Os02g56250,0,0,0,0,3.069180147,0.363472824,3.58980223,5.645235759,0.45934294,0.188496252,4.492539822,1.773993244,1.753999056,2.72386398,4.000380894,2.40383894,6.721553528,13.47168026,1.050651864,0.597045514,2.42737105,3.9312405,0,0,5.307657366,5.023000222,0.402282385,0.613186752
Chr2+34410079,LOC_Os02g56250,0,0,0,0,0.470105777,1.073193839,1.493227169,4.899528013,0.527421116,2.285964204,0.16727911,0.815769334,0.013555385,0.801276805,0.924469754,0.487755165,0.299750589,2.595494771,1.678415456,4.167723739,0.784041616,1.28572634,0,0,3.573279111,1.488081943,0,0
Chr2+34408266,LOC_Os02g56250,0.096268312,1.419431455,0.241434973,0.432554691,0,0,0.319306311,0.318369688,1.067794629,5.323481612,0.407963539,0.522355583,0.89075992,0.455315226,0.656998004,1.612886757,0.931522739,0.466500027,1.368955897,1.984820421,1.012081135,1.060482912,19.48687009,6.256992734,0,0,0,0
Chr2+34409997,LOC_Os02g56250,0,0,10.09867612,2.805123344,0,0,1,1,2.238309983,1.110372124,1.221867034,0.595594888,0.58081955,0.155788735,0.264961717,0.229211939,2.00974449,2.59316225,0.13905135,0.276817202,1.036301414,0.906615499,6.809286381,2.739655424,0,0,0,0
Chr2+34413398,LOC_Os02g56250,10.39841666,13.90472607,11.12957158,9.073910392,215.1077816,206.7955322,440.8209282,410.5010385,78.22574437,76.08210521,256.8317724,281.9499238,95.59946837,93.03417973,301.364793,285.3063728,306.0020027,328.1959582,229.4901664,244.0132875,93.21791819,88.52133388,3.149100348,0.397540229,376.9815667,449.4163851,9.655141988,16.15758786
Chr2-34619843,LOC_Os02g56530,56.06202843,15.57387172,80.82695918,19.25868558,159.782546,207.8368263,117.0973041,81.90098352,113.0662883,56.09896226,83.46604253,92.96874073,91.17180049,88.18822362,102.6996728,131.265564,75.48651273,94.58158451,84.75283949,86.35959324,143.9746321,139.4039056,332.7764399,421.7285641,102.2928561,130.3256875,92.04339386,78.83172447
Chr2-34619570,LOC_Os02g56530,0,0,0,0,1.630640693,1.067633389,0,0,0.40603611,0.760108301,5.434283993,4.356055857,3.637869746,4.266719989,0.578129132,0.423628892,3.128411931,3.049013869,0.850798461,0.701396296,0.487065082,3.820819286,0,0,0,0,3,3
Chr2-34622400,LOC_Os02g56530,0,0,0.728190883,0.369307651,1.078550141,2.336950858,1.940149244,4.975825824,0,0,2,2,2.569214729,1.063870833,1.846650447,0.735834358,2.334781369,2.165020092,7.745011126,4.15582249,6.541994929,5.943520722,0,0,0.220364255,2.584147862,3,3
Chr2-35178820,LOC_Os02g57410,9.622463781,11.0989868,17.5896911,1.862948711,20.56242135,11.44163838,5.369005217,6.264267631,29.70331894,25.81600406,22.17972401,24.97349517,7.67823394,6.915478359,2.026459311,2.069460325,18.88828881,12.32503763,101.251122,131.4444968,26.05928182,27.97766737,30.37366367,8.232108551,10.72873239,15.91489821,4.72719732,5.325815257
Chr2-35179148,LOC_Os02g57410,173.567391,166.8760912,332.8985149,248.4532774,137.4755406,136.2827939,149.4887172,160.1404136,745.4560306,784.4173486,589.1357219,584.7983693,289.0642465,291.2213959,61.97172431,67.49516841,206.2752695,216.5640109,652.6597719,434.0748846,272.8924434,285.8214079,157.105417,151.684069,273.892182,307.0165258,176.7060756,177.0949171
Chr2-35178383,LOC_Os02g57410,6.201138665,8.309311902,4.610767134,3.808961086,1.393721413,2.969165134,2.781447394,1.229032909,6.314363016,11.48264348,15.83100684,8.488926693,0.407962689,2.511304001,1,1,15.84817031,2.694213709,14.55452399,18.07377032,7.374100368,13.11689653,0,0,2.652943951,2.704217337,6.209128193,4.750016258
Chr2-35320519,LOC_Os02g57670,1.241203541,4.918950417,1.361996225,15.2036672,17.02037932,0.141832769,1140.82813,1096.074468,357.3639752,323.335899,255.5845143,251.6272751,56.4501278,80.46452261,47.34960621,40.66415553,4.77469228,6.130958912,82.13101668,48.22826912,9.313592379,24.41402608,38.81560605,29.11486061,48.44761627,48.90040984,2.558137231,3.257206855
Chr2-35320315,LOC_Os02g57670,0,0,0.077724703,0.499707317,0.928712183,0.089829724,89.23615296,106.6905363,25.62714176,32.02644299,28.97544098,24.13134924,3.040442565,3.746960149,3.000247915,3.128854335,0.124066386,1.36038057,26.20518712,22.28414401,1.785547865,1.576620793,15.29916868,3.365883993,9.543907947,9.2349601,0,0
Chr2-35572393,LOC_Os02g58139,8.626133466,5.254225533,11.26097092,11.93530923,1.513462582,2.165383401,10.97078791,10.10834738,18.39024767,9.928986625,52.39811996,62.51950213,37.34109613,31.38653413,8.359308886,9.819730588,27.80697939,30.37848366,21.34985756,19.16149758,3.434984744,6.07050441,3.491220475,4.956715264,10.04568346,5.467102379,25.77332785,28.04001993
Chr2-35576243,LOC_Os02g58139,0,0,0.555264054,0.846744968,0,0,2.179571744,3.635570501,5.626066321,2.437551372,8.316794592,5.691778905,8.736973404,5.525523514,2.307727102,0.378272761,6.84087438,7.271012365,2.591097423,4.273520454,0,0,0,0,0,0,0,0
Chr2-35572577,LOC_Os02g58139,0.888113628,0.927224884,0,0,2.073780598,1.753761713,0.652500914,0.166601518,1.724454133,1.467453359,2.134155073,8.109335585,1.326715474,2.208547648,0.395697824,0.148249728,0.034799132,1.005108012,0.761119707,1.695699507,0.922262602,2.157816856,22.44258561,10.79420923,1.030772981,0.254321955,18.56664971,3.532434011
Chr2+35587337,LOC_Os02g58150,0.735819188,3.67353132,8.665547726,2.621998427,0.719977976,1.774537486,0.765267488,0.414117985,4.166535736,4.409784995,5.557934579,17.25606937,3.778239556,1.537388571,1.139184979,1.502468924,0.449812586,1.63742181,3.596328667,8.569487318,1.200731716,1.412329709,0,0,0.555383361,0.615586045,1.601179703,2.364278705
Chr2+35585743,LOC_Os02g58150,1.935398204,0.61267748,0.129965595,1.2746738,1.620853052,4.232650517,2.408400344,2.236019903,1.655485162,1.413137468,5.415383006,5.855174536,7.440268054,7.720645997,0,0,0,0,0.084780582,1.763284481,0.094781676,0.998914153,0,0,3.747759704,6.59395096,1.50308897,7.557620816
Chr2+35589236,LOC_Os02g58150,9.898696459,5.985089284,21.38849867,21.72762256,1.617935958,8.696306612,9.251259043,19.87552578,79.67495963,63.36951362,70.12075316,57.39404755,37.73903173,42.86659002,0.900242743,0.331828619,1.519093256,0.025799111,43.25875722,40.52377184,12.12221225,12.88700791,33.66162508,50.79690618,34.27169899,8.174298749,6.118250514,7.65756659
Chr2+35585617,LOC_Os02g58150,5.383301394,3.528568235,1.473060934,5.466626672,2.600965102,2.302029377,3.440010547,0.088766134,2.964400791,1.745462868,0.795469331,3.616742327,2.250064671,0.284085947,0,0,0,0,0.789023999,0.717298807,0,0,0,0,0.592366599,0.949520748,2.606865303,1.117292695
Chr2+35587059,LOC_Os02g58150,60.34777762,48.42549623,13.69025164,21.704889,7.143994781,9.41441726,34.21459042,47.7439565,100.9622732,109.5274631,101.2092424,106.5102484,65.04557315,68.64554813,8.440528401,11.29093134,3.74243375,2.186159074,31.64180914,39.55482079,25.27999182,34.90497581,40.83347866,67.61938358,35.88981564,29.76414865,47.42585664,41.11173766
Chr2+35742564,LOC_Os02g58440,55.86657816,53.26307492,83.04355937,84.25942874,115.8295839,106.5065464,118.1419792,139.0388047,249.2238892,145.3842511,195.3917601,201.2043196,122.1951229,126.2737198,74.67309386,113.9903926,58.70707225,59.3141383,139.4371889,145.3200029,57.50798873,47.83977407,71.55910296,31.19290389,95.65348294,93.36914193,85,85
Chr2+35742370,LOC_Os02g58440,1.132627367,3.496563532,1.444432855,0.288162065,1.798437942,0.623105679,0.183423977,0.416427645,0,0,0,0,1.333171294,0.984016299,2.643694345,3.051417461,1.870045329,0.807540039,0.139168602,2.478588686,0.603338965,3.039697753,0,0,6.235936465,8.465523262,0,0
Chr2+35812441,LOC_Os02g58580,0.954608515,18.29388904,15.14080704,11.98896774,1.402662164,12.18183185,33.35990529,36.43127656,1.592329339,38.11435066,27.27502608,23.32408807,26.41089064,27.26931601,27.34768333,30.42560902,23.42261357,32.90343697,19.83622853,19.29846222,15.11382047,5.188023261,14.68681039,23.52962124,14.71429763,15.39038883,12.06607792,6.465243931
Chr2+35812361,LOC_Os02g58580,40.19292412,39.835838,62.33591497,40.99279774,43.90745157,45.12367779,34.60343242,47.11220038,39.09529144,35.42519555,50.28649375,61.45967661,30.82970735,29.25380857,24.24318918,33.93927517,36.00012788,32.364509,26.48392445,30.73934117,12.43489435,26.30490156,0,0,26.05547993,22.53302997,67.24270685,67.31594776
Chr3-1515887,LOC_Os03g03510,3.307786544,3.76747157,0.967415179,0.235199464,0.624869479,0.946338541,0,0,4.46629369,5.140422121,1.370888808,1.195217786,0,0,0.636537841,0.782287846,0.956901511,3.568033453,0,0,0.292571167,0.52356003,0,0,2.050907981,0.056193985,0,0
Chr3-1518367,LOC_Os03g03510,0,0,0,0,7.214018761,2.078966052,0.417402314,0.487555667,5.54793875,5.289494214,3.581060964,2.665690715,4.729036987,4.270917367,0.365761271,0.863939503,15.86187865,27.07433402,16.96229747,11.15307848,1.18606272,2.298445442,1.162891566,1.133633671,2.906055887,3.689010929,0,0
Chr3-1518124,LOC_Os03g03510,1.259450554,1.451440728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.682943625,4.475787443,4.57786954,6.603363431,4.939788222,2.630332557,13.98498691,62.76512335,0,0,0,0
Chr3-1514750,LOC_Os03g03510,211.5309563,233.1981703,254.9735908,247.3631381,257.3014329,245.3998904,141.9240251,128.1967609,695.4465895,702.9730012,443.1833177,452.7098286,405.6579314,366.0911245,85.17185514,99.6424489,1423.509918,883.0398075,619.148258,743.4729068,506.780769,487.474525,394.6683618,497.9287978,274.762343,244.1738049,173.4224416,97.08662846
Chr3-1515036,LOC_Os03g03510,8.000487091,9.91317355,8.582747593,8.549132547,2.930757618,1.707352708,0,0,1.955099805,0.347659905,1.136878032,1.310651328,0.088937759,3.895576405,1.279498204,1.711060588,16.90498549,17.36487779,4.678444931,1.022897433,2.065085983,0.751216838,0.31333767,1.315626469,2.909420805,1.787945392,2.779074842,3.479845629
Chr3-1518545,LOC_Os03g03510,0,0,0.878272256,0.882682661,13.84053395,6.768106309,2.742003841,3.018895365,10.5164344,13.70263008,4.781215158,3.470075668,3.545120488,7.839922163,1.289138302,2.943171573,57.81151835,56.64737183,6.38021208,10.94318895,21.62135288,27.10109171,1.008058146,26.27329455,11.7984262,13.10422492,0.299370875,1.196216218
Chr3-1528953,LOC_Os03g03540,6.940766982,6.563036872,33.79710393,5.967516189,3.979675649,7.895163325,2.182489667,3.982809382,0,0,0,0,0.100430164,0.668914065,1.388093818,6.136259213,3.446001968,9.987891287,0.513934365,0.523459398,0.45693192,3.800752661,0.811054338,0.115746399,0,0,0,0
Chr3-1530916,LOC_Os03g03540,2.056526534,1.220581992,0.868643982,0.277619029,3.169543072,11.06641309,0.144160812,0.605423106,8.803179084,6.501775526,3.802613882,1.560264679,6.004325188,4.469747185,10.25677345,4.125618303,5.035767168,1.954399549,2.710931817,1.533625793,1.113660591,2.83080357,29.65157109,3.932432745,1,1,2.208603876,1.444063258
Chr3+2266718,LOC_Os03g04750,751.5522436,771.7456471,544.8215017,680.0523529,926.9734959,1016.718429,994.86749,1007.644211,240.2641605,244.8987146,291.9038975,289.5899327,378.3542489,465.1085617,2067.363454,1930.935568,1027.754655,1050.642278,585.2891935,562.6497705,589.000464,617.025643,346.5928204,238.6181824,1020.115251,1032.259651,1331.147431,1384.725942
Chr3+2265998,LOC_Os03g04750,4.523644872,4.635068931,0,0,0.289856189,1.060383618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.029113302,10.84929196
Chr3-2615467,LOC_Os03g05340,2.138928148,0.451749985,0,0,0,0,0.06549982,2.042180181,0.563746535,4.505589364,2.664741084,0.493620419,1.732732229,4.323852688,0.952967304,0.202538839,1.282635434,0.136410514,2.738920184,2.562279045,0.081429402,1.484850877,0,0,0.015578238,0.565348371,0,0
Chr3-2613490,LOC_Os03g05340,1.380255625,1.93470327,10.08227754,5.223857305,0.078097886,0.560547798,0,0,0,0,0,0,0,0,0,0,1.282712646,0.619849627,7.360428291,5.325245789,0.068635575,0.423186538,0,0,1.363066695,1.134377637,1.140768547,1.77018922
Chr3-2776463,LOC_Os03g05570,2.073826464,0.254112934,1.587970179,5.581105088,0,0,0.430873819,0.885902723,2.383626234,2.118052105,0.8036991,0.465671075,1,1,1.795258868,1.596964708,0.188649581,1.630095698,0.391215995,0.035235266,2.610655764,4.052869918,6.680923632,7.202096387,0.598550757,0.1527153,0,0
Chr3-2776714,LOC_Os03g05570,3.088451907,2.036559758,0.678324586,5.598359343,1.773098299,4.135447001,28.22565246,30.7162829,0.198247631,7.864194839,5.062945242,4.09453038,2.673916725,2.819297187,145.9101527,112.9375511,115.1395021,119.467195,27.80089434,20.02317741,0.658185226,5.851704551,0,0,16.85394247,31.47815577,0,0
Chr3+3466455,LOC_Os03g06835,0,0,4.8882337,5.394463773,11.02285801,13.66233294,6.176086319,8.87243631,0.856362462,5.751949486,10.22555224,6.784013821,2.57389554,6.903594357,4.755566546,4.672509601,9.103699918,9.784187109,8.337418417,6.211285842,5.990476682,4.618475316,5.140844981,8.216552115,8.433886681,9.159200399,9.249430392,3.7669773
Chr3+3467284,LOC_Os03g06835,1.714099218,0.299894886,2.232253466,6.796003491,7.806243097,7.517057805,0.728245188,1.804835754,2.183124682,0.621923744,0.589629322,1.695108694,1.069404591,3.329241282,2.542941784,2.966558086,3.344824226,3.055704737,4.653171166,5.978405299,6.963330633,3.741385736,4.422692502,4.939982682,4.935497445,2.734850106,12.02442726,10.41181296
Chr3+3466677,LOC_Os03g06835,0,0,0.089613851,0.776861582,0.08876949,1.359100679,0.366027154,0.449879305,1.985827077,3.436398854,2.250413479,2.007437258,0,0,0,0,0.904317155,0.358786542,1.255450646,0.236411199,3.486342198,5.853833863,0,0,0.034489443,1.24857651,0,0
Chr3+3467031,LOC_Os03g06835,15.13243526,14.12487198,4.101231387,1.818936845,3.079209947,3.417625737,2.552429415,1.959056837,3.830351659,5.577550352,5.63429851,4.764392873,7.420545825,4.682408866,1.359532478,1.930218349,2.235110902,0.036657701,3.413927997,2.347952299,4.505980534,3.99583971,0.520539038,0.848493948,5.11768489,4.430635125,22.84158939,18.03059889
Chr3+3465707,LOC_Os03g06835,0,0,0,0,1.061546035,0.467689178,5.408560528,1.21725429,5.889912925,5.940977551,8.698727952,7.154666235,1.166722265,0.32272889,0.147671441,0.951003548,1.123221688,2.521220617,2.224656291,1.033306043,1.790050602,2.944977215,0.829017661,0.338530781,3.522507325,3.915380887,1.392011474,1.007488883
Chr3+3464439,LOC_Os03g06835,0,0,0.468690514,0.318849433,6.939317584,8.364191489,2.738338804,0.771175874,0.979967471,0.202357522,3.700658327,5.201987832,1.373289035,0.133776032,0.621265472,1.707461156,6.498808781,3.955703507,6.784083441,2.646010815,1.094819243,0.668876431,1.281555022,0.05975704,3.796545983,5.359093323,1.305654445,0.849074796
Chr3+3466186,LOC_Os03g06835,1.651500888,4.682468259,5.905592147,3.586172968,7.470125623,3.113692607,0.781339096,2.546872174,6.182078778,3.344892211,6.995124819,1.544246225,5.332940391,2.520355686,0.686878456,1.516229437,2.28020754,2.512920725,2.76206756,3.009508997,5.080318493,0.442687462,0,0,2.021212844,1.466367571,12.34360555,13.78612876
Chr3+3464607,LOC_Os03g06835,1.258159231,1.044907679,0,0,0,0,0.01259938,0.318767082,0.516878062,1.089276979,3.540419885,3.694767593,0,0,0,0,1,1,1.676110876,1.499842085,4.820073326,11.31100289,0,0,8.42979535,5.275387175,0.387698651,1.778342237
Chr3+3466346,LOC_Os03g06835,8.546119388,9.544917523,7.047061774,1.74205863,1.20324231,0.62186871,0.365760351,0.170791133,0.309095369,0.904193215,0.6914026,4.085203018,0,0,0.430835571,0.175953499,0.403808963,0.423355152,4.287996341,4.136120144,1.721268504,4.68811047,0,0,0.95665237,0.139135333,2.181022598,2.426099001
Chr3-3540023,LOC_Os03g06950,11.33323248,20.21862741,8.904128789,8.06950403,1.380294759,0.301880302,0,0,2.496468041,0.381274198,0,0,0,0,0.772496866,0.111900431,0,0,0.462401761,1.242801034,0,0,1.269660802,0.606257031,0,0,2.882795331,2.959281569
Chr3-3539951,LOC_Os03g06950,8.726474509,11.67275786,16.36901106,18.20228293,0.457142565,0.848896123,0.083179457,0.582315189,0,0,0.108474613,0.355698015,0,0,5.379483025,2.814779423,0.050443582,0.463196109,0.447418358,0.978904103,0.553525615,0.895918198,0,0,0.115470751,0.647145094,3,3
Chr3-3539572,LOC_Os03g06950,427.5936464,287.5709135,247.3763604,264.7429657,176.374576,187.8663236,147.5427086,158.4048933,168.7234633,179.5025059,195.869998,169.2298831,146.4356021,152.911159,138.0468037,130.4515817,106.6319816,92.91862334,168.8464877,149.4323497,202.5648879,196.2535915,254.9399935,281.400038,188.8588686,209.3987985,244.3175858,243.4432922
Chr3+3983476,LOC_Os03g07820,8.025787327,1.78100771,5.43423534,4.495451564,2.495635975,0.973257154,6.510301396,5.607872465,2.212861756,1.827386195,1.670243228,1.1853044,0,0,5.275056075,1.700885642,3.086655314,1.761637681,3.085155635,1.135209999,2.883145303,1.051837518,3.788894641,9.405368406,5.650499439,2.626863552,4.895023576,6.466932257
Chr3+3983550,LOC_Os03g07820,1.992814489,6.027972789,4.421024288,1.708264318,2.143967698,4.889731045,23.05787026,9.543910416,13.64946708,19.70650409,18.81578666,24.20729535,3.856197523,3.629269679,18.00285672,17.30463658,15.27453924,13.63593771,12.64508763,6.756502985,9.564907153,9.838735688,0.931999654,0.057845616,1.4734879,16.46398274,0,0
Chr3+3983387,LOC_Os03g07820,2.107953967,3.570441675,5.033217421,8.317163257,0.483466604,1.307875668,1.23453148,0.559004186,0,0,0.402955045,0.392608951,0.640502547,1.405508101,0.276619633,1.776395601,0.246785003,0.470202482,0.681447898,0.134919366,0,0,8.89665676,1.448395917,0.27320359,0.777187975,2.584371595,2.73579641
Chr3+4314731,LOC_Os03g08410,0,0,0,0,0,0,0,0,0,0,0,0,0.366625979,0.180657135,1,1,13.57034984,13.81800247,0,0,0,0,0,0,0,0,0,0
Chr3+4312282,LOC_Os03g08410,0,0,0,0,0,0,1,1,2.795491451,1.064257069,0.903101316,0.682931312,0.037698465,0.971774907,0.29844838,0.051519292,0.027745594,0.096258025,0.921710071,3.604241341,0.386038745,0.235916467,0.775322486,1.121315142,0.789558824,0.173123143,0,0
Chr3-5298441,LOC_Os03g10400,3.540604699,0.032190913,4.666803711,7.46001707,12.91955565,11.08386404,3.416180904,3.205880483,2.733034229,0.401619834,0.85486471,2.636039655,1.507486232,9.576710802,5.755289712,3.10760698,2.611996658,2.922600544,6.425768427,5.713658321,3.623169186,2.733196565,0,0,1.099739486,2.271335418,0.767883527,7.700933225
Chr3-5297655,LOC_Os03g10400,8.405331319,45.23917138,14.91104035,6.781578301,32.68838401,16.42424495,10.20036506,18.01459351,2.617181919,46.79731062,12.29087352,20.71433357,16.81474081,14.43467956,8.547650095,21.40589597,19.94840653,10.81858472,13.41620214,16.11943504,8.107942392,7.74220957,12.45302885,1.107748392,17.34271109,17.91630319,20.53315446,3.0146858
Chr3-5297295,LOC_Os03g10400,32.67887622,38.55883968,47.35717776,68.11058593,10.58170075,58.37970504,23.95011149,30.95210233,69.48301138,39.51742003,56.32209338,47.77648251,59.18654472,43.92546443,29.18215797,33.7371075,25.79945579,22.4439396,24.93794825,40.34057053,39.81443941,33.27339673,32.40290065,35.39326856,34.80395142,46.10770575,66.90591465,66.4099931
Chr3-5298414,LOC_Os03g10400,6.63080221,1.860834725,5.305381602,3.723446462,2.488834204,2.470168744,0,0,0,0,0,0,0,0,0.645672192,0.350118648,0.26811189,0.008817737,1.298730201,2.972339455,0.088680138,0.067149392,0,0,0.255803253,0.510100035,0,0
Chr3-5297912,LOC_Os03g10400,3.732906589,1.617534177,0,0,0.70528427,0.096410147,0,0,0,0,0,0,0,0,0.146947561,0.155670473,0,0,0.794862324,0.316472425,0,0,20.99617789,34.49504412,0.057232283,0.965058815,3.565327581,1.754608194
Chr3+5440226,LOC_Os03g10640,45.23269163,72.43238944,35.21958656,24.83949613,26.98028219,72.4778966,9.09059339,10.76438768,3.640314224,8.823282444,16.5440802,19.183775,17.51153213,16.90219826,37.52747795,29.58419007,392.6058326,404.5227485,42.64722751,39.43657882,303.3554975,317.0548587,376.727337,157.3420115,4.933626327,5.382632392,0.777496133,1.641097743
Chr3+5440325,LOC_Os03g10640,135.8944335,9.880741676,226.7547432,210.9788552,93.33716959,135.191959,21.44580743,18.34782232,0.400291799,15.50028796,43.89628883,33.06044796,29.89481104,44.22533126,52.53479993,39.14745828,639.5132264,728.533505,78.33518483,53.63773216,236.0113228,246.4572014,206.5494908,84.85080107,4.017896028,6.15781427,0,0
Chr3+5434784,LOC_Os03g10640,2.476108742,8.524433778,0.614611516,0.899597816,5.691142423,6.333946134,0,0,0.321096805,0.534750072,0,0,0.344709735,0.721683651,0.741098311,0.33255214,1.230028165,3.413651342,1.634540729,1.602952297,1.161273791,0.826921462,0,0,0.621800992,0.159305515,0,0
Chr3-5547225,LOC_Os03g10820,8.264579234,15.41725466,30.74788062,42.93868034,37.04824253,35.81149967,6.731677391,10.72202321,5.428271233,4.998627627,3.623961397,1.627738493,1,1,6.354692706,8.294432447,8.498495773,4.893483159,11.18540927,4.920178041,3.293309273,13.78573645,0.668153699,0.736236954,23.76579236,25.66534313,5.002708378,4.275082013
Chr3-5547149,LOC_Os03g10820,64.63595669,50.85985607,103.0838516,25.63318376,150.76684,153.3992265,62.68286721,65.3081903,0.637126692,4.581394766,0.331674845,0.540910246,0.721515516,0.406770871,29.54542279,30.83487178,15.37087069,11.13433721,25.3144858,15.60794609,25.66505524,24.07643538,22.01123453,26.18261223,48.25020532,32.01017707,31.88512809,36.33396265
Chr3-5987798,LOC_Os03g11550,1.999552217,0.128093359,2.65588092,3.482617021,0,0,0,0,0,0,4.053447388,1.452596938,0.450383463,0.35949411,1.036306584,0.914912115,1.158100912,4.956641451,0.170458795,0.647498894,0.001232755,1.323259624,0,0,1.737958369,0.323008508,5.487005369,1.988485006
Chr3-5986030,LOC_Os03g11550,82.39927804,88.51793177,142.0334848,144.5079265,35.52861445,33.90792434,0,0,0,0,2.848764135,3.302365519,0,0,0.916888632,1.090713255,2.020604953,0.473467157,3.232618635,2.136133186,2.396474625,0.472142482,3.912850327,6.173188315,0.480410703,0.435800368,15.48545478,15.03081761
Chr3-5983569,LOC_Os03g11550,6.139301072,4.421794816,0.798847219,0.587912622,0.411571292,1.121038774,0,0,0.001595579,1.764152873,3.306259564,0.787856255,1.850525625,1.744181738,0.295762819,1.070695492,0.010059768,0.481803651,0.041209616,3.107859376,0.190830075,0.7380144,0,0,0.408832757,0.462173623,6.658201365,7.073385226
Chr3-5987871,LOC_Os03g11550,2.59610557,0.762161457,2.732672243,1.676780935,1.899911118,0.517418693,0,0,0,0,0,0,0.113354485,0.800259117,0,0,1.259321852,0.0767767,5.213690958,4.706812947,1,1,0,0,0,0,1.615513162,1.330882387
Chr3-5983524,LOC_Os03g11550,64.76801471,65.37564361,91.06275962,70.46922339,78.73547997,102.560307,19.11974891,18.8579469,37.13246403,36.0188324,96.19545282,85.32115626,69.79576903,70.81851499,23.8530809,23.60515857,110.0317705,94.60434598,167.7720749,165.0667543,141.586418,144.0742902,57.38873591,211.1326827,152.0985493,146.0786838,358.2120725,265.1025722
