chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8
Chr2-33990777,LOC_Os02g55520,0,0,0,0,0,0,0,0,2.629993227,5.305682624,3.608087611,7.447869986,0.109606345,3.084777801,2.543529722,4.977904692,1.559553541,0.109809527,4.819219136,2.300006486,0.917932732,2.281160991,4.905881039,2.781058165,1.148945558,1.532642655,1.092210549,0.033217556,1.597328268,0.572508746,0.909230456,1.071048679,0.129567824,0.84742909,1.894769658,2.253774643,0.352608001,0.5195102,1.324161861,1.917086239,13.09526573,12.40972379,9.756307443,7.728454958,4.684433139,10.87946283,11.56901454,8.98011419,1.006202643,4.875596949,1.682947117,0.209898507,1.059445227,0.364806736,1.761051513,0.232255489,2.967822439,2.022910002,1.552959087,0.250994357,0.615076643,1.807955832,2.68763799,0.982699739,0.066442886,2.042742151,0.249100248,0.786099305,1.088916994,0.009104858,0.423637235,0.097017541,0.835042128,3.48978133,1.602352444,0.823465637,2.02541066,0.008686035,1.98987212,1.548613655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-33990692,LOC_Os02g55520,4.260603269,5.989741424,6.524868617,2.73791718,5.003999151,2.071918585,5.18901338,3.072332162,7.1802906,8.01566174,1.223542639,6.686229812,2.365189138,16.02553811,1.562159225,18.52937708,3.211946503,3.251285906,3.235884525,9.602743734,7.609015188,6.58315793,2.349495341,3.445165598,6.241965938,3.05600081,4.497447155,7.481798,4.981829633,1.878721267,7.195896347,4.104613501,13.34312103,5.226757609,1.165154436,7.64494003,15.54178927,11.48911967,0.725971913,2.833185256,17.98777174,18.47603895,14.99200488,15.04052963,13.93661585,17.21209401,13.57517154,13.55610279,5.724362234,3.886560674,6.87554172,8.390954702,6.258716934,6.214294073,6.416406364,4.442094408,2.980062127,0.46555219,2.793855531,1.035880054,1.610779812,5.059413108,1.92804608,4.830739671,2.410815995,3.529868475,3.755679483,3.226713877,3.314407245,4.510635636,3.924524123,3.681679036,1.479682459,3.000635839,8.970275681,0.921480915,2.266044388,3.325909929,2.715589457,4.778966556,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,2.425217861,1.376259079,1.143314303,2.24226022,0.60330247,1.460168072,1.653722011,1.711735312,2.079347546,2.257352075,3.069732527,2.257407483,2.450385111,2.683165579,2.165279147,2.051339452
Chr2-33991096,LOC_Os02g55520,47.46077515,43.58448245,4.54422216,36.27820373,54.21663229,46.88486878,41.096594,54.13150964,57.29323356,39.57499237,32.73776922,37.37351737,34.2751913,48.10814336,67.43518893,52.08922299,42.9435596,18.04381216,42.38856106,20.92339688,35.53764426,29.23356203,50.5066036,18.68866182,39.26982806,40.14053895,30.35619594,41.16368216,42.87065126,26.54662381,35.90215463,11.54444897,138.6439049,114.4524024,134.2561756,131.7470578,115.5496152,122.1852065,109.9863732,129.359886,135.8823708,129.8564555,141.4394771,152.69833,126.6493695,134.2241843,138.9385962,138.0059076,44.26802044,50.73373033,22.08381024,44.81722067,40.77499257,38.35540901,55.1197987,40.94817318,30.31736873,22.24610467,27.01385929,27.12386272,40.91175861,23.42487407,22.45859081,28.04393689,40.18792715,35.66572549,42.55835941,24.51376463,35.8404689,43.64184679,40.35962539,49.48174712,27.00391297,24.86830333,39.25767565,29.11486972,28.7910868,45.86259964,21.81897808,42.24690681,51.71110533,46.13975837,33.65967438,45.35894552,38.64887818,45.30898153,37.41050799,46.92162408,201.3164163,112.5261637,119.5680525,75.62500176,31.84299132,114.1257486,89.33010618,150.3621068,34.8180811,49.20123807,46.30872543,46.64768272,41.24355435,37.28870021,48.70581891,53.00974287,52.4380143,32.29019503,51.5424583,25.97304599,34.72579795,49.98841958,46.13806668,49.94773795
Chr2+34387954,LOC_Os02g56219,4.448579211,5.697564914,6.523216493,16.92791056,9.588240844,11.78830364,1.840594912,1.908124314,2.222284237,29.38561347,20.98510788,37.65760778,17.12478246,8.712731222,25.90144651,29.14849057,3.451893101,1.694061327,1.323571482,0.23112154,3.635432353,1.100163753,2.342872446,0.485837679,6.39871897,7.136660913,6.839691718,6.030085398,5.597518041,7.310088885,6.560212127,5.102336951,10.10994881,19.66179756,14.52427463,12.84383884,6.02285107,11.77267631,8.952465669,11.44503676,9.703015731,6.234449377,11.44729123,13.20107502,17.36629994,13.65936338,7.944552204,9.727538445,3.260718788,3.333629122,3.367860069,3.619457022,4.598998279,3.209776984,4.649514852,2.777989427,7.125517524,2.220995162,3.928979026,1.387329653,4.527425476,4.501244266,4.09305209,3.546704265,0.819049744,0.144225764,1.92333863,1.683033086,0.376949037,1.526907428,0.409467403,0.073516653,7.842027774,5.271458223,7.035258032,6.026661792,3.865806225,7.736287588,8.3364703,6.590903694,7.960279774,4.378025971,13.44944775,6.957836161,0.132248656,6.808513861,1.557495998,7.804366274,0.990365119,1.368891104,2.570153301,0.042715141,5.977877493,0.477370739,5.157902697,2.767497665,5.284841115,3.394499998,5.01606851,5.544207075,3.268031636,2.298376698,5.108037256,10.03962425,15.02167376,11.57684801,18.50154004,16.49537211,9.003556431,16.89918883,13.02178047,16.00426372
Chr2+34388077,LOC_Os02g56219,18.21882431,16.17595695,12.6033778,17.34583373,10.75856087,7.169033322,14.38488069,5.755047066,2.679245237,8.374728826,6.247204965,14.13785236,14.2130235,15.76983004,10.51786092,21.84769586,17.42817259,2.716665446,20.59430712,11.62250716,18.46627996,16.94743248,6.203417856,2.201196348,45.70520879,42.48164792,50.31181734,42.78874914,40.65604374,34.59605149,38.29808331,41.3402586,63.17926317,68.64881108,68.74683728,64.59197094,66.73151747,67.65776785,64.22505577,66.98065584,80.50682288,81.0917444,87.50040951,80.88830999,89.48292509,73.37139682,79.0353445,67.68186115,49.26468347,32.5836576,44.21656974,39.90765053,54.0499712,43.53842967,45.32863959,37.98723599,14.89678653,13.24065448,20.41613196,13.96745593,13.90729832,12.31812481,12.84785893,14.78571882,5.701811954,5.90555607,6.872772589,4.792313658,2.688483574,5.522146725,7.442048708,7.619305004,14.62573413,14.64723028,9.024329171,9.892780706,21.78160348,14.07087324,15.87962962,18.61060196,27.48786149,25.64175005,28.81448334,28.47297717,21.42362459,31.70458797,18.7691521,23.09166576,2.457811319,40.9156348,25.04965188,18.61109161,44.92047239,24.51445638,28.27700633,23.55761302,8.9351315,8.883765976,9.138321204,9.63136919,9.556545049,8.85634522,9.921205302,9.713420875,12.68339765,9.075030098,8.894538755,11.02709937,13.45007317,12.34580084,12.02218341,10.68096902
Chr2+34388251,LOC_Os02g56219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281510247,0.93315736,0.909859436,1.228511023,0.07552632,0.58925777,1.109788396,1.124424887,3.025831748,2.024883432,1.076868814,3.340103707,2.024873884,2.586326993,3.692641522,1.705601922,6.02361539,2.308342827,4.349365568,2.389695263,2.478826431,2.784041801,1.212131173,3.787857805,2.088846014,1.559676492,1.688046682,1.975720821,2.085719927,1.962763756,0.700146711,2.705425424,1.540111162,1.439529999,1.914515461,2.480996598,1.715336947,1.835240812,1.350367431,2.521308555,3.337097486,0.682751178,0.661348752,2.358876067,2.664516688,1.706446259,2.999469132,0.221907819,0.492345778,1.59556856,0.414258021,0.336599675,0.715422039,0.634659222,1.725914846,0.623014613,0.073685043,5.396346058,3.823502254,2.891859995,2.544683073,1.935832606,1.057750439,0.886649268,3.427996835,2.666127292,4.901921899,2.858704136,3.974568755,3.773625234,2.499430835,4.130912206,0,0,0,0,0,0,0,0,0.420928961,0.796154142,0.42364222,0.794507473,0.685686962,1.268532489,1.487548082,0.130171417,0.663711754,0.629219372,0.542948185,1.353468543,2.894909685,1.075997987,3.074088803,1.476028617
Chr2+34412873,LOC_Os02g56250,2.811925929,6.028142957,1.718697726,3.316297337,4.353607185,4.153696424,3.855620509,1.199399905,0,0,0,0,0,0,0,0,10.94901827,23.00088383,11.61002806,16.6273547,20.15341121,12.22392731,14.75070877,11.94566222,23.32598084,24.12319637,39.8376513,23.88710762,22.24889095,25.13790779,21.21721251,23.51674245,0.154240262,1.041420129,0.418931681,0.124295691,1.197306222,0.833874594,0.854030598,0.352963045,10.78926389,10.35532552,6.098749057,7.734170474,10.1716905,7.852870301,11.24802996,16.60059389,2.132661798,8.188836316,4.29902076,4.60036511,0.174408041,5.376209935,8.624077925,4.142629859,34.3255573,26.96143786,32.96770553,30.60433627,38.03964138,35.43930697,32.24869337,28.84805228,39.27248367,33.32361968,40.56674059,30.85974076,38.37541999,48.3829143,31.28692539,27.99273264,20.21890874,11.60899338,4.513375736,9.260337929,12.24958567,16.6979048,21.21274041,24.17431664,0.881070204,2.915717746,1.638246836,1.829742638,1.680547998,2.460990016,2.478905864,4.086594076,0,0,0,0,0,0,0,0,13.63082269,14.74870203,18.44999954,8.16572931,6.278191912,14.24219874,19.11790114,12.03257087,3.44237961,1.327041005,0.527067467,4.015793841,2.014976121,3.077988939,3.777182112,1.027406975
Chr2+34410415,LOC_Os02g56250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559183463,0.411273281,0.485679609,0.80248183,1.715389372,5.048011044,3.669491557,4.886034731,4.366662391,6.862248419,4.256927321,1.31219199,5.878924601,10.91074843,4.147558332,2.745972539,0.317177764,0.082767842,0.073978716,0.15747435,0.718870297,0.654197841,1.739128556,0.172096104,3.997962093,2.004186654,0.240618105,2.294796413,1.89621589,1.788663072,0.456387428,1.954237222,0.302363778,1.657554992,0.987180072,1.241795634,0.144222214,0.925388535,3.852919059,0.367031978,5.187164449,5.770807391,4.830176507,2.834853392,3.904154111,3.920370523,2.508016861,4.701072292,6.535042371,8.309035797,9.540521914,9.142761171,6.488910081,5.519381693,3.955668425,4.076891479,1.044850904,1.318671665,0.402374863,0.021345875,1.385667044,1.118147831,0.127524311,0.124223608,1.807859701,3.309092273,3.757327864,0.668177822,3.144025638,1.040628946,1.029293376,2.695411695,0,0,0,0,0,0,0,0,11.93286982,4.571838488,8.519129238,5.935268195,5.759503879,6.702886462,8.292919374,2.102502969,0.731284641,0.739798578,0.051924355,1.087716917,0.541787525,0.083720689,0.539846184,0.957725121
Chr2+34410079,LOC_Os02g56250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342156314,2.325049954,2.300457339,0.731547741,1.126531753,2.772666523,0.448380208,0.075730023,1.255674723,1.721917862,1.032233232,2.355236375,1.850685492,0.290267739,1.74205166,0.254255086,0.795338224,3.530980327,1.742150376,0.564949238,2.822849368,1.744884395,1.809352365,2.305905758,0.617831703,0.279230184,2.010407609,0.924078716,0.356338892,1.317143683,0.283353383,0.610204804,0.603241396,0.756198368,0.724159528,0.281893494,0.181578866,0.659536438,0.826440965,0.608568833,0.097978395,0.299120419,1.555303996,1.302536983,0.14887717,0.031367553,0.365262726,0.778906426,1.816304101,1.219838006,2.700016221,1.431856687,0.1257329,2.911517782,1.507316101,2.105566497,4.012750182,3.665027171,2.114972876,4.217217985,2.002145836,3.825814474,3.245055828,4.007439129,0.110448987,1.141605945,0.369538265,1.054622993,0.736430293,0.471355138,1.022786057,0.653244054,0,0,0,0,0,0,0,0,1.24074205,0.662678162,1.717372921,3.403703449,2.319919956,1.620531631,1.503996894,0.48612486,0,0,0,0,0,0,0,0
Chr2+34408266,LOC_Os02g56250,0.510950795,0.893483664,0.800620867,0.567633064,0.919071062,0.340033592,0.816637114,0.789295901,0.547089786,0.391475524,0.024376084,0.051956672,0.310169835,0.6328299,0.986295997,0.762754566,0,0,0,0,0,0,0,0,0.786302425,0.477188829,0.553951704,1.018642234,0.155640962,0.715036413,0.270633481,0.444319127,0.978830724,0.937993931,4.698487979,2.838792897,4.556951496,3.318452235,4.57754445,0.537020723,0.518548016,0.602279505,1.183861705,1.104850613,0.91918098,1.16638439,1.163442652,0.188768091,0.798546958,2.033518071,0.303209604,0.421259491,1.246464247,0.071439375,0.080093072,0.124320512,3.57792152,0.090366801,0.152632059,0.919602422,0.206240116,1.037510087,1.458508581,0.733366864,1.333422202,1.373049455,2.268486438,1.539009616,1.350168325,0.700477703,0.517565598,0.413147662,3.291805012,1.324047189,0.378061337,0.023311454,1.367002182,0.685624447,2.074193595,0.972463936,0.234916138,0.022051317,0.222819392,0.252634599,0.571953657,0.789058201,0.542152117,0.247560872,6.220767631,8.966880502,1.6573464,20.23409807,12.16623029,33.1256861,15.57655678,7.139833901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+34409997,LOC_Os02g56250,0,0,0,0,0,0,0,0,5.737608508,0.151548645,2.021550244,2.328132305,5.924869107,3.311939639,6.822728955,0.492357218,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.770662515,0.046915323,2.086713544,0.237198651,0.370614313,1.360707461,1.7120255,2.685323142,1.258931245,1.556815273,1.442041145,0.068747928,0.31584888,1.206151751,0.736618625,2.539832747,0.663179271,0.734897762,0.449597614,0.251830592,0.58261191,0.030400543,1.49206409,0.90978978,0.14510881,2.042118772,1.040236282,0.97116159,0.300584491,2.12058692,3.418860369,0.021217436,0.842678148,0.086184164,1.92343579,0.181619075,2.038877772,0.596351631,1.507788311,0.440256931,0.605942963,0.771116009,0.028271748,0.060259826,0.008580165,0.79503001,0.10350769,1.467608449,0.875379607,0.987881868,0.270096464,1.275237746,0.91807527,1.367457318,3.390498817,2.194141562,10.74146236,4.044316555,3.146112384,10.82012844,1.790362018,0.011975175,8.427024555,7.644833659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+34413398,LOC_Os02g56250,6.237749238,6.496428748,12.66629248,11.4219621,10.3879498,14.98049109,11.07530329,13.22720281,19.89605514,21.62028453,23.4679731,12.97894562,14.61349823,12.25090925,21.13481709,32.85788568,201.9888408,210.0565295,205.9095435,212.4599951,213.5505969,209.6936243,219.5197012,211.6472031,449.1570446,428.5794145,439.1199247,409.4830353,442.5011268,424.5985643,448.1471291,450.0436399,96.77054585,49.14715247,69.18707644,77.51217287,88.72080018,67.83333411,80.18619119,61.37566592,267.9291598,222.6875073,230.0090604,282.1311453,269.296616,267.8963373,252.8830688,247.1752387,87.16554592,74.77332358,99.82113895,102.9347945,74.50165009,90.99600437,110.3415217,89.62924289,351.069863,279.1619474,337.8945672,353.3207874,310.4862431,318.0181003,284.651983,337.4504284,408.0782699,289.7747475,217.4930146,218.4416586,269.1849663,309.0259584,220.8876719,282.7046169,222.0980602,242.2683981,228.8411937,238.5881241,240.3990654,231.1754168,238.8851959,241.8344757,113.7474754,88.64232921,82.97046716,117.5470597,76.7588016,94.61592308,119.6757296,123.8646343,27.55040566,11.97473137,57.67746714,8.933125351,14.6038352,27.35322575,29.99667813,6.333509452,369.3337592,330.4591858,347.0241689,363.5646565,377.1959445,370.2725105,373.7764729,316.7206257,11.2775408,6.568470341,12.85554681,8.730265507,6.045473216,8.715974817,10.24684802,12.85152903
Chr2-34619843,LOC_Os02g56530,77.35168565,108.7154826,81.10575897,32.28595412,32.32715155,69.91608698,71.016749,116.1150011,64.10067621,75.0317842,5.977830848,106.5019004,67.38208931,123.4478606,99.47701041,32.05274338,129.2991178,81.36148162,116.1853594,89.0966903,127.3509346,87.37943333,97.07966892,133.3254543,121.7217793,98.55842483,105.0442363,116.3152564,104.1880064,132.0045111,98.76565767,135.9848706,47.25828567,45.90032434,41.23606048,51.70261677,70.86047773,69.29270058,65.50223843,54.36045664,80.74720906,87.84457875,92.42836684,73.5453814,60.74982967,67.94400567,94.896871,96.39069487,88.85108598,85.9761353,90.70084567,81.21871332,88.88440642,95.76480233,93.53532686,77.51038285,93.52686131,97.85974495,111.4396794,86.14815646,86.6254531,90.15318662,113.0357256,89.81188232,80.88493719,90.1098201,77.44782565,87.17713609,85.29456318,76.97033978,92.01119393,90.00687392,81.77384511,76.60514862,81.63486828,76.37136826,81.48928024,74.14789323,75.23147118,77.05580778,142.9626291,132.7623281,123.6124189,132.8535106,133.517643,133.9249773,138.5571177,136.3031294,333.0016426,126.8599386,374.367558,384.1260613,259.6096499,329.7101762,343.8423983,197.6404535,135.1526185,105.0522698,120.050094,125.963397,126.0426984,121.8408014,115.8443147,122.0339793,83.16502637,78.13401117,82.67147249,79.05254838,88.40826255,85.99252382,89.9980306,85.52959712
Chr2-34619570,LOC_Os02g56530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282070626,1.89512405,0.329296902,3.236691166,0.595876824,0.457395067,0.990054432,0.592484156,0,0,0,0,0,0,0,0,0.483243685,0.869195461,1.071117418,0.835322367,1.004918554,0.384828473,0.44991446,0.154069947,2.951251403,3.482260876,3.187114896,0.55001593,0.638495434,0.545747402,3.940272452,1.844249821,0.064404066,1.83153357,1.110304727,0.086829346,2.392635262,5.183400224,1.632364403,0.108010255,0.967923266,0.430741774,1.311948416,0.271797373,0.249423476,1.748782607,1.439693597,0.770404008,0.524735539,4.662012418,4.725272722,1.843531288,2.957685541,3.185362163,3.232729843,3.506961103,0.163913348,0.728188261,0.664109384,0.209671689,0.736317362,0.227963889,0.540419236,0.474789329,1.297213905,0.0831762,0.485697592,1.617537311,0.287502711,0.755757273,1.204273552,2.599256349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
Chr2-34622400,LOC_Os02g56530,0,0,0,0,0,0,0,0,0.494786057,0.030213677,0.019092664,0.690495922,0.515309122,0.333005977,0.183606437,0.477829361,0.687966527,2.925034756,0.999783266,0.348071354,0.080958275,1.651213685,2.424048799,1.502731082,3.613880113,2.942836597,0.645869469,4.05395402,2.696854621,0.295684084,2.212343329,1.23568847,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0.992025945,0.70670691,0.61874904,8.057343829,2.18748864,3.480305451,5.197980199,5.375621526,1.195647059,2.289158213,1.849160109,3.016321676,2.029126664,1.133208987,1.394057771,1.525759887,1.618164305,2.017725412,0.124704151,2.60736551,3.850516327,2.97457812,1.469753967,2.073081156,1.167455423,4.338973049,1.565619488,8.920304637,6.012555215,8.236824687,4.973506109,1.789576426,7.894607936,15.84511875,0.731453913,0.88454644,0.193468391,0.343772514,1.511735295,2.353033363,0,0,0,0,0,0,0,0,2.751176089,3.377583792,4.032847385,1.15733278,2.497471266,2.987131369,0.597823164,2.231943728,3,3,3,3,3,3,3,3
Chr2-35178820,LOC_Os02g57410,10.57147498,11.36549284,10.56518534,10.77752186,10.13699002,11.20185045,10.42436002,9.715570726,30.81193555,9.862979813,23.65269237,16.31569082,12.82153239,1.694215135,0.40647355,14.12536889,17.97903682,19.63955621,18.28102778,14.81747,13.91696767,10.67758562,14.76100001,18.05538746,6.044517455,5.332956853,5.973442708,5.784436288,6.288081227,5.676445659,7.534615939,5.816596633,32.90671852,30.55274574,25.23644224,30.87948254,25.83145635,25.89712908,29.37154294,29.85062599,11.45735949,19.50714957,24.12366266,16.5245634,20.07290559,24.59060104,29.44882386,18.20733638,7.934850713,7.435395221,6.898231064,7.314714581,6.818988712,7.722751155,8.301864694,8.169352199,2.604211983,2.427817959,2.598917775,2.83597272,2.139274981,2.183721205,2.145790271,2.061451907,19.49458074,25.70322094,15.86086429,18.68705724,22.42969207,25.7726819,20.0629436,19.18674557,107.0549566,141.0797221,120.533923,144.2336391,82.98694813,155.1041002,114.6872196,119.2964901,27.20808468,22.81712516,27.74690971,26.95090539,34.62343792,27.80865041,25.48386794,32.23682299,75.0143439,52.78083626,44.77207985,14.09671822,31.73383455,101.4144099,39.06550381,1.053216668,15.09992719,14.15478118,12.1149815,11.20613394,10.53226623,8.703648162,16.38317558,9.762356338,5.319155427,4.540322459,3.57820004,2.403903345,3.528372265,7.800021132,5.660042319,7.787313896
Chr2-35179148,LOC_Os02g57410,245.9875517,432.9778078,381.1754049,195.4058405,157.8613884,226.2963073,296.6260801,192.7261557,252.0594173,311.3147449,357.407226,273.4393143,335.6205452,286.9801913,270.6780072,342.6574477,132.1970256,135.8854161,124.8728568,127.6672092,127.1305892,105.9531839,118.1034389,140.8456687,169.0670243,164.4154126,172.3540451,210.7437154,175.272246,173.6467186,181.5659342,184.3925866,761.1440391,789.4385284,765.4535842,792.9164086,755.232921,789.3707079,755.9262889,763.584786,592.7968968,594.937851,590.4859439,589.7677842,601.789558,567.1583317,588.1015116,579.6005786,283.3701522,271.2689119,254.1557587,252.5756456,277.7388931,240.9056099,267.2765197,301.3341423,73.95481347,69.9210505,76.01155308,53.90184125,57.38323958,71.51248194,66.78008988,77.606742,215.4034448,206.9053338,215.4676342,209.7801945,220.2674277,216.3928637,218.1207969,205.8196141,500.9047846,596.3637943,636.4749129,697.9423678,723.7839561,629.3526177,471.3602373,647.239634,290.1050201,293.1838314,305.792231,284.3205963,281.2364678,291.9206423,289.5987114,287.2558209,145.2608753,141.3686766,148.6645182,164.3473879,160.2828368,156.4303786,159.3084653,160.2550246,286.3997773,279.1246926,278.2436231,295.5407662,270.9850178,304.8225855,298.3361488,298.4008208,176.1806733,176.0588582,174.654832,176.5237488,176.4160691,177.9672742,176.1546931,175.7287576
Chr2-35178383,LOC_Os02g57410,12.47278861,7.810611716,8.260992396,9.333243694,1.213404772,10.59452153,9.045685337,6.033496516,3.732560269,4.234405581,4.951610227,5.551948694,3.173228056,3.539512242,2.49971436,4.676180377,2.735951393,2.379102508,1.63182624,0.070341689,1.222389987,0.853331853,3.191542279,2.457806032,2.791081846,1.236316588,2.532324467,2.764576703,3.174562248,2.418192895,2.176262699,2.036900006,11.62259797,7.397529297,11.57571592,11.9636205,10.72498911,9.878885383,13.6373002,7.620047957,4.077908545,9.517219201,4.593650025,14.91658507,13.91532347,11.95630494,9.09209554,10.9086234,0.631815562,2.631905491,1.401624483,1.830707115,1.002801363,1.008827527,1.509873191,2.078057751,1,1,1,1,1,1,1,1,4.165665714,7.567894709,11.45030159,8.753069024,4.241993487,8.847605248,14.60430793,4.587633827,18.76845393,20.41968325,15.35188215,19.06694228,19.24772999,20.23537864,19.40339203,22.75282035,5.834724696,8.768936129,12.58902822,8.451282029,8.396609351,11.47888602,10.12521998,10.17110069,0,0,0,0,0,0,0,0,1.463279913,2.677226206,2.981450955,3.172327551,1.930636053,0.461033159,1.59963613,1.297645475,4.852847173,5.731744301,5.196249565,5.197869715,4.835168893,4.733110957,5.140610654,5.767443821
Chr2-35320519,LOC_Os02g57670,3.934677925,1.062647011,7.091465079,0.532625247,4.582313737,3.44947746,2.719224701,1.957491402,6.909721295,1.92138852,8.653320226,3.687355114,1.726364794,16.92640535,10.30237893,18.99018608,8.051499463,9.539565918,14.923699,2.539264271,4.934565316,11.9632955,21.08081137,11.68384213,1076.976172,1134.480915,1142.830757,1059.52512,1157.496196,1119.432504,1131.143897,1141.516868,314.2986548,372.9928804,358.7191422,387.8818229,360.9057596,347.5263345,373.1096976,383.8536346,249.1247198,236.9778251,212.3497898,221.0497075,283.4533236,266.9366973,229.1148986,232.3255312,49.91309195,62.76772492,62.15551257,69.3171391,58.88810446,89.88285168,37.5284135,71.96127522,26.1735057,38.63778681,40.59321881,44.56179099,41.62733855,29.78904518,33.69039821,43.13200891,5.674499977,4.679912459,4.966739778,6.388179805,4.92279012,5.584312664,6.00940964,5.660000288,25.1009303,118.3083615,72.64960815,80.65865133,45.33696816,16.54534934,5.085739674,22.23453223,15.83343423,15.43244458,20.42256066,19.09504048,13.77514976,13.63217664,21.68196747,13.14165259,23.73297945,18.89256884,17.99413179,36.31401793,37.28737352,25.12801697,3.682452779,27.89294475,48.7773833,51.53293311,45.90136119,48.77537894,46.95889663,46.27427151,48.00009419,48.21842128,0.286473638,0.5990553,1.686293256,0.684221761,5.960550567,2.01151416,1.348121927,1.081573187
Chr2-35320315,LOC_Os02g57670,0,0,0,0,0,0,0,0,0.787686178,1.474238652,0.645968434,1.367972314,2.472168866,0.232334279,0.752458448,1.469132592,0.135467361,0.393772304,0.14303102,0.035155254,0.297681753,0.03578695,1.05978927,0.181298607,82.3247758,90.15055459,108.9549739,89.09406654,55.28715617,89.00767965,83.40203208,88.00073714,24.50152213,26.34786313,27.71324401,25.36440988,23.78313865,24.15394541,26.8754764,17.95335759,29.56578264,15.98587318,21.20093339,27.06895603,25.94181795,22.2177779,26.29287846,19.04442094,3.583025031,0.877704356,2.005809372,1.742495642,0.101483341,0.0980874,2.85520572,3.026569808,2.966355441,2.101352691,3.561361025,2.211434681,3.313292318,3.683466728,3.19002152,1.305494959,0.960645271,1.263602664,1.101108264,0.426441502,0.618503132,1.65803063,0.082591481,0.754073638,22.50762216,15.65455545,18.29477694,9.310266888,20.25163998,29.36233888,25.64242147,25.85491921,1.144611892,1.11149651,4.560356835,0.848869683,3.368159161,0.794443525,1.541739246,0.74535436,2.769699223,12.62872048,20.96301547,4.663426766,4.520277911,6.717043529,10.19901318,9.599802711,6.755457684,10.62559285,7.657088154,9.606619597,5.466067433,6.650206328,7.492884779,7.285721788,0,0,0,0,0,0,0,0
Chr2-35572393,LOC_Os02g58139,7.103565045,6.404780954,7.718934777,4.799933962,5.337804463,7.145050554,5.059858024,6.650971975,14.13370844,8.25024151,10.9255226,12.41700181,5.355286177,16.11551244,12.89532044,11.48550043,2.549153314,2.344017266,1.308728851,2.832739099,3.365065429,2.78087714,1.393217117,1.796552598,11.5160371,11.48235555,12.28451202,10.57636088,10.28927212,10.74167957,11.03635375,10.65630037,18.34060155,21.91300114,9.005397323,28.1821276,3.993035088,13.18378266,26.68139519,15.04805272,52.36695325,57.3020184,61.03613312,60.76652778,49.75760244,48.46884901,60.5027956,49.86518145,38.35670512,34.96011499,43.34612488,33.10312855,38.39075166,41.65848971,34.31136657,33.37917315,8.226333872,10.30512699,8.75457254,6.970574246,7.674654671,7.499371279,9.036429639,8.506637811,29.26472492,29.19191809,29.28527934,28.41347105,24.14024407,29.97881832,30.6601424,25.08533926,25.85779721,15.83827471,17.32842166,17.6019423,21.03954647,28.18654451,24.03373961,23.43512944,7.329556171,8.390107326,4.844001106,3.577243792,0.749186373,2.609342452,3.42480813,7.206834818,1.603893504,5.446274167,1.587255675,7.526754619,0.833098765,1.463674303,3.794784015,0.377051799,9.476831793,12.58225508,10.35587282,10.77947538,4.332344823,10.67035608,11.97176324,13.69271786,22.77106149,22.70401563,25.75054137,21.69421458,24.67492548,23.89652806,25.2009762,24.62230823
