chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12
Chr5+11090385,LOC_Os05g19110,0.297993249,2.057375787,2.27945142,3.149263677,0.062326708,2.154897338,3.132509697,1.779858631,1.252545977,2.485130831,3.343449998,1.321873424,1.445508217,4.631002563,4.928652554,0.092074991,1.434805376,5.250144832,4.146542612,10.63180711,2.073120783,0.656316044,6.734439256,6.586391788,6.469712202,4.799020998,8.081338235,9.17110966,6.925291032,6.256307244,5.954663954,4.627803467,5.581504489,3.627118172,5.19529942,5.923968791,51.23904451,63.93703531,57.63016663,59.61916278,51.91385924,58.36631483,43.78409614,52.92601509,59.02169659,66.59315661,53.28741335,49.92426316,57.07461676,32.5060126,33.78455925,54.6596556,31.19888799,47.28141071,48.49151748,73.1043386,65.03242981,65.36571439,29.77746499,50.25372949,19.95204094,23.18666649,17.06557646,12.76629612,17.37680981,14.75353401,15.67166692,16.46311228,20.67596051,18.79245713,11.96680438,17.63559687,98.99484191,110.1466807,120.6445654,90.81855767,103.0623264,100.7175762,101.4873472,91.77950341,113.3311316,118.1287255,111.4881967,106.1111341,72.74940762,91.6579969,81.5074451,73.07931049,78.67877598,81.18077385,81.63372341,73.44825436,81.98475704,82.77222351,85.87712867,73.93720617,4.936801372,34.46632544,37.58721574,27.71629242,32.24718427,32.09220535,24.19128002,31.2481057,32.85436212,34.37489841,13.2799947,40.39062054,104.0761681,102.4812753,102.7658646,102.9784622,103.7870741,103.376725,102.5475669,103.7506161,103.2273649,103.0152927,103.4083084,103.1958605,39.71141544,75.2920796,60.48514896,63.44743928,42.39706644,63.62193154,63.2137498,68.80735521,27.36467434,31.34744399,80.40799097,32.46984454,70.9133019,52.52500885,71.43522297,41.78857156,45.38981211,9.531091155,69.72374205,87.96336986,56.39447112,94.85149183,17.41577669,78.08561024,11.16748263,21.36234821,34.24306169,26.70292978,18.52601098,14.30549794,31.06499501,30.03336765,30.61313585,28.59505136,25.41130079,35.93662124,0.224510904,0.651856668,1.540813035,0.704306957,1.267945126,1.748937671,0.455398045,0.057178959,1.214415326,0.042301674,2.411585682,0.018510329
Chr5+11090295,LOC_Os05g19110,0.895541875,0.552923416,0.436755969,2.130512911,2.918470446,0.593335673,0.333783038,0.135419657,0.321058059,0.675882377,3.337342336,0.406722016,1.340949149,1.100426372,0.083312838,0.621776422,1.123095669,0.701484109,0.198757648,0.1274143,0.315241196,0.484080902,0.632280206,1.948343051,0.501460561,1.071818406,1.604190874,1.546128332,3.238365935,1.473905539,1.913515851,2.280969933,1.949786335,6.302597214,1.364903144,2.176977356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557895006,1.479314554,0.248547461,0.809158219,0.017795504,1.833138192,0.154723624,0.616549166,0.323750998,0.017781813,0.05249865,0.992528694,0.338593028,0.676231526,0.262399477,0.016028546,0.304642896,1.437806996,0.677051723,0.361174435,0.422839385,1.398265316,0.228563133,0.137294132,1.404889689,2.924177204,1.229858996,4.427719534,2.400285226,1.002617695,5.503853204,0.067733639,5.828369567,1.796909863,1.343102794,0.875443176,0,0,0,0,0,0,0,0,0,0,0,0,3.024286131,3.197248816,2.805289676,3.38289908,2.266631819,2.13801107,1.611839458,2.549314754,2.83876761,2.15977174,3.014761618,2.771169121,2.323111602,2.411261421,1.41649289,1.291619866,2.72621849,1.325543421,1.725748744,1.255136671,1.262858186,1.735003091,3.042240107,2.083987785,0,0,0,0,0,0,0,0,0,0,0,0,0.300801154,1.572381491,0.169659407,1.270422551,1.0438261,0.383186416,1.291440046,0.575186012,0.082851295,0.733066387,0.421042809,0.85267453,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-13106794,LOC_Os05g22990,14.91072591,6.031719978,8.339263959,11.94533832,1.935853294,3.21440495,3.227258061,12.8361477,11.3158803,2.404531039,3.74442065,7.54738237,11.10413553,5.176899486,1.400577014,1.517117881,8.942714642,7.205286634,8.989181323,6.219619812,2.968940111,12.53712675,15.90091642,2.740820986,18.29235113,7.178884599,14.15480095,13.87741381,8.445105456,17.68306237,9.136574473,12.68627943,5.912750434,14.80690443,8.816621503,3.589236451,0.881572707,0.476127083,2.143031843,1.575419133,0.717242448,0.722033764,1.217027232,1.904835697,1.530347766,2.143461458,0.779570789,1.347675429,0,0,0,0,0,0,0,0,0,0,0,0,1.644155926,1.565859236,1.298423689,2.306845923,0.176199176,1.16875988,1.615464879,0.018525621,2.365362466,1.530206453,2.286747835,0.851014417,5.829765845,3.687628264,3.959448184,6.328692351,3.734981001,6.411764668,4.000771189,5.46484317,5.045899025,3.249568512,4.79181929,6.013808161,5.928415194,9.175237003,11.04741245,10.69017094,12.59197203,20.59250483,8.530748035,16.36262662,4.148998951,14.73332429,8.567615284,5.385083027,9.017917611,11.12524701,9.644321888,9.385372694,7.63626468,8.987404551,10.85940572,10.3419367,7.644004243,10.15796606,9.563243018,9.677805042,5.239442262,4.562356248,6.451177438,7.003853042,3.049956933,5.505612545,6.076450562,6.899805588,3.221950312,3.657331351,4.318373467,3.559704571,9.089156501,11.49110276,8.335751733,9.804386922,6.406042169,15.73369831,4.73388431,11.46302039,10.55185594,7.323862899,4.180050874,6.366109906,0,0,0,0,0,0,0,0,0,0,0,0,18.41132565,18.04865721,14.02908946,18.10323005,18.56734696,22.84238612,22.53633068,23.17232917,26.43415364,13.55586488,5.973365196,8.963199865,17.00556106,15.60778662,13.31995576,13.76685483,28.65610011,17.4689865,26.70524786,35.03614056,8.973516595,25.94403121,49.01722473,6.934346106
Chr5-13106737,LOC_Os05g22990,1.830909869,9.958276113,7.207297347,12.81817018,12.78303058,10.49238756,3.730222868,9.734758888,6.876801801,9.351791085,14.3104918,6.939430848,1.384951549,5.516604697,3.354770431,6.320680707,4.100439411,1.749124591,2.497098513,3.139331861,0.847255044,1.997431474,9.32833249,2.614248534,23.84936162,13.5164796,19.01016115,8.404502404,15.20307087,15.92515355,20.16642891,10.56905518,13.12928971,12.66588148,19.70818876,7.88638058,1.591071995,2.343749405,3.176542494,2.0580021,1.594667228,4.28207898,3.915457506,2.795644585,1.89964996,4.029067478,4.142510455,4.695083088,0,0,0,0,0,0,0,0,0,0,0,0,0.082259332,1.12287806,0.275614116,0.127460791,0.854829064,1.179795187,0.059530024,0.103076554,0.462353068,0.078667806,1.297418018,0.945208531,2.901120343,4.786122209,4.379924272,2.89410447,3.186819453,6.035401966,2.473401377,3.036217256,5.738796701,4.645525177,2.352845932,4.742414444,11.82098968,6.736348634,0.143073121,5.28642596,5.971400955,3.45464748,6.064244241,8.659858952,3.124705877,7.534305771,2.696926039,8.898205175,8.014554731,6.227645627,8.630649499,10.93114371,6.655265821,5.884175208,4.791893179,5.161804833,4.772426285,8.718779554,7.10888235,6.38270612,6.514939998,6.962675001,8.201925762,8.00398139,7.49515165,6.848824142,9.414472937,6.17480805,7.318039458,10.55029383,6.653001502,7.254065968,5.249258038,7.849320563,7.092241068,6.595811847,5.909082504,7.561696973,2.892069733,4.224464653,8.530925723,2.811365844,1.580383243,4.799105425,28.40045532,4.981965634,9.496880538,0.501499553,3.014343555,6.090629174,8.914277819,0.620439897,8.791530451,2.637647391,5.578169847,2.849471213,13.75332343,18.67273685,12.00969129,11.57641035,14.34852687,14.15254863,17.83293043,11.15221271,14.39626471,14.71357666,17.61207009,11.28024612,25.4709668,34.74197723,25.05264797,29.75775506,29.06439578,34.82221677,36.11794061,31.37914368,37.95880099,23.08762849,37.64536578,20.85800737
Chr5-13106615,LOC_Os05g22990,3.461821314,0.058608205,3.890283461,1.239601608,2.64182005,0.42286491,0.589863299,0.843876505,3.383961974,0.389517237,1.186065844,0.256260028,4.665197175,3.270943233,5.276353623,3.917060095,1.309265258,2.494329067,2.991625561,4.575440351,0.668085386,3.274692758,1.37573635,1.717795056,2.50430717,8.249530134,6.90022096,1.823037829,6.805580588,9.649478481,5.484618039,8.004313899,2.425976152,4.33410117,4.768761677,6.191853233,0.217127774,1.082223419,1.071716042,0.672530463,0.077380005,0.367182725,0.54421104,0.094506887,0.369192564,0.165777396,1.58427441,0.243833921,2.178759972,1.256287206,1.934133193,0.680260779,0.804645137,1.19227386,0.537818413,0.644977509,1.572091134,1.238801408,2.108523402,1.060986535,1.031675259,0.449188104,0.0540432,0.425512879,0.612478798,0.41936308,0.164541668,0.079889936,0.906369262,1.067170479,0.449727105,0.8638595,1.074063661,2.202067188,2.241458388,1.815567657,0.827593391,2.283145262,1.208211331,1.314036252,1.928138832,1.822580086,1.745812698,2.006506572,4.057824234,3.914058946,4.760248657,5.200730398,6.191292646,6.654219949,3.376096694,5.247218408,5.427572919,3.487778432,5.364952387,5.279798118,0.425567365,1.236125371,6.130501757,2.556799453,1.962750692,4.944832734,3.804816213,0.31443315,1.584157287,4.555003674,0.79626701,4.925644833,2.160184499,0.336733136,0.648780211,1.31067573,2.203881892,1.928177223,1.44179352,2.474957083,2.022828506,4.038648813,2.390854122,0.429866401,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.39734003,2.046399652,1.352821293,2.117329692,0.944877999,2.04636512,0.017145741,1.066977933,4.580445747,9.620631911,5.809167215,2.868320254,1,1,1,1,1,1,1,1,1,1,1,1
Chr5+13705355,LOC_Os05g23840,13.04130471,5.319710613,20.73514778,10.33671968,15.8369606,12.67930901,14.14513733,13.89237918,16.72637004,13.59229125,4.559565154,8.636030526,10.54845545,14.11861794,11.26926402,3.174910279,11.48491281,6.938082168,1.260840169,6.041687891,5.519574607,5.30464509,8.646541551,0.304862204,0.694939798,0.255123231,1.364204635,0.483836848,0.147779543,1.177270155,0.037795793,3.854964096,0.235524028,1.414414839,2.024173837,0.953798763,0.113958503,0.417144291,0.76862662,1.296821271,0.42290752,1.026341935,0.483837184,0.10593679,0.31212574,0.97369736,0.436151129,0.620702924,0,0,0,0,0,0,0,0,0,0,0,0,0.983139297,2.484328223,0.714632233,1.678054836,1.901714569,1.160980427,1.457643099,2.110160877,1.297639793,0.967325411,0.653033647,0.056404186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445338503,1.250075617,0.464944389,0.447719391,1.283141022,1.209667048,0.209861145,1.055660476,0.172608617,0.204370341,0.441937304,0.102571777,0,0,0,0,0,0,0,0,0,0,0,0,0.861944005,0.004735287,0.511537795,0.421399833,1.085354465,0.25516845,0.352365618,0.345604339,0.659332157,0.127563259,0.630371819,0.180663687,0.003939511,0.79003221,0.313661202,0.779110983,0.566108156,0.575581319,0.190248917,0.106631328,0.557498557,0.032602687,1.287635239,1.24012879,0,0,0,0,0,0,0,0,0,0,0,0,3.825539639,4.532005455,3.47436211,4.30451557,3.814408234,4.378349848,3.501928633,3.624583572,2.479383408,4.217629705,3.932675507,3.416256165
Chr5+13705445,LOC_Os05g23840,5.009644793,4.503569279,4.691717677,3.31471224,3.504786857,4.783808035,2.44335826,2.525368394,3.400109638,2.814240976,4.735371457,2.627162262,2.973632853,6.640846656,1.102515096,4.867601176,0.603785146,2.262558964,3.733465651,0.41324667,10.13186554,4.475385319,3.455590144,2.002711274,4.859070924,3.384031278,6.085716722,6.445124742,0.735250206,6.805939062,3.315017011,3.690773578,0.100252169,1.176419979,1.311621467,3.198282264,0.330651783,0.347396336,0.527893202,0.133983677,0.222902043,0.565264174,0.5888325,0.872134714,0.075180459,0.60741431,0.291528936,0.308517346,5.186197884,0.321462038,1.307362696,0.529562215,1.776373183,0.510599517,1.201742783,0.539757758,1.430769741,0.42105928,1.181480286,1.285642309,1.264639853,2.332767912,1.668485781,0.754090057,0.746525313,1.528415984,1.395582069,0.91635554,0.236141745,1.428961108,0.035958854,0.691648262,2.230457458,1.684260918,1.796518897,1.592504999,0.275195455,1.859254518,2.871962946,0.808939959,0.678070488,0.293706461,2.102052433,0.98639624,0.01316593,0.525740582,0.339396845,0.489050736,0.47085213,0.759480427,0.624280771,0.684371879,0.05742793,0.264505217,0.901596069,0.671849533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.689876855,1.441320832,0.268712391,1.155381752,2.329627967,1.859100927,1.126242044,0.102211506,1.007404818,2.013146121,1.235823842,1.998430882,1.727103423,2.551416756,2.72564026,2.046426357,0.480786103,1.336606523,1.011075961,0.747218216,3.649153389,0.456285596,1.863612772,2.795634574
Chr5+13706262,LOC_Os05g23840,15.56499637,25.68766518,14.37926777,25.49828872,27.44999073,24.57750438,22.99803714,17.1582009,21.67107508,18.5786191,24.47017024,23.27035425,1.92956914,5.578629417,1.174889302,18.11081784,33.37061978,24.76217705,9.628753008,10.03822268,17.61597738,1.82463706,16.39252585,6.181164009,34.61331931,26.06820939,33.35645242,37.49182351,32.67347394,42.02391312,39.66440923,32.02616309,36.38402834,26.91111237,27.80096403,33.58824764,21.41191678,21.53016619,3.255003254,19.55847544,17.84316618,13.4299005,33.99014542,29.51122427,12.51170634,6.223012582,20.37025915,11.25636591,45.45195431,48.04969503,39.15553347,43.61924551,30.5502755,29.00809041,42.1624005,33.41802157,32.25692232,34.27462322,44.08660188,40.97177511,41.71117661,43.00477659,39.16558885,39.61202632,41.48409089,41.94540902,39.48960176,42.63280113,40.85734524,45.60149545,37.51597673,38.26004707,32.74994278,38.00222843,51.12050637,29.17135429,34.08012505,21.81841149,36.73636821,24.89338391,34.78695625,53.02338257,34.73343462,29.2596694,29.63267717,17.57654637,28.01007559,19.99400894,21.60103454,21.70474879,19.17381103,16.19695171,11.96676195,21.73050556,13.51801255,24.80155349,18.63899261,19.73250006,20.2865633,20.60767216,19.83137736,20.49822916,20.92336248,20.40264401,19.82893886,19.34434472,20.18962252,21.31020191,11.36746737,10.23486766,22.6295453,14.98900686,13.8119214,13.66906069,14.12030003,4.006485293,5.579370898,21.84874516,20.24197566,7.751818676,17.94739255,17.05076945,18.72017413,27.46443985,21.86852423,17.52560236,22.80047085,18.69992923,21.14415615,20.95144777,16.63446275,23.98699159,64.10091249,0.634173976,1.809985391,19.92598179,20.54917624,16.23481315,55.0834276,62.47328695,30.87372287,58.53472981,37.05824456,2.913399255,29.43615205,32.6840983,47.63012911,29.02908309,24.28634016,32.0159917,26.53977484,30.05285389,31.11754379,30.27820772,36.15347859,26.34089391,11.03878826,13.61916986,10.90176348,11.4652785,18.39244931,16.35571033,12.87656576,22.63067435,8.787479405,17.42840208,17.66228373,17.00774891
Chr5+14165562,LOC_Os05g24550,275.6285779,321.7149331,286.4898297,314.6216841,330.2291139,301.2076497,306.9977326,283.5427835,320.9433026,311.8642169,312.0508195,329.4315563,343.9772866,375.2002004,294.6859927,330.3513321,446.5145876,358.4834983,348.3199997,337.8093125,366.7640842,335.4332699,432.4482753,305.1427948,393.3396297,338.7359316,418.5130137,392.5452414,337.1572321,363.1994197,381.2657183,406.3732636,328.7293594,348.056236,397.1509299,436.6037684,373.9918578,314.235388,401.396885,370.839656,350.9492475,332.0027902,347.7018374,381.4687429,327.584287,396.7645263,336.0707813,351.8716241,112.3263715,120.1746582,108.6448085,114.6979364,115.7448678,111.722443,122.1555976,112.9586678,118.7186142,117.6871998,114.3687613,116.6788279,352.5008457,331.2754851,314.9356601,316.743625,316.7530753,351.2662202,275.338938,332.5094699,325.1537263,386.5582188,338.4649112,267.9282384,223.1261849,330.4061103,286.588032,263.2331998,303.4078672,331.4515211,348.1064121,200.4186418,314.2971243,322.1795437,273.8003257,350.7276651,724.1311857,692.7462948,723.5454899,605.4411593,646.3877737,639.0491124,586.3313597,712.0258891,521.7573857,649.8615256,656.4555472,647.4111635,289.6277226,288.4184194,287.9677382,298.299145,256.6619461,312.974084,298.8913155,266.2861944,317.9607812,276.0688044,275.9837699,252.7486222,164.1154196,234.2838005,209.4485918,215.4437127,196.9899998,200.5758372,133.3709405,239.1654858,216.3902196,199.1992212,187.8488558,180.9753714,119.6717656,155.6833607,83.77129454,99.24551946,119.5529155,123.7986473,158.2487678,90.29694279,129.5762982,100.977441,119.7344247,112.1477384,85.52959387,118.8465541,95.25460033,140.0161719,77.99927476,82.15102648,52.16811958,133.8532568,27.44549291,144.2074642,40.39508038,159.859533,87.57191703,89.82595281,83.09437134,92.59559843,86.03237213,85.79507957,93.92936947,74.14658436,83.68929955,71.33523933,88.64953727,78.10652562,235.3945817,208.6092737,210.4899409,244.4661864,257.0727871,259.0044983,206.5786861,242.1695668,219.4975047,227.3306551,222.9979388,212.7366477
Chr5+14165379,LOC_Os05g24550,282.7671453,274.2875025,280.0636494,276.4734327,275.0834413,285.6714762,274.3865493,277.5567019,278.4454723,277.0289322,278.014585,282.7842391,333.4232318,359.1029958,316.8340157,384.4379027,347.1972373,371.796853,290.4075805,372.8224617,286.9249219,321.4924251,318.7519403,315.2037798,222.9901636,232.9479353,234.1616239,207.1258466,226.1122333,215.1825362,193.1260869,323.3060498,258.5181723,184.2654247,223.0947942,155.8011615,76.38349926,107.7072936,174.4004754,144.1474652,157.7382931,116.9340208,91.80122512,147.3668767,152.0392525,139.266182,121.2092927,133.8084811,22.37210727,29.50987981,29.15812628,40.86361212,24.38536444,30.41500767,11.48160976,29.49825632,44.04748258,1.839548995,31.84930737,28.7905633,112.6296665,119.5799171,124.5693895,124.5605715,120.1329175,112.2820126,118.1519149,120.4447673,115.2491354,116.9844936,117.2863286,117.8763909,143.8070557,135.691517,141.6199023,139.7931206,130.7539427,146.2814082,134.8835706,140.7246141,147.8864181,138.8734458,138.0110596,136.0236849,303.2096986,250.1187237,279.8141227,260.8298099,273.7614927,264.8766886,277.6070881,279.3386796,279.2283848,285.7798476,250.320091,250.1994949,136.8147492,170.2885422,123.2842033,144.3658855,102.5639994,116.4535203,147.3136689,127.7177364,122.1251989,188.4420291,138.1989303,141.7092436,81.4812093,88.58649363,85.97058335,62.90533638,81.2874497,80.67278029,87.38596096,84.28341245,85.0889274,85.39978294,85.03031784,88.7440237,69.10673356,64.05793099,68.8301445,72.09753896,65.87785719,74.70373852,70.1120874,64.05075225,68.58126584,70.38478609,64.75686478,67.60969875,73.40306902,67.0100983,61.29657762,55.45503866,72.75054006,85.83141037,77.91620337,89.19814878,72.31878605,80.34880317,73.81265712,79.569346,80.57955055,76.83160358,79.30291339,80.62675577,77.81426316,77.98075852,77.64494749,75.1117403,78.65769225,73.70062376,73.61257018,75.00791772,233.4985215,243.5103883,240.8241335,228.3319362,242.9817078,237.9452959,232.7527828,232.9172002,219.9087259,239.0084421,204.1062235,216.9995962
Chr5-14493315,LOC_Os05g25040,5.022738759,0.279428028,1.467073795,3.352762878,2.728559559,3.281389252,1.630310909,2.699805026,2.39146045,2.590314989,2.510423647,0.069470822,2.643468346,3.230824012,4.092982438,5.541566884,1.973204524,6.378818831,3.981874597,0.290225302,1.909671686,3.916298242,5.302594992,7.028264774,0.512344874,1.082523982,0.393556273,0.810929806,1.657297494,0.350862304,1.978049843,1.636642624,0.372811663,0.937294963,1.896140166,1.693444217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246587612,0.214515045,0.371440825,0.369459523,0.082284944,0.000898283,0.411965099,0.240788837,0.027259696,0.515284426,0.347426359,0.756717608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4200596,8.210352167,5.650048754,10.96515219,3.349232547,6.544200999,3.563141654,3.599521718,6.058414523,5.495540252,0.562191455,0.581030773,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
Chr5-14490238,LOC_Os05g25040,352.1547,360.1395822,445.4335214,327.4293714,316.3217418,307.211143,328.0703703,357.1926951,324.0998067,452.6222912,355.8090652,342.6681855,309.7522257,289.9602248,375.2848664,335.1922726,275.2280058,365.3680322,299.1517176,387.6811078,279.7760542,265.1471709,303.3943545,367.2616143,148.3499692,126.6327976,119.8663969,116.1411894,117.7881906,135.8776947,125.1721222,127.6907748,108.9321502,142.1360263,116.3090858,114.4062687,0.018636434,0.434376523,0.210709078,0.591143892,0.513874395,1.005925472,0.554752131,0.199761037,0.1708595,1.012665772,0.743543065,0.910165061,0,0,0,0,0,0,0,0,0,0,0,0,1.958492573,0.886389671,2.100469118,2.506520841,1.825856776,1.561214996,1.265112717,0.751621009,0.643318534,0.057629816,2.245666906,2.013414077,0,0,0,0,0,0,0,0,0,0,0,0,2.188641561,1.978239221,2.19946109,1.411730019,1.970042526,1.325525966,1.647430173,3.157040179,1.315817626,1.339218246,2.502397999,2.156476663,9.795909659,11.49723128,22.61919085,11.23372765,13.72007114,2.331305011,16.30694775,13.0389015,10.58715056,16.02926515,3.745785997,9.386470762,0.101157168,0.542054226,1.230713537,0.289067053,0.526432895,0.620982005,0.759698226,0.212129945,0.08705446,0.39918498,0.057631516,0.167921106,0.87033251,0.794091712,0.364406232,0.423263206,0.317693755,0.532874808,0.145771594,0.899461289,0.749427057,0.145608913,0.531005376,0.48682596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.2726222,420.6137915,417.5077508,433.2217419,363.9328132,435.3616361,439.8780285,400.0965626,400.5042656,441.1428642,444.248484,414.0252652
Chr5-14489553,LOC_Os05g25040,115.2080415,87.22957042,118.3789059,123.3119374,110.8946129,101.450135,100.0818323,93.45292149,139.2982043,125.3988572,82.0595673,111.4787545,85.66703672,83.98089033,104.372825,90.07801905,71.7229653,84.76377732,101.8938708,86.19925239,72.47717291,96.76939545,93.8214943,93.55884033,42.97912234,47.34470628,36.56140686,51.93905431,52.24133288,30.81295679,58.92610555,45.08270796,30.16747031,80.16392212,58.78515597,57.70798896,0.226662074,0.58756739,0.42884747,1.208661782,0.933326038,0.158036214,0.244757755,0.478247875,0.914666326,0.229879969,1.093096884,0.361590314,0.042144438,0.647604665,0.33204126,0.394546355,0.688266952,0.427191756,0.728517922,0.280804248,0.096834969,0.749456428,0.272663335,0.256463581,0.062106946,0.33136458,0.47953929,0.381530132,1.128838204,0.786255817,1.131413074,1.021970499,1.197139502,0.148625858,0.72194667,0.917382056,1.374808865,1.744111992,0.005126457,1.918192639,2.834425078,1.875424774,0.772528618,1.462444998,0.339185657,1.678122147,3.089334481,0.802628528,1.691394989,1.829024279,1.352597697,1.45875726,0.542284567,1.548844896,0.226441922,1.942360153,0.73350471,1.17312176,1.125093012,1.545434437,12.09374961,14.90111693,9.975288854,12.79228148,13.31237447,11.98766412,16.47430321,14.02688026,14.26821002,9.016724644,15.48054912,14.44383151,0,0,0,0,0,0,0,0,0,0,0,0,0.06733767,0.094821207,0.343492105,1.064525258,0.20420937,1.323709317,0.484731704,0.273613317,0.453194198,0.23789468,0.619744799,0.504989631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.2507674,100.9396042,115.9897116,97.40070485,103.9455665,118.5646471,128.7074848,95.58940439,85.7980969,91.4054601,101.7524,118.1551939
Chr5-14588414,LOC_Os05g25180,87.81122236,85.28489812,79.69203759,72.73137228,70.82401473,79.22927048,97.71724691,73.75286937,79.27014758,93.63269194,76.96246405,70.83109866,87.77947035,39.77250059,101.2174577,19.0557436,11.46702781,68.43306071,83.93622441,37.86408281,77.44546549,57.59420518,61.69513923,8.805259865,19.11425093,17.18711518,23.47060399,14.56326649,21.63422293,19.96019985,23.72084675,21.02310564,15.15167411,18.76654108,16.47922872,21.41585162,14.77877022,14.0452765,14.04986473,14.24898244,14.83445774,16.59984316,14.83587348,15.24124615,15.36476043,18.20252999,15.76792309,13.47155754,11.36776737,14.02091499,16.05025293,10.0880829,10.02912777,23.73078518,14.16453175,23.13919933,16.6152202,26.13273759,27.27459157,22.05223823,29.15858845,28.30292179,27.51903762,18.60604811,21.31932765,30.41113565,31.33021248,24.54274277,23.25348091,15.25608873,22.14098034,33.71702492,28.052055,21.89884075,18.82824316,25.12676834,30.47224051,24.29647297,20.74590873,18.27500797,18.92161952,16.02222871,8.066818711,24.66091932,9.97165412,13.53210509,13.8362921,17.69856163,14.16402435,21.88333953,10.47260487,14.93610496,13.18201971,18.71578328,11.97528098,13.7025288,17.69925248,21.24371961,20.55407295,17.11673281,14.92611206,23.03993039,21.15413019,22.95879692,16.31409263,19.27125479,10.12622516,16.26729741,22.72525111,9.182821361,18.48795409,20.96011673,27.29569061,30.28331138,39.59059059,0.465198808,20.86724102,2.08285406,9.122791713,19.09861226,36.55429368,46.44108,43.14995754,38.36818456,38.59177615,31.99860976,44.68008655,44.2332181,34.15996437,37.10611926,40.35144212,32.66836688,18.98389915,40.19228744,63.07935149,52.54728245,35.39550177,54.58721323,65.16812513,71.27544095,32.48157767,112.5157241,13.52656853,32.40306762,24.44246257,24.13719531,14.94538046,13.30860487,13.763109,18.54442726,29.12034718,20.18384304,17.38664079,28.60084969,29.68696022,22.71677374,70.35371615,23.6684872,31.98623486,40.36671657,26.45666843,39.55354468,32.4263495,0.804613797,60.45037425,51.311757,63.04712801,59.85404699
