chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,husk1,husk2,husk3,husk4,husk5,husk6,husk7,anther1,anther2,anther3,anther4,anther5,anther6,anther7,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7
Chr2+34410079,LOC_Os02g56250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947384672,0.690110256,4.148465584,1.165833456,3.202595917,2.426283892,2.131580733,1.691574989,2.250740583,2.060269097,3.017133883,0.870607541,0.938720852,3.765465946,2.710952966,0.689769426,1.322599685,0.350897978,4.066259925,0.135985176,1.555044898,0.836158574,0.117004067,0.7293087,0.612900428,1.36099008,1.238547485,0.833207155,0.278578229,0.67073866,0.625006955,1.060744631,0.315284621,0.253933984,1.375713521,0.527251054,0.574441339,0.382797202,0.155379147,0.550685166,0.442192306,0.228031461,2.678574116,3.972479279,3.376637311,1.378222576,3.374001741,2.181908354,1.652770249,3.09692086,4.718698405,2.093660361,3.892785701,3.816280926,3.122519944,4.188816838,0.050727329,0.518665638,0.895742127,0.545155858,0.135295789,0.220104819,1.307737775,0,0,0,0,0,0,0,2.575811068,1.973783969,3.826694472,1.396296593,2.267858878,1.99021019,0.086983448,0,0,0,0,0,0,0
Chr2+34408266,LOC_Os02g56250,1.909641696,0.83866246,0.85635465,0.157207735,0.151737493,2.153540267,0.014397693,0.87601067,1.111287718,0.56920318,0.332667892,0.182788233,0.330378486,0.52304678,0,0,0,0,0,0,0,1.010728333,0.798216672,1.264532447,0.113967867,0.838772627,0.569486797,0.189177608,3.519599229,0.562182847,6.026919094,3.155659236,1.646929904,1.548082576,5.092863364,0.927147645,0.690391925,0.748738336,0.720725553,1.237660983,1.934669143,0.067376454,0.591322287,0.334420806,0.594638815,2.059057131,0.24638832,1.921141213,0.667934185,2.352629158,0.187922292,1.791181496,0.71921146,0.414448326,0.247620523,1.40563578,1.688470776,0.438333632,0.812180875,1.716310242,2.561062322,2.114909689,1.248013344,1.208278047,1.449970165,1.755489311,1.227748666,0.517395293,0.307403253,1.805521404,1.402070924,0.629914535,0.765701239,0.830679571,0.55993995,0.076780087,0.889236961,7.218073173,7.839367036,5.994886599,18.95936626,18.68171862,25.26776951,30.32489727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+34409997,LOC_Os02g56250,0,0,0,0,0,0,0,12.56765871,5.973192021,3.32649954,1.841767347,3.515964108,5.326720555,2.101226361,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.62923306,1.809383396,1.767749864,2.769969033,0.298500316,1.122244488,0.415866897,2.839446264,1.454473698,1.541346697,0.640333913,0.431721935,2.338720077,1.010383246,0.252824617,0.261280319,0.590535223,0.326787272,0.827273393,0.150890111,0.448493758,0.038743595,0.283288884,0.347130257,0.933477265,0.153225863,0.388130288,1.155524793,0.588883045,3.230476148,0.84981637,1.155065197,0.799780328,0.741087833,1.016393242,0.310647172,0.415819378,0.795745126,0.58831426,0.086877276,0.562357358,0.53193475,0.168028622,0.725263245,2.253807239,1.298438601,0.631136833,0.027985833,0.116162487,4.002814616,8.772747154,0.868917691,5.047811062,6.675306929,5.065281398,5.932755875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+34413398,LOC_Os02g56250,13.0483912,22.7626247,25.45807123,17.86081575,17.38407441,15.97422312,12.68060439,20.40581185,10.8666192,26.07976713,26.7250659,15.42461129,13.00547583,32.23945349,204.3777455,216.7155914,201.2709802,203.8353952,202.3660692,203.7430736,222.6388744,433.3885493,463.0351554,438.6158699,428.2373409,471.4501293,431.0883939,432.6143963,85.7066335,57.72232315,93.50949882,60.8944355,67.05782267,29.03179955,101.4227595,215.0933454,269.578528,233.3277699,267.9717867,237.2953441,294.7095313,270.6201697,74.56679992,86.0551903,99.37485609,79.31729335,87.34449327,87.91346408,87.22255706,268.2505736,323.9206825,335.2289063,351.747414,329.0053034,331.642097,318.4964489,333.8296128,322.571726,340.826127,305.7567117,303.6475566,311.0922918,324.7586149,237.8589139,231.8809118,227.5352298,237.1410859,249.1598881,241.8880479,242.3146767,91.24848831,81.47719639,121.3153559,163.3282341,125.6927249,137.8374021,85.68290067,27.11519843,9.492968912,61.7309237,52.33640185,55.45307374,47.55877409,19.25343631,345.1346056,333.4220544,402.9436725,378.4096789,435.9861066,345.9791414,377.635656,10.24896717,11.42793892,16.30313354,9.23282104,16.6982689,8.823526563,14.34638493
Chr2-34619843,LOC_Os02g56530,33.28036573,51.85326228,120.6925269,102.5773572,96.2189899,51.84158394,74.68259788,62.09882821,63.12420837,76.8386606,88.11981118,105.341148,59.94823527,53.11216099,126.7072892,89.25877199,118.1055334,133.4294948,127.0405364,108.0873508,131.7912799,96.4725283,117.3935232,117.2459423,105.5113184,84.53021522,162.6528761,117.3305879,87.45788442,67.95177175,56.59693323,53.48023519,64.55274722,76.84015775,52.53725527,81.7256126,84.4222246,94.32757529,87.51843702,89.14084646,74.92827849,88.8259266,83.60232977,85.13192818,91.68765546,94.38307854,87.88018917,87.45006513,95.10517888,64.3204101,87.57301837,54.84239361,109.9100122,107.2934771,108.4610912,89.65158055,86.08444749,86.77500478,89.69993477,73.65961071,85.62545426,87.14839909,80.18886152,84.13645964,76.54909964,75.97897651,81.73236581,75.78221015,83.88157326,77.68409087,133.6931671,137.1493378,141.4407686,136.5040959,141.280908,140.2115084,135.1421374,287.7573585,296.9357396,331.1353658,101.1615414,313.0908774,247.1502785,339.7115249,117.0400238,126.6448698,107.5808971,123.6658451,124.2195897,130.4892322,110.889876,81.86505932,88.78805905,79.02372352,89.26874196,79.79963578,90.54752695,85.96989076
Chr2-34619570,LOC_Os02g56530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.401209439,0.695618371,0.491610276,3.101292842,1.752950171,1.684327927,1.822654646,0,0,0,0,0,0,0,0.526804025,0.706114175,0.029236427,0.369071213,0.86142709,0.676226984,0.36491839,0.68666637,0.273482625,1.172252119,2.555532982,1.206478257,4.601163829,4.537135628,3.716233012,3.071400556,1.192327413,3.582658702,2.178659546,1.5666721,1.824419426,0.224536838,1.629350936,1.381125123,0.097763967,2.045441487,1.710021585,1.548625869,0.759777848,2.718540298,0.551609403,0.027372347,4.199071203,2.495308849,2.409471989,0.813391246,0.218418369,1.106041455,0.904468376,0.073720498,0.567462205,0.068621663,0.554495593,0.609001622,0.045756951,1.625307493,2.25094882,0.8813687,1.961546026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
Chr2-34622400,LOC_Os02g56530,0,0,0,0,0,0,0,0.250505518,1.221070137,0.959066553,0.179957484,0.101007272,0.393623627,1.271541458,2.009223438,0.737670055,4.349847571,0.283556565,2.946977641,0.988480702,1.350268885,2.994601953,1.936620107,0.29214,0.183036983,4.36929933,4.273664742,2.436535328,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2.174364115,0.608006663,1.687442871,2.971334624,0.266020834,2.389650645,0.888293848,1.714191094,1.499092385,1.262511588,0.6603079,1.215883778,1.234686779,1.26393229,2.630060975,1.625683906,3.475060514,2.616647289,0.772503764,1.308988205,1.740508999,4.457304545,4.551449767,3.431666762,4.85975651,2.072195723,3.870433757,5.037995145,6.515238024,5.217310508,4.68647351,3.575919639,10.90315633,5.527646934,18.13097748,0,0,0,0,0,0,0,2.610407175,2.377922578,1.195484439,1.823364051,2.99462002,4.253250273,1.345934301,3,3,3,3,3,3,3
Chr2-35178820,LOC_Os02g57410,11.39519787,9.787651649,9.463613218,10.68913405,10.97444044,10.77680585,11.50504475,22.49818816,15.98846638,19.06809347,13.85581715,44.66898099,8.877011064,18.60560527,12.85385206,14.96020517,7.21543356,26.45200728,20.12303785,14.0764792,8.269450692,6.873311559,5.741099407,6.416811956,5.65939711,7.072367678,5.567137169,7.184525243,27.19110229,28.35290987,32.21541972,33.39925325,29.60456078,25.15610416,36.65761992,24.59310202,19.24420238,18.4621919,20.52199374,20.86127301,28.68307276,21.64546327,8.575420605,8.026880789,8.167380401,8.646125984,6.845527333,8.798196441,7.15108936,1.550202086,3.35344409,2.223571499,2.114218621,2.198076583,2.135529363,1.995911923,17.79786798,13.93144584,13.68818067,15.7759778,15.9694287,20.46273995,16.75994429,68.7519403,123.0618974,147.2216851,119.3663342,132.7249332,143.3320425,129.9193064,26.63982611,23.94357508,31.91274707,35.08174455,27.44068112,27.79844485,27.84479319,38.29028506,12.22196923,65.36016412,34.54996964,17.68619481,94.29948803,49.25079733,7.931556377,12.68199736,15.51756377,10.60598866,13.52197645,6.526520364,10.31937361,1.653500178,5.977688852,4.389648428,3.072002275,8.41112812,5.175843779,3.648226695
Chr2-35179148,LOC_Os02g57410,235.0730305,130.5379927,174.3470885,317.8383558,184.0782408,404.9681368,274.6144923,296.2447204,333.5439333,270.1768395,260.4635155,305.0293162,381.4210236,306.1606373,146.3767385,131.416288,122.7946106,133.4521882,131.6543845,145.8061026,139.8539015,185.3019466,196.0872241,185.1603526,181.9621686,181.9908044,212.5669646,178.3550665,783.0520724,796.5867439,769.6142929,825.1156778,708.2711977,763.0528745,725.7022118,601.9581721,574.4197127,593.5427518,589.7870963,607.7676948,599.6477216,604.3822176,297.3060126,297.5721626,279.5874043,260.509561,265.7659066,298.2955082,288.7606514,68.88823782,67.71159481,89.38265674,59.9312678,65.46296343,64.65003084,63.5111599,222.5744703,220.3430895,210.4302723,216.3701632,205.9411316,203.6468829,203.794713,689.8111313,709.0529107,730.8677942,485.650089,478.1304973,695.7628824,654.3376509,288.1181089,285.2254965,286.9254799,279.968812,295.4264743,298.2271493,286.4349156,146.141489,139.9990678,147.1346922,148.1053283,151.4453336,150.6055792,159.3960841,292.8879494,296.7610783,283.6077442,273.794295,289.1791828,293.4536086,282.4660213,176.0180783,176.6230492,177.4850435,177.5164446,176.5039213,177.1175337,178.043494
Chr2-35178383,LOC_Os02g57410,4.02086356,3.659314438,11.33170114,7.682558729,6.688117544,12.9812835,12.18596673,6.574240882,5.331514663,2.83602319,3.955258772,2.276606422,3.627598526,5.129916512,6.277223912,1.4103465,2.237021151,2.450968334,1.683920421,2.406193493,0.370381853,1.870826807,1.250167649,1.495790711,2.228465457,3.09439828,0.151283991,3.571874221,10.70071569,3.833496019,2.744557034,7.105147502,11.99371347,8.973220074,6.652155619,8.082396341,6.124067977,8.298831676,8.819951179,11.89932658,7.489123438,6.936248391,1.348747208,3.052190697,2.056315068,0.517558829,2.104312394,2.383393709,1.90156695,1,1,1,1,1,1,1,6.372433579,12.89170547,6.948123519,5.248118876,13.30797231,9.247619506,8.931199634,17.58283755,15.1916098,18.31728675,17.96382626,17.31568706,17.36351502,20.25103533,4.997704446,11.00630457,12.41726322,11.43205344,11.72565912,13.13305489,13.78777572,0,0,0,0,0,0,0,0.410120812,1.139368379,1.841903647,2.631338654,1.715258679,2.73205733,1.919324287,5.823791586,4.212103762,4.929649813,5.467874084,6.671803491,6.417716183,5.694723351
Chr2-35320519,LOC_Os02g57670,1.034856031,1.073375549,3.268645135,1.539778848,0.858043526,3.756960884,0.026138867,23.78043992,0.135751547,13.79155747,14.94445234,11.12582172,4.59187553,21.69718409,11.73582565,16.50241296,13.5001172,26.5317322,7.615681788,7.699780999,19.17808611,1049.615251,1148.601046,1098.251372,1091.440851,1163.864358,1112.636786,1165.553859,310.434911,288.5553972,399.5005065,416.7149085,356.350646,340.8477822,428.2651726,265.6108825,281.9118944,274.6571803,271.7809883,259.3464575,266.9904814,239.2864144,54.8915437,34.46062303,45.83949032,62.77119397,86.48379683,55.98964173,74.1223531,36.82894071,30.86887066,47.26046913,32.39265725,44.91879257,42.31333839,34.4718644,6.193068143,6.119711318,5.77395119,5.459209458,6.50536499,4.971476187,6.597845295,5.665984345,76.74707278,40.87053895,7.228265916,29.46243118,22.94966426,74.49396728,15.18469032,22.87785968,24.01606107,15.23258057,14.11163278,17.5284147,22.72332342,22.11480801,37.64081853,27.22952451,26.88638399,7.254005383,16.30757295,31.74107065,49.26102265,49.86810384,46.18989428,45.77522788,51.18579471,46.9556609,47.05167516,1.498307997,1.200533481,1.400442481,2.337376768,4.240714668,3.657160325,10.33228275
Chr2-35320315,LOC_Os02g57670,0,0,0,0,0,0,0,0.643242454,2.408139994,1.160624582,0.870773293,0.365634815,1.434068468,1.049792169,1.144599511,0.639715653,1.996749935,0.13164262,0.381595742,0.206477393,0.646594535,86.60717707,85.03018157,102.584466,103.7454899,103.861005,90.75230528,78.67899642,21.34875063,34.52038245,23.49579988,26.66196091,30.15766712,30.06730598,30.20514507,19.81171278,30.54585667,20.74532661,26.60453456,36.39897743,31.35511389,24.01172169,0.565205424,1.181013935,4.766363388,2.441465575,0.700262724,3.525243994,1.480110089,2.836257687,0.701950676,3.608801897,2.185868958,3.007648034,2.298620072,1.979760974,0.896141133,0.218728423,1.342967725,0.836370629,0.811225301,0.474957356,0.64870871,23.77379596,15.42852916,17.11258457,26.44665049,14.69525581,22.20956918,17.56851426,1.71668155,1.104675149,1.582825161,3.965068829,3.111452387,0.402801693,2.473670051,8.431642979,15.61887644,14.77306441,9.425628606,20.43833437,5.205522597,4.903444752,9.224621945,8.041478104,10.62121454,6.954204591,8.023491799,8.809232407,6.05780098,0,0,0,0,0,0,0
Chr2-35572393,LOC_Os02g58139,6.121822269,7.992793266,7.358499442,6.445764955,8.439625162,6.214225277,5.608173988,10.66538919,6.143301485,13.42346272,4.720787879,2.894081531,11.37499906,13.57489051,2.082549477,1.108327946,1.939488254,2.538110394,2.059390851,2.923429254,2.138480739,10.08043695,10.08682085,11.02558778,10.16899877,10.460261,11.15320297,10.61829015,29.21221022,12.62088673,10.75073459,9.572741426,21.96636969,16.87961824,21.64532992,60.28231347,44.22473472,63.43578567,54.99191951,51.63689305,55.92279138,59.31627836,36.3702451,37.56672997,34.84682511,36.75290069,38.15002824,29.71189597,41.36291286,6.363353885,12.12834321,6.821564115,8.589331153,10.09826344,9.294323223,9.04046809,34.31027032,35.26372597,28.58241608,33.18602349,25.63154154,34.31072319,29.1627427,16.523688,24.53587257,22.0508145,24.60696621,17.52006991,26.34487131,20.04601298,4.977108854,6.169735828,5.351461618,5.783196303,5.283027068,4.919513409,2.159841447,11.896689,2.716594536,8.388189504,6.110620174,9.389489248,0.338334853,3.293061279,9.808411353,10.41274145,4.370333437,5.846518186,8.566937444,7.112123654,7.783741524,25.76078406,21.42944178,27.31813583,21.45803766,26.36947147,24.40176721,25.48200713
Chr2-35576243,LOC_Os02g58139,0,0,0,0,0,0,0,0.882753065,0.855945148,0.095636448,0.020396334,1.680777,2.161973517,0.265634312,0,0,0,0,0,0,0,0.490237054,5.361133028,3.107748518,1.357227581,1.284885342,2.931755458,0.057426902,1.461978821,6.578942968,5.499006888,3.986953674,6.566799059,6.69204224,3.906807958,5.019869147,0.213087474,7.544199754,10.75570588,4.373504033,1.528926745,5.781510653,6.436151136,9.469301013,5.928258856,7.888543388,6.466894883,4.527680022,7.369502537,2.851511323,2.697121675,4.03065566,3.80514779,3.299086009,1.834518447,3.840272258,7.356307395,6.951633462,8.349414059,7.654434862,8.427727338,6.829726919,7.590532175,2.958551389,2.951470468,1.501078153,1.6504043,1.468614641,1.758024412,2.924507973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-35572577,LOC_Os02g58139,3.237526426,3.131859169,1.15189488,3.655660944,2.453827525,0.649556313,0.74682054,0,0,0,0,0,0,0,0.621805058,2.337363221,2.050035383,1.683323183,1.378607904,2.861433748,1.630389846,0.801555401,0.545567252,0.600502605,1.040490397,0.714446788,0.540188632,0.395530015,4.072650404,3.192840428,1.103258566,1.180291802,3.532108441,2.754288766,3.864638821,2.016414233,0.480216966,0.581701297,2.745919764,1.487035157,3.906209677,2.677000793,0.003197264,0.480725331,2.52329872,2.896283021,8.934488029,1.42630375,1.354374945,1.580324555,0.010018562,0.456659703,0.668707303,0.694763144,0.504811657,0.468782578,0.114183489,0.973860993,0.849235315,0.772847214,0.079696028,0.166789247,1.440402492,2.27431189,2.79822703,0.334579634,5.927139607,2.899724397,1.89386935,5.154935349,0.735440865,0.382283606,0.195880956,1.393344616,0.145895975,0.997708696,1.552576634,16.95951836,4.173594475,16.04297053,10.82920767,0.005610918,25.68318948,23.88760781,0.115845871,1.690719925,0.445250172,1.441610697,0.069521851,0.458386583,1.396711645,10.63719646,3.736608405,14.25552727,17.18426394,5.762654397,1.328836487,0.993634348
Chr2+35587337,LOC_Os02g58150,3.257694976,1.87126857,1.10716407,1.18894016,3.454882593,7.964127632,5.451546199,6.232485833,8.418325608,6.537221248,0.326794027,2.576617674,2.073902132,5.273356196,0.056561126,5.621740786,5.191271896,2.290532624,2.475059827,4.209815868,4.117963392,0.81547851,0.526857703,0.824846628,0.964560949,0.565214862,0.944360081,0.204564131,10.04823266,5.024459934,5.551624453,7.468715578,9.926293954,3.235796386,2.440016722,2.443307694,10.70340535,13.54498208,2.078738061,11.15287331,8.499377882,3.120756982,1.218207782,2.633174147,3.108754613,3.440442662,2.600436513,2.653738637,2.981950142,1.238363151,1.029010268,1.022719037,0.646458957,1.297124703,1.211562827,1.076536304,0.254280195,0.558927925,0.411882115,1.664190074,0.479279271,1.90142455,3.274670012,7.501179629,8.759540127,7.404842959,5.632229814,7.731672541,3.340252699,0.677493641,1.566977574,1.776960661,1.476862587,0.16008692,1.011751302,0.935001719,1.21790282,0,0,0,0,0,0,0,0.198595507,0.309101839,1.067667936,1.095342081,0.276112632,0.818210289,2.457606269,1.502906841,2.601888827,2.782948252,2.919219208,1.679577653,1.903903732,2.123052697
Chr2+35585743,LOC_Os02g58150,2.148936598,1.071956954,3.095295766,0.751031582,1.286673041,1.305969374,0.315976343,0.367364536,0.005663909,1.671842918,0.808337796,0.365548419,2.922661836,0.337980082,5.601072975,4.132998991,0.804831899,7.308040674,7.750943201,4.833452647,5.68855974,3.055855594,2.330961804,1.590395608,2.019979037,2.162968064,0.841249532,2.205069957,0.348539632,1.500567123,0.040226651,0.212878908,0.710659982,3.918450638,0.555290964,5.890736474,2.564196112,7.417769674,7.487746656,5.460970993,4.605829757,4.06800663,6.676644586,7.063873186,6.156733788,6.554292245,7.449159657,7.161703656,6.564355739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900421264,0.737518605,0.582093623,0.394366351,1.265410184,1.189127117,0.503955086,0.75248632,0.857402678,0.842333149,1.11505004,0.404369253,0.409863474,2.154273762,0,0,0,0,0,0,0,10.18198119,2.522802611,1.86597411,1.239102259,4.332278172,0.697071174,3.38106363,4.23166952,1.047504886,3.903116606,5.157912362,0.756553982,0.557632451,3.252167371
Chr2+35589236,LOC_Os02g58150,8.282325273,9.942501573,7.783490317,9.0469619,8.36656882,8.484478553,10.00462816,20.07390802,20.38827223,20.76512886,19.30504304,21.24624883,21.65797958,22.35850447,4.667051788,10.38075389,21.48288503,4.954152423,2.993847531,4.671378351,4.5082529,16.70658526,19.36177796,23.95388188,17.46636944,12.14071241,24.47255357,17.29718984,47.33719526,54.7487534,50.90972201,47.44849614,54.4890673,46.11447952,63.87423906,71.81765407,69.64810667,67.2389964,56.83679238,72.2432909,43.73989771,102.8779257,49.60367735,42.31612791,39.90113295,42.7915682,39.777727,41.61816222,39.11640041,0.331411888,0.835826102,0.309524601,0.045631483,2.195693942,0.52738621,0.440941506,0.581924011,0.557016328,1.319873248,0.228172487,0.061767843,1.224643917,0.323995652,21.69085538,32.36724036,39.11476917,31.02207166,29.2168844,46.48928682,26.53925465,23.2166662,31.81492781,28.19717184,18.36066701,28.09201017,7.633862711,19.39845901,102.0104691,35.61574946,63.26848978,9.341309843,161.7191545,38.33628231,39.04601354,24.57989556,19.81802323,36.66946623,31.55132456,20.90704533,35.5097006,22.35636379,8.053603635,7.45874051,8.595477334,7.975434625,9.235799427,7.542188076,7.989500075
Chr2+35585617,LOC_Os02g58150,2.935377459,2.071422404,4.483688138,5.047693521,2.916103098,2.520547973,4.362166578,5.10214746,6.361663194,6.419477296,8.799800929,2.635062011,2.611766192,2.528670896,15.6704832,14.03980139,2.593091444,7.102072545,10.91596422,3.304336479,1.872918991,1.468034942,1.253408381,0.83880764,0.537550535,0.689953237,3.269661452,3.548303796,0.368496491,0.286965479,6.366108716,9.590266566,2.135943247,1.338120522,3.414019013,10.04626506,2.487524048,4.679625385,1.234618976,4.231839228,0.416469501,8.871294962,0.481027451,1.414755303,1.543990568,0.726713425,1.925903513,1.188545672,0.720956147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624345336,0.971566834,0.007491676,0.548558343,0.589351605,0.656246251,0.570136974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230648167,0.100674483,0.46871164,0.928305239,0.384362001,0.489496429,0.492780304,1.44585558,2.095766663,0.417926784,2.41548937,1.733986577,0.669795965,0.810789268
Chr2+35587059,LOC_Os02g58150,55.87574708,22.74495092,67.93667942,40.67320862,58.150493,61.83548605,55.41533693,51.53379289,45.92711619,44.66891264,6.242883073,20.16979518,9.589461674,42.72544241,6.421507768,5.962841826,9.027374283,6.006372507,8.94131918,7.555367163,5.410448642,32.36022272,48.76186491,36.70686692,41.40123059,43.17616717,30.27898579,42.19378266,111.3270131,104.8037768,111.3694217,107.0060955,112.8676786,108.509128,101.6608256,108.0394548,111.2361323,94.1238229,93.03257045,98.79826738,102.2977935,93.0952872,95.05092052,66.50559364,82.08062647,72.8514591,63.97733311,75.44994907,89.89377093,11.93084373,6.018959885,10.10142496,9.990092396,9.698374356,11.16146691,15.35818595,6.65106305,5.290201208,0.839339493,5.969145474,6.408693138,8.017457761,6.788980056,42.37018076,36.63221664,31.82742328,31.3489098,33.07929023,30.28196076,30.94716492,32.04129123,26.95046605,35.28754481,21.06742547,35.05461943,20.72031777,32.32125483,86.13575781,95.34124672,87.11324944,84.46074916,15.07991248,5.51121468,43.45793735,27.53042187,30.90734923,28.75433444,23.76553217,25.79986827,29.94747479,25.9308785,41.17006658,38.51302944,36.84048856,45.34258522,46.77934223,42.57875162,43.0137795
Chr2+35742564,LOC_Os02g58440,67.71377881,69.18867381,51.39047434,54.96931102,74.40980645,63.56916534,23.07226935,75.42627261,80.78171434,49.42597885,101.3804533,71.09110628,82.8312685,71.15838246,104.0532096,96.59685124,90.66370934,89.17797528,104.9284587,91.19413629,88.06325561,108.8098696,117.2104414,120.3511571,74.33547169,106.2777964,136.6201633,100.2470984,222.1297753,236.9890169,190.8296395,212.2085819,156.7786554,175.3094851,164.6930435,199.2955438,187.1184444,197.5263987,211.6893689,200.3390319,181.3647507,199.6426502,110.2665209,134.0840704,129.9027161,116.5223163,112.9463168,110.7345777,131.3109331,77.91961761,95.5629519,103.3858039,74.35003432,86.80725724,63.19714959,95.9343178,57.87132852,60.57677504,57.39652799,58.93393102,61.26993359,65.06764366,62.15800228,54.33720987,134.4314936,126.9810122,131.6649001,74.84909268,175.5013618,105.9599504,52.92442909,52.29026467,53.96190645,51.24412554,52.33815817,49.85537575,52.86517284,40.02555017,38.72579956,112.5437585,18.65398443,89.35855621,75.98269704,42.93897221,94.36269712,96.22421489,96.19596479,96.3847616,94.72573949,91.74926756,97.41094103,85,85,85,85,85,85,85
Chr2+35742370,LOC_Os02g58440,0.415313555,2.08117707,3.819902009,1.68492589,1.049367897,1.203848529,1.658256164,0.19226662,1.184275874,0.468035795,0.54973729,2.060608363,1.610812987,0.690072373,0.506355942,3.226814102,0.280915233,2.094145831,2.219463874,1.166979185,2.354416994,0.989884602,0.756285044,1.008485561,1.069156545,1.069691811,1.033249602,1.075734081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638792566,0.93861552,0.047847194,1.357997538,1.128398531,0.410398981,1.151530777,2.324432535,2.934093572,2.554677174,2.747960991,2.567029547,3.27719453,3.375090411,0.545749186,0.66308708,3.104407923,0.464494883,0.052808126,0.51792253,1.266718411,0.680645641,2.133210165,2.979935051,3.826718017,1.728664784,0.825269569,3.287245735,0.431472774,1.681013287,2.043605506,0.047490111,0.914136298,1.554638538,0.799614279,0,0,0,0,0,0,0,2.22660355,0.484653446,6.588615432,10.40094574,0.784265537,3.815753629,6.233224753,0,0,0,0,0,0,0
Chr2+35812441,LOC_Os02g58580,23.24081066,10.42975448,5.493548123,20.69363956,5.092943175,11.02604084,10.45571849,14.88223624,14.66506681,14.7981831,16.14681196,15.38554673,17.9587854,22.78103728,24.2744629,1.049968611,7.432114719,11.71521861,3.635206071,18.61951368,24.16955938,27.96863595,35.62796182,16.76181712,35.2916665,29.37817544,24.72508076,30.77513057,31.080704,2.167743889,14.77182793,40.01033256,22.80777571,49.93417563,40.79849011,29.25430201,21.96619943,36.33335334,32.32450564,21.66734309,20.69572189,28.39838231,33.08353166,33.38231801,23.48062836,27.79001671,16.29525612,24.27154167,33.89385561,24.62093018,15.51441708,11.74075954,13.67426512,18.76109421,16.82460972,14.68124893,20.68040218,30.68171349,30.09849652,26.72830452,22.36404949,27.52856024,21.0577641,22.61931439,21.58343351,18.43849476,23.01006361,24.51940069,19.809192,23.08635643,14.06100689,9.753776879,12.40097354,12.07731962,6.606643093,15.20976503,8.88519177,42.8575686,27.93322444,12.71632089,35.6447124,21.85668472,16.89819748,1.723362977,13.82956592,13.36379175,14.97443419,13.8545817,13.67884989,14.01314788,14.43605784,8.856309978,12.58599143,10.94305397,1.881271366,13.8383221,5.900739832,8.771757521
Chr2+35812361,LOC_Os02g58580,45.99654534,45.54569554,39.81194399,47.03573299,42.27615746,41.21146203,41.51957455,47.79376405,30.56378872,44.47130264,54.84169152,29.86511421,30.32406046,58.39373124,41.9571907,43.64593813,44.56145778,43.75269246,43.81690929,45.27792773,43.70422902,37.99392882,38.35078956,28.83920113,34.74487289,40.83530679,45.10345544,38.36340307,38.97977814,50.65074966,36.44062865,45.54729872,44.6924045,42.30585238,37.34500478,31.21644023,40.38283851,66.92914902,56.01955047,38.42709413,71.01260385,62.96121594,30.36227075,28.18880096,26.2532665,33.20623987,34.45655073,31.30363566,29.46422813,25.10863548,27.45346208,35.72385386,28.19248891,44.25657111,38.56297541,33.38939975,32.37674141,42.19798774,35.19103847,32.16973249,34.17031652,35.99313685,36.24128404,23.19569803,26.56169292,21.60256654,21.75387613,19.82499076,25.75746283,18.04182432,35.10950343,20.62070444,42.49172758,41.17272466,45.84483106,25.97503976,9.864275062,0,0,0,0,0,0,0,30.46009107,37.03454448,29.93805275,37.82126383,27.98778094,33.76994947,31.61043924,67.64211253,69.42618691,65.74127254,68.05122542,66.50615764,67.77494227,69.70615948
