chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,shoot1,shoot2,shoot3,shoot4,shoot5,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,husk1,husk2,husk3,husk4,husk5,anther1,anther2,anther3,anther4,anther5,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,pistil1,pistil2,pistil3,pistil4,pistil5,embryo1,embryo2,embryo3,embryo4,embryo5
Chr2+13162496,LOC_Os02g22100,3.396990632,0.472567326,0.261584827,0.412261975,0.031714212,0,0,0,0,0,0,0,0,0,0,2.181138617,2.00845301,2.424969447,2.17373493,2.296819524,3.198291278,2.56770665,2.725187823,3.515498948,0.293123944,7.843387159,13.42022917,18.87029068,16.62833035,18.41826315,1.570810829,7.120562672,8.788953382,2.748467918,1.255940238,0,0,0,0,0,0,0,0,0,0,1.578698833,0.360268258,0.193249643,0.970534829,1.520765539,0,0,0,0,0,3.367736897,0.698748937,4.483857771,0.541850929,8.447535623,0.32247354,0.016583037,0.910320991,0.862368779,0.542172838,0,0,0,0,0
Chr2+13160500,LOC_Os02g22100,0,0,0,0,0,0,0,0,0,0,0.426091707,0.733702015,2.169502688,1.068685642,2.394669528,0.710384842,1.881409214,0.679256252,1.040730264,1.614626057,8.504064876,4.613946825,11.51882753,6.72241258,5.719178606,1.538647942,0.706141495,0.998374717,2.245058263,0.605351668,0.892456555,0.872677087,1.342650912,0.611191691,0.236183184,0,0,0,0,0,0,0,0,0,0,0.720300876,1.413542747,0.815078451,0.197168978,0.799739006,0,0,0,0,0,0.030169131,0.470511819,0.357242469,1.083522906,0.153341563,0,0,0,0,0,1.375052858,0.582492118,1.147980936,0.36036524,2.038574439
Chr2+13161716,LOC_Os02g22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323626801,2.124961988,1.347171043,1.556670038,0.47247237,15.44621358,13.81554167,15.79721736,13.16753269,14.71713676,2.36384359,7.534679486,5.114880269,8.492310949,6.589819969,2.289414305,0.310932482,2.344265565,0.869647157,1.722329627,0,0,0,0,0,0,0,0,0,0,2.702914945,1.793975185,2.396611065,2.850777308,0.034255971,0.7328371,0.71140471,0.590617443,0.107420014,0.177038524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+13292418,LOC_Os02g22260,1.479340449,1.436960397,5.070368061,0.786866437,11.18311398,6.876624555,9.890805757,0.746899132,5.768905807,6.791327947,2.575941414,5.27785969,0.584621524,1.788253951,2.353511956,740.6744748,737.2618788,733.3955422,750.014752,705.103237,369.2523154,373.6411378,349.4571923,357.6836848,344.1679763,265.3635526,249.1655651,262.3100218,270.0077875,266.8217717,106.8383278,118.4499685,107.6270611,111.9238762,141.4757017,28.3130595,25.05414931,45.83719775,62.95829125,41.71272394,12.11013299,12.83834383,12.91329115,13.9456926,13.0686474,115.635051,115.4210314,110.9854913,137.3210057,111.792221,51.73096046,27.74283319,33.99350389,55.45011776,62.56087139,64.20270456,59.9563996,58.28785986,55.04969492,66.51845096,51.07569377,59.99814631,56.48573264,57.39836056,57.09308263,6.808658689,7.870635625,8.672474773,10.57488456,7.364821349
Chr2+13289778,LOC_Os02g22260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.471730826,1.63710798,4.184597638,1.70149604,0.808333891,4.430263578,3.498322694,4.433843452,5.323574151,3.826530162,0,0,0,0,0,0.218686178,0.979487509,0.117562914,0.142261071,1.251504555,0,0,0,0,0,0,0,0,0,0,1.383485915,1.098925801,1.471342757,3.085630716,4.084526256,2.835874763,3.634955652,2.747085771,3.699307253,3.868159373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+16152864,LOC_Os02g27400,220.0961953,179.1294058,188.7894703,161.1714513,221.6290175,125.1240415,139.3229065,144.4810283,143.6245641,150.4145734,92.37600386,216.0399334,28.06577298,81.32465864,79.75004939,82.24602737,74.29251494,61.67781096,71.94607357,80.89952895,96.3422939,90.02441099,96.39251018,108.145248,99.7522339,84.59046214,92.09402857,74.64358601,51.57210042,70.55305804,106.8472542,100.1430465,83.83943067,95.46693248,98.26349401,34.57076168,52.29421339,17.69244479,45.35888957,44.06876691,23.74694338,28.10595665,16.11154582,23.3461525,18.0112322,103.8480762,92.21252772,109.37159,79.07472486,59.10881849,36.92507095,23.49767128,23.43163922,40.72353013,32.69283872,10.71079939,6.581356144,4.407924698,14.42009329,6.086318895,44.00272853,21.14540512,38.22157234,39.5400769,64.31874219,126.845203,123.7574061,106.2737383,127.5323669,132.0478778
Chr2+16152650,LOC_Os02g27400,5.3532021,6.837808428,8.831015176,3.311374296,7.164660835,0.744155057,4.826846962,2.275273193,5.125551029,8.095241084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004088303,0.158472595,0.614722005,0.112038346,0.532825314,0,0,0,0,0,0.40560441,0.608804924,0.439876296,0.928523841,0.898650175,0,0,0,0,0,0,0,0,0,0,2.964364607,0.40682073,0.219303028,1.691639614,0.094302644,2.331324615,2.583502512,1.327722655,1.703527565,2.859715728
Chr2+16152565,LOC_Os02g27400,17.32509673,23.80819381,23.44751052,20.69782221,18.31805931,22.34373922,16.43233944,23.86737494,15.97573003,14.96924846,0.01557668,4.346610805,6.691531599,3.098744682,1.476710268,5.41398446,5.6909883,1.36768667,4.546324634,7.706675769,1.533624094,0.278146144,2.006534435,0.612385946,1.546461478,0,0,0,0,0,1.359458508,1.152735281,1.299497697,1.363495127,1.631998996,2,2,2,2,2,2.91224385,3.24393963,2.242670288,0.801387147,2.484180904,2.519370742,3.124815608,4.072781484,2.8467294,3.14386754,0.431232222,1.822531885,2.26415972,0.627936878,1.796154178,0,0,0,0,0,1.156468564,0.766309564,1.274212999,0.117333277,1.321799041,16.88020571,15.45890597,16.12864866,13.21468258,17.19705461
Chr2-16347716,LOC_Os02g27594,1.119736442,1.85382846,1.363179957,3.060613822,2.311447841,0.76777785,2.388259586,2.16414454,3.004424528,3.150139879,3,3,3,3,3,1.952394548,1.298848457,1.576114633,1.631460817,1.078170822,3.266320525,0.368371379,4.2973146,2.033411574,3.095926149,2.742901253,2.540871568,1.9587646,3.264250763,1.95195787,4.070989283,3.577010103,4.300650313,4.743960833,2.696079522,2,2,2,2,2,1,1,1,1,1,4.622055558,7.501490574,7.907919225,6.908959262,6.040655608,2.052878604,3.250523802,3.669914848,2.010529282,5.993601828,1.380724134,2.720898049,1.893137004,1.813145988,6.929581463,4.447907114,2.929705659,2.960240253,4.083733577,5.386101913,2.307745004,3.161189007,2.025031361,1.09984001,1.652183176
Chr2-16347811,LOC_Os02g27594,15.91932048,34.83020158,29.62993537,23.42496193,52.41370395,10.71925722,12.90639375,5.69597363,8.138892746,3.040106489,1.761928844,5.090261545,9.558341852,3.640313778,8.058403901,9.124985031,4.29835536,4.509595105,3.499097778,2.524802814,0.055691425,0.195506424,0.450329907,0.321176332,1.444318639,9.097302694,1.663402234,2.15138706,3.592121868,2.808467381,6.169319005,5.089333818,3.916525886,4.34013742,8.874841912,0.829666193,2.402164854,2.858111753,2.782599922,0.208078266,4.74076759,0.815356196,2.382502637,3.776542024,5.84615628,13.24024132,12.15250791,10.94687495,9.41739023,10.97475225,30.28971156,4.765028179,12.72210997,8.361699104,9.343160346,14.65711364,8.429564178,24.76346094,25.89883351,8.502125265,24.61820967,28.00917277,21.29324017,26.77510533,24.8099611,47.5880186,45.73325677,62.06878703,41.62853396,30.20286996
Chr2-18844977,LOC_Os02g31910,0.964417137,0.692360685,0.731985201,1.022700033,0.035184428,2.289955276,1.690002868,3.822202852,0.282940479,3.336178676,0.594700067,0.173440074,3.763843733,2.255519027,0.05713614,1.013937476,0.408109758,0.198863225,0.51856582,0.093490345,3.183531612,3.375375746,13.16805276,4.450416569,12.39365867,2.458575315,2.450565827,0.731710535,2.655788882,2.187135539,1.759015908,0.682850339,1.61489286,2.258737333,0.356907899,0.539184021,0.221379921,0.384111283,0.056272365,1.350947067,0.755058998,0.203946348,1.814230272,2.655411719,0.604834173,1.119895139,0.3098939,0.335139439,0.404170778,0.313454576,3.034603339,0.99613553,0.212451284,2.654281864,0.363947889,4.220745639,27.0850408,47.17118907,24.09073579,28.50491835,0.238608719,0.603668894,0.951926197,0.729686079,0.988923144,0,0,0,0,0
Chr2-18845258,LOC_Os02g31910,0,0,0,0,0,0,0,0,0,0,0.368156841,0.758789675,1.694750132,1.09047795,2.460966272,1,1,1,1,1,2.204855841,0.075466117,7.947704214,3.296877951,0.750475195,10.20728881,2.623659417,5.569174467,0.646126456,7.188910746,1.351667423,2.399422196,1.528011692,1.273291467,1.19339743,0.507490637,0.841975989,3.005020994,0.949512163,1.068906555,1.937204783,1.467324889,0.998766157,1.984195548,2.298743064,1,1,1,1,1,7.412206179,6.26831042,12.59168022,2.536667688,11.64823261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-18845551,LOC_Os02g31910,0,0,0,0,0,1.982393492,3.046155242,1.31317629,1.491161841,0.744274311,11.01030593,12.93116975,10.12072593,11.31257639,8.069732261,0.729234222,1.844521103,1.218256027,1.775397932,0.322676081,18.60098888,37.19510723,31.20272705,16.71234949,27.00062842,10.41097232,9.947294936,8.359126375,10.87696975,11.57432746,19.33375853,15.95858704,18.22295602,19.05163057,19.68068456,1.332499072,2.212516166,0.591526884,1.271042623,0.690752471,1.642856259,1.557176336,1.576782405,1.283407377,1.198978559,2.967769575,15.43641494,1.565839073,13.68018429,0.625380176,85.28170167,86.73603044,86.72632114,90.28749684,85.43910803,27.34547769,7.220603156,81.2234808,29.07368581,16.89936372,0,0,0,0,0,1,1,1,1,1
Chr2+19755137,LOC_Os02g33230,0,0,0,0,0,5.783219178,2.301097388,16.39238034,2.121962919,6.264299026,2.227274093,2.847575629,4.269740729,0.430931414,1.04042875,5.487162581,8.047449268,0.248462675,9.319049722,12.34858534,8.724484598,7.824452618,8.738685709,5.072229907,9.729339241,4.978788942,2.56301167,2.669959457,6.695009958,6.511578891,8.260601604,3.011535023,5.37392397,3.087059092,2.428573957,6.284223342,18.04607144,9.360197099,12.6278159,7.411358663,5.829612426,1.359614083,5.207006477,7.563758713,6.315526804,4.643010494,6.798148646,4.724577453,4.53874758,8.880309907,2.112481576,2.774423964,1.664510514,2.773357045,3.421932371,0.263892406,0.393593847,0.224503162,0.278666652,0.82193285,2.932165667,2.879925,1.913753131,3.884158095,2.296994683,0.625831866,0.652353292,2.93492749,4.239352993,5.121888194
Chr2+19754808,LOC_Os02g33230,101.305576,101.1005767,57.48154594,14.82655079,58.09436155,20.98910243,26.08768299,29.97963635,53.25671082,31.03908507,25.11038127,25.64088454,10.84585349,3.57394786,3.453664773,11.97232022,15.37335738,12.47580887,12.84844094,8.760116616,11.56239677,24.22659719,19.454019,19.81100841,14.67230854,13.71989474,10.57599073,15.31906617,17.10708337,15.5197138,3.357514807,5.790180909,11.54512341,2.803608997,13.28392167,3.771345701,6.311399297,4.964689734,5.779739794,4.418250277,6.151867156,5.936758045,7.461010848,6.183059821,6.844653831,3.329430759,10.91237098,16.54048918,4.835796134,10.40864074,23.04765348,16.58444436,16.55714773,16.63313851,13.69099435,18.47292027,25.9362387,88.62890693,153.6778864,126.1939439,8.890924631,9.612021544,9.386231949,10.94580303,10.66988225,49.52974897,49.06560257,52.19474796,43.52550448,47.84580211
Chr2+19754974,LOC_Os02g33230,102.0918889,79.0603277,82.08074009,79.30930823,81.61826277,134.2510351,97.83684065,153.4209699,85.74963386,29.81814991,67.72027505,49.95400308,38.47163179,66.38067088,27.52467532,83.53558031,93.11675092,82.51526909,62.00375008,79.08296964,147.2186266,150.3651478,145.768951,156.5982413,170.9279043,119.1933228,112.7211997,134.096252,136.2470508,110.1659507,93.6065451,93.99062515,96.26574155,102.4913899,94.83238285,56.96258921,71.67579805,95.2629039,83.48420202,101.3479559,75.07709507,71.31629439,76.60329598,83.30059094,82.20162508,79.42031162,97.45037087,89.59197051,72.09792154,97.57928988,81.34468367,90.39082995,80.65996277,83.38494597,81.86840848,66.97605419,24.77953834,17.00445223,58.63783834,61.3267446,75.4215086,63.79335775,61.3301263,75.11579277,67.89076213,90.76986416,82.57386007,101.6601747,80.4928411,76.84400246
Chr2+19755068,LOC_Os02g33230,5.211092165,0.913149374,4.74658366,2.053237946,2.654937893,1.429127421,2.787172348,1.75177837,3.679242536,1.135739241,27.9729179,17.30689082,2.029137571,4.457811786,1.288737847,16.58906546,29.94757523,21.85540986,29.29945093,29.84621539,25.10991312,23.50436997,7.643362983,11.47641682,7.324345111,2.271233304,21.61580168,6.340864706,17.8397605,10.16212389,9.386062381,10.76567572,9.449962058,10.40502036,11.59532695,28.95752282,19.02974503,45.05285626,14.97866918,28.53555699,13.45458599,16.41076867,14.59386963,14.80995096,21.14960048,12.62909282,10.32897789,13.60409371,14.01611931,13.79860091,7.673611879,8.993980921,12.58913996,11.69983561,9.194459071,0,0,0,0,0,5.853853919,6.363401952,13.68844675,7.411211789,9.299981034,6.403727923,6.547690091,7.430253999,0.367298495,3.89388704
Chr2-21462354,LOC_Os02g35720,19.73815127,24.67015227,10.75439962,5.625820753,15.89199816,29.95024777,20.6134618,35.78269584,34.42097965,27.58616441,114.7391175,99.9075251,98.2515172,84.74941297,87.22634827,42.7447718,71.10334213,29.09112159,55.16461657,76.64967173,63.44153003,79.44840116,43.53971071,48.55306057,75.41840649,121.6988019,118.7410052,110.8342698,115.3043856,121.5810142,78.6521281,78.97202905,76.45511984,70.16281962,73.55302115,80.50449026,98.94871708,77.3641493,87.89699755,65.36321485,70.60837465,58.37161383,104.5964164,66.99417711,80.59561336,55.69418685,35.22927033,79.18922541,48.12556197,52.73887022,81.54211367,81.11024099,105.2660317,106.3159423,100.5063912,8.21923567,19.24143674,28.73214789,34.72674615,13.19662954,64.22348384,73.36544921,85.95808841,67.09339294,80.49296437,44.68886383,47.35743335,24.4476847,37.13140215,43.49848877
Chr2-21463604,LOC_Os02g35720,4.234578856,3.395290573,0.667694716,0.14158787,4.602798936,3.481465741,7.72879602,4.166819968,5.909578555,6.281681278,1.495024255,1.446509915,1.781286713,1.493514777,1.945515891,0.67428019,0.34346613,0.055359266,1.144176469,0.103319695,0,0,0,0,0,1.394011779,0.216686213,0.441078567,0.395467143,0.754088576,0.013945571,1.130808407,1.046405716,0.062758114,0.473002476,1.157882889,1.36315521,0.98634677,2.731412984,2.516317419,0.526231058,0.44002584,0.782727951,0.694088004,1.158633861,4.459508241,3.024374111,2.176218181,0.974898293,3.339871232,3.48376789,3.016569077,1.208418575,2.825044175,1.852415526,0,0,0,0,0,1.024416979,0.008230762,1.207829013,0.41982819,0.814979591,3.057397006,6.005912827,2.463321793,4.621876269,3.019713733
Chr2-21462098,LOC_Os02g35720,0,0,0,0,0,2.359997862,0.105822449,0.991596095,6.326578758,2.254468641,3.866058194,3.806475549,0.772101769,2.902649564,1.228385271,0.108996156,0.135718345,2.584440995,0.744981875,0.852386973,0,0,0,0,0,1,1,1,1,1,0.716913631,0.57525295,0.998119937,0.667446766,0.13481253,0.689411706,2.817992002,3.226149893,0.56634488,3.31215196,2.494827129,2.655153958,3.116059838,2.251832544,2.326692175,0.558775523,0.636630578,0.45341433,0.162863253,0.86740496,4.767213892,3.617132731,3.297242335,1.201610757,3.528537298,0,0,0,0,0,2.164914557,2.301586478,1.739764586,0.997387004,0.273884692,0,0,0,0,0
Chr2-23183182,LOC_Os02g38350,120.294249,139.1747222,111.5567206,125.1287443,111.3991734,149.3683496,235.020171,168.2768076,125.6582282,156.945272,64.29261044,78.75093529,68.95880795,70.84541646,82.00107947,49.43910084,49.2715048,48.23972079,49.98146851,47.82086092,46.58593775,52.74087049,53.50031928,33.7372197,44.3180016,34.63372197,21.95562916,31.87434095,34.93245481,32.87131758,76.3416921,68.26312973,66.09038236,75.7072585,69.85047217,72.7230263,103.2107285,102.2551973,98.12086581,99.08584691,60.00487625,67.45198968,59.82909577,64.88422839,55.51681496,124.7591639,109.0124174,110.5752232,107.6416093,108.6363637,143.6067957,174.68466,141.5477531,191.488769,178.9739574,68.6717486,77.55887303,77.80494176,91.19870144,47.54454233,67.54713237,67.73243967,66.35506002,70.38939009,60.06410061,107.289426,107.4059203,99.41019538,104.4049696,103.3095922
Chr2-23183290,LOC_Os02g38350,0.706325973,0.378884048,5.004679174,0.249624143,8.905721715,0.332414319,0.717728669,1.607425774,0.809417783,1.249932205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.319510458,0.349573945,0.251459653,1.540722563,0.511567595,0.923882645,1.138471282,0.40240307,0.248264116,0.15987238,0.753464999,1.492814842,0.926193778,0.703227888,1.321295608,0,0,0,0,0,1.459089913,13.21601235,12.05262233,18.9254102,21.76412757,0.112648944,0.718507978,1.456803716,1.101845844,0.704727699,11.69301672,4.103434809,3.131999557,8.419725021,7.294439334
Chr2-23182938,LOC_Os02g38350,5.866434296,2.843494445,4.391389762,4.570292934,5.173163843,18.2620975,9.021245157,14.60257771,7.312748094,11.67638404,0,0,0,0,0,0,0,0,0,0,3.139791311,3.994239814,4.682877587,1.262621732,0.326343841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034233109,0.062384856,0.173095167,0.317574554,0.403621877,1.290312951,2.316991456,0.022415526,1.419060253,2.155358517,0,0,0,0,0,0,0,0,0,0,4.475411994,3.660887491,4.24433181,4.697833192,3.55551122
Chr2-23549703,LOC_Os02g38980,2.679841819,0.979606403,0.285367342,0.327951034,1.401851133,0,0,0,0,0,0,0,0,0,0,0.634134564,1.181494494,0.020839363,0.797292406,1.155655432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855004148,0.802714234,0.070666917,0.341216246,1.493477923,4,4,4,4,4,0.642902475,0.071219128,0.208680394,1.423035443,1.513207896,1.166472564,0.269050419,0.436041098,1.20041668,0.972543076,0,0,0,0,0,2.393082131,1.738310131,2.349928914,2.030566262,1.99091391,5.013536127,5.495503296,4.769658636,3.900846147,5.049882282
Chr2-23549262,LOC_Os02g38980,208.5734033,236.0992239,254.4574551,199.3332226,235.7030779,205.3549926,190.2372364,223.369452,232.2781057,236.4895663,240.4290878,248.480736,243.9580526,254.3670398,232.4551035,176.2892689,180.3758648,165.9807258,181.3679539,224.1397634,247.6590833,209.9635167,260.7123859,250.0254524,253.3673324,373.1694576,392.9079199,394.3421752,396.7536733,387.4394651,132.0193571,201.0403558,182.2571175,152.4582421,203.1858527,129.6118462,128.0769036,115.4783254,137.8345187,142.9571091,331.2861542,393.9714716,561.7811042,497.0781962,460.1006263,392.3995031,434.9525998,490.0010295,342.8066393,200.2947465,247.1540619,229.2182401,259.6735933,233.6066614,251.3211662,272.7847406,67.98827083,287.98034,88.0156587,264.2292756,225.0712096,213.115653,147.797178,282.0397023,258.1113039,289.3441097,269.2808494,251.9060311,284.5107115,255.8239462
Chr2-23553721,LOC_Os02g38980,15.72232404,9.274066036,12.82266354,10.18332243,14.10005843,11.09695181,20.17237283,4.370426737,2.579289178,1.333711836,5.421228944,4.651330627,3.86309104,6.236255836,2.539368088,1.228835764,2.187015301,1.380874433,1.353500061,1.135979312,1.206497767,1.654258539,3.219439227,3.343563214,4.84531445,1.037717096,2.22735469,0.307989061,0.920578194,2.889431965,1.249831084,0.341310274,3.118121213,1.845833233,1.408967867,3.559800335,8.268241212,6.931047122,12.39172566,5.637192359,8.479074902,6.980385318,11.37691312,8.546544965,11.54210636,3.10448095,8.536101364,2.869161836,1.205792494,3.402026987,6.608952356,6.887136982,6.438648572,0.975430939,2.376122827,0.833469501,1.019467463,0.369335724,1.80115199,8.846112055,0.44994469,0.581768012,0.723004415,1.17935716,1.311293124,7,7,7,7,7
Chr2-23554157,LOC_Os02g38980,0.494654535,0.048762358,1.369319894,1.578971355,0.738910255,0.408812562,0.37762417,1.019541639,1.022316997,0.363226848,0.801810498,0.877632418,1.732372723,0.419209995,1.094452589,1.651202348,1.355426058,2.502020033,1.564412445,1.075705921,1.641616023,3.476803802,0.16465332,2.494358674,0.622182474,0.860214571,2.13926873,1.64012906,1.077245606,1.393360817,1.004036995,0.053047033,0.409773898,0.881016633,0.516415954,2.241758698,0.123839484,0.331698546,0.401025539,0.414747638,1.953404658,0.728763929,1.066022017,1.441764798,1.729541557,0.834438632,0.260513237,0.775968974,0.27531518,0.929549193,0.583997974,0.088966829,0.724512333,0.058492813,0.374424037,6.312180434,7.102567293,5.503746076,7.352514167,0.501492894,0,0,0,0,0,1.383613523,1.200402541,1.611972533,2.006626932,1.13315067
Chr2-23552063,LOC_Os02g38980,5.753987524,7.143306198,4.189687727,5.862570449,5.488077973,6.9707746,25.73207944,13.30242079,27.14083211,13.7849266,19.10907008,6.925867496,10.44438284,10.97737932,10.59830109,10.34772658,7.167953639,7.415524137,8.67903162,13.30951754,13.57176989,20.90750252,17.2061618,6.518733703,8.304012136,15.27958701,19.88643055,23.06609636,16.15902128,30.83259868,6.189059569,1.997527632,5.841804663,9.934061961,6.426833748,5.987015436,10.87208978,9.872373918,8.49748511,7.890676175,33.89790585,37.63379642,40.90594608,36.10854772,36.42162486,14.27231747,22.8829208,18.23917442,11.58520748,15.26889496,13.71740724,8.760976825,13.18439906,22.97289677,11.34033714,65.01748895,0.226375186,18.49621385,79.16214239,135.6867506,10.99698912,4.317905743,8.413247446,7.076920557,5.359948954,0.937192967,1.763267791,0.468666574,3.789704545,1.410967865
Chr2-23553115,LOC_Os02g38980,1.29345243,13.91563574,2.056541374,3.872449664,10.31007911,2.735932,2.22225361,0.895287909,0.2464899,1.902491253,14.90857258,5.770123458,7.469198127,6.802962161,3.156309152,0.346265816,0.728680563,0.12592435,0.70649018,0.749210603,4.145536604,1.204380406,0.331621772,3.351141132,0.256480923,1.47879653,1.516874093,3.685587249,0.15004701,1.609214508,2.251460454,2.408260647,1.764318159,1.82842971,2.589435527,3.661396588,5.607064101,5.474381052,2.396515606,5.589688526,10.54844035,9.461634039,13.12463216,16.46937903,10.38989541,7.310281983,3.214879269,8.550500414,5.57542745,5.144703312,0,0,0,0,0,3.502036439,2.587205569,10.23802914,5.882192103,2.577143584,1.766215937,1.351725158,2.827150934,1.279267117,2.185566146,3,3,3,3,3
Chr2+23890486,LOC_Os02g39570,8.374449411,28.55759146,15.7833626,10.37028513,16.97386962,7.670480697,2.114122426,17.68443524,26.71294511,12.78452107,7.646505277,5.936996032,4.354743833,6.156738955,7.804313771,3.333874073,0.152747386,2.449545141,0.909445511,11.66049185,3.688561818,4.002770795,1.105282878,0.421421753,1.17154116,7.543079984,5.281531458,6.273841159,3.713966825,2.596932838,0.178653617,1.031397143,1.259324875,0.213564938,1.007747601,0.414993449,0.69453972,0.053563363,0.280807919,0.289638811,7.43173474,2.841277053,7.532088233,1.352267659,4.211193653,0.522521926,1.067736321,0.765159215,1.319834024,2.203190264,2,2,2,2,2,0,0,0,0,0,3.301083514,2.395349836,0.73883109,2.932143147,0.403669018,24.96521177,24.83281084,21.19640234,22.74171993,25.34814849
Chr2+23890654,LOC_Os02g39570,388.1560124,251.7710456,247.0481552,229.4196448,392.475144,211.1847507,174.1840467,221.9843305,200.4677912,286.2627497,255.5200034,222.388571,286.5820969,210.3795136,233.4387067,553.4625522,465.3036398,521.7278463,466.4910383,515.1826017,333.8190997,339.7253026,382.3353537,400.3907684,327.5732618,159.7161136,182.4874566,168.3195277,170.3914421,168.7473359,54.30496985,55.6379827,61.52031677,59.05597255,47.21205884,95.36674487,91.19762521,93.33609618,95.41037863,88.64110009,123.6473609,131.365485,99.80110236,95.87201424,105.9844509,82.68509965,95.41238845,94.34592402,95.66515066,96.78553277,96.3444987,92.32729096,78.56797199,96.53628832,88.74579124,65.77361547,51.88565769,41.65632389,72.3069443,76.15433398,244.6478084,250.5935395,283.209209,247.4411192,267.9351542,142.606663,151.537181,140.4024903,148.0173854,142.4961356
Chr2-24068728,LOC_Os02g39840,19.02427556,23.45089022,24.358467,20.79381461,28.75215595,23.69234336,27.20303787,18.87340468,21.41364625,16.04608206,11.76553344,0.600150825,11.81873823,11.75922738,14.66138718,11.46443077,17.18833335,12.35415826,11.21494182,16.63187262,3.540154317,6.298800635,5.761536926,6.640766392,3.913466026,17.03048036,3.603581715,9.756757946,11.262261,10.35031016,6.983256629,8.582278247,10.30343575,7.823797588,7.876181317,13.13245467,9.515789168,9.215657876,7.783801738,8.441915057,5.62888042,6.829881702,6.196132454,5.421748941,5.251427333,10.32723154,7.09206711,6.670059878,9.695278376,14.3505869,20.25151148,6.026956808,14.11940895,6.388643929,10.8998662,0,0,0,0,0,21.77784222,20.56559503,22.49427005,19.81187244,23.02402424,23.9340379,25.43793274,20.80202054,23.02844173,22.87989081
Chr2-24068540,LOC_Os02g39840,41.65740121,39.16697862,53.87282281,33.93200674,19.78949912,52.36635909,54.43743845,50.38824272,61.06562274,64.53833434,31.7693835,31.00728562,22.25621404,33.42694694,28.63642172,25.23977325,26.33274681,20.05041495,24.94273948,20.48411791,23.66074037,28.32852645,17.57744813,29.34534012,24.09533487,30.53325513,14.86295612,26.08152912,17.87435123,30.44814302,16.02925736,9.863347804,24.30143114,5.429125214,20.39072277,36.25003493,31.46671144,26.25619995,22.70818127,38.14758438,39.49477777,40.82277096,43.20107295,37.35845435,43.36992614,32.90262542,51.55867054,54.61071503,45.22550546,26.80246168,71.08766142,69.95834354,82.18531887,70.31729079,76.14100697,9.575129068,13.87008852,8.834442871,12.76984079,14.46985964,60.29622965,79.37577416,78.51376898,51.15147389,62.7541311,41.00158006,47.01689644,46.95145058,43.8732389,43.84422267
Chr2+25433155,LOC_Os02g42290,12.14276952,18.95721569,22.10136874,5.534655064,19.68922933,11.06935448,20.34880089,1.703002951,5.234549711,9.747874312,0.52644804,1.826073525,0.160994613,0.916800275,1.612153658,0.555636729,0.450590486,0.78191634,0.328349014,0.135530207,0,0,0,0,0,0.902654366,0.568349623,0.450122503,0.23310327,1.401029993,0.108715319,0.15751364,1.6251648,0.018417055,0.716462127,0,0,0,0,0,1.62557166,2.003450097,1.212833907,1.158623525,0.763890657,0.249777118,0.115265517,0.14241371,0.001032247,0.399691253,0,0,0,0,0,2.178829428,7.034990427,2.36985178,16.17840644,10.31325567,0,0,0,0,0,24.10601022,24.34434294,23.13558584,25.42655931,25.03437561
Chr2+25432787,LOC_Os02g42290,0.104942926,9.214698453,4.458208144,9.34142059,2.510509302,4.269190959,1.440766258,2.433706489,0.057127116,0.870279527,0.670301743,0.643626522,1.183653015,0.212734639,3.125945216,2.845328914,2.484776513,4.176841735,2.917056671,3.516743185,0,0,0,0,0,4.784501224,3.873606325,5.361483733,2.329352528,3.12448309,0.569947876,0.19856401,0.676094766,1.444559176,1.627621125,1,1,1,1,1,0.477119696,0.703664981,0.607863399,1.481374378,0.513468225,2.160932244,0.632593353,1.73446208,2.881618396,4.748226415,0,0,0,0,0,0,0,0,0,0,0.278138977,0.527347911,1.069451295,0.623159729,1.739177299,8.198457654,12.5391773,14.16310232,2.813231351,3.92723906
